step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
1000,2719,0.9070,36806.6,908,900,962,857,20,21,30
2000,2628,0.9300,47246.1,1840,878,922,828,18,17,32
3000,2601,0.9300,52180.2,2743,878,912,811,20,20,31
4000,1833,0.7043,28367.8,585,856,663,314,29,24,35
5000,1877,0.6825,38659.3,951,965,695,217,38,36,45
6000,1931,0.7126,49026.3,1348,960,736,235,41,43,61
7000,1949,0.6101,47318.4,900,1029,660,260,40,47,65
8000,2097,0.5961,46379.1,872,1090,739,268,70,41,57
9000,2072,0.6298,44605.5,939,975,760,337,53,50,77
10000,2115,0.6444,43980.0,1014,987,767,361,60,58,84
11000,2188,0.6339,44161.4,967,990,761,437,62,77,113
12000,2013,0.6225,38916.8,957,873,682,458,78,78,132
13000,2134,0.6453,31033.7,876,979,721,434,94,99,173
14000,1899,0.6277,28256.5,894,895,641,363,84,97,167
15000,1666,0.5972,24315.6,890,777,583,306,111,111,171
16000,1793,0.5605,24197.1,783,804,634,355,99,103,193
17000,1918,0.5996,27176.2,809,903,613,402,104,121,165
18000,2033,0.5770,26849.4,756,938,698,397,92,116,152
19000,2064,0.5804,28303.1,694,944,759,361,100,90,131
20000,2107,0.5629,36585.2,773,899,837,371,91,110,133
21000,2075,0.5436,43397.9,844,874,833,368,86,82,113
22000,2278,0.5136,39897.4,709,897,949,432,108,106,96
23000,2309,0.5686,46237.1,834,918,942,449,95,104,130
24000,2513,0.5157,52400.5,820,1077,945,491,85,95,101
25000,2763,0.4767,47077.5,725,1337,962,464,109,97,97
26000,2911,0.4926,49630.7,737,1337,996,578,115,113,116
27000,3003,0.4928,49353.4,739,1368,1048,587,133,83,120
28000,2997,0.4985,41763.6,673,1378,1053,566,129,116,142
29000,2826,0.5219,33974.8,618,1272,1089,465,137,121,122
30000,2707,0.5368,34786.8,679,1165,1134,408,137,128,113
31000,2821,0.5392,30989.5,651,1138,1176,507,157,136,132
32000,2432,0.5473,30545.7,695,989,987,456,137,131,142
33000,2362,0.5652,23817.5,637,1005,925,432,109,129,132
34000,2091,0.5184,22226.6,626,1013,770,308,127,107,122
35000,1950,0.5400,23594.3,726,933,681,336,116,117,164
36000,2142,0.5313,23406.7,661,1071,653,418,142,104,233
37000,2340,0.4940,22402.5,595,1188,717,435,157,138,234
38000,2406,0.5320,24824.5,608,1047,888,471,148,106,209
39000,2651,0.4772,25292.7,546,1145,913,593,169,102,237
40000,2967,0.4510,24682.1,466,1325,1104,538,156,150,193
41000,3073,0.4780,27754.4,498,1392,1083,598,118,160,214
42000,3425,0.4674,33184.2,538,1536,1312,577,159,149,182
43000,3190,0.4837,36382.7,594,1438,1232,520,131,180,165
44000,3379,0.4765,37534.0,585,1499,1376,504,145,145,154
