step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
45000,3584,0.4721,43138.3,634,1615,1342,627,148,149,127
46000,3636,0.4560,38154.7,564,1578,1401,657,123,136,142
47000,3831,0.4315,37102.2,518,1668,1491,672,165,183,194
48000,3611,0.4583,39813.6,571,1596,1312,703,162,139,192
49000,3120,0.4984,44131.4,734,1334,1120,666,152,119,203
50000,3207,0.4699,40418.0,694,1450,1125,632,137,116,184
51000,2886,0.4789,37631.1,701,1315,1058,513,99,148,168
52000,2742,0.5098,28305.0,624,1244,942,556,128,127,167
53000,2593,0.5222,26679.1,660,1238,855,500,137,138,239
54000,2447,0.4814,24698.8,655,1154,829,464,139,165,251
55000,2216,0.4725,22992.9,713,1096,708,412,123,150,264
56000,2276,0.5119,23532.4,672,1163,691,422,116,169,285
57000,2485,0.5002,26622.6,708,1186,786,513,110,222,338
58000,2684,0.5205,26653.2,685,1132,938,614,138,175,372
59000,2599,0.4813,29067.6,662,1132,956,511,114,130,274
60000,2998,0.4353,36706.5,655,1296,1163,539,134,131,272
61000,3050,0.4567,39478.3,679,1448,1040,562,142,103,273
62000,3258,0.4761,40902.0,676,1461,1156,641,154,106,226
63000,3267,0.4708,41226.0,673,1508,1183,576,154,117,205
64000,3169,0.4604,48568.4,724,1516,1083,570,118,101,182
65000,3223,0.4775,49632.5,744,1462,1097,664,97,122,192
66000,3315,0.4561,42916.5,669,1567,1176,572,122,134,169
67000,3140,0.4682,44961.4,740,1533,1049,558,127,113,153
68000,3253,0.4451,45307.2,730,1524,1113,616,112,115,172
69000,2871,0.4835,41832.8,725,1319,1004,548,129,124,149
70000,2672,0.4712,45182.4,823,1174,993,505,106,98,179
71000,2762,0.4757,44263.5,807,1210,1015,537,113,109,152
72000,2400,0.5179,35227.2,790,1008,941,451,114,80,181
73000,2217,0.5043,32339.6,832,1034,756,427,105,90,200
74000,2165,0.5487,30051.7,833,991,766,408,88,140,207
75000,2098,0.5048,25046.4,739,1006,709,383,102,122,227
76000,2017,0.5017,27186.1,779,1007,622,388,96,145,246
77000,2124,0.4840,31199.5,821,1023,631,470,97,146,318
78000,2423,0.4899,33657.6,793,1096,823,504,121,160,295
79000,2556,0.4617,34936.3,764,1159,859,538,95,148,254
80000,2659,0.4592,38914.7,768,1242,859,558,91,116,263
81000,2951,0.4466,39359.0,700,1356,1039,556,125,101,221
82000,3052,0.4581,46129.0,736,1379,1051,622,128,105,252
83000,3372,0.4481,48768.6,697,1618,1089,665,128,153,240
84000,3498,0.4491,48530.6,669,1630,1150,718,112,134,210
85000,2935,0.4610,49330.9,734,1460,968,507,106,106,182
86000,3155,0.4469,54330.9,746,1570,990,595,133,117,210
87000,2958,0.4604,54901.0,791,1435,916,607,108,113,164
88000,3041,0.4666,54949.9,771,1532,950,559,118,97,167
89000,2821,0.4569,50196.1,757,1354,930,537,134,90,145
90000,2593,0.4929,51169.4,839,1281,811,501,86,108,156
91000,2462,0.5191,45014.3,847,1124,818,520,75,86,176
92000,2518,0.5298,37947.8,748,1208,814,496,98,89,172
93000,2224,0.5040,35953.7,828,1028,730,466,85,117,207
94000,2161,0.5470,29736.9,815,1076,674,411,81,145,228
95000,1992,0.5301,25292.6,782,1001,616,375,101,125,209
96000,2018,0.5050,25559.0,781,1005,610,403,97,147,254
97000,2214,0.5023,28497.6,755,1070,703,441,108,138,275
98000,2222,0.4743,31143.2,783,1032,685,505,118,121,287
99000,2320,0.4918,36837.6,835,1004,815,501,124,130,251
100000,2441,0.4547,41155.3,836,1066,889,486,108,143,228
