step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,990,21.30,0.97,3.58,3.65,14.84,0.04,1.24,0.024,0.260,445836.7,162482.5,13,46,3.99,1.19,1.21,28.2851,967.94,83728.8,0.5648,1.0251,5462,23.6205,192,71.5864,397266.5
10000,1,833,23.66,1.19,4.23,3.27,16.64,0.05,1.34,0.025,0.241,328465.0,110761.7,13,45,4.26,1.28,1.38,18.1502,337.14,13730.1,25.1561,1.9857,5461,23.6162,336,56.5588,272270.0
10000,2,331,32.49,0.97,5.64,3.73,23.57,0.06,1.20,0.033,0.130,204277.2,52502.9,7,38,5.23,1.24,1.21,8.5689,57.42,2586.1,50.6477,2.5097,5461,23.6162,445,35.8833,142851.6
20000,0,865,27.60,0.29,5.38,0.05,12.07,0.00,1.11,0.002,0.177,233767.1,151835.5,2,54,3.49,1.09,1.11,12.4145,1283.89,97334.1,0.0000,2.7075,5462,11.4667,91,35.5731,207897.5
20000,1,683,33.82,0.72,7.30,0.04,12.92,0.04,1.21,0.015,0.162,115030.4,60417.0,2,109,3.90,1.19,1.22,3.9978,611.80,17454.2,2.6927,3.0172,5461,11.4646,138,15.4947,84271.2
20000,2,285,29.38,0.08,7.22,0.10,11.68,0.00,1.03,0.000,0.063,59262.7,23205.7,2,97,3.74,1.03,1.03,0.8488,40.41,1113.1,10.3451,3.8420,5461,11.4646,289,4.6718,20119.7
30000,0,1260,15.64,0.35,2.79,0.09,7.04,0.00,1.14,0.002,0.148,422689.8,448178.9,3,133,2.63,1.14,1.17,35.9067,937.31,90047.8,0.1067,1.4088,5462,21.4252,133,62.6656,411243.8
30000,1,1277,18.19,0.21,4.10,0.11,7.39,0.00,1.10,0.002,0.173,417870.5,386877.6,3,116,2.83,1.09,1.09,31.6098,904.60,15717.3,28.2581,3.4119,5461,21.4212,119,65.2454,385800.7
30000,2,455,17.22,0.17,3.60,0.01,10.01,0.00,1.05,0.000,0.072,141498.7,89308.9,2,96,3.27,1.06,1.07,2.5079,56.66,2069.7,65.5284,8.7352,5461,21.4212,215,8.3900,54818.9
40000,0,1379,15.16,0.31,3.47,0.13,7.07,0.01,1.10,0.006,0.173,270301.8,212591.2,4,97,2.75,1.09,1.11,14.3259,1215.19,93919.2,0.0000,4.4291,5462,13.6754,52,33.7364,227756.9
40000,1,977,18.36,0.33,5.00,0.14,7.92,0.01,1.09,0.004,0.150,135004.7,99170.5,4,79,3.02,1.07,1.10,5.1286,690.29,17327.4,2.7064,5.0992,5461,13.6729,120,13.0512,84166.8
40000,2,556,17.89,0.19,5.40,0.05,7.76,0.01,1.06,0.002,0.085,83645.2,45580.6,4,118,3.12,1.05,1.07,0.9385,97.94,1231.3,8.1927,6.8740,5461,13.6729,196,2.3580,15385.8
50000,0,1031,23.72,0.08,5.54,0.15,7.28,0.00,1.03,0.002,0.153,405831.6,280292.6,11,87,2.80,1.05,1.03,27.6315,670.77,81175.4,0.2302,1.4481,5462,21.0493,129,67.4998,392816.8
50000,1,859,24.20,0.22,5.40,0.02,7.88,0.02,1.07,0.006,0.133,335837.5,215614.1,13,103,2.82,1.05,1.08,21.6672,625.31,11796.3,33.9062,3.5247,5461,21.0454,138,54.5657,303695.3
50000,2,569,21.86,0.41,5.75,0.11,8.03,0.01,1.14,0.004,0.094,154270.0,82519.0,7,99,3.18,1.11,1.15,1.8098,58.60,1239.0,60.7795,11.0681,5461,21.0454,109,6.7226,44789.5
60000,0,1057,22.83,0.44,5.02,0.18,7.94,0.01,1.16,0.002,0.165,251687.0,147628.5,3,101,2.88,1.15,1.16,13.2792,952.26,91212.8,0.0000,3.9497,5462,13.0711,104,34.1063,213759.2
60000,1,890,18.71,0.30,3.79,0.17,8.28,0.01,1.11,0.006,0.128,129266.6,70523.7,3,64,2.98,1.09,1.11,5.1275,461.49,14079.0,3.6027,4.9873,5461,13.0687,104,11.7816,79338.4
60000,2,626,16.75,0.26,4.24,0.11,7.32,0.02,1.10,0.010,0.085,85871.7,41158.3,3,112,2.87,1.09,1.08,1.0302,120.26,599.7,7.9935,7.2897,5461,13.0687,60,2.0791,13394.2
70000,0,974,28.79,0.11,5.33,0.00,9.22,0.01,1.05,0.006,0.164,412300.1,284521.5,9,69,2.85,1.04,1.04,35.5076,1247.57,83877.5,0.2946,1.4638,5462,19.2316,150,69.8917,400899.5
70000,1,856,22.85,0.08,4.41,0.02,9.23,0.01,1.04,0.008,0.134,312588.3,189633.2,10,119,2.98,1.05,1.03,20.8854,740.74,11024.3,35.1636,4.8727,5461,19.2280,147,45.9281,265899.4
70000,2,534,17.83,0.65,3.08,0.02,9.88,0.02,1.23,0.006,0.083,142173.6,62770.2,8,81,3.25,1.20,1.21,1.7803,26.01,1370.2,64.8336,10.3808,5461,19.2280,91,6.0816,39370.3
80000,0,949,24.81,1.17,4.29,0.05,9.69,0.03,1.35,0.007,0.165,255269.1,147200.9,6,76,3.23,1.25,1.40,14.8249,1098.01,88499.7,0.0000,4.1525,5462,12.9000,81,33.7323,214764.1
