step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2405,0.802,0.495,7.51,43541,33622,3580,873,4491,68459,1113706.0,413448.4,0.315,0.354,0.179,0.151,96,21.80,19.12,1.33,4.62,2.57,6.96,2.01,5.96,15.67,13.33,0.05,0.47,0.109,0.223,1174,0.043,0.072,0.894,0.002,0.032,242443,234086,34,0.486,0.040,0.204,5498323,0.271,2.441,0.038,7.80,71998,401,6.039,0.386,0.262,9842387,1.31,10.41,0.098,0.250,0.016,4.0,16.3,48.6,142.5,51894,0.198,0.00,0.0030,0.047,313,0.931,0.000,0.711,0.822,4.09,5.24,5.68,0.11,0.033,1.27,1.36,1.34,0.933,0.00047,3.36,74.4996,2176.03,91313.8,140185.7,93.780,98.0034,166.270,720.495,0.967,0.289,65.5,75.630,250.398,473,2065.6,47.81,24.151,156.703,3522.3,94.388,0.134,2.00,15.6860,37724.7,0.9273,0.4614,21.58,1.003,0.158,1.5969,0.0000,0.475,0.106,0.386,0.0000,7.77,1.21,4,17,48,95,69.9007,4.6066,0.6291,0.0000,0.0000
20000,2455,0.687,0.373,5.54,33821,28397,970,1684,2720,107374,383172.2,136056.6,0.182,0.598,0.170,0.051,221,16.85,16.40,0.41,2.69,4.51,9.18,0.63,3.69,11.11,8.73,0.03,0.30,0.201,0.251,943,0.145,0.119,0.855,0.002,0.024,68218,63221,3,0.907,0.006,0.077,1681014,0.235,2.072,0.028,13.07,17928,658,1.267,0.157,0.252,6112650,1.09,14.00,0.051,0.425,0.011,4.5,11.9,42.4,114.2,40889,0.156,0.00,0.0014,0.087,393,0.683,0.000,0.812,0.526,3.69,3.61,7.13,0.07,0.026,1.09,1.07,1.11,0.688,0.00092,2.99,13.8772,1196.40,105438.5,140185.7,12.009,18.7306,71.016,278.764,0.894,0.355,54.7,33.715,51.059,297,1203.3,42.58,3.294,37.961,3336.9,25.286,0.135,2.00,10.6165,26063.5,0.9851,0.5287,16.66,0.953,0.141,0.4031,0.0000,0.397,0.056,0.067,0.0000,8.75,0.79,5,13,36,97,30.1136,1.3376,0.5833,0.0000,0.0000
30000,2869,0.864,0.490,8.65,127657,95268,1272,16892,13811,533029,1041936.5,733874.6,0.218,0.511,0.241,0.030,126,18.85,20.01,0.72,3.08,3.22,5.55,0.30,2.45,8.10,6.72,0.05,0.40,0.092,0.151,1398,0.036,0.075,0.902,0.001,0.022,345642,314646,2,0.615,0.041,0.041,1761803,0.264,2.641,0.038,7.31,93193,507,1.377,0.208,0.292,17773372,1.23,15.15,0.132,0.457,0.021,2.8,8.1,47.2,173.5,35412,0.135,0.00,0.0045,0.098,417,0.837,0.000,0.900,0.633,2.80,3.53,4.35,0.17,0.062,1.17,1.25,1.27,0.848,0.00103,2.08,69.5303,2482.64,97044.0,140185.7,91.944,92.4314,174.305,732.338,0.992,0.308,59.6,74.348,253.325,419,2009.3,99.76,6.448,160.305,3287.6,101.018,0.135,2.00,10.9791,31499.1,1.3725,0.7199,12.34,1.243,0.452,1.5969,0.0000,0.528,0.182,0.384,0.0000,7.61,1.97,3,9,25,89,61.4872,9.9090,0.5539,0.0000,0.0000
40000,2333,0.821,0.444,8.92,37663,31512,661,3687,2339,177101,360667.4,186066.9,0.149,0.632,0.193,0.026,225,20.26,19.52,1.23,3.90,3.45,6.10,0.33,3.13,9.71,6.80,0.24,0.83,0.095,0.156,1221,0.100,0.084,0.901,0.000,0.015,68426,58754,5,0.322,0.027,0.026,686953,0.193,2.135,0.037,10.44,22038,595,1.051,0.150,0.300,6700605,1.35,12.45,0.120,0.535,0.094,3.4,10.4,46.8,139.0,34336,0.131,0.00,0.0016,0.114,321,0.694,0.000,0.736,0.472,3.39,3.46,6.22,0.31,0.113,1.39,1.26,1.38,0.701,0.00103,1.80,13.7169,1401.46,108472.3,140185.7,16.083,18.0524,68.835,324.992,0.978,0.362,51.7,31.241,56.067,424,2189.9,43.08,3.443,37.711,3396.5,25.881,0.134,2.00,9.2281,21529.1,0.9662,0.6234,14.72,1.132,0.366,0.4031,0.0000,0.516,0.165,0.377,0.0000,7.74,1.94,4,11,26,81,27.3973,1.4405,0.5714,0.0000,0.0000
50000,2416,0.912,0.601,11.52,97741,74132,1461,13340,8725,431587,947492.6,686269.5,0.202,0.588,0.170,0.040,126,19.42,17.35,1.03,3.14,3.14,4.54,0.06,0.79,7.46,7.37,0.20,0.71,0.118,0.156,1398,0.034,0.069,0.911,0.000,0.019,307956,275236,8,0.484,0.091,0.012,682669,0.242,2.494,0.050,6.52,95414,543,1.590,0.190,0.325,18192735,1.40,11.34,0.168,0.577,0.091,2.8,13.6,44.5,115.4,28245,0.108,0.00,0.0053,0.096,307,0.869,0.000,0.875,0.684,2.67,3.62,4.02,0.22,0.094,1.44,1.25,1.48,0.877,0.00115,1.62,70.4896,1779.25,104534.7,140185.7,96.678,101.4420,149.938,664.253,0.992,0.348,46.4,61.512,255.157,592,3094.3,55.74,6.289,156.827,4688.0,91.636,0.135,2.00,9.3603,22614.6,1.3872,0.8283,11.69,1.440,0.534,1.5969,0.0000,0.689,0.273,0.564,0.0000,6.58,2.48,3,10,24,66,50.8104,7.9179,0.5373,0.0000,0.0000
60000,2221,0.920,0.439,11.62,36109,30080,466,4054,1704,172540,340808.3,177093.5,0.143,0.678,0.152,0.028,221,19.56,16.73,1.00,3.97,2.89,4.33,0.10,1.17,9.27,8.54,0.13,0.54,0.102,0.151,1138,0.074,0.095,0.879,0.001,0.024,65776,56420,3,0.413,0.429,0.012,274256,0.208,2.084,0.036,10.39,23074,565,1.026,0.157,0.267,7109764,1.35,11.19,0.190,0.489,0.063,3.3,14.5,39.6,126.5,29447,0.112,0.00,0.0017,0.100,287,0.713,0.000,0.761,0.476,2.89,3.23,5.59,0.14,0.068,1.37,1.21,1.46,0.720,0.00104,1.77,12.2798,1133.24,106412.8,140185.7,16.072,19.7796,64.221,293.212,0.964,0.356,46.0,28.605,56.080,423,2040.3,37.99,3.823,37.805,3621.4,23.763,0.134,2.00,10.6352,23620.8,1.1974,0.6391,13.26,1.330,0.587,0.4031,0.0000,0.623,0.306,0.454,0.0000,7.09,2.62,4,11,23,83,24.8410,1.4519,0.5507,0.0000,0.0000
70000,2751,0.875,0.531,12.41,91888,71499,1830,10574,7455,302082,926213.6,552852.1,0.169,0.624,0.167,0.039,133,17.50,16.70,0.91,3.30,3.03,4.62,0.25,1.97,7.41,6.61,0.17,0.66,0.107,0.152,1499,0.044,0.081,0.897,0.000,0.022,263973,234028,8,0.280,0.431,0.033,695754,0.281,3.499,0.032,8.70,92386,593,1.830,0.218,0.281,18272120,1.33,12.31,0.145,0.531,0.071,2.5,11.5,35.9,195.8,31922,0.122,0.00,0.0045,0.105,411,0.854,0.000,0.887,0.655,2.61,3.59,4.06,0.19,0.075,1.39,1.16,1.41,0.860,0.00096,2.99,61.1107,3038.94,89500.4,140185.7,95.863,100.1144,145.555,626.897,0.918,0.297,58.6,60.980,250.126,319,1283.8,161.07,6.079,154.090,3959.3,86.333,0.134,2.00,14.0143,38553.3,1.7472,0.9107,11.60,1.302,0.570,1.5969,0.0000,0.617,0.292,0.449,0.0000,6.85,2.41,3,10,22,90,49.4550,8.8901,0.5329,0.0000,0.0000
80000,2336,0.849,0.415,9.64,36546,29952,760,4258,1991,201704,368505.5,197638.5,0.097,0.701,0.172,0.030,224,20.97,19.87,2.56,5.98,2.96,4.88,0.10,0.73,9.97,8.05,0.50,1.11,0.090,0.149,1364,0.040,0.099,0.882,0.001,0.018,69319,58087,6,0.574,0.042,0.034,415312,0.146,2.194,0.032,12.93,24790,644,0.980,0.166,0.313,7506681,1.90,12.40,0.100,0.552,0.196,3.7,12.0,47.5,150.2,36400,0.139,0.00,0.0016,0.102,374,0.683,0.000,0.715,0.492,3.47,3.36,6.37,0.58,0.215,1.96,1.51,2.15,0.691,0.00125,3.05,14.2209,1499.17,106244.8,140185.7,12.753,20.4056,69.790,279.856,0.943,0.352,48.9,31.504,51.175,296,1510.9,54.94,2.623,37.304,3544.2,24.093,0.135,2.00,10.3261,24121.8,1.0546,0.6233,15.58,1.064,0.419,0.4031,0.0000,0.527,0.258,0.406,0.0000,7.84,2.31,4,14,25,75,26.3910,2.2002,0.5347,0.0000,0.0000
90000,2667,0.812,0.482,9.67,106032,79292,1628,13077,11704,431973,952563.4,597864.4,0.145,0.607,0.216,0.033,132,19.27,19.05,2.37,5.13,2.85,4.72,0.14,1.34,7.80,7.64,0.54,1.13,0.087,0.143,1619,0.018,0.084,0.894,0.000,0.022,291879,258961,8,0.376,0.230,0.027,886049,0.182,2.534,0.036,7.86,90537,521,1.384,0.224,0.309,18729136,1.89,13.69,0.106,0.556,0.208,2.3,10.6,44.9,164.0,35091,0.134,0.00,0.0046,0.096,367,0.858,0.000,0.897,0.639,2.93,3.69,4.34,0.57,0.214,1.99,1.44,2.14,0.866,0.00112,2.55,61.5905,1879.19,93810.7,140185.7,94.064,98.9158,151.407,668.960,0.961,0.303,55.2,64.866,252.605,377,1756.8,82.67,6.024,157.168,3935.0,90.064,0.135,2.00,13.2065,35221.8,1.5596,0.7183,13.16,1.121,0.393,1.5969,0.0000,0.556,0.251,0.463,0.0000,7.37,2.22,3,10,25,90,51.2596,10.6258,0.5636,0.0000,0.0000
100000,2433,0.829,0.419,8.62,37149,30414,781,3453,2735,165278,338107.4,160031.4,0.119,0.658,0.202,0.022,222,18.73,17.59,2.04,4.80,3.17,5.33,0.14,1.76,9.07,7.62,0.45,1.02,0.105,0.178,1334,0.060,0.094,0.887,0.000,0.018,65264,55068,2,0.614,0.001,0.027,460764,0.157,2.113,0.035,9.76,21041,606,0.968,0.184,0.305,7318416,1.72,13.09,0.087,0.576,0.188,3.3,10.3,42.2,142.0,35072,0.134,0.00,0.0015,0.117,366,0.732,0.000,0.773,0.453,3.37,3.15,6.49,0.49,0.194,1.80,1.40,1.91,0.739,0.00084,1.94,12.4654,1423.49,109242.3,140185.7,16.644,19.6166,63.973,326.649,0.977,0.364,50.7,29.377,56.478,358,1782.4,36.88,3.183,37.689,3392.7,24.223,0.136,2.00,8.6746,21105.3,0.9377,0.5815,14.42,1.031,0.337,0.4031,0.0000,0.523,0.239,0.382,0.0000,7.94,2.20,4,11,25,81,25.3055,2.0274,0.5635,0.0000,0.0000
