step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2718,0.540,0.604,11.64,42877,32530,3888,2071,3131,138504,1020915.8,353645.3,0.302,0.391,0.169,0.138,70,20.85,18.03,0.86,3.25,4.05,7.45,2.06,6.13,12.59,11.19,0.02,0.25,0.151,0.223,1620,0.034,0.074,0.901,0.001,0.025,205816,194590,21,0.316,0.326,0.208,7785629,0.252,2.565,0.049,5.73,67665,480,2.553,0.303,0.230,11598736,1.24,10.01,0.044,0.351,0.008,4.1,14.6,46.6,156.8,53193,0.203,0.00,0.0030,0.039,542,0.948,0.000,0.773,0.793,3.75,5.42,4.72,0.08,0.033,1.26,1.24,1.24,0.952,0.00028,2.27,58.3349,1390.50,97891.8,140234.7,70.419,104.9146,162.241,811.128,0.985,0.308,56.7,74.255,235.926,745,3469.1,77.59,24.313,163.647,4665.1,87.329,0.135,2.00,10.9572,29781.8,0.8915,0.4551,19.57,1.041,0.219,1.4775,0.0000,0.466,0.120,0.387,0.0000,7.42,1.29,5,14,42,100,69.6248,3.8625,0.6913,0.0000,0.0000
20000,2408,1.110,0.443,14.42,49230,34873,470,13363,834,628158,475055.4,382475.5,0.093,0.733,0.047,0.127,162,20.58,17.24,0.50,2.79,4.50,6.12,0.46,2.34,6.92,5.49,0.01,0.13,0.151,0.167,1531,0.016,0.091,0.895,0.000,0.014,97721,77657,3,0.387,0.545,0.101,1778685,0.198,2.278,0.030,21.45,42775,445,0.609,0.138,0.435,8015845,1.19,6.59,0.163,0.659,0.007,3.3,16.0,43.9,177.5,29804,0.114,0.00,0.0029,0.103,552,0.575,0.000,0.734,0.524,2.81,3.42,4.20,0.07,0.037,1.18,1.19,1.20,0.593,0.00358,4.97,19.2217,2279.69,116677.9,140234.7,17.307,24.6412,93.709,270.848,0.805,0.365,51.7,40.572,60.365,252,749.9,45.58,5.460,41.883,3472.3,25.995,0.136,2.00,5.2250,12581.7,0.8543,0.4433,12.38,1.535,0.498,0.5225,0.0000,0.423,0.094,0.219,0.0000,5.41,1.00,3,12,24,80,31.0688,0.8773,0.4053,0.0000,0.0000
30000,2890,0.991,0.358,21.85,107235,68499,108,36394,1752,1120591,917674.3,1000451.2,0.071,0.769,0.033,0.128,82,20.83,13.93,0.23,1.32,4.21,5.24,0.26,1.45,7.46,5.50,0.01,0.12,0.148,0.163,1463,0.024,0.106,0.884,0.000,0.010,321699,248830,7,0.352,0.174,0.069,1936330,0.162,2.173,0.022,20.94,172355,359,0.893,0.160,0.372,18770294,1.09,5.06,0.272,0.550,0.004,4.0,18.0,32.0,98.0,35145,0.134,0.00,0.0043,0.069,660,0.706,0.000,0.765,0.674,2.85,3.38,4.10,0.02,0.011,1.10,1.07,1.10,0.725,0.00384,11.90,70.7474,1955.79,98665.0,140234.7,75.288,97.2566,156.445,383.333,0.767,0.330,58.6,55.825,192.309,132,365.3,64.49,5.423,133.945,2835.0,73.163,0.135,2.00,10.9280,31582.0,1.4629,0.6042,12.16,1.624,0.478,1.4775,0.0000,0.434,0.156,0.241,0.0000,4.98,1.06,3,12,20,49,42.6352,2.0963,0.4972,0.0000,0.0000
40000,2396,0.952,0.382,19.07,51897,39270,502,11932,687,430291,502012.5,355920.9,0.081,0.764,0.029,0.125,144,19.00,13.94,0.21,1.38,5.04,6.21,0.52,2.40,5.97,4.71,0.01,0.16,0.167,0.187,1096,0.065,0.124,0.864,0.000,0.012,94133,68418,5,0.507,0.138,0.105,1577717,0.170,1.985,0.025,27.11,52104,533,0.827,0.147,0.341,8780789,1.09,6.15,0.290,0.515,0.004,3.0,15.2,32.0,98.0,28154,0.107,0.00,0.0035,0.083,615,0.520,0.000,0.630,0.484,2.68,3.21,4.13,0.03,0.015,1.10,1.09,1.10,0.533,0.00360,7.64,16.8747,1428.55,108794.2,140234.7,15.475,19.6423,100.026,217.933,0.750,0.348,50.7,43.865,50.422,226,656.8,33.20,3.418,35.383,3307.4,23.189,0.135,2.00,9.1593,21945.7,1.2643,0.6106,11.75,1.488,0.491,0.5225,0.0000,0.532,0.185,0.411,0.0000,5.17,1.03,3,12,17,61,33.6599,1.5751,0.4482,0.0000,0.0000
50000,2150,1.139,0.491,22.83,69881,49736,1772,17225,1394,520041,856874.7,539498.5,0.030,0.827,0.036,0.106,97,24.02,14.98,0.24,1.40,5.90,5.78,0.41,2.85,6.97,5.31,0.02,0.20,0.190,0.162,997,0.113,0.107,0.878,0.000,0.014,190992,147430,12,0.494,0.341,0.073,1619500,0.187,2.920,0.032,21.83,103480,414,1.037,0.168,0.319,16467648,1.10,3.90,0.421,0.445,0.008,4.8,30.0,32.1,240.0,29079,0.111,0.00,0.0057,0.084,468,0.685,0.000,0.739,0.648,2.79,3.53,4.11,0.06,0.027,1.11,1.10,1.10,0.696,0.00425,12.49,49.9394,2645.05,88996.6,140234.7,82.490,88.3583,143.111,401.966,0.785,0.296,51.1,56.753,188.115,244,836.0,112.50,5.467,125.257,3852.8,65.324,0.135,2.00,18.4447,39656.2,1.7296,0.6390,13.53,1.692,0.451,1.4775,0.0000,0.584,0.170,0.621,0.0000,4.78,0.98,4,15,20,120,43.7056,3.9125,0.4465,0.0000,0.0000
60000,2099,1.059,0.363,20.55,46201,34134,922,10847,349,391672,487857.0,293929.3,0.014,0.859,0.032,0.095,157,21.62,13.82,0.34,1.76,4.96,5.38,0.34,1.70,7.25,5.41,0.04,0.30,0.168,0.165,1076,0.062,0.112,0.878,0.000,0.010,79038,56053,12,0.231,0.236,0.088,1457458,0.145,2.004,0.023,25.28,43729,396,0.750,0.156,0.352,6893250,1.13,4.97,0.306,0.542,0.024,4.1,23.2,32.0,98.0,27064,0.103,0.00,0.0032,0.108,506,0.457,0.000,0.618,0.455,2.80,3.41,4.19,0.10,0.040,1.15,1.10,1.15,0.470,0.00439,5.87,16.5795,1243.29,103953.3,140234.7,17.765,21.7347,94.478,233.434,0.747,0.335,50.4,41.736,53.709,237,695.6,38.92,4.325,36.692,3106.2,23.423,0.134,2.00,12.9369,27154.5,1.3437,0.5395,12.89,1.572,0.499,0.5225,0.0000,0.537,0.156,0.506,0.0000,5.01,1.08,4,14,19,55,31.7798,0.7447,0.4516,0.0000,0.0000
70000,2089,1.051,0.523,23.31,60748,44526,2020,13500,712,446764,856491.5,503012.0,0.018,0.860,0.033,0.088,99,24.48,14.22,0.27,1.34,5.99,5.45,0.18,1.10,6.95,4.20,0.06,0.38,0.187,0.148,927,0.073,0.093,0.899,0.000,0.008,180135,133795,22,0.166,0.130,0.040,1199619,0.187,3.267,0.030,22.66,103500,423,1.126,0.172,0.308,15528385,1.11,4.15,0.438,0.447,0.032,4.0,30.0,36.0,140.0,27964,0.107,0.00,0.0059,0.095,496,0.672,0.000,0.699,0.675,2.88,3.48,4.06,0.12,0.051,1.13,1.09,1.11,0.681,0.00441,13.93,53.7913,3090.25,86312.9,140234.7,82.827,90.1209,137.041,361.000,0.784,0.295,53.7,53.425,177.936,235,741.2,103.82,4.495,122.654,3989.8,64.251,0.137,2.00,20.1457,42084.3,1.8116,0.6474,13.39,1.704,0.451,1.4775,0.0000,0.562,0.166,0.597,0.0000,4.78,1.02,3,16,20,70,40.8197,3.3950,0.4926,0.0000,0.0000
80000,1797,1.119,0.391,22.13,40346,30086,1012,9149,391,355000,478789.7,271329.9,0.016,0.844,0.033,0.106,159,25.39,16.28,0.35,1.76,5.69,6.07,0.45,2.24,8.27,5.57,0.04,0.32,0.164,0.154,1079,0.060,0.119,0.871,0.000,0.010,70751,49761,16,0.238,0.230,0.119,1606286,0.143,2.109,0.025,24.60,39746,412,0.764,0.144,0.302,6265433,1.14,5.02,0.382,0.486,0.020,4.0,30.0,50.0,98.0,26538,0.101,0.00,0.0032,0.095,426,0.455,0.000,0.587,0.468,2.97,3.69,4.35,0.09,0.039,1.16,1.13,1.15,0.468,0.00508,5.94,16.9899,1405.31,104218.5,140234.7,17.648,23.1631,91.393,236.436,0.686,0.337,45.8,40.656,54.185,205,615.4,65.03,3.995,37.428,3491.0,23.309,0.135,2.00,14.8284,26646.6,1.3668,0.5356,14.77,1.607,0.514,0.5225,0.0000,0.493,0.179,0.384,0.0000,5.24,1.24,4,16,25,57,30.8588,0.6715,0.4669,0.0000,0.0000
90000,1945,1.294,0.475,23.51,51325,37601,1934,10789,853,395831,863899.2,507639.8,0.026,0.846,0.032,0.097,92,27.63,17.60,0.29,1.44,5.61,5.69,0.33,2.49,9.09,5.64,0.06,0.42,0.156,0.137,1013,0.083,0.115,0.876,0.000,0.009,186819,142760,26,0.107,0.305,0.046,1332348,0.190,3.173,0.028,21.50,111111,454,1.282,0.153,0.319,13914123,1.11,4.19,0.450,0.450,0.023,5.1,32.0,50.0,268.0,29811,0.114,0.00,0.0049,0.087,403,0.680,0.000,0.681,0.733,2.99,3.80,4.33,0.10,0.039,1.13,1.06,1.12,0.689,0.00469,14.09,60.1955,3016.82,87027.6,140234.7,84.796,90.3131,131.081,353.276,0.755,0.295,49.6,51.148,176.083,186,655.3,165.83,4.078,121.676,3350.3,66.220,0.135,2.00,21.4799,41778.3,1.7048,0.6531,15.33,1.685,0.485,1.4775,0.0000,0.523,0.198,0.447,0.0000,5.09,1.21,4,16,25,134,39.2126,2.8163,0.4458,0.0000,0.0000
100000,1692,1.167,0.369,21.54,36906,27080,952,8554,573,324131,494281.8,274667.1,0.019,0.842,0.030,0.109,156,27.00,18.14,0.27,1.43,5.43,6.42,0.28,1.69,9.92,6.42,0.10,0.46,0.140,0.140,976,0.035,0.149,0.843,0.000,0.008,70726,49138,18,0.270,0.090,0.057,958553,0.171,2.189,0.023,26.12,41376,427,0.847,0.130,0.252,5836470,1.10,5.97,0.346,0.483,0.048,4.4,30.0,50.0,168.0,26906,0.103,0.00,0.0029,0.101,382,0.439,0.000,0.575,0.515,3.15,3.79,4.68,0.19,0.067,1.13,1.09,1.10,0.452,0.00563,6.87,18.6258,1488.90,101910.3,140234.7,16.867,22.1118,92.089,223.518,0.724,0.332,44.4,41.253,50.301,196,618.7,64.05,3.255,35.759,3171.2,23.286,0.134,2.00,17.3470,29351.2,1.4524,0.5660,15.90,1.570,0.513,0.5225,0.0000,0.429,0.175,0.327,0.0000,5.69,1.52,4,16,25,84,31.0433,0.6890,0.4645,0.0000,0.0000
