step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2777,0.665,0.441,8.93,43081,33327,4137,1023,3269,103328,1082901.4,373612.7,0.246,0.419,0.126,0.208,75,22.17,18.21,1.20,4.02,4.24,9.08,1.30,4.39,13.34,9.68,0.11,0.55,0.118,0.204,1583,0.032,0.085,0.894,0.000,0.021,216240,206806,20,0.402,0.194,0.148,6900964,0.257,2.265,0.030,10.48,63775,568,3.616,0.253,0.278,12108526,1.31,9.55,0.179,0.370,0.047,4.5,16.1,45.2,164.7,55758,0.213,0.00,0.0029,0.028,544,0.905,0.000,0.696,0.803,3.89,4.97,5.09,0.20,0.071,1.43,1.21,1.30,0.908,0.00067,5.42,63.4059,1700.44,91568.0,140196.6,68.715,99.2458,171.472,755.028,0.973,0.272,70.9,77.839,225.209,465,1658.1,60.53,23.648,157.451,3335.8,88.520,0.135,2.00,13.7741,38250.5,1.0359,0.4669,20.08,1.062,0.142,1.4775,0.0000,0.441,0.086,0.219,0.0000,7.25,1.87,4,16,36,100,72.4258,3.5525,0.6622,0.0000,0.0000
20000,2011,0.971,0.467,11.53,30188,24856,1081,4693,324,322178,448162.7,243535.0,0.115,0.608,0.120,0.157,162,25.93,20.42,0.68,2.26,8.34,11.77,0.51,1.98,11.49,7.14,0.01,0.20,0.223,0.242,1397,0.070,0.092,0.903,0.000,0.005,85258,73998,5,0.551,0.057,0.136,1936241,0.213,2.289,0.032,16.81,33154,610,0.756,0.150,0.331,7897802,1.23,2.35,0.338,0.608,0.007,6.1,18.5,56.8,122.9,42273,0.161,0.00,0.0019,0.056,424,0.717,0.000,0.657,0.661,3.91,4.71,4.83,0.15,0.063,1.15,1.28,1.26,0.727,0.00202,3.89,18.6714,1950.55,100921.1,140196.6,17.679,27.1045,83.915,288.853,0.856,0.318,42.7,37.871,66.108,445,1303.9,76.97,5.117,47.234,3578.8,28.300,0.136,2.01,14.2160,28588.4,1.0449,0.4322,21.02,1.120,0.283,0.5225,0.0000,0.398,0.074,0.091,0.0000,5.32,1.28,6,17,36,100,32.7448,1.0621,0.5728,0.0000,0.0000
30000,1619,0.996,0.727,17.23,41893,29619,1265,11173,228,671928,848678.1,727205.5,0.104,0.603,0.117,0.176,101,27.84,21.57,0.79,2.45,6.47,9.13,0.85,3.04,9.44,7.99,0.02,0.18,0.178,0.186,1174,0.054,0.060,0.932,0.000,0.008,272851,241944,4,0.269,0.460,0.174,3390709,0.193,2.797,0.058,12.38,113518,567,1.082,0.159,0.363,11437953,1.31,3.68,0.269,0.703,0.009,6.0,23.9,59.8,190.1,28409,0.108,0.00,0.0056,0.093,265,0.814,0.000,0.609,0.848,3.47,4.33,4.53,0.10,0.056,1.26,1.40,1.31,0.829,0.00345,5.32,73.4700,1884.60,110892.2,140196.6,79.709,108.9803,123.840,445.768,0.955,0.354,33.7,49.059,218.070,779,3231.9,48.35,6.430,144.661,6337.2,74.460,0.135,2.00,9.1726,14850.5,0.9647,0.5782,17.55,1.546,0.499,1.4775,0.0000,0.268,0.148,0.043,0.0000,5.28,1.03,4,16,32,98,38.4520,5.0243,0.5720,0.0000,0.0000
40000,2140,1.012,0.495,19.14,36843,28689,228,7387,18,467857,468740.4,338067.8,0.033,0.730,0.104,0.132,151,21.22,15.88,0.64,2.48,4.69,6.70,0.71,2.88,9.12,7.86,0.02,0.19,0.180,0.208,1522,0.046,0.093,0.895,0.000,0.012,102726,84536,9,0.342,0.320,0.119,1992631,0.104,2.366,0.033,18.55,50377,518,0.723,0.167,0.337,7781900,1.24,3.01,0.300,0.664,0.007,4.4,18.0,42.0,163.6,32447,0.124,0.00,0.0024,0.065,394,0.647,0.000,0.529,0.655,3.11,4.07,4.10,0.07,0.036,1.22,1.27,1.25,0.661,0.00281,3.69,21.3689,2247.49,105324.4,140196.6,18.277,26.2562,86.691,268.081,0.896,0.338,47.6,36.836,65.406,502,1581.6,84.86,5.646,45.099,3363.8,28.344,0.135,2.00,11.0475,23641.8,1.1766,0.4650,15.16,1.377,0.523,0.5225,0.0000,0.247,0.127,0.028,0.0000,4.79,0.77,4,15,25,72,30.0973,0.7339,0.4930,0.0000,0.0000
50000,2326,0.724,0.580,21.23,61280,43458,736,16286,614,634057,817102.0,683967.9,0.056,0.687,0.084,0.173,87,17.94,11.87,1.01,3.04,3.67,4.97,0.79,2.32,7.56,8.18,0.02,0.25,0.167,0.194,1496,0.033,0.065,0.919,0.000,0.016,299522,260236,26,0.289,0.315,0.250,3147392,0.141,2.615,0.044,11.40,142325,500,1.079,0.208,0.327,15164144,1.38,3.86,0.249,0.626,0.011,4.1,16.0,32.0,128.0,30295,0.116,0.00,0.0046,0.062,351,0.813,0.000,0.608,0.798,2.65,3.77,3.79,0.09,0.044,1.35,1.41,1.40,0.827,0.00205,3.00,66.4310,1983.95,101079.2,140196.6,77.499,111.9605,125.724,481.900,0.958,0.331,51.4,49.185,229.339,514,1964.7,68.36,7.660,150.165,5110.9,73.022,0.135,2.00,11.6299,27051.1,1.4415,0.6056,13.02,1.416,0.532,1.4775,0.0000,0.263,0.141,0.064,0.0000,4.70,0.89,3,12,25,64,39.7652,4.6496,0.6079,0.0000,0.0000
60000,2187,0.818,0.424,22.25,39979,32401,705,6918,94,349873,472813.6,290293.2,0.040,0.758,0.091,0.111,142,20.35,11.47,0.72,2.35,4.63,5.53,0.67,2.23,8.03,7.11,0.01,0.09,0.178,0.189,1282,0.066,0.090,0.898,0.000,0.012,97568,76646,7,0.309,0.296,0.188,3885066,0.098,2.184,0.026,20.43,50253,585,0.830,0.162,0.315,10164658,1.25,2.09,0.396,0.570,0.004,4.4,20.2,32.0,81.0,30732,0.117,0.00,0.0027,0.078,501,0.674,0.000,0.527,0.609,2.90,3.85,3.88,0.15,0.076,1.18,1.34,1.24,0.684,0.00239,4.38,18.0361,1455.16,101488.7,140196.6,17.137,24.7750,89.821,271.805,0.760,0.322,45.0,39.363,62.705,252,677.5,44.48,5.110,43.666,3865.8,26.837,0.135,2.00,13.2780,29039.0,1.3351,0.5387,14.05,1.439,0.551,0.5225,0.0000,0.256,0.146,0.049,0.0000,4.37,0.57,4,16,25,49,32.4107,1.7262,0.5670,0.0000,0.0000
70000,2479,0.971,0.480,25.97,55787,42838,2048,10086,523,456072,900986.1,635134.8,0.057,0.655,0.099,0.190,88,20.79,12.08,0.58,2.20,5.14,5.33,0.27,1.36,7.16,6.61,0.00,0.04,0.190,0.178,1244,0.115,0.077,0.908,0.000,0.014,276134,232756,21,0.407,0.315,0.073,3215437,0.165,2.448,0.030,18.12,129837,586,1.393,0.175,0.399,15844718,1.26,2.90,0.382,0.570,0.001,4.0,22.0,32.0,90.0,32632,0.124,0.00,0.0051,0.074,498,0.795,0.000,0.570,0.802,2.84,3.71,3.75,0.02,0.014,1.19,1.33,1.27,0.805,0.00217,9.52,65.9462,2152.67,95329.6,140196.6,76.895,97.2307,141.250,424.292,0.862,0.309,53.6,57.805,201.439,352,1035.6,91.37,5.909,137.533,3834.9,74.283,0.136,2.00,13.5168,33508.2,1.4969,0.7142,13.16,1.529,0.561,1.4775,0.0000,0.160,0.178,0.031,0.0000,4.43,0.66,4,15,21,45,44.6689,7.7659,0.5220,0.0000,0.0000
80000,2326,0.972,0.434,26.46,45320,35302,823,9305,43,449242,508355.5,351902.9,0.031,0.765,0.101,0.103,135,21.86,11.72,0.52,2.26,5.30,5.17,0.23,1.22,7.92,6.71,0.00,0.02,0.191,0.171,1134,0.119,0.095,0.895,0.000,0.010,112039,85387,9,0.241,0.468,0.062,1132522,0.120,2.127,0.028,23.41,57984,440,0.783,0.157,0.399,9361143,1.20,2.48,0.426,0.543,0.000,4.2,25.0,32.0,88.0,32504,0.124,0.00,0.0028,0.079,509,0.621,0.000,0.529,0.614,2.87,3.79,3.86,0.06,0.031,1.16,1.23,1.22,0.635,0.00320,5.25,21.2463,1707.96,102018.2,140196.6,15.474,22.6908,97.964,222.840,0.792,0.321,54.0,42.871,58.496,289,846.1,48.20,5.055,41.488,3526.0,27.595,0.134,2.00,11.9230,27732.9,1.2055,0.5065,13.97,1.532,0.540,0.5225,0.0000,0.134,0.154,0.001,0.0000,4.43,0.61,4,16,24,54,34.2113,1.2192,0.4991,0.0000,0.0000
90000,2299,1.064,0.512,28.26,56433,42686,2116,11160,498,466439,910154.9,595329.0,0.034,0.759,0.092,0.115,79,24.52,12.09,0.80,2.81,5.25,5.25,0.32,1.55,8.28,6.52,0.00,0.07,0.178,0.161,1126,0.084,0.070,0.917,0.000,0.012,244235,194753,27,0.157,0.395,0.083,1870646,0.138,2.701,0.035,19.33,125001,486,1.276,0.171,0.338,17465465,1.28,2.12,0.458,0.500,0.003,6.4,28.0,32.0,96.0,33695,0.129,0.00,0.0048,0.078,514,0.781,0.000,0.586,0.774,2.99,3.93,3.93,0.03,0.017,1.27,1.32,1.27,0.791,0.00314,10.34,63.1538,2439.22,89567.2,140196.6,76.131,95.7596,145.348,415.054,0.905,0.280,55.4,58.595,195.359,355,1257.1,103.37,5.841,136.266,4046.2,73.699,0.136,2.00,16.7970,38616.4,1.5350,0.6526,14.66,1.640,0.491,1.4775,0.0000,0.124,0.163,0.017,0.0000,4.44,0.77,5,16,24,56,46.7770,4.6112,0.5094,0.0000,0.0000
100000,2016,1.101,0.446,26.28,39655,31512,947,7423,56,345246,504911.4,287601.8,0.030,0.769,0.107,0.094,136,22.44,11.51,0.36,2.02,5.20,4.81,0.28,1.20,8.21,6.03,0.00,0.04,0.185,0.159,875,0.064,0.111,0.881,0.000,0.008,88911,65731,17,0.187,0.155,0.095,1691461,0.111,2.497,0.028,23.18,46283,441,0.833,0.162,0.287,8779769,1.13,1.81,0.519,0.467,0.000,5.1,26.6,32.0,98.0,28302,0.108,0.00,0.0031,0.076,410,0.611,0.000,0.461,0.577,2.84,3.79,3.83,0.03,0.012,1.14,1.14,1.13,0.622,0.00353,4.90,18.4697,1855.59,96244.9,140196.6,15.708,22.7509,96.463,232.163,0.741,0.306,45.7,42.920,58.920,234,771.6,73.95,5.120,41.825,3793.5,27.417,0.134,2.00,16.6032,33472.0,1.5211,0.5393,14.04,1.570,0.547,0.5225,0.0000,0.118,0.138,0.005,0.0000,4.25,0.52,4,16,21,49,34.8925,0.9117,0.4846,0.0000,0.0000
