step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
36000,425,0.6376,3157.5,778,373,31,21,0,28,20
37000,790,0.5620,9639.0,648,456,184,150,38,86,86
38000,1867,0.5217,14159.3,519,855,549,463,75,104,174
39000,2546,0.6241,17027.8,590,1150,782,614,101,81,200
40000,3168,0.5874,19349.7,465,1234,1345,589,103,103,165
41000,3742,0.5673,25695.8,489,1524,1552,666,106,105,143
42000,4256,0.6036,24398.0,429,1815,1748,693,132,103,134
43000,4228,0.5572,23570.3,394,1857,1709,662,108,114,148
44000,4357,0.5703,25198.8,388,1879,1813,665,102,99,151
45000,5239,0.5203,26319.3,333,2294,2216,729,130,147,179
46000,4450,0.5647,25060.3,353,2000,1782,668,108,151,127
47000,4859,0.5697,26945.1,341,1994,2159,706,157,148,185
48000,4357,0.5692,21435.2,327,1842,1873,642,100,159,163
49000,3778,0.5746,18789.3,399,1456,1734,588,127,109,149
50000,2842,0.6569,16526.0,449,1136,1212,494,90,81,128
51000,2516,0.6331,19152.8,581,1040,997,479,62,75,106
52000,2095,0.6854,14617.4,721,838,814,443,78,59,126
53000,1426,0.6921,9475.6,883,678,425,323,62,64,105
54000,743,0.8250,5403.8,1193,430,154,159,44,39,82
55000,350,0.6057,3016.7,848,304,29,17,7,20,15
56000,440,0.5591,3691.3,623,354,46,40,1,45,40
57000,923,0.5038,10699.3,614,517,191,215,16,106,108
58000,1839,0.5699,12757.0,486,769,588,482,77,88,131
59000,2236,0.5953,16180.8,571,922,747,567,86,76,119
60000,2543,0.6032,26547.1,709,1058,942,543,67,68,128
61000,2864,0.6117,31122.7,721,1411,968,485,69,67,105
62000,3273,0.5765,36937.4,681,1538,1192,543,70,71,82
63000,4043,0.5874,35435.2,593,1698,1641,704,81,76,102
64000,4534,0.5882,36462.7,562,2025,1841,668,90,78,87
65000,4768,0.5956,33723.8,534,2138,1886,744,87,108,70
66000,4668,0.5298,35881.1,515,2060,1860,748,97,72,88
67000,4252,0.5844,36416.4,558,1659,1870,723,64,80,112
68000,4091,0.6221,39144.2,700,1584,1777,730,73,82,123
69000,3573,0.6633,37163.5,790,1463,1443,667,82,74,108
70000,3206,0.6269,30043.0,763,1463,1158,585,82,54,92
71000,2584,0.6645,25652.4,774,1199,913,472,56,57,99
72000,2162,0.6600,22782.5,847,909,792,461,71,59,95
73000,1528,0.7507,15578.3,1122,683,443,402,81,70,135
74000,847,0.7497,7013.7,1278,444,191,212,49,41,78
75000,309,0.7314,3328.0,1127,263,20,26,14,14,19
76000,298,0.6174,4533.1,921,234,44,20,3,42,20
77000,798,0.4912,9821.3,555,406,217,175,26,98,84
78000,1461,0.6585,12485.3,590,600,485,376,69,81,125
79000,1855,0.6302,21876.9,828,741,677,437,84,79,144
80000,2303,0.5914,29667.9,773,1022,830,451,65,90,116
81000,2563,0.6344,35349.9,814,1078,1031,454,74,73,101
82000,2705,0.6355,40649.2,1036,1130,1115,460,58,63,65
83000,3192,0.6147,39303.1,812,1311,1342,539,58,73,88
84000,3582,0.5704,47723.8,777,1633,1326,623,52,70,76
85000,3957,0.5661,51513.0,851,1875,1350,732,60,58,110
86000,4380,0.5521,44221.9,651,2060,1597,723,73,94,102
87000,3941,0.6377,42778.1,763,1826,1465,650,95,84,91
88000,3903,0.6203,45227.7,829,1823,1420,660,79,83,104
89000,3475,0.5767,40595.4,758,1453,1421,601,77,56,87
90000,3224,0.5977,36749.9,719,1503,1185,536,91,58,92
91000,2879,0.6426,29235.3,792,1291,1082,506,60,64,85
92000,2285,0.6726,18358.7,830,982,824,479,56,64,85
93000,1549,0.7418,10919.0,946,671,506,372,46,73,91
94000,920,0.7761,5957.5,1073,457,260,203,32,72,80
95000,411,0.6375,4110.0,884,338,35,38,11,27,27
96000,390,0.5436,4994.4,851,302,52,36,3,48,35
97000,766,0.4595,12229.4,789,389,223,154,17,134,106
98000,1621,0.4824,19171.5,665,694,530,397,63,135,211
99000,2438,0.5919,21273.8,653,968,867,603,74,98,182
100000,2501,0.5938,32579.3,935,1019,892,590,70,80,141
101000,2979,0.5576,35465.2,837,1251,1158,570,62,72,109
102000,3351,0.6141,42439.5,788,1526,1232,593,56,73,85
103000,3447,0.6173,48450.1,929,1503,1260,684,58,54,70
104000,3528,0.5397,45914.9,790,1628,1177,723,64,60,78
105000,3845,0.5709,49211.9,728,1788,1357,700,68,59,85
106000,3989,0.5926,51569.4,815,1889,1430,670,82,51,76
107000,3970,0.5932,52441.4,842,1989,1323,658,76,50,89
108000,4019,0.5676,48452.9,813,1925,1394,700,75,45,111
109000,3706,0.6228,43835.6,828,1646,1369,691,85,73,129
110000,3181,0.6328,41370.9,907,1356,1177,648,76,59,123
111000,2783,0.6745,28872.0,907,1157,1053,573,67,71,104
112000,2207,0.7019,19622.0,883,930,789,488,61,65,100
113000,1600,0.7344,13590.9,1017,743,466,391,62,78,99
114000,941,0.7726,7929.9,1311,547,184,210,47,38,80
115000,444,0.6869,3666.4,1124,382,37,25,12,22,17
116000,417,0.5612,3601.2,695,346,43,28,1,43,25
117000,797,0.4341,11470.2,740,427,211,159,25,103,78
118000,1512,0.4418,21485.2,762,686,487,339,72,122,167
119000,2362,0.5940,16882.6,589,986,846,530,81,89,152
120000,2633,0.6164,28633.9,781,1134,983,516,77,66,137
121000,2907,0.5824,36110.2,904,1257,1105,545,59,54,100
122000,3518,0.5719,39295.2,723,1550,1373,595,57,55,65
123000,3811,0.6051,49439.9,840,1759,1334,718,70,54,109
124000,4172,0.6124,53166.9,901,1999,1414,759,62,63,75
125000,4387,0.5933,56831.4,792,2014,1586,787,45,80,91
126000,4256,0.6163,55222.7,851,2021,1518,717,56,66,79
127000,4281,0.5950,54874.1,828,2088,1471,722,74,57,86
128000,4169,0.5997,48367.6,783,1942,1524,703,47,74,74
129000,3919,0.5996,45090.8,767,1726,1468,725,70,75,86
130000,3415,0.6750,33287.8,814,1570,1203,642,70,49,72
131000,2709,0.7335,26983.3,920,1166,1002,541,51,60,63
132000,2136,0.7125,20786.6,1053,913,787,436,61,64,82
133000,1485,0.6835,13733.3,1005,712,466,307,59,53,89
134000,845,0.7444,7235.3,1111,453,225,167,37,53,68
135000,395,0.6911,2820.2,839,350,21,24,17,13,20
136000,407,0.6093,4047.6,846,331,41,35,7,39,33
137000,889,0.5073,11491.6,701,469,220,200,30,79,110
138000,1679,0.5551,11356.0,458,705,549,425,63,93,114
139000,2023,0.6209,17535.1,609,830,772,421,84,85,89
140000,2333,0.5671,30609.6,765,1052,848,433,58,63,86
141000,2752,0.5596,39048.3,766,1208,1047,497,66,47,91
142000,3124,0.5496,48243.7,769,1504,1082,538,64,43,99
143000,3419,0.5826,53987.7,810,1739,1099,581,62,58,80
144000,3632,0.5826,54967.1,830,1805,1230,597,59,56,85
145000,3886,0.5854,58377.3,850,1839,1419,628,75,47,84
146000,4261,0.5963,60752.5,839,2202,1458,601,72,54,67
147000,4245,0.6061,51529.4,787,2069,1506,670,61,84,100
148000,3815,0.6414,50300.7,846,1800,1434,581,67,67,79
149000,3615,0.6343,45549.9,889,1774,1275,566,64,66,64
150000,3210,0.6243,37476.0,839,1353,1317,540,44,45,61
151000,2663,0.6463,31050.1,892,1085,1074,504,46,44,73
152000,2245,0.6931,23200.7,896,889,895,461,65,55,76
153000,1497,0.7194,12686.4,1033,627,530,340,62,61,86
154000,897,0.7703,8634.1,1323,423,254,220,40,47,75
155000,409,0.7311,4693.5,1084,333,43,33,12,25,19
156000,413,0.5884,3799.6,747,356,29,28,2,28,27
157000,964,0.6079,7724.8,550,504,232,228,39,90,113
158000,1644,0.6101,9781.1,564,734,515,395,71,97,137
159000,2186,0.6688,17389.6,733,929,760,497,87,103,159
160000,2440,0.5902,27783.1,822,1123,879,438,70,65,122
161000,2849,0.5763,36935.4,749,1348,995,506,69,72,115
162000,3184,0.5641,45701.2,786,1573,1084,527,64,68,98
163000,3623,0.5664,50358.4,801,1704,1344,575,91,74,88
164000,4047,0.5557,51523.1,734,2049,1432,566,90,89,96
165000,3869,0.5629,51734.3,788,2006,1255,608,73,80,76
166000,4079,0.5859,52001.4,781,2033,1496,550,77,72,77
167000,4337,0.5748,51597.2,793,2164,1477,696,73,71,79
168000,3967,0.6093,50163.7,831,1934,1453,580,66,83,96
169000,3664,0.6515,45021.1,867,1642,1435,587,51,84,92
170000,3216,0.6545,40019.6,902,1425,1260,531,54,78,88
171000,2816,0.6765,31577.8,953,1278,1086,452,58,71,93
172000,2071,0.7185,20694.0,947,904,805,362,82,58,95
173000,1532,0.7193,11975.2,933,767,450,315,80,65,122
174000,908,0.7324,6052.3,975,493,244,171,34,66,93
175000,421,0.6746,3739.4,991,352,33,36,16,24,31
176000,462,0.6234,4385.4,816,352,66,44,3,62,44
177000,866,0.5012,9388.0,626,440,226,200,28,78,104
178000,1652,0.5860,12242.4,547,724,515,413,98,77,144
179000,2162,0.5953,17953.1,590,926,774,462,107,68,139
180000,2676,0.5632,29010.9,687,1200,1003,473,78,80,129
181000,3067,0.5478,38962.9,710,1453,1134,480,75,78,120
182000,3655,0.5691,44736.6,688,1689,1353,613,83,70,138
183000,3723,0.5667,52061.9,801,1833,1288,602,68,59,111
184000,3819,0.5894,54811.6,822,1934,1252,633,88,73,113
185000,4028,0.5519,57630.4,804,2186,1229,613,83,59,88
186000,4368,0.5554,54607.6,751,2401,1295,672,100,50,73
187000,4132,0.5866,54796.7,788,2240,1305,587,72,79,74
188000,4157,0.5795,52370.3,788,2164,1379,614,92,93,84
189000,3900,0.5908,47714.2,800,1915,1371,614,64,63,86
190000,3648,0.6187,41986.2,784,1674,1390,584,78,66,91
191000,2890,0.6439,33286.2,814,1313,1067,510,61,74,90
192000,2221,0.6412,21851.4,871,996,740,485,57,62,99
193000,1466,0.6903,11230.4,910,700,439,327,81,88,104
194000,875,0.7726,5987.7,1100,479,214,182,39,69,82
195000,400,0.6400,3519.0,984,345,32,23,17,21,16
196000,396,0.5859,4647.8,937,322,40,34,5,38,33
197000,813,0.4809,12415.7,734,465,188,160,20,107,102
198000,1702,0.6434,11202.9,537,701,527,474,67,110,183
199000,2203,0.6205,16129.8,609,995,762,446,82,88,163
200000,2581,0.6036,27579.8,772,1179,985,417,84,94,139
201000,3010,0.5987,39396.5,803,1420,1098,492,86,63,122
202000,3709,0.5737,45148.5,738,1830,1269,610,75,68,107
203000,4049,0.5708,48258.4,715,1951,1516,582,89,81,79
204000,4125,0.5668,54555.7,759,2074,1460,591,76,94,81
205000,4336,0.5766,54778.9,770,2060,1554,722,87,79,103
206000,4377,0.5725,51702.2,747,2189,1542,646,66,62,80
207000,4664,0.5759,53261.5,731,2370,1579,715,74,78,70
208000,4750,0.5678,52230.5,723,2301,1703,746,69,69,82
209000,4112,0.6026,46915.4,798,1933,1567,612,90,72,91
210000,3450,0.6275,36560.4,797,1582,1328,540,77,64,89
211000,2858,0.6288,29029.6,808,1304,1085,469,77,66,84
212000,2172,0.6625,22114.4,904,951,781,440,79,72,86
213000,1449,0.6950,13847.1,986,682,459,308,58,69,89
214000,925,0.7816,8388.9,1235,526,213,186,45,51,57
215000,428,0.6846,4061.0,1050,372,34,22,14,20,15
216000,416,0.5577,4183.9,763,374,24,18,2,23,17
217000,907,0.4653,11811.2,621,530,205,172,31,88,100
218000,1740,0.5351,16644.3,602,800,521,419,69,105,139
219000,2336,0.5783,20311.0,707,939,877,520,83,103,153
220000,2701,0.5809,26191.3,775,1225,1032,444,86,70,99
221000,3221,0.5284,35821.1,667,1553,1181,487,69,76,98
222000,3638,0.5572,46940.1,719,1686,1352,600,80,62,115
223000,3966,0.5472,53810.1,788,2004,1387,575,68,68,99
224000,4488,0.5419,53991.8,757,2377,1557,554,65,87,110
225000,4334,0.5452,56079.7,770,2148,1490,696,58,80,92
226000,4486,0.5604,58308.9,782,2284,1526,676,55,71,89
227000,4434,0.5704,54141.4,769,2095,1612,727,53,84,91
228000,4321,0.5788,50842.9,799,1950,1622,749,48,66,106
229000,3870,0.6057,46320.3,804,1865,1459,546,64,68,88
230000,3447,0.6255,40242.2,838,1552,1274,621,60,70,97
231000,3010,0.6133,34844.7,877,1297,1165,548,72,68,73
232000,2376,0.6431,22732.3,922,1051,860,465,76,61,86
233000,1410,0.6965,13847.6,1055,694,392,324,79,54,100
234000,945,0.7556,8172.0,1225,549,214,182,37,56,77
235000,419,0.6778,3267.4,951,369,30,20,5,18,15
236000,442,0.5317,3759.7,675,364,51,27,0,48,26
237000,840,0.4548,12078.6,755,464,217,159,17,100,106
238000,1573,0.4755,20566.7,772,727,470,376,72,126,211
239000,2306,0.5824,20778.2,708,984,802,520,97,120,167
240000,2796,0.5526,27367.2,704,1306,969,521,71,111,133
241000,3176,0.5715,42360.2,822,1495,1133,548,76,79,161
242000,3748,0.5576,46713.5,736,1697,1313,738,67,72,139
243000,4234,0.5479,48303.2,687,2064,1449,721,66,69,118
244000,4313,0.5544,54311.1,788,2138,1483,692,69,74,108
245000,4440,0.5858,54735.1,773,2182,1581,677,67,82,104
246000,4412,0.5428,52864.6,711,2083,1633,696,66,84,80
247000,4329,0.5733,53628.1,775,2015,1549,765,82,76,102
248000,3955,0.5740,51169.2,855,1945,1380,630,56,76,83
249000,4064,0.5605,44090.9,694,1880,1544,640,75,68,90
250000,3409,0.6134,37549.5,789,1537,1320,552,90,65,84
251000,3026,0.6021,32709.1,804,1275,1181,570,102,73,114
252000,2188,0.6632,21885.1,892,970,747,471,77,63,113
253000,1551,0.6602,12861.6,966,720,485,346,56,74,87
254000,857,0.7270,7350.1,1100,487,200,170,33,49,87
255000,364,0.6236,4096.0,1046,306,39,19,3,25,17
256000,408,0.4069,4852.4,742,338,44,26,0,36,25
257000,868,0.4251,12040.2,728,470,220,178,24,96,78
258000,1678,0.5477,18912.3,725,750,553,375,59,118,162
259000,2151,0.5788,20427.4,734,871,860,420,81,88,147
260000,2673,0.5630,29270.3,758,1178,1042,453,74,70,138
261000,3119,0.5704,37397.6,813,1572,1038,509,70,69,116
262000,3569,0.5324,45616.4,719,1734,1380,455,75,65,84
263000,4181,0.5487,52056.5,725,1969,1509,703,81,68,117
264000,4553,0.5563,53048.2,750,2215,1569,769,73,62,117
265000,4507,0.5689,55201.2,814,2101,1592,814,68,74,103
266000,4443,0.5602,53902.1,812,2110,1566,767,79,57,113
267000,4364,0.5419,54617.1,754,2193,1444,727,79,77,91
268000,4210,0.6069,50420.4,803,2118,1372,720,73,79,89
269000,3690,0.6065,46683.2,865,1652,1396,642,71,76,102
270000,3588,0.5950,39060.1,762,1747,1266,575,75,65,87
271000,3041,0.6389,29712.0,787,1369,1098,574,66,73,86
272000,2182,0.7007,20351.8,912,995,755,432,52,68,91
273000,1458,0.7305,12521.0,1113,697,459,302,43,55,69
274000,855,0.7708,6213.0,1202,495,213,147,30,41,56
275000,402,0.6219,3737.4,888,362,23,17,7,20,13
276000,438,0.5548,4300.7,721,345,47,46,2,44,40
277000,916,0.4607,11071.4,646,474,238,204,18,128,119
278000,1810,0.4691,19785.8,646,827,610,373,50,135,182
279000,2466,0.5596,22464.5,677,1080,860,526,105,107,199
280000,2785,0.5504,28015.8,699,1217,1060,508,85,56,162
281000,3496,0.5415,37546.2,684,1723,1286,487,69,61,137
282000,3967,0.5352,45858.4,683,1792,1538,637,61,68,123
283000,4171,0.5665,49197.2,767,2034,1535,602,64,85,90
284000,4368,0.5412,55069.7,773,1940,1761,667,73,111,109
285000,4579,0.5656,57711.4,764,2241,1600,738,67,70,96
286000,4809,0.5496,58220.4,734,2359,1682,768,62,58,105
287000,4741,0.6016,56158.3,762,2215,1791,735,65,78,114
288000,4387,0.5902,52577.2,793,2218,1553,616,78,72,87
289000,3986,0.5720,47542.4,789,1886,1442,658,70,59,79
290000,3714,0.5689,36957.8,708,1642,1415,657,76,71,113
291000,3002,0.6269,28948.5,779,1321,1150,531,73,81,129
292000,2240,0.6491,20271.6,865,1033,797,410,85,71,118
293000,1444,0.6801,15004.8,1015,695,474,275,49,61,103
294000,863,0.7138,8228.9,1158,492,217,154,29,49,69
295000,398,0.6382,4055.8,886,332,43,23,10,21,19
296000,435,0.4391,4941.2,734,337,50,48,0,42,43
297000,887,0.4340,13191.4,762,483,213,191,18,113,115
298000,1736,0.5202,20876.7,767,771,565,400,47,165,211
299000,2500,0.5824,22176.7,696,1066,902,532,81,121,212
300000,2865,0.5599,29202.1,710,1295,1083,487,82,93,142
