step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
110000,3491,0.903,0.413,19.98,110402,81858,2412,18317,7411,479192,1004150.9,592939.2,0.028,0.755,0.095,0.121,88,14.47,9.37,0.09,0.82,3.06,3.93,0.22,2.06,5.54,4.77,0.00,0.11,0.154,0.173,1277,0.076,0.083,0.886,0.001,0.030,245213,193079,5,0.531,0.030,0.042,1760554,0.126,2.570,0.023,24.93,117516,496,1.237,0.190,0.286,23790679,1.04,8.04,0.004,0.356,0.002,3.1,16.0,22.0,113.0,31119,0.119,0.00,0.0052,0.085,806,0.745,0.000,0.763,0.563,2.52,3.02,3.64,0.01,0.004,1.05,1.04,1.04,0.754,0.00210,14.52,52.2939,2634.95,81062.3,139882.8,73.899,77.4118,179.549,556.469,0.850,0.253,72.4,74.030,194.271,145,348.3,68.87,4.712,128.725,2950.9,77.711,0.136,1.99,13.6956,47811.5,2.1178,0.7369,8.91,1.605,0.457,1.4775,0.0000,0.718,0.309,0.575,0.0000,5.25,1.39,2,9,14,100,58.1694,8.5245,0.4383,0.0000,0.0000
120000,3077,0.866,0.349,17.75,68781,53217,901,12225,2852,359950,539359.7,342987.5,0.023,0.804,0.073,0.100,142,14.13,9.73,0.14,1.01,3.18,3.97,0.24,1.37,5.30,4.83,0.01,0.19,0.169,0.181,1339,0.106,0.083,0.879,0.001,0.037,103162,73215,9,0.509,0.019,0.055,1089778,0.102,1.929,0.024,29.07,52303,528,0.953,0.165,0.341,10641923,1.06,8.48,0.005,0.459,0.007,2.4,14.5,22.1,78.0,27267,0.104,0.00,0.0033,0.106,740,0.537,0.000,0.591,0.372,2.58,3.00,3.83,0.03,0.009,1.06,1.07,1.07,0.548,0.00253,8.41,17.3873,1375.54,104322.2,139882.8,12.698,18.1339,111.395,250.807,0.863,0.320,59.6,48.696,49.688,174,529.2,51.15,2.589,35.432,3205.3,24.802,0.136,2.00,8.5295,26245.2,1.4813,0.6804,8.86,1.548,0.446,0.5225,0.0000,0.670,0.307,0.495,0.0000,5.40,1.31,2,9,14,60,39.1452,1.7561,0.4498,0.0000,0.0000
130000,3228,0.862,0.436,19.33,114184,85076,2210,18985,7762,479541,1007820.3,604085.6,0.024,0.739,0.097,0.140,88,14.79,9.82,0.11,0.98,3.12,3.92,0.21,1.66,5.49,4.42,0.02,0.22,0.149,0.167,1261,0.116,0.078,0.893,0.002,0.026,256618,201132,13,0.430,0.194,0.038,1509218,0.132,2.747,0.028,22.51,120148,487,1.260,0.194,0.293,23847027,1.06,7.94,0.007,0.375,0.006,2.5,15.2,24.0,104.0,28866,0.110,0.00,0.0057,0.093,696,0.756,0.000,0.763,0.567,2.52,3.02,3.71,0.03,0.011,1.06,1.05,1.06,0.765,0.00214,11.82,53.9429,2560.10,84121.4,139882.8,76.400,77.6404,180.155,592.107,0.927,0.263,68.7,74.184,204.340,187,680.3,132.61,5.659,131.332,3357.6,80.692,0.135,2.00,13.8832,44815.0,2.1289,0.7354,8.94,1.606,0.437,1.4775,0.0000,0.707,0.304,0.550,0.0000,5.24,1.29,2,9,15,49,59.2239,8.0554,0.4557,0.0000,0.0000
140000,3108,0.890,0.330,18.33,68701,53548,811,11419,3043,341587,540536.4,340073.4,0.018,0.804,0.066,0.112,135,13.80,9.08,0.16,1.01,3.01,3.70,0.12,0.92,5.23,4.64,0.01,0.17,0.166,0.182,1282,0.084,0.076,0.879,0.000,0.045,106486,77467,10,0.493,0.010,0.031,717967,0.117,1.838,0.023,28.22,52315,534,0.996,0.171,0.336,10857138,1.07,8.34,0.004,0.439,0.005,2.9,14.0,22.0,104.0,26502,0.101,0.00,0.0033,0.103,612,0.546,0.000,0.595,0.391,2.54,3.00,3.75,0.03,0.016,1.07,1.08,1.07,0.556,0.00242,8.02,17.5174,1378.24,100458.5,139882.8,12.705,18.3691,110.586,250.036,0.836,0.307,59.2,48.147,50.512,190,550.5,55.35,2.624,36.665,2874.9,25.811,0.135,2.00,9.7626,30342.1,1.6300,0.7032,8.53,1.565,0.443,0.5225,0.0000,0.684,0.301,0.509,0.0000,5.33,1.32,2,9,14,52,39.0260,1.5930,0.4582,0.0000,0.0000
150000,3460,0.816,0.376,19.60,115005,86233,2326,18703,7391,461302,1012367.6,608417.8,0.020,0.740,0.109,0.132,80,14.19,10.11,0.14,0.83,3.05,3.94,0.12,1.08,5.12,4.60,0.01,0.15,0.156,0.170,1210,0.151,0.082,0.889,0.001,0.029,264240,212226,13,0.442,0.032,0.026,1104173,0.160,2.060,0.024,21.68,119635,494,1.319,0.196,0.298,24642700,1.06,8.47,0.004,0.368,0.005,2.3,15.0,22.0,158.0,29186,0.111,0.00,0.0057,0.097,794,0.763,0.000,0.770,0.576,2.45,3.02,3.48,0.03,0.015,1.06,1.07,1.06,0.771,0.00188,11.75,54.5666,1710.96,83466.3,139882.8,74.394,78.9309,182.236,622.565,0.891,0.262,72.2,75.290,204.351,260,797.3,55.87,5.124,134.240,2864.3,82.376,0.135,2.00,13.4023,46372.1,2.0699,0.7634,8.44,1.610,0.439,1.4775,0.0000,0.707,0.305,0.558,0.0000,5.27,1.36,2,9,13,70,60.7365,8.0488,0.4861,0.0000,0.0000
160000,3101,0.848,0.310,19.12,70512,54872,878,12478,2643,348215,541079.1,334617.2,0.019,0.798,0.073,0.109,135,13.72,9.21,0.17,0.91,2.93,3.59,0.13,1.49,5.20,4.79,0.01,0.14,0.165,0.179,1203,0.161,0.087,0.877,0.001,0.035,102123,72991,9,0.467,0.120,0.028,645662,0.115,1.774,0.020,29.25,51186,493,0.961,0.191,0.311,10981823,1.08,8.59,0.007,0.434,0.005,3.0,14.4,22.0,113.0,26112,0.100,0.00,0.0034,0.102,731,0.544,0.000,0.602,0.355,2.57,2.97,3.88,0.05,0.022,1.07,1.09,1.07,0.555,0.00236,8.74,16.3548,1072.63,100169.5,139882.8,12.215,17.6760,111.828,240.307,0.758,0.310,60.4,48.652,48.624,123,264.2,44.76,2.526,35.409,2932.2,24.759,0.136,2.00,10.0282,31097.5,1.6973,0.6963,8.42,1.581,0.449,0.5225,0.0000,0.683,0.308,0.533,0.0000,5.41,1.43,2,9,13,83,39.7436,1.5944,0.4621,0.0000,0.0000
170000,3331,0.854,0.402,20.85,114271,86240,2388,18935,6478,467098,1006782.3,580028.6,0.028,0.734,0.099,0.139,86,14.05,9.13,0.16,1.03,3.05,3.54,0.16,1.29,4.88,4.29,0.01,0.14,0.164,0.172,1245,0.214,0.081,0.886,0.001,0.032,235248,188037,16,0.398,0.050,0.039,1422803,0.129,2.242,0.027,25.27,113696,501,1.242,0.206,0.289,25076784,1.08,8.32,0.006,0.369,0.006,3.1,15.1,24.0,102.0,27486,0.105,0.00,0.0062,0.092,752,0.758,0.000,0.753,0.531,2.49,2.97,3.66,0.03,0.017,1.09,1.09,1.07,0.766,0.00198,17.13,48.3768,1860.89,85348.7,139882.8,68.938,77.8031,185.249,544.800,0.872,0.265,67.1,76.714,192.061,216,700.0,59.41,4.663,130.730,3361.0,77.703,0.134,2.00,13.2384,44097.2,2.1143,0.7751,8.25,1.643,0.440,1.4775,0.0000,0.731,0.299,0.608,0.0000,5.24,1.44,2,9,13,68,62.1710,7.9415,0.4770,0.0000,0.0000
180000,3102,0.784,0.322,18.60,65399,52107,993,10310,2218,309412,536058.6,308556.2,0.022,0.783,0.070,0.126,141,13.81,9.37,0.24,1.39,2.88,3.72,0.27,1.49,5.23,4.64,0.02,0.22,0.158,0.175,1199,0.202,0.083,0.880,0.001,0.036,93561,67834,8,0.493,0.192,0.081,1115600,0.097,1.896,0.021,28.95,48106,571,0.997,0.189,0.303,10522232,1.10,8.95,0.003,0.413,0.008,3.2,14.0,22.0,90.0,26711,0.102,0.00,0.0033,0.100,767,0.536,0.000,0.588,0.346,2.60,2.99,4.08,0.05,0.023,1.10,1.10,1.10,0.546,0.00219,8.87,15.3084,1018.86,99538.7,139882.8,12.178,18.0554,109.702,222.903,0.794,0.306,62.8,47.929,48.304,183,456.5,63.64,2.464,35.617,3094.0,24.492,0.136,1.99,10.2271,31724.5,1.6919,0.7279,8.61,1.560,0.447,0.5225,0.0000,0.665,0.313,0.507,0.0000,5.55,1.49,2,9,13,63,39.1435,1.9954,0.4836,0.0000,0.0000
190000,3284,0.863,0.383,21.32,106968,81977,2582,15980,6247,406739,1000246.7,541128.9,0.027,0.728,0.096,0.149,89,14.15,9.25,0.13,0.78,2.80,3.54,0.19,1.34,5.37,4.69,0.01,0.17,0.146,0.164,1238,0.149,0.074,0.896,0.001,0.030,221479,178578,10,0.373,0.106,0.057,2031162,0.099,2.246,0.026,25.85,106081,540,1.330,0.202,0.250,24021466,1.07,8.02,0.005,0.349,0.007,3.4,13.7,24.0,86.0,27906,0.106,0.00,0.0057,0.082,753,0.748,0.000,0.747,0.533,2.55,3.01,3.79,0.04,0.019,1.07,1.07,1.07,0.756,0.00194,17.47,47.0085,1947.54,81265.0,139882.8,70.410,76.7234,181.496,525.079,0.920,0.248,68.4,75.638,189.690,179,604.1,57.14,4.167,128.343,3170.5,76.146,0.135,2.00,14.7698,48504.2,2.3322,0.8131,8.50,1.658,0.431,1.4775,0.0000,0.732,0.300,0.615,0.0000,5.25,1.44,2,9,13,64,60.6602,8.5973,0.4635,0.0000,0.0000
200000,3064,0.831,0.304,18.81,60171,48467,1320,8352,2252,258816,536181.9,289441.7,0.021,0.776,0.073,0.130,134,13.06,8.69,0.16,0.90,2.50,3.06,0.25,1.84,5.25,4.76,0.01,0.13,0.146,0.168,1185,0.126,0.086,0.887,0.001,0.026,90183,66366,7,0.497,0.056,0.050,1066941,0.088,1.821,0.020,28.54,46523,629,1.118,0.210,0.304,10168325,1.07,9.33,0.005,0.432,0.005,2.3,12.0,22.0,64.0,24987,0.095,0.00,0.0033,0.112,723,0.527,0.000,0.573,0.369,2.51,2.90,3.88,0.03,0.015,1.07,1.08,1.07,0.535,0.00206,8.80,16.3602,1049.27,98777.6,139882.8,13.031,17.8185,108.089,239.830,0.741,0.304,59.7,47.709,48.925,120,339.8,48.42,2.135,35.235,2919.2,25.050,0.135,2.00,10.6787,32719.6,1.9252,0.7818,8.16,1.568,0.436,0.5225,0.0000,0.670,0.308,0.507,0.0000,5.57,1.50,2,8,13,57,38.7878,2.6129,0.4612,0.0000,0.0000
210000,3362,0.856,0.386,21.36,103575,79500,2715,14541,6521,352809,984445.6,525275.8,0.029,0.727,0.097,0.147,88,14.16,8.93,0.15,0.99,2.79,3.21,0.16,1.08,5.31,4.80,0.01,0.12,0.152,0.165,1255,0.122,0.070,0.902,0.001,0.027,222769,179904,12,0.383,0.070,0.041,1545176,0.111,2.144,0.026,22.49,108824,555,1.489,0.221,0.291,23936425,1.07,7.90,0.004,0.343,0.004,3.4,14.0,22.0,102.0,28276,0.108,0.00,0.0055,0.081,747,0.759,0.000,0.759,0.548,2.52,3.04,3.62,0.02,0.009,1.06,1.07,1.07,0.766,0.00173,13.38,48.1755,1890.45,83131.7,139882.8,77.393,75.5262,176.457,602.196,0.900,0.258,71.2,74.201,200.071,203,588.3,49.31,4.876,128.797,3220.2,78.172,0.136,1.99,13.8363,46517.6,2.1987,0.8684,8.41,1.671,0.420,1.4775,0.0000,0.743,0.297,0.617,0.0000,5.20,1.42,2,9,13,56,58.8132,9.5762,0.4813,0.0000,0.0000
220000,2824,0.762,0.301,19.21,61083,48839,1196,8831,2755,255062,528366.9,288084.8,0.023,0.775,0.070,0.132,141,12.89,7.89,0.19,1.32,2.54,3.00,0.20,1.28,5.15,4.45,0.01,0.14,0.151,0.167,1026,0.101,0.086,0.892,0.001,0.021,90430,66680,6,0.459,0.080,0.051,905524,0.095,2.040,0.019,27.81,46800,608,1.129,0.235,0.287,9898546,1.07,8.85,0.002,0.392,0.002,2.3,12.0,22.0,74.5,22809,0.087,0.00,0.0036,0.107,598,0.524,0.000,0.564,0.360,2.51,2.96,3.78,0.01,0.006,1.06,1.09,1.08,0.532,0.00221,8.44,15.6468,1319.03,99315.0,139882.8,13.804,17.8380,106.945,248.012,0.782,0.304,55.1,47.147,50.004,124,426.9,76.94,2.475,35.557,2560.1,24.960,0.137,1.99,11.5784,32697.3,1.9892,0.8013,8.08,1.589,0.437,0.5225,0.0000,0.683,0.315,0.529,0.0000,5.45,1.47,2,8,13,49,38.4767,2.4237,0.4933,0.0000,0.0000
230000,3493,0.834,0.394,20.93,114688,86372,2595,17276,7776,412724,1003072.4,546951.5,0.030,0.718,0.102,0.149,87,13.51,8.37,0.11,0.95,2.93,3.29,0.16,1.11,4.86,4.15,0.01,0.15,0.163,0.166,1167,0.188,0.068,0.900,0.001,0.032,229309,181748,11,0.403,0.067,0.039,1775121,0.095,2.355,0.027,24.71,109678,495,1.325,0.236,0.306,23805758,1.04,8.60,0.002,0.370,0.005,3.2,14.0,22.0,81.7,28176,0.107,0.00,0.0059,0.088,863,0.742,0.000,0.748,0.515,2.45,2.96,3.53,0.02,0.009,1.04,1.04,1.04,0.750,0.00182,15.50,46.6550,2004.01,81472.0,139882.8,74.137,73.6176,183.710,587.285,0.895,0.260,73.9,77.030,196.068,197,608.8,83.61,5.003,127.724,3224.0,78.044,0.135,2.00,13.7474,48019.5,2.1731,0.8121,8.07,1.646,0.432,1.4775,0.0000,0.725,0.308,0.600,0.0000,5.28,1.48,2,9,13,60,61.8241,8.8560,0.4735,0.0000,0.0000
240000,2906,0.817,0.285,18.77,63123,50428,1233,9343,2706,269819,532907.5,291656.8,0.022,0.771,0.073,0.133,137,12.75,8.11,0.08,0.77,2.58,3.26,0.20,1.34,5.18,4.60,0.00,0.09,0.152,0.172,1005,0.163,0.083,0.883,0.000,0.034,92247,66976,10,0.489,0.076,0.050,1053682,0.097,1.749,0.019,27.95,47529,597,1.081,0.218,0.282,9877075,1.04,9.37,0.001,0.401,0.003,3.2,12.0,22.0,100.0,23392,0.089,0.00,0.0035,0.101,622,0.517,0.000,0.550,0.350,2.49,2.85,3.90,0.01,0.008,1.04,1.04,1.04,0.526,0.00216,8.59,15.6769,1060.82,97091.1,139882.8,13.125,18.0125,108.038,252.239,0.771,0.295,57.0,47.449,49.636,71,219.7,37.89,2.248,35.953,2756.0,25.302,0.135,2.00,12.0277,34952.4,2.0710,0.7737,8.05,1.573,0.438,0.5225,0.0000,0.675,0.309,0.514,0.0000,5.55,1.48,2,9,13,64,38.6513,2.5134,0.4625,0.0000,0.0000
