step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
110000,3181,0.720,0.407,18.03,73583,54795,2873,9226,6009,350534,981833.4,529616.9,0.080,0.629,0.112,0.179,73,28.37,36.71,1.11,5.20,5.65,11.18,0.03,0.43,9.46,8.99,0.01,0.15,0.110,0.170,1702,0.024,0.088,0.892,0.002,0.018,262983,242616,14,0.460,0.114,0.009,247177,0.251,2.581,0.029,15.18,111776,609,1.511,0.250,0.258,23291697,1.35,19.45,0.010,0.382,0.003,4.6,16.0,70.0,650.0,51674,0.197,0.00,0.0033,0.042,648,0.882,0.000,0.808,0.724,3.55,3.85,5.44,0.07,0.023,1.20,1.43,1.40,0.886,0.00101,6.59,60.2479,1839.51,87989.4,140196.6,96.164,84.6772,164.118,688.918,0.918,0.273,70.1,71.746,241.375,249,917.1,137.91,8.301,142.351,3461.1,85.905,0.134,2.00,13.0056,41370.9,1.3840,0.6116,16.24,1.481,0.438,1.5887,0.0000,0.303,0.101,0.055,0.0000,9.43,4.42,4,11,35,225,62.9028,5.6279,0.6328,0.0000,0.0000
120000,2633,0.656,0.342,15.28,29531,23753,1334,3420,1572,162485,384847.1,169026.0,0.076,0.664,0.125,0.135,147,25.17,33.85,1.02,4.85,5.37,11.11,0.04,0.78,9.02,7.96,0.01,0.24,0.106,0.180,1211,0.035,0.097,0.883,0.000,0.020,66990,59234,5,0.731,0.019,0.005,96474,0.249,1.994,0.023,15.97,29935,688,1.040,0.211,0.240,8413957,1.29,14.27,0.005,0.320,0.002,4.2,11.1,70.0,450.0,40675,0.155,0.00,0.0016,0.054,516,0.692,0.000,0.701,0.578,3.66,3.79,5.81,0.03,0.010,1.17,1.38,1.34,0.696,0.00117,4.35,13.7816,836.87,102865.8,140196.6,12.343,17.9372,73.460,370.643,0.951,0.338,48.5,34.249,49.372,269,1015.5,39.34,3.238,34.725,3319.5,22.728,0.135,1.99,10.8750,28633.9,1.2490,0.5518,15.45,1.301,0.401,0.4113,0.0000,0.292,0.080,0.013,0.0000,8.27,4.04,4,10,36,131,29.6069,1.5548,0.6164,0.0000,0.0000
130000,3415,0.671,0.514,19.86,83435,62724,2985,8550,8394,314508,1021854.9,502866.7,0.091,0.589,0.121,0.199,69,30.91,32.04,1.39,4.49,5.99,10.23,0.06,0.67,10.05,10.20,0.00,0.11,0.121,0.174,2088,0.020,0.070,0.913,0.001,0.016,265505,246245,11,0.369,0.221,0.013,335585,0.251,2.523,0.039,14.33,114018,600,1.599,0.260,0.311,24310581,1.43,22.84,0.015,0.420,0.002,4.9,20.0,70.0,450.0,59718,0.228,0.00,0.0030,0.035,642,0.898,0.000,0.850,0.689,3.67,4.22,5.44,0.03,0.011,1.23,1.58,1.46,0.901,0.00088,6.87,56.5422,2194.45,94008.1,140196.6,93.910,79.5069,176.156,794.321,0.987,0.280,75.1,79.121,242.891,447,1854.9,65.42,8.593,145.180,4002.4,91.110,0.134,2.00,9.7475,33287.8,1.0473,0.6261,17.49,1.551,0.451,1.5887,0.0000,0.323,0.112,0.060,0.0000,10.46,4.37,4,14,36,225,69.7075,6.3966,0.6750,0.0000,0.0000
140000,2333,0.920,0.387,14.23,27630,23166,1280,2969,1297,169227,389256.0,165051.2,0.084,0.644,0.112,0.160,165,28.50,27.60,1.14,3.73,5.60,9.84,0.14,1.25,11.17,9.07,0.00,0.07,0.126,0.182,1385,0.026,0.098,0.874,0.000,0.027,62969,55756,9,0.462,0.030,0.023,455961,0.170,2.333,0.026,13.95,27205,638,0.975,0.171,0.284,8025302,1.36,13.55,0.027,0.423,0.001,6.0,18.3,60.0,258.0,42109,0.161,0.00,0.0015,0.052,433,0.722,0.000,0.743,0.581,3.77,4.04,6.00,0.03,0.010,1.17,1.44,1.46,0.727,0.00140,3.61,13.5839,1641.82,99721.1,140196.6,11.919,18.7459,72.757,401.180,0.853,0.331,45.5,33.683,51.363,289,1096.9,80.54,3.388,37.910,3048.0,25.145,0.134,2.00,13.1203,30609.6,1.1494,0.5179,18.05,1.378,0.354,0.4113,0.0000,0.353,0.101,0.044,0.0000,8.31,3.23,5,14,35,114,29.7352,0.6855,0.5671,0.0000,0.0000
150000,3210,0.765,0.440,17.04,76763,58030,2755,7572,7529,327787,1024502.4,553746.9,0.112,0.571,0.092,0.225,81,28.57,29.44,1.36,5.09,5.31,8.94,0.10,0.95,10.44,8.42,0.01,0.15,0.117,0.167,1811,0.037,0.077,0.903,0.000,0.020,275303,255492,8,0.349,0.205,0.023,684094,0.208,2.227,0.032,13.90,111715,625,1.689,0.242,0.317,21243303,1.42,18.88,0.004,0.379,0.002,4.9,20.7,57.4,598.0,55236,0.211,0.00,0.0031,0.028,540,0.880,0.000,0.870,0.724,3.61,3.98,5.73,0.04,0.012,1.26,1.52,1.51,0.884,0.00105,6.09,64.3627,1874.15,91158.5,140196.6,98.603,79.8337,170.496,762.584,0.956,0.268,67.2,74.910,241.416,276,1114.0,35.42,7.187,141.700,3809.6,91.597,0.135,2.00,11.6748,37476.0,1.0686,0.6481,17.21,1.450,0.423,1.5887,0.0000,0.297,0.137,0.048,0.0000,9.47,3.73,4,15,32,193,65.8653,5.6726,0.6243,0.0000,0.0000
160000,2440,0.729,0.393,10.55,28713,24186,1370,2470,1457,134035,387128.0,160446.9,0.078,0.636,0.114,0.172,168,22.21,17.75,1.09,3.60,5.32,10.10,0.25,1.78,10.28,7.90,0.00,0.09,0.137,0.238,1379,0.035,0.100,0.879,0.000,0.021,66694,59226,7,0.384,0.276,0.045,621159,0.225,2.219,0.028,13.87,27334,703,1.197,0.143,0.273,8174671,1.34,10.66,0.005,0.413,0.004,4.7,15.9,46.7,182.0,41316,0.158,0.00,0.0015,0.055,438,0.714,0.000,0.717,0.585,3.74,3.89,6.09,0.03,0.016,1.16,1.39,1.46,0.719,0.00127,3.67,14.4476,1459.35,103068.9,140196.6,12.504,18.4234,73.045,410.774,0.957,0.337,49.7,33.979,52.155,305,1335.0,51.96,2.999,37.337,3185.0,25.203,0.133,2.01,11.3865,27783.1,1.0708,0.5816,16.93,1.193,0.209,0.4113,0.0000,0.404,0.103,0.206,0.0000,7.60,1.65,4,14,33,100,29.9985,0.8824,0.5902,0.0000,0.0000
170000,3216,0.710,0.430,17.40,91198,70727,2814,7591,9290,266688,1000559.1,492017.8,0.073,0.560,0.112,0.255,77,25.37,23.46,1.18,3.76,5.31,8.58,0.06,0.75,9.22,8.56,0.01,0.15,0.139,0.192,1769,0.059,0.083,0.899,0.000,0.018,265113,243060,16,0.313,0.314,0.013,737026,0.250,2.195,0.032,11.81,112518,601,1.845,0.258,0.292,21159627,1.37,21.73,0.005,0.384,0.004,4.5,21.0,45.5,328.0,50692,0.193,0.00,0.0034,0.041,531,0.871,0.000,0.854,0.659,3.45,3.97,5.39,0.04,0.016,1.22,1.43,1.47,0.875,0.00089,4.49,55.6770,1404.17,89140.0,140196.6,101.936,75.8267,171.486,839.896,0.984,0.252,68.5,76.644,247.866,365,1622.0,64.72,6.877,142.051,3674.8,91.161,0.133,2.01,12.4439,40019.6,1.2917,0.7081,15.76,1.455,0.424,1.5887,0.0000,0.301,0.164,0.122,0.0000,10.02,3.59,4,14,30,164,66.8215,6.9722,0.6545,0.0000,0.0000
180000,2676,0.804,0.371,13.10,32459,26445,1322,3348,1884,158185,386844.2,162164.4,0.051,0.671,0.112,0.166,161,22.49,21.18,0.86,3.49,4.68,8.23,0.15,1.27,9.66,7.64,0.01,0.13,0.130,0.197,1491,0.035,0.113,0.854,0.002,0.031,60745,52653,7,0.408,0.015,0.029,458487,0.214,2.095,0.025,14.73,26056,660,1.025,0.175,0.290,8467331,1.28,15.64,0.011,0.441,0.005,4.6,17.0,44.1,380.0,41085,0.157,0.00,0.0015,0.059,473,0.705,0.000,0.746,0.489,3.49,3.79,5.67,0.05,0.021,1.15,1.31,1.39,0.711,0.00130,3.84,13.0359,1533.89,101695.1,140196.6,12.211,18.6536,73.950,402.528,0.903,0.326,54.3,33.937,50.431,280,987.5,56.95,2.915,36.609,3001.3,24.145,0.135,2.01,10.8411,29010.9,1.0930,0.5901,15.35,1.330,0.349,0.4113,0.0000,0.391,0.147,0.185,0.0000,8.54,2.87,4,14,28,137,29.3924,1.0533,0.5632,0.0000,0.0000
190000,3648,0.684,0.395,18.19,96620,75102,2707,8666,9173,335400,1013912.8,508560.4,0.053,0.626,0.099,0.221,71,22.04,19.41,1.03,3.52,4.30,7.17,0.08,0.80,7.89,7.10,0.01,0.20,0.137,0.175,1858,0.067,0.072,0.902,0.003,0.024,254818,233668,9,0.439,0.043,0.019,847657,0.222,2.017,0.031,14.41,105155,550,1.516,0.270,0.324,24461307,1.38,25.44,0.004,0.415,0.005,4.5,18.0,39.8,404.0,48492,0.185,0.00,0.0035,0.039,584,0.869,0.000,0.845,0.625,3.15,3.64,4.85,0.03,0.010,1.24,1.40,1.49,0.874,0.00098,6.23,53.7149,1485.97,87558.3,140196.6,98.400,76.1473,178.965,803.844,0.987,0.267,78.1,78.105,242.160,324,1278.8,64.83,7.278,141.259,3333.2,89.876,0.136,2.00,11.5094,41986.2,1.3722,0.6668,13.29,1.533,0.429,1.5887,0.0000,0.312,0.187,0.174,0.0000,10.52,3.69,4,12,24,202,68.7283,5.8132,0.6187,0.0000,0.0000
200000,2581,0.738,0.362,12.61,34192,29449,1210,2721,1879,169702,387291.8,156574.0,0.049,0.676,0.099,0.176,159,21.71,17.81,1.05,3.35,4.53,7.88,0.16,1.31,9.25,6.76,0.01,0.12,0.137,0.201,1469,0.042,0.102,0.876,0.000,0.022,60882,52760,4,0.528,0.130,0.032,335263,0.193,2.001,0.027,14.21,26098,651,0.923,0.176,0.281,8943861,1.32,15.56,0.004,0.452,0.008,5.7,16.4,42.5,310.0,38690,0.148,0.00,0.0016,0.069,417,0.719,0.000,0.739,0.460,3.56,3.67,6.04,0.04,0.026,1.16,1.35,1.47,0.724,0.00126,3.44,12.1858,1096.49,103610.2,140196.6,13.474,16.8975,75.656,437.298,0.941,0.345,48.3,35.182,52.508,330,1315.0,45.96,3.260,36.260,3095.1,24.851,0.134,2.00,10.6857,27579.8,1.0904,0.5255,14.99,1.323,0.317,0.4113,0.0000,0.448,0.152,0.395,0.0000,8.62,2.71,5,13,27,155,31.1115,0.8124,0.6036,0.0000,0.0000
210000,3450,0.679,0.430,19.04,103991,80649,2672,9898,9903,353456,1022017.5,515711.1,0.054,0.608,0.100,0.237,69,23.34,24.16,0.93,3.77,4.36,7.59,0.02,0.57,8.51,7.85,0.01,0.18,0.118,0.169,1843,0.027,0.078,0.898,0.001,0.023,258560,234960,10,0.456,0.051,0.005,790424,0.223,2.168,0.033,14.30,110518,556,1.459,0.259,0.296,25265787,1.32,25.18,0.004,0.398,0.007,4.2,16.0,52.0,344.0,47696,0.182,0.00,0.0035,0.041,540,0.873,0.000,0.865,0.603,3.30,4.05,5.00,0.03,0.016,1.20,1.38,1.42,0.878,0.00104,6.11,52.1307,1575.69,92555.5,140196.6,96.533,76.0567,182.726,826.794,0.981,0.267,75.3,80.488,243.070,345,1401.1,72.52,7.596,143.352,3744.6,91.005,0.134,2.00,10.5972,36560.4,1.2405,0.6724,13.82,1.509,0.469,1.5887,0.0000,0.277,0.180,0.111,0.0000,10.56,3.59,3,12,27,142,70.3300,6.5824,0.6275,0.0000,0.0000
220000,2701,0.717,0.377,14.47,35038,29920,1270,2341,2256,112085,401353.7,143819.6,0.063,0.623,0.129,0.186,156,21.42,27.03,0.67,3.41,3.98,9.23,0.09,1.22,9.03,6.80,0.02,0.36,0.077,0.153,1175,0.029,0.109,0.868,0.000,0.022,65378,57554,7,0.559,0.007,0.013,159459,0.203,2.016,0.029,15.14,28513,677,1.283,0.235,0.229,7991316,1.21,16.96,0.001,0.339,0.005,4.0,11.6,54.0,412.0,37172,0.142,0.00,0.0016,0.058,444,0.688,0.000,0.736,0.485,3.46,4.06,5.59,0.04,0.010,1.12,1.23,1.28,0.692,0.00104,3.73,12.3434,1216.44,104682.0,140196.6,12.196,16.2626,77.213,435.177,0.981,0.343,52.4,36.416,51.324,374,1688.4,44.11,3.320,36.328,3001.5,25.332,0.134,2.01,9.6969,26191.3,1.1696,0.6433,13.76,1.289,0.383,0.4113,0.0000,0.366,0.172,0.168,0.0000,8.64,2.72,4,10,27,128,32.3929,1.2158,0.5809,0.0000,0.0000
230000,3447,0.652,0.412,15.70,107109,84578,2821,7459,11505,228643,1068781.9,489241.4,0.093,0.481,0.154,0.273,80,21.74,22.54,1.03,3.65,4.04,7.96,0.12,0.90,8.37,6.67,0.00,0.08,0.092,0.160,1760,0.037,0.086,0.886,0.001,0.028,303898,284615,7,0.337,0.209,0.031,924054,0.263,2.231,0.031,11.96,121186,568,2.140,0.317,0.258,19981499,1.38,18.74,0.002,0.363,0.001,3.8,13.3,54.0,378.0,46746,0.178,0.00,0.0037,0.038,621,0.857,0.001,0.875,0.651,3.42,4.43,5.17,0.02,0.010,1.20,1.45,1.50,0.861,0.00072,4.77,56.6928,1545.55,89384.1,140196.6,95.620,73.3434,184.995,924.192,0.982,0.248,72.0,85.029,248.161,277,1157.3,56.75,7.662,147.947,3755.9,98.399,0.135,2.00,11.6746,40242.2,1.3217,0.7295,13.56,1.355,0.418,1.5887,0.0000,0.332,0.180,0.127,0.0000,9.00,2.97,3,11,27,138,73.5078,9.0313,0.6255,0.0000,0.0000
240000,2796,0.751,0.312,15.67,34377,29042,1470,2266,2250,102752,408025.5,142747.0,0.058,0.627,0.153,0.163,159,22.88,25.93,0.69,3.55,4.48,8.83,0.05,0.95,9.66,7.73,0.01,0.16,0.090,0.161,1191,0.082,0.121,0.851,0.001,0.028,65383,57132,9,0.639,0.005,0.014,430305,0.234,1.866,0.023,16.54,28093,697,1.389,0.227,0.268,7571966,1.21,16.43,0.003,0.328,0.002,4.1,13.5,52.0,344.0,41630,0.159,0.00,0.0015,0.065,521,0.630,0.001,0.716,0.491,3.64,4.32,5.69,0.02,0.006,1.11,1.26,1.27,0.634,0.00103,4.71,12.4905,1155.25,104291.6,140196.6,11.167,15.9245,78.351,437.864,0.968,0.341,54.6,37.081,48.490,227,978.6,46.60,2.913,34.972,2642.4,24.513,0.136,2.00,9.7880,27367.2,1.1204,0.6923,14.89,1.294,0.434,0.4113,0.0000,0.309,0.161,0.040,0.0000,8.67,3.09,4,12,26,113,32.7149,1.4818,0.5526,0.0000,0.0000
