step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2085,0.675,0.670,8.69,37470,28857,3706,292,3960,40074,1033740.6,367448.2,0.356,0.341,0.145,0.158,86,26.59,17.66,1.91,5.37,2.42,6.47,5.53,8.40,17.76,12.42,0.03,0.32,0.071,0.173,982,0.021,0.073,0.910,0.000,0.016,227272,219704,35,0.209,0.084,0.435,8101575,0.269,2.593,0.056,5.96,70015,330,9.169,0.445,0.173,9446440,1.44,5.69,0.304,0.139,0.010,5.5,24.9,47.2,174.1,57602,0.220,0.00,0.0028,0.039,250,0.960,0.000,0.682,0.836,4.50,5.52,5.50,0.07,0.029,1.42,1.51,1.43,0.961,0.00026,1.91,67.4417,1789.77,94521.6,140185.7,95.257,91.2882,157.329,697.381,0.993,0.312,55.5,72.400,244.079,885,4250.3,46.91,24.409,148.278,4506.3,88.450,0.134,2.00,15.3994,32107.8,0.7628,0.3599,27.63,1.004,0.160,1.5345,0.0000,0.453,0.101,0.331,0.0000,6.88,1.03,6,27,49,100,68.5509,3.3130,0.7132,0.0000,0.0000
20000,2022,0.740,0.292,11.54,19908,16801,1560,129,1481,18844,402106.8,105854.4,0.309,0.475,0.112,0.104,159,18.44,13.42,0.77,2.97,1.49,5.48,3.62,7.77,15.81,8.51,0.01,0.13,0.037,0.125,794,0.173,0.115,0.862,0.000,0.023,70989,68714,10,0.613,0.027,0.262,5180604,0.274,1.988,0.017,10.06,24722,557,5.617,0.349,0.174,4778621,1.19,4.34,0.158,0.138,0.003,5.0,12.7,37.7,91.6,43866,0.167,0.00,0.0013,0.089,372,0.761,0.000,0.673,0.727,4.32,4.96,5.75,0.05,0.017,1.13,1.22,1.20,0.762,0.00061,2.77,17.0392,1671.36,90425.7,140185.7,14.481,26.5080,67.253,355.629,0.774,0.313,59.5,32.100,65.525,109,325.4,51.25,5.652,48.955,2162.6,29.962,0.135,2.00,21.1055,42675.4,1.2516,0.4354,21.69,0.868,0.148,0.4655,0.0000,0.467,0.071,0.241,0.0000,6.41,0.84,6,16,48,100,29.7472,1.1124,0.5425,0.0000,0.0000
30000,2843,0.740,0.558,11.85,77536,58756,2644,4338,10977,178098,1060780.5,512941.3,0.194,0.523,0.159,0.124,124,17.07,15.64,1.08,3.89,4.90,7.28,0.63,2.94,7.90,6.76,0.02,0.30,0.198,0.261,1857,0.014,0.095,0.884,0.000,0.020,323509,306879,18,0.325,0.147,0.089,5499258,0.234,2.492,0.042,16.52,118780,646,2.880,0.207,0.298,14127473,1.31,7.58,0.059,0.464,0.011,2.5,12.6,39.4,183.7,41243,0.157,0.00,0.0047,0.078,461,0.765,0.000,0.804,0.763,3.16,4.06,4.40,0.10,0.046,1.24,1.37,1.33,0.769,0.00089,11.17,71.0560,2402.92,96612.8,140185.7,80.496,82.7188,164.540,638.811,0.982,0.315,62.9,77.642,219.218,469,1963.8,60.25,5.415,143.226,4423.2,92.916,0.134,2.00,11.0050,31287.3,1.1803,0.7467,14.51,1.049,0.280,1.5345,0.0000,0.513,0.101,0.477,0.0000,6.08,0.86,3,12,31,81,63.3029,11.8141,0.5874,0.0000,0.0000
40000,3225,0.819,0.396,11.89,48617,36847,656,8477,2255,348575,457715.8,297501.4,0.118,0.624,0.175,0.083,200,13.85,11.79,0.39,2.09,3.05,5.14,0.04,0.67,5.82,5.28,0.02,0.30,0.127,0.189,1537,0.036,0.100,0.866,0.000,0.034,103871,89502,2,0.637,0.026,0.009,673312,0.220,2.085,0.026,16.26,40407,537,0.853,0.152,0.299,8594249,1.15,8.84,0.003,0.557,0.008,2.1,10.7,31.3,104.2,30001,0.114,0.00,0.0024,0.084,620,0.661,0.000,0.743,0.553,2.69,3.24,4.31,0.04,0.017,1.16,1.14,1.18,0.673,0.00132,4.04,18.4828,1597.42,105328.4,140185.7,9.633,24.8667,88.720,342.412,0.857,0.353,58.3,38.602,58.451,195,539.8,55.28,3.831,46.340,3579.0,29.636,0.135,2.00,7.6827,24776.8,1.4043,0.5552,9.30,1.364,0.416,0.4655,0.0000,0.520,0.158,0.366,0.0000,5.89,0.88,2,8,18,49,32.2358,2.1161,0.4747,0.0000,0.0000
50000,2946,1.065,0.580,22.25,147454,86254,333,51878,9268,1066139,1032288.6,1114671.8,0.095,0.548,0.241,0.116,103,17.73,12.93,0.37,1.89,3.88,4.75,0.03,0.97,5.71,5.23,0.01,0.25,0.158,0.170,1409,0.026,0.075,0.893,0.000,0.032,401283,343950,3,0.340,0.659,0.003,181852,0.212,2.519,0.045,16.45,184627,346,1.046,0.255,0.412,18170149,1.17,6.52,0.234,0.590,0.002,2.2,16.0,32.0,200.0,29430,0.112,0.00,0.0061,0.086,507,0.748,0.000,0.826,0.638,2.09,3.11,3.68,0.01,0.002,1.16,1.14,1.21,0.769,0.00246,8.77,81.2197,2980.87,104785.6,140185.7,71.119,104.4838,181.808,519.898,0.901,0.341,54.6,66.985,219.908,417,1392.7,84.03,5.958,155.073,4556.7,90.511,0.135,2.00,7.3550,21667.9,1.3326,0.6917,9.99,1.632,0.466,1.5345,0.0000,0.416,0.172,0.252,0.0000,4.99,1.28,2,10,16,100,52.5160,7.2207,0.4325,0.0000,0.0000
60000,2958,0.797,0.387,19.50,54539,36832,356,15438,1901,383451,469566.9,367784.6,0.039,0.729,0.145,0.087,177,17.67,13.04,0.21,1.56,4.83,5.87,0.03,0.48,5.45,4.52,0.01,0.18,0.162,0.190,889,0.059,0.098,0.876,0.000,0.025,114534,94139,3,0.515,0.085,0.005,70138,0.218,2.040,0.030,17.42,58151,389,0.959,0.234,0.340,10028644,1.09,7.32,0.340,0.407,0.005,2.2,13.2,32.0,80.0,31105,0.119,0.00,0.0029,0.096,580,0.648,0.000,0.655,0.543,2.33,3.07,4.10,0.01,0.005,1.09,1.07,1.11,0.659,0.00160,4.29,21.9745,1405.99,102384.8,140185.7,8.385,26.3760,89.558,284.202,0.816,0.340,52.0,36.980,55.332,161,514.1,40.53,3.184,46.173,3938.1,29.595,0.135,2.00,9.4671,28003.8,1.4093,0.6401,10.52,1.478,0.492,0.4655,0.0000,0.517,0.149,0.412,0.0000,5.36,1.32,2,11,16,51,30.5925,1.6527,0.5294,0.0000,0.0000
70000,2617,1.153,0.495,23.78,76177,49626,2257,20785,3850,424364,952610.4,660427.3,0.058,0.707,0.160,0.074,109,22.58,12.56,0.11,1.03,5.42,5.17,0.02,0.37,7.03,4.80,0.00,0.02,0.180,0.164,805,0.099,0.099,0.888,0.000,0.013,263482,226189,10,0.283,0.277,0.003,111194,0.198,3.114,0.033,16.62,139403,415,1.556,0.213,0.313,20123243,1.05,4.75,0.504,0.357,0.000,4.0,32.0,32.0,98.0,32931,0.126,0.00,0.0052,0.086,526,0.809,0.000,0.732,0.716,2.16,3.45,4.19,0.00,0.002,1.05,1.04,1.06,0.817,0.00174,10.62,70.6568,3317.57,77032.6,140185.7,82.076,97.3618,153.367,453.665,0.829,0.248,54.2,58.812,208.200,223,734.6,102.00,4.450,142.093,3518.3,81.477,0.134,2.00,19.4091,50793.7,1.7674,0.7810,12.58,1.660,0.472,1.5345,0.0000,0.553,0.163,0.563,0.0000,4.97,1.32,4,16,16,49,49.3793,4.8697,0.4876,0.0000,0.0000
80000,2654,0.983,0.385,21.79,45721,32601,1082,10360,1641,290456,475900.2,315587.8,0.049,0.757,0.109,0.084,182,19.50,13.28,0.16,1.09,4.64,5.25,0.01,0.22,6.44,4.67,0.00,0.05,0.154,0.170,854,0.071,0.107,0.873,0.000,0.020,101886,83660,9,0.451,0.293,0.003,115164,0.184,2.454,0.026,17.87,54179,414,1.087,0.246,0.332,9158418,1.07,6.96,0.404,0.408,0.001,2.9,22.0,32.0,98.0,29861,0.114,0.00,0.0028,0.099,519,0.627,0.000,0.533,0.570,2.24,3.18,4.08,0.00,0.001,1.07,1.06,1.11,0.637,0.00181,4.35,24.5226,1997.97,98934.6,140185.7,9.347,26.2301,90.216,307.818,0.823,0.330,54.2,38.538,54.633,154,542.9,87.63,2.936,44.710,3207.4,29.964,0.134,2.00,11.7704,31238.5,1.4485,0.6348,11.25,1.540,0.500,0.4655,0.0000,0.504,0.136,0.425,0.0000,5.30,1.41,3,13,16,54,32.1736,1.5528,0.4736,0.0000,0.0000
90000,2738,1.068,0.552,24.48,75858,50371,2187,19090,4126,442870,970214.8,706564.7,0.072,0.725,0.131,0.072,106,21.89,12.77,0.14,1.44,4.92,4.88,0.00,0.12,7.06,4.66,0.00,0.11,0.166,0.158,820,0.094,0.108,0.872,0.000,0.020,284148,240989,16,0.315,0.300,0.001,110330,0.212,3.658,0.035,16.92,154757,402,1.595,0.211,0.318,18748123,1.06,5.23,0.502,0.349,0.001,3.4,32.0,32.0,98.0,33194,0.127,0.00,0.0050,0.086,564,0.781,0.000,0.678,0.738,2.16,3.34,4.09,0.00,0.002,1.06,1.05,1.08,0.790,0.00204,9.62,77.4235,3697.13,77355.4,140185.7,83.795,96.5309,154.348,463.106,0.864,0.241,61.9,59.304,209.692,282,966.0,147.04,5.313,141.072,3832.2,82.824,0.136,2.00,18.1140,49596.2,1.6831,0.7360,12.12,1.652,0.481,1.5345,0.0000,0.508,0.150,0.452,0.0000,4.98,1.33,3,16,16,63,49.7481,3.9847,0.4858,0.0000,0.0000
100000,2448,1.095,0.405,22.59,48874,34610,995,11583,1976,314334,481083.1,336128.5,0.062,0.751,0.115,0.072,181,20.33,12.92,0.32,1.80,4.61,5.03,0.04,0.54,6.91,5.07,0.01,0.17,0.155,0.163,910,0.074,0.105,0.873,0.000,0.023,110899,89000,15,0.443,0.089,0.007,113207,0.209,2.243,0.027,17.00,58845,380,1.069,0.219,0.317,8460942,1.13,6.35,0.411,0.427,0.003,2.7,24.0,32.0,98.0,29078,0.111,0.00,0.0028,0.102,461,0.600,0.000,0.582,0.577,2.35,3.30,4.23,0.01,0.003,1.12,1.10,1.18,0.611,0.00214,3.64,25.5763,1932.07,97038.1,140185.7,9.568,26.3367,91.128,334.726,0.815,0.320,53.5,38.697,56.794,168,485.2,71.72,3.308,46.070,3537.9,31.279,0.137,1.99,13.3944,32789.5,1.5064,0.6198,11.88,1.549,0.509,0.4655,0.0000,0.521,0.137,0.551,0.0000,5.28,1.42,3,15,16,52,32.2563,1.2051,0.4424,0.0000,0.0000
