step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
48000,2404,0.4634,48435.8,730,1082,739,583,93,93,122
49000,2158,0.4564,42384.7,702,943,770,445,90,102,97
50000,2150,0.4465,39656.2,698,929,753,468,75,106,99
51000,1884,0.4931,31700.1,685,796,644,444,89,93,119
52000,1889,0.4669,23934.9,566,799,646,444,108,111,112
53000,1621,0.5071,17334.0,592,604,606,411,83,107,116
54000,1148,0.5296,10762.3,652,442,325,381,102,85,125
55000,986,0.5193,7776.7,601,322,357,307,78,107,128
56000,983,0.4659,7650.5,539,364,351,268,74,100,125
57000,1295,0.4680,9536.6,477,448,472,375,87,116,178
58000,1601,0.4553,12086.2,460,659,522,420,96,101,161
59000,1896,0.4525,19243.6,524,715,694,487,89,110,169
60000,2099,0.4516,27154.5,570,894,699,506,118,109,148
61000,2305,0.4521,33157.2,609,991,759,555,127,91,134
62000,2293,0.4501,40474.2,672,1055,732,506,112,78,105
63000,2415,0.4414,49088.5,729,1037,820,558,110,98,126
64000,2307,0.4213,50159.8,748,1054,749,504,112,96,134
65000,2534,0.4365,52134.0,730,1130,803,601,119,80,136
66000,2374,0.4402,53020.4,794,1148,725,501,109,72,86
67000,2304,0.4358,54466.4,805,1041,700,563,117,87,100
68000,2475,0.4497,47295.6,698,1190,718,567,94,86,117
69000,2196,0.4467,47495.5,780,906,767,523,86,99,143
70000,2089,0.4926,42084.3,768,917,676,496,113,85,115
71000,1857,0.4712,31563.4,693,796,629,432,93,112,90
72000,1744,0.5052,25460.6,653,656,625,463,94,103,109
73000,1441,0.5066,16363.8,601,488,530,423,76,112,121
74000,1063,0.5202,9919.9,625,418,351,294,93,72,121
75000,913,0.6002,7565.3,662,322,316,275,83,78,115
76000,961,0.5151,7870.6,606,372,329,260,91,86,113
77000,1175,0.4749,9083.3,528,437,419,319,93,128,139
78000,1468,0.4843,12011.4,457,601,510,357,94,108,132
79000,1644,0.4726,19082.9,536,644,609,391,93,82,128
80000,1797,0.4669,26646.6,589,709,662,426,90,81,133
81000,1959,0.4681,35785.5,677,792,781,386,90,89,120
82000,1959,0.4742,41889.4,772,886,657,416,89,67,91
83000,2127,0.4363,42338.3,708,942,737,448,103,76,110
84000,2029,0.4406,48903.8,794,985,674,370,91,62,96
85000,2223,0.4309,54859.2,821,1149,601,473,97,68,89
86000,2357,0.4162,53294.4,761,1216,697,444,107,75,109
87000,2365,0.4410,50550.6,727,1180,659,526,104,73,108
88000,2102,0.4353,48325.9,788,1078,632,392,110,72,88
89000,2050,0.4132,46321.7,747,934,651,465,94,69,106
90000,1945,0.4458,41778.3,710,901,641,403,86,84,89
91000,1760,0.4852,33852.2,731,741,598,421,69,102,94
92000,1640,0.5055,26429.0,677,682,549,409,94,84,90
93000,1379,0.5540,18363.4,691,525,468,386,108,88,120
94000,1032,0.5610,11694.8,693,360,360,312,89,67,136
95000,871,0.5454,7654.4,656,335,280,256,71,70,107
96000,1017,0.4946,7927.9,515,380,374,263,70,86,105
97000,1248,0.4511,9949.6,500,463,440,345,84,111,145
98000,1451,0.4748,14146.6,531,605,483,363,102,114,142
99000,1665,0.4462,21332.5,561,647,585,433,89,95,143
100000,1692,0.4645,29351.2,676,718,592,382,91,80,107
101000,1970,0.4350,37960.1,677,844,667,459,105,78,110
102000,2055,0.4292,41945.6,684,925,691,439,120,76,103
103000,2004,0.4626,47719.3,779,912,651,441,86,75,91
104000,2054,0.4528,51804.5,822,1015,644,395,107,68,96
105000,2022,0.4288,47432.1,793,981,637,404,99,84,93
106000,2016,0.4241,52747.4,812,1045,594,377,94,79,82
107000,2052,0.4522,54986.1,849,1040,579,433,93,57,103
108000,2015,0.4600,50105.1,802,1048,526,441,91,70,88
109000,1924,0.4714,44246.5,765,899,560,465,84,79,83
110000,1772,0.4949,39619.6,801,835,509,428,80,80,90
111000,1739,0.4807,35214.8,755,717,558,464,68,73,102
112000,1543,0.4919,26898.8,718,547,519,477,66,89,112
113000,1239,0.5375,16651.8,741,434,459,346,87,94,98
114000,939,0.5325,9560.2,692,360,332,247,63,69,109
115000,857,0.5111,8112.0,710,329,286,242,81,77,113
116000,1041,0.5197,8392.1,574,393,342,306,92,80,144
117000,1161,0.5289,9442.5,560,423,368,370,89,96,154
118000,1514,0.5053,13034.6,545,610,504,400,120,102,168
119000,1607,0.4916,17495.5,571,631,590,386,105,77,127
120000,1823,0.4284,27521.4,629,789,680,354,87,97,98
121000,1897,0.4143,38886.6,738,759,714,424,87,78,106
122000,1877,0.4161,46802.9,810,819,700,358,98,76,78
123000,2024,0.4437,50808.2,838,953,633,438,109,52,98
124000,2108,0.4179,51241.7,812,1025,632,451,98,76,93
125000,2095,0.4353,54697.7,880,1035,618,442,92,72,93
126000,2084,0.4266,56493.9,882,1110,571,403,95,74,100
127000,2073,0.4124,52190.7,826,1081,626,366,109,76,78
128000,1948,0.4086,51207.2,841,1049,549,350,92,61,83
129000,1913,0.4449,47005.7,821,991,531,391,88,81,87
130000,1883,0.4201,42358.1,776,910,598,375,81,93,91
131000,1650,0.4945,36659.7,848,712,594,344,92,76,64
132000,1481,0.4868,27168.1,788,651,473,357,81,97,96
133000,1165,0.5416,17198.1,786,393,471,301,73,95,114
134000,987,0.5461,11283.7,723,374,324,289,99,83,113
135000,857,0.5134,8082.2,761,318,297,242,89,66,124
136000,968,0.5155,8097.1,613,327,372,269,70,86,150
137000,1147,0.4333,9154.9,535,452,391,304,88,108,138
138000,1340,0.4985,12697.1,578,501,513,326,80,112,140
139000,1518,0.4710,19239.9,592,633,588,297,84,97,129
140000,1841,0.4166,30138.0,614,779,705,357,74,109,100
141000,1673,0.4429,38735.2,793,770,586,317,94,103,105
142000,1784,0.4535,43499.9,836,854,624,306,85,90,83
143000,1919,0.4174,48017.7,792,965,652,302,104,87,76
144000,1931,0.4397,56551.9,904,970,604,357,88,76,80
145000,2058,0.4169,58071.1,879,1068,596,394,102,60,99
146000,1941,0.4116,52007.0,856,1000,592,349,110,67,78
147000,1905,0.4352,55286.0,915,998,530,377,119,63,80
148000,1942,0.4387,55715.4,873,964,627,351,93,74,80
149000,1971,0.4226,49507.1,814,895,622,454,109,95,103
150000,1781,0.4750,42506.1,852,768,625,388,102,116,111
151000,1664,0.4976,35224.9,811,728,555,381,100,104,111
152000,1604,0.4913,27212.8,741,676,519,409,98,82,98
153000,1232,0.5073,17823.0,751,522,355,355,73,93,112
154000,975,0.5251,11600.7,761,369,341,265,74,94,106
155000,779,0.5109,6809.4,687,289,270,220,62,64,100
156000,924,0.5076,7504.7,602,342,279,303,80,81,155
157000,1257,0.4901,10150.5,540,434,465,358,93,120,146
158000,1431,0.4661,13488.6,582,580,523,328,110,98,120
159000,1512,0.4537,21711.6,657,695,482,335,106,73,118
160000,1772,0.4396,29548.7,672,830,560,382,98,85,90
161000,2019,0.4279,40041.1,737,909,675,435,108,83,91
162000,1982,0.4193,44306.3,778,918,621,443,98,82,116
163000,2053,0.4243,49847.9,808,950,697,406,102,105,89
164000,2093,0.4310,56231.4,872,1015,656,422,80,93,94
165000,2163,0.4110,56688.3,824,1028,648,487,91,78,106
166000,2136,0.4171,52774.8,794,1044,694,398,86,89,91
167000,2156,0.4216,56201.7,840,1112,593,451,105,98,105
168000,1915,0.4548,54779.6,904,894,605,416,78,100,80
169000,2004,0.4606,49309.2,814,918,691,395,71,118,109
170000,1847,0.4380,43355.1,819,785,584,478,80,91,112
171000,1706,0.4977,35500.4,826,691,618,397,109,99,97
172000,1579,0.5028,24905.8,787,622,593,364,108,93,104
173000,1199,0.4812,15192.8,711,460,426,313,87,74,109
174000,1006,0.5507,9538.2,688,405,318,283,103,70,112
175000,822,0.5401,7738.5,682,312,264,246,81,62,124
176000,951,0.4942,8062.8,610,339,334,278,77,93,132
177000,1126,0.4893,10023.9,616,451,386,289,100,103,120
178000,1365,0.4952,13220.2,602,607,434,324,121,112,145
179000,1720,0.4820,20115.2,560,763,570,387,82,82,139
180000,1806,0.4601,30450.4,675,823,600,383,88,116,110
181000,1888,0.4243,40204.0,745,837,682,369,85,111,79
182000,1903,0.4183,46532.3,815,857,673,373,83,87,79
183000,2101,0.4155,51036.0,815,993,663,445,97,87,99
184000,2106,0.4340,54739.7,879,1034,636,436,103,85,95
185000,2078,0.4148,57244.1,910,1012,640,426,119,78,83
186000,2034,0.4248,56653.5,938,1056,525,453,101,59,107
187000,2157,0.4395,54797.4,824,1147,587,423,111,81,91
188000,1948,0.4348,56389.0,947,1020,551,377,74,69,87
189000,1948,0.4317,53070.7,875,944,593,411,70,90,86
190000,1962,0.4669,42392.3,780,914,627,421,88,99,113
191000,1729,0.5072,36895.0,849,778,582,369,91,100,93
192000,1437,0.5157,29167.1,882,617,482,338,78,102,87
193000,1177,0.5446,17675.5,795,487,354,336,70,81,113
194000,981,0.5719,11090.1,777,355,349,277,58,89,115
195000,854,0.5703,8395.3,720,292,326,236,61,78,115
196000,1004,0.5458,9078.0,681,378,346,280,89,103,130
197000,1175,0.5243,9681.9,610,464,397,314,109,98,122
198000,1516,0.4624,15177.9,588,557,587,372,89,108,128
199000,1578,0.4854,22750.8,663,611,632,335,66,121,111
200000,1702,0.4694,34157.5,767,731,632,339,81,89,81
201000,1823,0.4388,41899.4,801,821,650,352,78,56,91
202000,1973,0.4197,44175.6,748,959,636,378,89,59,67
203000,2119,0.4280,52586.8,808,996,675,448,72,79,97
204000,2160,0.4005,55014.9,840,1077,605,478,103,68,116
205000,2051,0.4237,55413.2,899,1035,600,416,117,59,91
206000,2024,0.4328,55027.2,875,1006,597,421,100,58,79
207000,1942,0.4356,54663.3,910,988,526,428,67,55,105
208000,1904,0.4428,51934.7,880,921,603,380,80,72,89
209000,1823,0.4361,50265.0,904,886,580,357,70,78,80
210000,1730,0.4607,44029.7,875,841,520,369,69,75,100
211000,1582,0.4912,34867.9,847,711,542,329,77,75,84
212000,1496,0.4733,27449.3,762,629,470,397,78,64,95
213000,1199,0.5296,18818.2,819,442,419,338,93,77,87
214000,1008,0.5417,12849.0,819,381,328,299,75,60,116
215000,876,0.5468,9638.4,862,333,291,252,81,85,91
216000,882,0.5442,8428.6,729,330,290,262,76,77,127
217000,1176,0.5187,11410.7,660,440,404,332,114,97,145
218000,1440,0.4771,15463.5,631,573,486,381,112,111,143
219000,1436,0.4805,25285.1,767,613,539,284,97,88,94
220000,1605,0.4361,36566.9,854,756,538,311,84,63,88
221000,1853,0.4404,43987.9,821,854,619,380,78,53,92
222000,1866,0.4314,47807.7,855,947,592,327,86,72,68
223000,2049,0.4241,56324.3,910,1027,624,398,88,67,89
224000,2186,0.4154,58074.1,888,1037,715,434,83,79,91
225000,2117,0.4294,61057.7,922,1078,609,430,80,72,67
226000,1969,0.4373,57873.8,973,973,582,414,82,61,79
227000,1924,0.4262,57365.8,986,966,579,379,94,54,82
228000,1938,0.4370,52511.5,900,992,531,415,109,51,92
229000,1850,0.4303,50794.1,895,917,562,371,86,48,84
230000,1779,0.4744,50821.3,976,864,517,398,95,45,100
231000,1771,0.4506,39805.7,851,819,542,410,79,69,88
232000,1526,0.4862,32125.8,859,673,486,367,79,68,112
233000,1317,0.5550,25911.2,1002,526,447,344,92,105,113
234000,1052,0.5418,16067.8,930,367,357,328,75,80,122
235000,867,0.5502,10898.7,910,307,286,274,66,73,115
236000,867,0.5375,11110.0,868,295,333,239,68,109,110
237000,1078,0.4944,13311.4,746,404,398,276,92,105,120
238000,1295,0.4772,17465.7,745,533,441,321,81,102,134
239000,1476,0.4553,26233.9,764,642,541,293,81,86,109
240000,1515,0.4482,38053.4,910,692,503,320,74,52,99
241000,1697,0.4461,46384.3,932,805,548,344,98,45,84
242000,1750,0.4246,47745.4,883,879,539,332,100,46,86
243000,1724,0.4269,54916.0,996,877,511,336,70,52,73
244000,1833,0.4037,56017.0,946,990,470,373,88,57,97
245000,1935,0.4078,57786.9,917,1050,498,387,85,44,77
246000,1816,0.3910,62019.3,1018,987,452,377,83,41,77
247000,1779,0.4087,58459.5,987,934,459,386,80,39,101
248000,1765,0.4142,55828.5,970,962,468,335,92,36,83
249000,1706,0.4226,54663.9,975,901,464,341,101,51,78
250000,1616,0.4505,47361.5,972,795,465,356,74,48,111
251000,1573,0.4609,43179.3,906,782,468,323,71,38,91
252000,1476,0.4939,33731.1,888,636,473,367,81,62,85
253000,1253,0.5595,25042.2,952,550,402,301,89,76,94
254000,931,0.5983,16908.8,1122,392,273,266,87,73,111
255000,860,0.5570,12035.0,947,286,302,272,68,96,116
256000,892,0.5415,10677.0,832,351,284,257,72,104,126
257000,1087,0.5097,13056.2,768,445,362,280,83,111,133
258000,1364,0.4765,19045.2,796,588,468,308,121,133,132
259000,1572,0.4828,27316.5,840,706,499,367,118,80,139
260000,1546,0.4243,36735.9,902,718,506,322,98,76,92
261000,1701,0.4092,44572.3,910,791,593,317,88,47,98
262000,1806,0.4247,47250.0,858,830,601,375,95,51,90
263000,1849,0.4197,55285.5,958,899,557,393,76,57,111
264000,1968,0.4157,58340.4,950,955,622,391,85,67,91
265000,1996,0.4354,56560.7,935,1087,559,350,115,49,75
266000,2026,0.4245,61433.8,976,1070,549,407,128,44,90
267000,1971,0.4140,57734.9,969,1036,525,410,91,45,96
268000,1835,0.4289,54404.5,969,945,473,417,87,51,95
269000,1799,0.4386,49416.5,933,914,511,374,76,48,83
270000,1700,0.4588,45872.0,907,832,519,349,76,51,81
271000,1575,0.4895,42840.4,991,726,538,311,83,58,93
272000,1406,0.5185,35617.2,1040,631,429,346,90,64,131
273000,1291,0.5213,26762.6,926,492,463,336,100,92,123
274000,1017,0.5733,18092.8,1037,405,316,296,82,80,140
275000,838,0.5752,12874.3,1078,298,318,222,84,92,102
276000,887,0.5400,11821.3,876,349,314,224,84,99,111
277000,1156,0.5337,14520.0,788,428,405,323,82,115,157
278000,1322,0.4909,20010.7,809,536,465,321,88,90,151
279000,1559,0.4747,28776.9,833,661,560,338,87,89,116
280000,1629,0.4555,40958.7,925,768,540,321,83,76,93
281000,1808,0.4204,46411.5,922,845,575,388,96,58,117
282000,1738,0.3993,52268.4,992,862,549,327,82,55,66
283000,1847,0.4310,56676.4,1012,964,534,349,107,46,82
284000,1935,0.4196,59186.5,999,999,527,409,92,47,103
285000,1934,0.4080,61386.4,1018,1064,505,365,85,43,99
286000,1890,0.4085,62710.7,1020,1052,527,311,78,48,84
287000,1933,0.4092,60213.6,994,1114,470,349,94,44,100
288000,1870,0.3947,59494.6,1035,1015,475,380,88,35,106
289000,1762,0.4030,56464.8,1047,983,442,337,79,28,89
290000,1732,0.4527,48440.6,934,904,447,381,85,35,89
291000,1543,0.4498,46179.3,1060,784,428,331,83,49,86
292000,1546,0.4929,39270.2,1017,668,491,387,75,61,115
293000,1215,0.5259,27889.1,1032,467,421,327,85,88,118
294000,992,0.5978,21210.7,1219,365,334,293,74,81,101
295000,831,0.5909,15186.0,1161,344,244,243,82,72,99
296000,942,0.5403,13279.8,899,362,322,258,84,78,98
297000,1124,0.5187,16526.3,871,430,371,323,96,101,149
298000,1304,0.4801,21098.1,848,534,471,299,81,109,123
299000,1521,0.4675,29846.2,863,668,537,316,106,75,116
300000,1552,0.4439,39392.8,963,736,493,323,100,69,127
