step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2566,0.760,0.493,8.08,45584,34956,4046,1503,3965,88517,1056322.0,354442.8,0.246,0.433,0.105,0.217,75,21.25,17.71,1.36,4.92,2.75,6.15,1.23,4.92,13.65,11.71,0.05,0.36,0.141,0.230,1269,0.036,0.092,0.886,0.002,0.019,211789,203859,19,0.555,0.069,0.126,7129255,0.282,2.466,0.033,7.94,59870,324,4.004,0.406,0.236,12909331,1.37,10.39,0.106,0.302,0.033,4.9,15.2,43.5,129.7,48724,0.186,0.00,0.0030,0.033,370,0.941,0.000,0.717,0.786,3.77,5.07,4.77,0.13,0.057,1.43,1.34,1.37,0.944,0.00048,3.23,59.9429,2046.40,93270.0,140196.6,80.867,98.3248,169.057,760.998,0.883,0.295,63.9,77.381,239.966,393,1356.2,57.56,24.692,158.438,3887.1,88.134,0.135,2.00,13.9273,35737.5,1.0257,0.4719,18.99,1.068,0.102,1.5288,0.0000,0.443,0.106,0.251,0.0000,7.40,1.12,5,14,36,81,73.0808,3.0697,0.6115,0.0000,0.0000
20000,2453,0.691,0.483,9.45,33913,27553,1042,3946,1485,221762,452270.4,212446.8,0.165,0.576,0.092,0.167,174,20.91,16.88,0.60,3.04,6.45,8.61,0.46,2.13,7.52,7.25,0.01,0.15,0.218,0.239,1493,0.035,0.102,0.877,0.000,0.021,80939,71052,5,0.457,0.020,0.102,1460506,0.220,2.449,0.033,14.44,28421,582,0.958,0.133,0.314,7439093,1.19,9.77,0.033,0.507,0.005,4.2,16.7,43.1,125.9,36859,0.141,0.00,0.0025,0.058,585,0.717,0.000,0.757,0.598,3.43,3.74,5.23,0.09,0.038,1.15,1.24,1.20,0.725,0.00146,3.45,17.9887,1437.49,103473.4,140196.6,10.766,25.7677,84.060,435.001,0.868,0.341,45.9,38.240,61.624,331,1190.6,58.01,4.030,48.552,4687.3,31.137,0.134,2.01,10.6138,26035.6,1.0128,0.5255,15.03,1.305,0.298,0.4712,0.0000,0.365,0.079,0.035,0.0000,6.85,1.06,4,13,29,81,33.5663,1.0833,0.6188,0.0000,0.0000
30000,2483,0.941,0.563,12.31,91468,61220,1049,22849,6320,690900,857356.5,613474.4,0.080,0.606,0.091,0.224,104,30.18,27.65,0.59,2.84,7.65,10.39,0.15,1.37,8.97,7.68,0.00,0.00,0.165,0.186,1808,0.023,0.087,0.895,0.001,0.018,221293,194782,5,0.317,0.396,0.023,1970491,0.211,2.485,0.043,11.46,82811,496,0.888,0.201,0.375,19736179,1.21,12.49,0.004,0.599,0.000,4.1,18.9,72.6,201.3,43110,0.164,0.00,0.0038,0.062,474,0.861,0.000,0.882,0.593,3.66,4.20,5.55,0.08,0.027,1.15,1.26,1.23,0.871,0.00199,5.15,48.2464,1891.59,107587.8,140196.6,85.406,98.7477,150.920,573.396,0.939,0.350,52.0,61.579,233.005,481,1913.4,47.14,6.551,148.455,4927.0,76.866,0.135,2.00,7.8537,19500.8,0.9400,0.5933,17.36,1.564,0.413,1.5288,0.0000,0.525,0.163,0.598,0.0000,7.86,1.29,3,13,38,78,50.9793,5.6572,0.6029,0.0000,0.0000
40000,2841,0.821,0.434,11.63,44162,31759,397,9151,2497,417898,455892.9,297621.7,0.015,0.704,0.102,0.178,164,17.21,17.97,0.97,3.94,3.31,6.84,0.49,1.98,6.79,6.91,0.02,0.21,0.094,0.172,1431,0.062,0.093,0.877,0.000,0.029,82699,67902,4,0.536,0.130,0.147,1247861,0.118,2.238,0.030,17.41,34052,541,0.712,0.157,0.290,8591878,1.38,12.53,0.056,0.547,0.012,2.8,10.0,46.9,157.4,32840,0.125,0.00,0.0024,0.061,537,0.635,0.000,0.790,0.496,2.88,3.65,4.37,0.10,0.039,1.35,1.42,1.39,0.647,0.00207,4.19,16.8431,2019.23,109407.7,140196.6,9.755,26.0581,86.445,379.464,0.934,0.357,58.0,37.384,57.852,260,775.1,58.68,3.561,45.850,3737.7,28.251,0.136,1.99,7.1517,20318.1,1.2015,0.5111,11.56,1.279,0.426,0.4712,0.0000,0.410,0.127,0.211,0.0000,7.00,1.27,2,9,25,64,30.2319,1.2594,0.4766,0.0000,0.0000
50000,3319,0.787,0.330,12.27,146525,94462,485,36530,14570,940061,1064731.9,903943.2,0.019,0.563,0.146,0.273,88,16.18,21.09,0.72,3.43,2.73,6.88,0.23,1.99,7.04,6.67,0.04,0.30,0.066,0.143,1526,0.037,0.103,0.870,0.000,0.026,338806,286063,3,0.660,0.326,0.033,3237609,0.101,2.076,0.020,20.61,129589,422,0.962,0.177,0.258,18573014,1.26,13.88,0.050,0.482,0.024,2.1,8.0,43.8,242.0,35542,0.136,0.00,0.0046,0.058,659,0.706,0.000,0.853,0.577,2.69,3.64,3.64,0.06,0.036,1.27,1.26,1.28,0.721,0.00275,10.84,65.9847,1532.06,101559.1,140196.6,76.661,83.6571,194.542,609.176,0.905,0.318,71.4,78.536,217.575,147,457.4,74.82,6.009,142.368,2789.3,90.207,0.135,2.00,8.8803,29473.8,1.5624,0.6222,10.71,1.238,0.402,1.5288,0.0000,0.347,0.100,0.050,0.0000,6.99,1.18,2,8,25,121,61.5582,7.8541,0.4899,0.0000,0.0000
60000,2885,0.793,0.324,14.55,51295,38901,470,8861,3497,314992,512991.1,317752.3,0.015,0.673,0.123,0.190,155,18.92,20.53,0.66,3.66,3.39,6.48,0.29,1.91,7.91,6.54,0.03,0.23,0.087,0.155,1468,0.023,0.099,0.876,0.000,0.025,101870,81364,4,0.712,0.074,0.063,1008740,0.128,2.037,0.020,21.88,44761,599,1.009,0.141,0.279,7517032,1.23,10.65,0.115,0.510,0.016,3.0,10.4,50.0,350.0,35328,0.135,0.00,0.0022,0.064,677,0.514,0.000,0.757,0.519,2.90,3.36,4.65,0.06,0.030,1.21,1.23,1.24,0.523,0.00206,6.11,19.7880,1619.38,98597.2,140196.6,8.067,20.0182,96.935,425.425,0.844,0.330,62.5,42.715,51.543,130,357.5,53.79,2.246,41.148,2744.2,29.565,0.135,2.00,11.3832,32840.6,1.5344,0.6513,12.25,1.309,0.440,0.4712,0.0000,0.357,0.102,0.115,0.0000,6.59,1.20,3,10,25,94,34.2305,2.5444,0.5075,0.0000,0.0000
70000,3396,0.770,0.406,15.39,112344,80332,2031,17605,11865,404404,1029729.6,636148.8,0.033,0.520,0.143,0.305,93,20.12,22.03,0.69,3.11,4.42,7.92,0.25,2.15,6.78,6.55,0.02,0.22,0.109,0.183,1654,0.023,0.079,0.894,0.000,0.027,291000,251852,4,0.610,0.102,0.054,2027046,0.169,2.323,0.028,17.16,119727,581,1.573,0.178,0.302,18449417,1.25,11.37,0.121,0.470,0.011,2.2,9.6,50.0,238.0,41249,0.157,0.00,0.0045,0.056,718,0.769,0.000,0.839,0.619,2.79,3.48,4.12,0.22,0.074,1.23,1.30,1.24,0.777,0.00138,8.63,59.1054,2234.91,95432.3,140196.6,86.428,76.2842,179.023,719.660,0.945,0.288,70.0,78.815,226.681,226,747.1,78.19,5.516,138.253,3182.2,89.595,0.136,2.00,10.0277,34054.1,1.4142,0.8348,12.15,1.342,0.456,1.5288,0.0000,0.379,0.095,0.088,0.0000,6.58,1.27,2,9,25,100,63.2277,10.9004,0.5512,0.0000,0.0000
80000,3016,0.774,0.324,14.73,47104,35992,1454,6613,3425,198241,494383.9,252183.1,0.022,0.637,0.137,0.205,160,19.76,20.72,0.78,3.63,3.62,6.79,0.26,2.08,7.66,6.12,0.01,0.15,0.087,0.157,1435,0.025,0.100,0.875,0.000,0.025,94991,77658,8,0.635,0.018,0.047,900864,0.131,1.917,0.022,19.36,41674,636,1.272,0.160,0.290,8587297,1.27,11.12,0.111,0.482,0.005,3.0,10.5,50.0,300.0,37155,0.142,0.00,0.0021,0.063,639,0.591,0.000,0.728,0.519,2.88,3.37,4.64,0.27,0.092,1.23,1.33,1.27,0.597,0.00140,5.77,19.3890,1426.49,102420.0,140196.6,10.191,20.0630,92.851,485.766,0.933,0.340,57.4,41.875,54.683,207,678.0,51.27,2.312,41.880,2726.6,30.337,0.136,2.00,9.5766,28883.1,1.3541,0.7202,12.32,1.324,0.437,0.4712,0.0000,0.363,0.083,0.050,0.0000,6.70,1.33,3,10,25,80,35.0521,2.5873,0.5365,0.0000,0.0000
90000,3142,0.920,0.421,16.95,105959,76918,1966,16366,10583,393876,1044485.1,649794.2,0.031,0.560,0.144,0.265,89,21.09,20.50,0.68,2.89,4.01,6.51,0.23,1.85,7.23,5.75,0.01,0.12,0.099,0.152,1543,0.021,0.078,0.892,0.000,0.031,282471,239356,10,0.228,0.261,0.045,1830732,0.155,2.594,0.026,20.41,122002,565,1.650,0.176,0.321,17956789,1.26,10.53,0.153,0.522,0.006,2.2,10.8,50.0,185.0,38178,0.146,0.00,0.0046,0.047,759,0.745,0.000,0.809,0.631,2.71,3.41,4.05,0.25,0.092,1.24,1.30,1.26,0.752,0.00176,12.12,63.9542,2829.33,89009.6,140196.6,85.041,75.9756,178.506,643.458,0.953,0.278,65.7,75.993,215.343,151,517.4,81.39,4.940,132.902,3158.2,87.321,0.135,2.00,12.7335,40008.5,1.6466,0.8343,12.15,1.424,0.472,1.5288,0.0000,0.379,0.102,0.108,0.0000,6.30,1.36,2,9,25,81,61.8022,8.6599,0.5029,0.0000,0.0000
100000,2709,0.931,0.368,18.52,48098,36550,1061,8057,2863,246945,500828.2,295609.8,0.021,0.686,0.135,0.158,148,18.81,14.99,0.42,2.23,3.63,5.17,0.16,1.17,7.15,5.57,0.00,0.07,0.123,0.174,1195,0.046,0.092,0.875,0.000,0.032,101455,81514,8,0.277,0.069,0.045,651478,0.129,2.123,0.025,19.84,49999,543,1.197,0.192,0.290,7997840,1.16,8.88,0.257,0.494,0.004,2.3,14.0,32.0,140.0,30771,0.117,0.00,0.0026,0.068,629,0.565,0.000,0.663,0.542,2.56,3.30,4.15,0.05,0.027,1.14,1.17,1.18,0.574,0.00188,5.49,23.2473,1862.68,99837.9,140196.6,9.410,22.5944,92.757,444.895,0.812,0.326,53.8,40.789,53.595,167,568.0,51.40,2.247,42.462,3038.5,30.469,0.135,2.00,11.3466,30737.9,1.5131,0.6842,11.36,1.460,0.478,0.4712,0.0000,0.399,0.164,0.173,0.0000,5.88,1.55,2,11,17,70,33.2226,2.4824,0.4607,0.0000,0.0000
