step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2154,0.496,0.760,7.98,34923,26712,3815,1192,2511,110460,961467.9,325999.6,0.337,0.397,0.128,0.138,69,23.93,19.35,1.05,3.74,4.15,9.09,3.52,9.03,16.88,13.54,0.05,0.36,0.123,0.223,1290,0.026,0.061,0.927,0.000,0.013,187150,178548,17,0.523,0.140,0.244,7554486,0.260,2.778,0.063,5.52,57221,436,2.951,0.365,0.226,10771590,1.27,8.83,0.128,0.305,0.026,3.7,19.2,52.7,114.3,55138,0.210,0.00,0.0026,0.042,331,0.968,0.000,0.736,0.815,4.28,5.22,5.88,0.14,0.045,1.23,1.28,1.30,0.971,0.00028,1.98,55.0042,1362.50,100045.0,140234.7,76.369,108.7006,153.975,756.288,0.993,0.321,51.5,70.853,241.145,973,4726.4,49.72,25.158,164.028,5980.4,81.239,0.135,2.00,11.8808,25591.3,0.7347,0.3854,25.60,0.914,0.156,1.5131,0.0000,0.472,0.120,0.372,0.0000,7.65,1.21,5,21,52,121,67.3424,2.9183,0.7535,0.0000,0.0000
20000,1833,1.236,0.477,12.11,38210,30140,956,6398,1037,350583,408356.0,235409.2,0.200,0.569,0.108,0.123,148,30.20,28.53,0.42,2.47,6.38,10.00,0.05,0.82,12.32,9.71,0.02,0.22,0.134,0.172,1271,0.031,0.103,0.884,0.001,0.012,86661,74271,2,0.380,0.404,0.011,2143710,0.205,2.302,0.035,9.57,31750,431,0.671,0.169,0.363,7008584,1.14,8.93,0.160,0.596,0.007,3.5,17.4,69.6,159.4,35151,0.134,0.00,0.0018,0.089,285,0.755,0.000,0.847,0.575,3.69,4.33,5.14,0.03,0.013,1.12,1.14,1.15,0.769,0.00198,1.43,17.2612,1936.10,115901.3,140234.7,13.038,32.4959,76.132,480.771,0.947,0.366,47.6,34.396,72.368,518,1969.8,56.20,6.558,55.740,3467.6,31.229,0.136,2.00,7.1434,13093.9,0.7387,0.4021,19.18,1.356,0.511,0.4869,0.0000,0.516,0.100,0.478,0.0000,6.88,1.39,4,16,36,81,29.9073,0.8572,0.4757,0.0000,0.0000
30000,2992,0.899,0.472,16.99,118257,82326,181,30032,4559,1044628,957600.9,914151.6,0.116,0.646,0.111,0.127,95,16.97,11.80,0.26,1.89,3.47,4.74,0.09,1.14,7.64,6.71,0.00,0.07,0.145,0.172,1701,0.019,0.090,0.890,0.001,0.019,333890,276066,3,0.436,0.380,0.012,390055,0.244,2.267,0.037,13.56,130267,365,0.875,0.190,0.358,17279570,1.11,9.26,0.192,0.578,0.002,3.1,15.0,32.0,83.0,34304,0.131,0.00,0.0042,0.083,455,0.759,0.000,0.869,0.651,2.82,3.43,4.07,0.01,0.003,1.11,1.12,1.13,0.778,0.00286,4.15,70.0244,1898.57,107834.8,140234.7,93.893,84.7826,165.244,610.169,0.979,0.345,61.0,64.268,232.252,467,1765.0,71.18,10.056,136.301,3680.2,85.186,0.135,2.00,6.9835,20894.6,1.0623,0.5458,11.47,1.441,0.578,1.5131,0.0000,0.756,0.238,0.765,0.0000,5.99,2.19,3,11,18,81,51.9519,3.7541,0.5040,0.0000,0.0000
40000,2912,0.859,0.422,16.49,64889,51157,106,12265,1441,495971,490581.7,356768.5,0.102,0.686,0.074,0.138,148,16.75,12.54,0.29,2.22,4.35,5.82,0.12,1.38,7.49,6.91,0.01,0.12,0.182,0.211,1675,0.031,0.094,0.875,0.001,0.030,129926,102921,5,0.232,0.575,0.016,257232,0.202,2.080,0.030,16.40,55077,409,0.719,0.173,0.333,8700331,1.09,9.24,0.195,0.550,0.004,2.9,13.4,32.0,98.0,35660,0.136,0.00,0.0022,0.060,556,0.604,0.000,0.744,0.515,2.91,3.37,4.55,0.02,0.009,1.07,1.10,1.11,0.620,0.00190,3.33,20.3930,2003.42,112477.9,140234.7,10.899,24.9913,95.667,478.532,0.905,0.357,59.7,41.021,64.388,368,1135.0,47.45,5.739,49.146,3188.7,32.731,0.136,2.00,5.9456,17313.7,0.8804,0.4828,12.25,1.319,0.544,0.4869,0.0000,0.697,0.260,0.646,0.0000,6.17,1.83,3,12,21,73,34.3641,1.1276,0.4674,0.0000,0.0000
50000,2459,0.904,0.449,23.51,82493,64651,1345,14936,2014,511417,878823.8,574882.6,0.097,0.662,0.069,0.172,88,23.45,14.08,0.21,2.09,5.54,5.64,0.10,1.42,7.66,5.56,0.01,0.20,0.183,0.176,1118,0.050,0.086,0.904,0.000,0.011,232477,190746,14,0.401,0.235,0.014,509955,0.255,2.230,0.035,16.04,107535,487,1.124,0.180,0.322,17466661,1.07,5.76,0.468,0.403,0.004,3.7,32.0,32.0,98.0,33210,0.127,0.00,0.0047,0.077,569,0.778,0.000,0.771,0.651,2.89,3.61,4.14,0.02,0.008,1.06,1.08,1.08,0.788,0.00239,8.16,51.1085,1354.68,94210.7,140234.7,94.916,79.8623,152.821,567.005,0.898,0.312,57.2,63.140,219.101,376,1445.6,86.75,8.047,128.788,4069.5,74.130,0.134,2.00,14.3280,35232.5,1.4245,0.6309,13.51,1.638,0.513,1.5131,0.0000,0.793,0.271,0.737,0.0000,5.27,1.69,4,16,19,63,52.4602,4.7933,0.5665,0.0000,0.0000
60000,2573,0.889,0.386,21.16,46255,38630,803,5981,727,273245,467066.5,259084.2,0.107,0.702,0.047,0.144,147,19.92,14.14,0.35,2.43,4.40,5.25,0.16,1.23,7.91,5.72,0.01,0.14,0.168,0.204,1320,0.061,0.107,0.877,0.000,0.015,97772,78226,3,0.340,0.270,0.031,245371,0.211,2.083,0.028,16.23,45958,494,0.948,0.165,0.328,7865825,1.13,7.70,0.332,0.487,0.005,3.0,18.0,32.0,96.0,32977,0.126,0.00,0.0023,0.064,626,0.602,0.000,0.602,0.544,2.91,3.44,4.60,0.03,0.012,1.12,1.12,1.16,0.612,0.00165,3.99,19.4369,1534.01,105891.5,140234.7,11.596,26.1530,88.398,455.924,0.839,0.344,54.3,39.209,61.963,268,983.5,75.03,4.686,47.967,3160.5,30.649,0.134,2.00,9.5797,24648.5,1.1093,0.5593,12.82,1.429,0.606,0.4869,0.0000,0.668,0.298,0.531,0.0000,5.86,1.86,4,14,21,77,33.6964,1.2747,0.5177,0.0000,0.0000
70000,2364,0.943,0.466,26.70,61498,50673,1650,8550,834,362255,854018.2,535628.4,0.157,0.691,0.043,0.109,79,24.17,13.06,0.22,2.34,4.49,4.64,0.01,0.35,9.37,5.53,0.01,0.17,0.149,0.150,939,0.145,0.114,0.875,0.000,0.011,219617,176772,10,0.279,0.277,0.002,344231,0.196,2.544,0.035,16.72,121493,527,1.479,0.171,0.288,14839155,1.08,4.85,0.509,0.367,0.007,5.1,32.0,32.0,99.7,33312,0.127,0.00,0.0039,0.080,534,0.741,0.000,0.585,0.726,2.99,3.54,4.45,0.03,0.016,1.08,1.07,1.10,0.749,0.00213,8.99,58.1732,2014.32,96272.0,140234.7,100.292,79.9690,139.968,511.275,0.893,0.314,59.1,57.688,214.316,388,1664.1,89.99,7.762,121.901,3592.2,70.617,0.135,2.00,13.9143,32893.3,1.2821,0.6741,14.09,1.644,0.566,1.5131,0.0000,0.781,0.278,0.732,0.0000,5.18,1.71,4,16,19,64,49.7869,2.8560,0.5393,0.0000,0.0000
80000,2176,1.059,0.363,22.97,39148,33878,828,4282,348,219042,470446.6,247031.3,0.121,0.705,0.048,0.127,139,21.70,14.44,0.86,4.22,4.06,5.16,0.04,0.76,9.08,6.28,0.02,0.28,0.143,0.175,1079,0.049,0.111,0.873,0.000,0.016,90646,71649,6,0.452,0.202,0.005,85455,0.218,2.117,0.025,17.60,48717,563,1.128,0.166,0.278,6613044,1.27,6.85,0.363,0.449,0.008,4.0,24.0,32.0,124.0,30548,0.117,0.00,0.0024,0.070,492,0.542,0.000,0.497,0.585,3.13,3.49,4.97,0.04,0.017,1.22,1.29,1.31,0.551,0.00199,4.71,20.1704,1586.29,100487.3,140234.7,11.165,25.6282,86.454,427.053,0.813,0.327,47.8,38.695,59.024,252,898.4,53.93,4.285,46.300,2956.1,29.542,0.136,2.00,14.0163,30499.6,1.3472,0.6083,14.04,1.438,0.620,0.4869,0.0000,0.674,0.292,0.545,0.0000,5.86,1.96,4,16,20,80,32.7409,1.6164,0.4743,0.0000,0.0000
90000,2301,0.989,0.436,26.28,54025,45977,1840,5362,721,272348,855904.8,509771.6,0.192,0.645,0.050,0.114,75,24.36,14.04,0.57,2.41,4.41,5.38,0.00,0.09,9.72,6.50,0.02,0.21,0.143,0.173,1029,0.053,0.088,0.904,0.000,0.009,214504,172265,22,0.306,0.235,0.001,118813,0.293,2.615,0.029,17.96,122247,681,1.872,0.164,0.289,13094739,1.19,5.45,0.422,0.441,0.016,4.8,30.0,34.0,98.0,33840,0.129,0.00,0.0038,0.072,536,0.714,0.000,0.616,0.753,3.06,3.71,4.64,0.04,0.019,1.16,1.18,1.24,0.721,0.00208,11.57,60.3343,2311.23,86247.8,140234.7,101.333,77.3450,136.069,477.937,0.918,0.286,58.7,56.230,204.965,296,1268.9,93.62,6.144,117.038,3145.6,69.605,0.135,2.00,18.8596,43396.0,1.6784,0.7661,14.71,1.588,0.582,1.5131,0.0000,0.728,0.270,0.655,0.0000,5.49,1.89,4,16,24,64,47.3893,4.0575,0.5472,0.0000,0.0000
100000,2120,0.945,0.314,20.10,33195,29200,1201,2573,402,171137,494353.5,248315.0,0.115,0.717,0.051,0.117,144,21.08,14.00,1.32,4.62,3.58,4.92,0.00,0.04,9.65,6.86,0.05,0.40,0.118,0.148,1104,0.058,0.112,0.875,0.000,0.013,92520,74897,7,0.537,0.093,0.000,11213,0.157,2.101,0.020,18.49,45632,715,1.451,0.176,0.302,6513004,1.44,7.91,0.265,0.516,0.021,4.5,19.2,32.0,136.0,30853,0.118,0.00,0.0024,0.065,512,0.536,0.000,0.574,0.651,3.14,3.62,5.01,0.07,0.025,1.35,1.45,1.52,0.542,0.00206,5.46,23.6428,1593.86,96170.3,140234.7,11.079,24.6337,88.522,443.245,0.785,0.321,52.6,39.600,56.263,119,350.3,52.13,2.169,44.755,2634.5,31.099,0.135,2.00,16.9678,35971.6,1.5261,0.7051,14.55,1.354,0.598,0.4869,0.0000,0.643,0.279,0.463,0.0000,6.23,1.96,4,16,22,68,33.3196,1.9128,0.5085,0.0000,0.0000
