step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2397,1.088,0.587,9.70,77453,63111,1909,6170,5296,324447,1229661.9,669933.9,0.257,0.409,0.172,0.162,101,21.83,17.15,0.98,3.39,5.24,7.85,0.25,1.56,8.92,8.54,0.04,0.30,0.166,0.220,1415,0.018,0.051,0.905,0.011,0.033,340147,317495,18,0.483,0.307,0.046,3611692,0.230,2.624,0.044,4.53,102553,417,2.065,0.239,0.335,10288348,1.32,8.49,0.183,0.491,0.021,3.3,17.8,45.4,143.0,36892,0.141,0.00,0.0058,0.068,530,0.873,0.000,0.676,0.773,3.16,4.78,4.13,0.07,0.035,1.31,1.33,1.33,0.884,0.00089,1.50,91.8044,3116.67,90473.0,140185.7,12.485,107.5471,189.432,0.000,1.000,0.016,65.7,81.126,248.144,462,1937.7,61.85,24.534,147.545,4302.1,84.218,0.134,2.00,13.9591,33460.0,1.3402,0.6318,15.39,1.292,0.316,1.5345,0.0000,0.615,0.168,0.732,0.0000,6.44,1.30,3,14,27,81,75.8670,3.1355,0.4877,0.0000,0.0000,57.8005,100.00,58.2080,455.3513,2908.7,27.5490,27.2582
20000,3276,1.066,0.427,13.47,70009,51699,186,14772,2473,434524,491589.4,422937.2,0.073,0.697,0.103,0.127,186,13.85,13.62,0.31,1.91,2.76,4.73,0.10,1.33,5.52,4.83,0.02,0.26,0.112,0.174,1278,0.129,0.074,0.856,0.011,0.059,155201,132043,3,0.612,0.142,0.017,295084,0.173,2.418,0.028,13.39,62516,331,0.973,0.241,0.350,6248021,1.13,10.81,0.150,0.511,0.009,2.0,7.3,32.0,143.2,28494,0.109,0.00,0.0027,0.091,782,0.498,0.000,0.748,0.560,2.10,3.23,3.20,0.03,0.013,1.12,1.15,1.13,0.514,0.00168,2.75,29.5311,3564.67,107647.8,140185.7,0.034,25.7221,88.489,0.000,1.000,0.097,59.6,36.895,59.560,145,411.4,60.03,4.199,35.834,2670.2,23.640,0.133,2.00,5.8791,19260.1,1.2349,0.6040,8.70,1.390,0.484,0.4655,0.0000,0.601,0.262,0.388,0.0000,5.88,1.45,2,6,16,64,30.1271,1.2666,0.3623,0.0000,0.0000,12.5929,100.00,106.1203,233.1777,1830.6,11.6802,11.7880
30000,3001,1.184,0.570,18.76,206855,127891,313,67408,11518,1054195,1254557.2,1288064.5,0.037,0.614,0.193,0.157,73,20.59,18.03,0.41,2.27,4.85,6.34,0.06,0.95,6.47,4.81,0.00,0.09,0.140,0.166,817,0.135,0.081,0.858,0.008,0.053,563148,484996,3,0.517,0.078,0.013,348529,0.181,4.068,0.033,8.24,232395,257,1.222,0.270,0.288,20074994,1.14,8.53,0.343,0.322,0.002,3.0,13.6,50.0,162.0,35371,0.135,0.00,0.0065,0.090,742,0.720,0.000,0.853,0.635,2.36,3.66,3.53,0.01,0.005,1.09,1.20,1.14,0.738,0.00274,4.10,111.9798,5490.22,69321.3,140185.7,12.791,106.3203,202.638,0.000,1.000,0.001,69.6,72.409,238.668,118,374.0,174.08,4.341,132.806,3142.3,82.377,0.135,2.00,18.1956,54605.0,1.6289,0.7551,11.79,1.488,0.494,1.5345,0.0000,0.634,0.254,0.492,0.0000,5.69,1.37,3,9,25,81,58.5097,5.6727,0.4069,0.0000,0.0000,51.9501,100.00,72.1030,489.6387,2066.8,41.5158,41.4922
40000,2206,1.341,0.422,21.68,58967,43689,773,13249,2051,294192,499485.6,349045.8,0.013,0.737,0.105,0.145,153,21.14,15.24,0.30,1.63,4.44,5.46,0.14,1.67,7.28,5.02,0.00,0.05,0.146,0.163,780,0.068,0.100,0.861,0.004,0.035,138563,120131,7,0.412,0.092,0.019,319700,0.129,3.009,0.026,14.85,66627,310,1.186,0.240,0.270,6456497,1.11,6.37,0.373,0.351,0.003,3.8,24.0,32.0,242.0,26811,0.102,0.00,0.0031,0.076,626,0.507,0.000,0.684,0.587,2.41,3.50,4.09,0.01,0.010,1.07,1.17,1.12,0.518,0.00234,3.60,31.3379,3117.91,88676.7,140185.7,0.289,25.2774,86.528,0.000,1.000,0.000,44.7,36.639,54.912,179,616.4,140.67,2.389,33.500,2815.6,23.315,0.136,1.99,17.6346,38902.0,1.7354,0.6273,12.15,1.578,0.505,0.4655,0.0000,0.657,0.217,0.587,0.0000,5.34,1.47,3,13,16,121,30.2028,1.2632,0.3808,0.0000,0.0000,12.4069,100.00,100.5719,231.6366,1751.2,11.6329,11.6645
50000,2668,1.247,0.456,28.70,81425,61783,3003,9365,6812,283296,1171316.6,753151.9,0.020,0.759,0.138,0.083,66,22.93,12.74,0.38,1.74,4.13,4.76,0.00,0.04,7.39,4.72,0.00,0.06,0.144,0.160,854,0.116,0.065,0.901,0.003,0.030,374488,333111,8,0.705,0.102,0.000,119035,0.146,3.500,0.025,10.08,221762,387,2.659,0.283,0.253,21556793,1.14,3.49,0.383,0.299,0.001,5.6,28.0,32.0,112.0,31734,0.121,0.00,0.0059,0.081,636,0.838,0.000,0.714,0.784,2.51,3.32,3.96,0.02,0.017,1.05,1.22,1.15,0.843,0.00142,4.52,109.9541,4577.38,58895.1,140185.7,37.901,91.6674,166.312,0.000,1.000,0.000,64.5,63.471,237.033,138,416.2,136.58,5.838,108.704,2020.9,71.112,0.134,2.00,25.3415,67611.0,2.5825,0.7137,11.89,1.849,0.369,1.5345,0.0000,0.724,0.174,0.823,0.0000,4.49,1.08,3,14,16,64,56.3154,3.3714,0.4501,0.0000,0.0000,50.8676,100.00,44.5526,387.3014,1597.2,39.3277,39.3431
60000,2064,1.447,0.392,25.45,39037,30123,1632,4853,3033,166690,514377.3,314585.8,0.015,0.796,0.102,0.087,146,24.05,13.32,0.31,2.00,5.17,4.86,0.02,0.43,7.94,5.09,0.00,0.11,0.173,0.154,690,0.170,0.081,0.882,0.001,0.036,125664,105909,4,0.436,0.185,0.005,43368,0.130,2.830,0.023,15.33,73756,469,1.887,0.247,0.257,8097576,1.10,4.06,0.407,0.304,0.002,5.8,30.0,32.0,128.0,27726,0.106,0.00,0.0031,0.114,482,0.595,0.000,0.620,0.697,2.74,3.47,4.38,0.02,0.009,1.06,1.15,1.12,0.601,0.00207,3.93,37.3264,3183.31,78920.0,140185.7,1.025,24.8639,85.691,0.000,1.000,0.001,44.1,36.193,53.068,138,381.5,130.65,1.623,31.438,2388.0,23.745,0.136,2.00,23.8801,49288.5,2.0535,0.6741,13.43,1.709,0.475,0.4655,0.0000,0.683,0.186,0.714,0.0000,4.91,1.36,4,15,16,64,30.7014,1.2200,0.3886,0.0000,0.0000,12.2629,100.00,93.1421,231.4353,1525.2,12.2841,12.2913
70000,2692,1.421,0.446,30.04,78467,54760,3790,8689,10600,285451,1168353.2,759343.2,0.024,0.740,0.160,0.075,67,24.47,12.88,0.22,1.31,4.52,4.73,0.00,0.07,7.89,5.32,0.00,0.03,0.152,0.154,804,0.130,0.078,0.888,0.003,0.032,362641,309579,16,0.202,0.237,0.002,66092,0.142,3.141,0.026,13.19,220106,375,2.660,0.290,0.244,20658597,1.09,2.84,0.455,0.236,0.001,6.0,30.0,32.0,128.0,34003,0.130,0.00,0.0055,0.081,656,0.808,0.000,0.653,0.785,2.68,3.42,4.00,0.01,0.010,1.05,1.13,1.10,0.813,0.00163,6.11,112.6998,4601.30,59710.2,140185.7,44.708,85.1606,169.487,0.000,1.000,0.000,61.2,63.939,229.591,147,410.2,109.65,5.166,99.184,1933.0,68.402,0.135,2.00,24.6107,66252.1,2.3826,0.6462,12.63,1.900,0.312,1.5345,0.0000,0.715,0.160,0.866,0.0000,4.40,1.00,4,15,16,64,56.0298,3.5117,0.4231,0.0000,0.0000,49.5718,100.00,41.2506,356.5574,1705.0,38.6496,38.6316
80000,2306,1.370,0.352,26.19,38408,28351,1791,4537,4115,152427,515046.2,305491.7,0.018,0.791,0.109,0.082,145,22.82,13.77,0.27,1.87,4.74,4.63,0.01,0.25,7.50,4.91,0.00,0.10,0.165,0.154,772,0.058,0.095,0.868,0.003,0.034,123457,101549,14,0.296,0.070,0.004,50201,0.121,2.693,0.020,16.41,73652,433,2.004,0.243,0.229,7907924,1.09,4.19,0.292,0.299,0.002,4.3,26.0,32.0,144.0,28878,0.110,0.00,0.0030,0.098,523,0.579,0.000,0.600,0.697,2.62,3.39,4.16,0.01,0.008,1.04,1.12,1.10,0.585,0.00190,4.29,37.0716,2938.68,78378.0,140185.7,1.105,23.6550,86.436,0.000,1.000,0.000,50.7,36.707,51.439,97,247.6,159.89,1.691,29.858,1978.0,22.736,0.134,2.00,21.8940,50487.6,2.1456,0.6482,12.52,1.740,0.464,0.4655,0.0000,0.676,0.186,0.735,0.0000,4.80,1.29,3,13,16,62,31.3330,0.9819,0.3838,0.0000,0.0000,12.3819,100.00,92.5549,227.4245,1291.4,12.2235,12.2649
90000,2743,1.290,0.374,29.57,91580,59748,3919,10664,16812,314423,1179751.5,810331.1,0.025,0.691,0.195,0.089,68,23.79,13.26,0.27,1.63,4.28,4.41,0.00,0.00,7.89,5.30,0.00,0.10,0.148,0.145,862,0.063,0.054,0.907,0.005,0.034,377162,326007,21,0.277,0.112,0.000,47014,0.189,2.714,0.022,15.11,223401,383,2.577,0.284,0.296,20130724,1.11,3.00,0.395,0.238,0.001,6.0,28.0,32.0,162.0,34130,0.130,0.00,0.0055,0.094,698,0.785,0.000,0.693,0.759,2.70,3.41,4.01,0.01,0.009,1.06,1.15,1.12,0.790,0.00179,8.74,111.3440,3722.11,60437.3,140185.7,46.334,77.0728,179.555,0.000,1.000,0.000,67.6,68.990,221.559,89,230.4,129.05,4.183,94.679,1720.6,68.362,0.135,2.00,24.5146,67243.5,2.4696,0.6795,12.44,1.870,0.360,1.5345,0.0000,0.699,0.165,0.845,0.0000,4.43,1.01,3,15,16,81,60.2732,3.8139,0.4415,0.0000,0.0000,48.4772,100.00,43.6725,367.6577,1472.0,38.0702,38.0521
100000,2036,1.385,0.407,25.39,37238,28622,1756,4240,3327,160388,512071.3,319453.4,0.016,0.787,0.105,0.092,150,22.81,12.69,0.22,1.84,5.22,4.80,0.01,0.41,7.34,4.67,0.00,0.05,0.178,0.161,665,0.155,0.090,0.878,0.002,0.030,125163,105018,10,0.330,0.034,0.003,21208,0.161,4.003,0.020,16.59,72954,489,1.992,0.240,0.286,7401951,1.08,4.64,0.452,0.342,0.001,4.0,30.0,32.0,78.0,26046,0.099,0.00,0.0034,0.120,514,0.554,0.000,0.578,0.710,2.69,3.36,4.23,0.00,0.003,1.04,1.10,1.09,0.560,0.00213,5.00,37.8617,3781.06,80196.2,140185.7,1.293,23.2096,86.321,0.000,1.000,0.001,46.1,36.648,49.241,69,169.0,289.57,0.885,29.347,2217.6,22.591,0.134,2.00,23.6851,48222.9,2.0907,0.6625,12.79,1.677,0.510,0.4655,0.0000,0.641,0.182,0.693,0.0000,4.92,1.37,3,16,16,54,31.1643,1.1406,0.3934,0.0000,0.0000,12.1026,100.00,92.9245,228.0303,1299.0,11.9423,11.9596
