step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2829,0.802,0.409,8.37,55424,44590,3212,686,5537,60025,1265205.4,496556.1,0.346,0.318,0.168,0.169,101,22.42,19.45,1.85,5.41,2.08,5.23,1.86,5.60,14.99,13.13,0.01,0.25,0.110,0.193,1185,0.093,0.098,0.872,0.006,0.024,288385,279808,30,0.479,0.202,0.175,6850957,0.261,2.388,0.030,4.42,87835,397,8.272,0.465,0.182,9258463,1.42,9.50,0.099,0.174,0.004,4.5,15.1,51.3,132.0,58786,0.224,0.00,0.0030,0.044,689,0.914,0.000,0.736,0.809,3.80,4.99,4.90,0.05,0.014,1.39,1.48,1.43,0.916,0.00026,2.13,86.2687,2509.05,79378.8,140185.7,22.738,86.3344,196.566,0.000,1.000,0.016,81.6,88.651,246.880,368,1509.6,75.61,23.164,66.549,2453.2,19.532,0.134,2.00,16.1439,45671.2,0.9966,0.5030,20.78,1.033,0.157,1.5345,0.0000,0.474,0.100,0.355,0.0000,7.30,1.08,4,15,48,100,84.8731,3.0376,0.6225,0.0000,0.0000,59.4940,100.00,51.6280,464.3464,4820.8,96.0752,95.5931
20000,2462,1.121,0.378,13.34,38506,32502,824,2758,2789,163708,513156.2,243987.2,0.139,0.599,0.165,0.097,214,21.43,17.85,0.72,2.74,5.06,8.08,0.19,1.15,9.37,6.99,0.02,0.25,0.144,0.199,1685,0.011,0.101,0.872,0.004,0.024,112545,100605,3,0.524,0.187,0.051,1565447,0.203,2.447,0.023,13.35,43126,588,1.490,0.167,0.326,5921856,1.22,6.63,0.076,0.544,0.009,3.4,16.0,49.3,97.1,37756,0.144,0.00,0.0022,0.094,549,0.592,0.000,0.793,0.666,3.38,4.16,4.66,0.08,0.030,1.20,1.25,1.23,0.599,0.00150,3.86,24.9632,3119.80,91691.6,140185.7,0.669,18.7291,89.723,0.000,1.000,0.004,59.3,41.632,56.644,97,351.0,55.71,2.558,15.992,2247.7,8.007,0.133,2.01,14.1418,34817.1,1.4667,0.6239,15.34,1.275,0.240,0.4655,0.0000,0.511,0.140,0.460,0.0000,6.00,0.65,3,13,33,78,36.5871,1.3415,0.4639,0.0000,0.0000,12.6138,100.00,101.0644,282.5411,3617.1,29.7894,29.9097
30000,3444,0.914,0.368,16.43,129892,94863,969,20344,12734,638892,1158442.1,1017959.9,0.067,0.631,0.201,0.102,103,18.95,14.64,0.83,3.19,3.54,5.42,0.14,1.02,6.64,6.41,0.02,0.25,0.151,0.178,2326,0.014,0.075,0.894,0.001,0.029,412659,353602,14,0.164,0.556,0.037,1203983,0.159,2.016,0.026,8.00,191067,531,1.593,0.197,0.327,26794899,1.29,9.58,0.022,0.530,0.012,3.9,15.8,39.6,140.4,38403,0.146,0.00,0.0051,0.089,833,0.858,0.000,0.904,0.687,2.78,3.77,3.74,0.07,0.031,1.27,1.30,1.30,0.868,0.00149,4.84,87.7836,2260.87,78771.6,140185.7,30.423,74.2179,220.414,0.000,1.000,0.013,73.6,87.812,238.101,227,859.5,42.79,5.162,66.998,2458.1,32.483,0.135,2.00,13.2518,45639.1,1.8403,0.8624,11.15,1.659,0.387,1.5345,0.0000,0.528,0.129,0.562,0.0000,6.09,0.98,2,9,23,81,77.7894,4.8841,0.5287,0.0000,0.0000,52.8210,100.00,61.0708,510.2562,5218.7,88.3234,88.1632
40000,3854,0.834,0.286,19.07,59058,45236,575,8519,4318,266208,508602.0,340664.7,0.078,0.673,0.145,0.103,185,11.97,11.67,0.48,2.60,2.06,3.30,0.01,0.23,5.05,5.19,0.03,0.29,0.145,0.173,2068,0.040,0.087,0.860,0.006,0.047,118676,98276,8,0.498,0.093,0.004,157249,0.152,1.975,0.018,17.24,59888,545,1.280,0.202,0.332,9548681,1.18,11.85,0.000,0.595,0.011,2.8,10.0,22.0,413.9,29306,0.112,0.00,0.0026,0.088,771,0.634,0.000,0.791,0.515,2.36,2.90,3.50,0.05,0.028,1.16,1.20,1.19,0.644,0.00105,5.63,22.1002,2120.29,99933.6,140185.7,0.986,15.8381,100.656,0.000,1.000,0.112,66.5,43.344,49.662,81,241.7,74.99,1.908,14.486,1796.6,7.937,0.135,2.00,7.3015,28140.2,1.6423,0.7963,7.60,1.571,0.492,0.4655,0.0000,0.535,0.159,0.551,0.0000,6.07,1.06,2,6,14,104,37.7604,1.5182,0.4258,0.0000,0.0000,12.5891,100.00,101.9344,266.6663,3220.2,25.3399,25.5398
50000,4791,0.814,0.354,22.44,184274,129032,542,37803,15960,745217,1142059.5,1119355.5,0.105,0.605,0.139,0.152,73,12.43,14.31,0.38,2.04,2.38,4.66,0.01,0.28,4.43,5.25,0.02,0.24,0.148,0.184,2302,0.022,0.063,0.884,0.006,0.047,459294,381443,28,0.290,0.413,0.004,533492,0.180,2.061,0.027,11.29,250310,452,1.502,0.199,0.386,29660092,1.16,10.42,0.015,0.564,0.007,2.0,8.5,26.0,266.0,34490,0.132,0.00,0.0054,0.073,1216,0.811,0.000,0.883,0.601,2.14,2.75,3.09,0.03,0.014,1.16,1.17,1.16,0.822,0.00107,7.91,84.1900,2965.97,89079.5,140185.7,34.141,63.8776,241.463,0.000,1.000,0.014,88.6,94.003,228.452,145,566.7,65.40,4.085,61.809,2010.5,33.488,0.134,2.00,7.4014,35460.1,1.7807,0.9028,7.20,1.661,0.452,1.5345,0.0000,0.659,0.256,0.649,0.0000,5.46,1.31,1,5,15,113,82.5658,6.3107,0.4855,0.0000,0.0000,50.3908,100.00,69.1200,542.1463,4668.0,85.8652,85.7205
60000,4269,0.643,0.183,22.44,80278,62549,268,13703,4280,349207,523036.4,386611.7,0.046,0.670,0.194,0.090,152,9.67,6.60,0.14,1.20,1.77,2.57,0.00,0.05,4.69,5.24,0.01,0.14,0.151,0.186,1634,0.157,0.098,0.850,0.006,0.046,145631,116232,8,0.348,0.203,0.001,72063,0.208,1.286,0.012,19.36,80231,415,1.107,0.243,0.338,8798879,1.06,11.44,0.001,0.469,0.002,2.2,10.0,16.0,66.0,28141,0.107,0.00,0.0026,0.120,968,0.509,0.000,0.729,0.460,2.14,2.63,3.17,0.01,0.002,1.05,1.06,1.06,0.523,0.00114,6.50,21.6322,1229.50,105576.0,140185.7,1.008,11.8425,108.215,0.000,1.000,0.223,81.9,46.118,46.789,74,266.1,64.22,2.233,11.448,899.5,7.177,0.135,2.00,5.9251,25294.3,1.4261,0.6951,6.59,1.547,0.484,0.4655,0.0000,0.645,0.214,0.630,0.0000,5.64,1.78,2,6,13,60,39.8597,1.3701,0.4833,0.0000,0.0000,12.4549,100.00,106.0275,284.8659,2669.8,25.4996,25.6994
70000,3195,1.090,0.386,26.12,154800,116939,1656,26129,11150,612191,1141806.0,901905.9,0.053,0.624,0.195,0.128,76,20.60,12.11,0.43,1.91,4.67,4.98,0.02,0.28,6.45,5.57,0.03,0.27,0.175,0.174,1388,0.048,0.095,0.881,0.001,0.023,399506,329943,20,0.229,0.539,0.008,213925,0.206,2.599,0.026,13.88,221484,398,1.473,0.247,0.292,25131877,1.18,5.38,0.292,0.385,0.014,4.0,24.0,32.0,130.0,36921,0.141,0.00,0.0055,0.081,690,0.761,0.000,0.783,0.615,2.39,3.39,3.90,0.04,0.018,1.17,1.17,1.20,0.772,0.00174,9.52,75.2750,3190.02,69584.3,140185.7,45.167,50.8115,227.292,0.000,1.000,0.000,71.1,92.132,224.062,133,464.9,117.77,5.091,49.112,2311.2,27.562,0.135,2.00,17.1017,54639.9,1.9407,0.7451,11.56,1.716,0.444,1.5345,0.0000,0.709,0.245,0.726,0.0000,4.94,1.49,2,13,16,48,82.5119,4.0621,0.4951,0.0000,0.0000,50.1813,100.00,65.0686,524.3046,4763.6,83.5504,83.3410
80000,2539,1.250,0.290,27.65,45226,34240,1233,8502,1907,281812,518680.4,319317.0,0.041,0.753,0.118,0.087,156,23.03,11.71,0.33,1.88,5.42,5.06,0.00,0.09,7.29,5.39,0.04,0.30,0.190,0.168,1081,0.163,0.122,0.851,0.000,0.026,112285,88150,14,0.269,0.155,0.001,40585,0.187,1.851,0.019,15.76,66399,395,1.133,0.235,0.287,8368041,1.14,4.45,0.420,0.394,0.017,4.1,28.0,32.0,128.0,33114,0.126,0.00,0.0028,0.124,614,0.600,0.000,0.581,0.609,2.61,3.60,4.15,0.05,0.021,1.14,1.13,1.17,0.610,0.00210,4.38,27.2088,2039.52,86278.7,140185.7,1.081,18.9922,95.503,0.000,1.000,0.001,58.0,41.201,52.317,104,324.3,50.22,2.032,15.385,1820.8,8.543,0.135,2.00,16.1971,41124.4,1.5667,0.5932,13.04,1.701,0.478,0.4655,0.0000,0.777,0.243,0.739,0.0000,4.94,1.51,4,16,16,64,34.9955,0.8743,0.4399,0.0000,0.0000,12.2935,100.00,96.6042,257.8962,3634.2,27.3782,27.4912
90000,2907,1.189,0.363,32.12,85685,63329,3356,14097,4535,463916,1140430.2,734976.6,0.041,0.778,0.069,0.112,74,26.25,9.66,0.46,1.91,4.94,4.47,0.00,0.00,7.83,4.84,0.05,0.34,0.174,0.153,1004,0.111,0.106,0.880,0.002,0.012,300888,243325,29,0.240,0.285,0.000,154766,0.242,2.594,0.024,12.46,189819,287,1.584,0.283,0.216,24080965,1.19,1.86,0.502,0.329,0.022,8.0,32.0,32.0,108.3,38460,0.147,0.00,0.0050,0.112,678,0.798,0.000,0.610,0.718,2.50,3.69,3.84,0.07,0.031,1.19,1.19,1.20,0.805,0.00218,5.93,82.0402,3282.16,65973.7,140185.7,50.648,57.2521,201.238,0.000,1.000,0.000,75.8,82.714,232.882,180,508.8,98.80,6.729,47.258,1717.3,24.676,0.134,2.00,20.1994,58719.7,1.8002,0.5683,13.23,1.935,0.243,1.5345,0.0000,0.886,0.157,0.941,0.0000,4.22,0.83,5,16,16,64,74.9750,1.4154,0.4885,0.0000,0.0000,52.8343,100.00,48.9637,435.9295,4490.6,82.2817,82.1961
100000,2314,1.281,0.302,28.96,33433,26833,1515,4413,1265,189558,522581.1,284338.3,0.035,0.802,0.052,0.112,155,25.93,11.25,0.43,1.92,5.98,4.68,0.01,0.24,7.56,6.15,0.05,0.37,0.206,0.155,918,0.167,0.101,0.881,0.001,0.017,103020,82597,12,0.184,0.319,0.001,26327,0.264,1.956,0.021,15.62,63654,367,1.500,0.293,0.226,7914536,1.16,3.30,0.507,0.382,0.021,7.3,32.0,32.0,98.0,32355,0.123,0.00,0.0030,0.133,544,0.585,0.000,0.544,0.681,2.79,3.81,4.13,0.06,0.023,1.14,1.15,1.19,0.591,0.00243,4.18,28.4731,2026.54,81275.1,140185.7,1.392,18.1560,93.042,0.000,1.000,0.003,54.8,41.574,53.490,137,402.7,66.36,2.389,13.978,2028.2,7.883,0.133,2.01,19.7688,45744.9,1.6845,0.6288,13.98,1.804,0.387,0.4655,0.0000,0.815,0.218,0.804,0.0000,4.76,1.44,5,16,16,81,35.5526,0.3978,0.4533,0.0000,0.0000,12.5003,100.00,95.3806,271.6818,3990.1,28.5976,28.6477
