step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2790,0.923,0.496,8.23,67749,57928,2323,616,5522,54954,1272402.2,493026.0,0.264,0.392,0.154,0.189,106,17.04,14.36,0.72,2.91,2.46,4.81,0.99,3.75,11.24,11.31,0.01,0.18,0.171,0.261,1266,0.055,0.051,0.854,0.024,0.071,322641,312817,22,0.458,0.046,0.127,5415718,0.233,2.855,0.032,4.55,96267,331,8.972,0.429,0.323,9781787,1.22,10.62,0.056,0.279,0.003,3.8,12.8,35.4,114.5,43009,0.164,0.00,0.0041,0.056,646,0.892,0.000,0.716,0.791,3.23,4.59,4.17,0.03,0.013,1.22,1.20,1.23,0.894,0.00039,2.03,88.8313,3748.58,84806.3,140185.7,20.446,95.8975,186.060,0.000,1.000,0.026,77.1,84.492,247.147,320,1187.2,72.30,23.760,144.437,2860.4,90.539,0.135,2.00,15.4596,43132.3,1.2324,0.5741,15.42,1.120,0.145,1.5345,0.0000,0.530,0.095,0.573,0.0000,6.97,1.00,3,12,34,66,79.0615,4.3583,0.4935,0.0000,0.0000,57.0166,100.00,57.3947,477.4205,516.4,22.9221,22.8704
20000,2409,1.212,0.436,11.56,67032,55877,388,6928,4220,229479,468980.5,285609.3,0.125,0.654,0.079,0.142,212,18.12,15.52,0.25,1.56,4.15,6.75,0.30,2.00,6.94,5.07,0.00,0.08,0.133,0.183,1253,0.064,0.088,0.862,0.005,0.045,126220,110905,3,0.444,0.186,0.043,876200,0.191,2.508,0.028,13.83,46217,459,1.245,0.220,0.302,7276847,1.09,11.94,0.099,0.480,0.001,3.4,11.3,44.7,122.2,28064,0.107,0.00,0.0028,0.089,530,0.576,0.000,0.776,0.479,2.66,3.45,3.88,0.01,0.007,1.07,1.12,1.10,0.587,0.00159,3.09,19.6472,2848.33,106354.5,140185.7,0.362,22.0301,90.177,0.000,1.000,0.159,49.0,40.179,58.892,161,451.5,63.17,4.413,38.519,3393.0,25.191,0.133,2.01,9.3018,22408.1,1.3812,0.7690,11.65,1.453,0.309,0.4655,0.0000,0.500,0.072,0.538,0.0000,6.59,1.29,3,8,25,57,35.1965,1.1587,0.3815,0.0000,0.0000,12.7700,100.00,106.3086,264.6763,430.5,7.7084,7.7170
30000,3577,0.890,0.406,16.04,245548,157521,94,62695,24070,1335153,1266650.1,1359588.4,0.081,0.625,0.135,0.159,85,13.73,12.07,0.22,1.12,2.81,5.35,0.22,1.31,5.76,4.83,0.00,0.09,0.112,0.180,1521,0.041,0.064,0.867,0.009,0.059,607919,512129,2,0.601,0.398,0.062,2042876,0.221,2.377,0.027,8.47,252176,263,1.018,0.255,0.340,21111951,1.12,13.86,0.113,0.489,0.001,2.4,9.0,32.0,186.0,32252,0.123,0.00,0.0062,0.086,913,0.680,0.000,0.879,0.598,2.42,3.05,3.33,0.01,0.008,1.09,1.15,1.13,0.701,0.00303,4.43,112.0444,2898.28,108602.4,140185.7,9.534,105.0966,218.349,0.000,1.000,0.109,78.7,81.151,238.504,174,535.8,62.86,5.146,141.285,2859.6,90.550,0.135,2.00,5.6676,20273.1,1.2034,0.6501,9.02,1.404,0.417,1.5345,0.0000,0.388,0.230,0.580,0.0000,6.62,1.80,2,8,16,93,66.7672,3.5440,0.4275,0.0000,0.0000,51.4217,100.00,83.7357,517.5719,419.3,36.2684,36.2696
40000,2600,1.141,0.343,18.73,69265,52649,129,12643,4821,352942,492979.2,311670.3,0.056,0.739,0.097,0.108,172,18.91,15.02,0.18,1.06,4.01,6.13,0.25,1.55,7.67,5.06,0.00,0.00,0.115,0.166,1062,0.053,0.085,0.852,0.005,0.058,117944,92370,2,0.553,0.107,0.052,798624,0.186,2.005,0.024,17.96,54143,364,0.883,0.206,0.294,5938525,1.07,12.11,0.219,0.427,0.000,3.4,12.5,47.0,114.0,31455,0.120,0.00,0.0025,0.116,639,0.426,0.000,0.762,0.431,2.75,3.31,4.18,0.00,0.001,1.04,1.09,1.09,0.438,0.00261,4.35,18.4847,2005.17,102187.8,140185.7,0.236,17.8211,92.525,0.000,1.000,0.121,58.7,40.668,52.226,128,370.3,50.06,4.006,33.380,2710.9,23.467,0.136,1.99,10.7773,28021.0,1.1985,0.5825,12.10,1.424,0.428,0.4655,0.0000,0.356,0.231,0.472,0.0000,6.75,1.79,3,11,25,65,33.1498,0.7415,0.3808,0.0000,0.0000,12.5576,100.00,109.1386,255.4809,343.1,7.7889,7.7966
50000,2610,1.220,0.513,24.55,133148,100679,1960,20057,10442,528491,1165648.4,688792.8,0.055,0.720,0.104,0.121,77,21.08,14.07,0.11,0.78,5.23,6.06,0.13,0.96,6.76,5.24,0.00,0.06,0.166,0.178,982,0.128,0.060,0.903,0.004,0.033,334664,265183,7,0.459,0.157,0.041,1447576,0.221,2.815,0.036,10.85,166310,348,1.303,0.239,0.276,18976845,1.04,9.10,0.372,0.378,0.000,4.0,21.7,32.0,92.0,31903,0.122,0.00,0.0066,0.105,592,0.728,0.000,0.806,0.606,2.72,3.40,3.92,0.00,0.002,1.01,1.05,1.05,0.738,0.00265,5.25,82.6030,3714.86,76392.4,140185.7,21.376,102.7107,181.737,0.000,1.000,0.000,63.5,70.880,233.449,145,455.9,65.17,5.531,137.194,3806.7,80.948,0.134,2.01,19.3738,50565.6,1.8229,0.6503,12.22,1.609,0.439,1.5345,0.0000,0.261,0.249,0.372,0.0000,5.90,1.97,3,13,19,51,60.1141,3.8402,0.4356,0.0000,0.0000,48.6114,100.00,59.0631,443.5165,483.6,28.1232,28.1092
60000,2264,1.197,0.377,21.69,54214,41977,880,8390,3313,252185,482459.2,254231.3,0.049,0.766,0.078,0.107,163,20.29,14.72,0.11,0.76,4.71,6.07,0.15,1.08,7.40,5.20,0.00,0.00,0.145,0.172,816,0.127,0.089,0.871,0.004,0.037,99935,75906,5,0.530,0.043,0.037,467440,0.193,2.221,0.024,15.81,51595,366,1.008,0.226,0.254,6030425,1.04,10.33,0.317,0.379,0.000,4.0,15.3,32.0,128.0,28014,0.107,0.00,0.0029,0.119,559,0.475,0.000,0.684,0.476,2.57,3.42,3.90,0.01,0.003,1.02,1.05,1.04,0.485,0.00251,3.55,22.5797,1973.06,95087.3,140185.7,0.248,24.1319,86.585,0.000,1.000,0.038,52.7,38.219,54.819,151,401.1,62.28,3.336,36.595,3210.7,24.274,0.135,2.00,15.4085,34884.9,1.5612,0.5733,12.37,1.527,0.442,0.4655,0.0000,0.352,0.219,0.463,0.0000,6.22,1.90,3,12,19,64,31.8256,0.6992,0.4059,0.0000,0.0000,11.9971,100.00,102.0029,245.7585,359.4,8.0749,8.0873
70000,2418,1.276,0.554,25.86,103302,78438,2249,14281,8180,394192,1122691.9,585561.2,0.059,0.751,0.085,0.105,76,20.94,13.36,0.20,1.27,4.80,5.54,0.12,0.77,6.89,4.49,0.00,0.00,0.160,0.168,918,0.104,0.072,0.882,0.002,0.045,297989,239269,8,0.381,0.259,0.035,1105159,0.219,3.827,0.032,11.45,162140,368,1.485,0.252,0.220,17729039,1.07,8.31,0.352,0.328,0.000,4.5,19.4,32.0,79.7,29031,0.111,0.00,0.0067,0.083,582,0.741,0.000,0.771,0.658,2.52,3.40,3.79,0.01,0.004,1.03,1.09,1.10,0.748,0.00245,5.06,83.5371,4523.29,72578.9,140185.7,24.249,108.6458,162.468,0.000,1.000,0.005,56.1,62.285,233.403,145,434.8,146.25,5.392,134.027,3751.4,75.494,0.136,2.00,22.2978,53916.1,2.1990,0.6610,12.01,1.665,0.428,1.5345,0.0000,0.296,0.222,0.326,0.0000,5.66,1.84,3,13,16,57,52.4623,3.8947,0.4198,0.0000,0.0000,48.9168,100.00,52.9263,408.2110,456.2,27.7036,27.6939
80000,2042,1.299,0.429,23.35,45928,36299,972,6049,2984,189853,487988.2,239579.7,0.056,0.778,0.075,0.092,153,23.65,17.45,0.08,0.63,4.92,6.14,0.11,0.82,8.90,5.41,0.00,0.07,0.136,0.159,812,0.075,0.102,0.859,0.003,0.035,99561,76597,9,0.441,0.101,0.028,481953,0.198,3.086,0.024,15.41,54859,430,1.262,0.246,0.209,6137196,1.02,9.66,0.313,0.345,0.000,4.0,16.9,50.0,100.0,28615,0.109,0.00,0.0027,0.100,539,0.505,0.000,0.691,0.553,2.81,3.62,4.15,0.00,0.000,1.01,1.03,1.03,0.513,0.00251,3.33,25.7620,3161.99,88488.5,140185.7,0.404,25.9129,82.609,0.000,1.000,0.001,51.1,36.301,54.567,104,313.7,120.95,2.769,36.829,3101.0,24.900,0.137,1.99,19.9114,40659.1,1.7603,0.6324,14.01,1.563,0.441,0.4655,0.0000,0.308,0.235,0.461,0.0000,6.28,1.75,3,14,25,58,30.2711,0.8998,0.4378,0.0000,0.0000,11.9174,100.00,98.9759,224.7943,346.5,8.3825,8.3934
90000,2224,1.477,0.585,31.23,88420,65422,2304,11246,9266,311601,1201890.1,682326.8,0.066,0.736,0.097,0.102,60,27.52,18.46,0.02,0.23,5.55,5.93,0.10,1.05,9.03,5.60,0.00,0.00,0.146,0.145,890,0.066,0.085,0.883,0.003,0.030,335655,278359,19,0.348,0.274,0.039,882633,0.204,3.947,0.031,8.91,199379,399,2.190,0.297,0.236,17716397,1.01,6.24,0.439,0.272,0.000,4.8,32.0,50.0,128.0,32698,0.125,0.00,0.0060,0.089,562,0.797,0.000,0.742,0.739,2.83,3.71,4.05,0.00,0.000,1.01,1.01,1.01,0.803,0.00216,3.67,105.6387,5779.98,68953.4,140185.7,27.859,105.5656,162.118,0.000,1.000,0.000,55.3,62.129,238.148,140,399.9,109.70,4.828,129.964,3026.2,83.651,0.134,2.00,25.4813,56670.4,2.1509,0.7281,14.70,1.810,0.362,1.5345,0.0000,0.173,0.205,0.191,0.0000,5.42,1.54,3,16,25,64,54.4334,2.8836,0.4281,0.0000,0.0000,50.2301,100.00,49.4154,399.8597,419.7,30.7795,30.7722
100000,2116,1.347,0.416,24.60,40952,32155,1053,4972,2880,168201,493258.9,250894.7,0.054,0.775,0.078,0.093,143,23.55,16.70,0.09,0.93,5.00,6.43,0.32,1.86,8.68,5.86,0.00,0.00,0.145,0.162,941,0.058,0.112,0.842,0.002,0.044,103719,83209,11,0.419,0.070,0.086,895416,0.158,2.697,0.025,13.49,60268,449,1.492,0.259,0.229,6282691,1.02,8.07,0.347,0.356,0.000,5.6,20.0,50.0,242.0,29819,0.114,0.00,0.0027,0.106,566,0.554,0.000,0.654,0.615,2.75,3.38,4.65,0.00,0.000,1.01,1.03,1.03,0.560,0.00211,2.84,30.3787,2817.59,89240.5,140185.7,0.248,27.9348,80.512,0.000,1.000,0.000,48.6,34.901,57.417,129,411.5,82.42,2.724,38.301,3127.2,26.808,0.133,2.01,18.8330,39850.5,1.6961,0.6481,14.09,1.606,0.441,0.4655,0.0000,0.270,0.244,0.410,0.0000,5.99,1.85,4,15,25,121,29.6245,0.8051,0.4097,0.0000,0.0000,12.3784,100.00,97.3993,230.7795,385.7,9.0213,9.0246
