step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1058,22.43,1.96,1.80,1.48,15.13,0.00,1.51,0.004,0.247,509249.8,198959.7,18,68,3.74,1.46,1.63,34.9457,1094.88,23128.4,10.4366,1.4159,5462,29.5540,122,62.5966,78937.6,165.42,3.0707,1696.8,37.4460
10000,1,1082,20.79,1.89,2.07,1.58,13.65,0.03,1.46,0.006,0.237,470243.8,178669.6,23,56,3.65,1.44,1.48,31.6610,876.51,26405.4,8.5655,1.4333,5461,29.5486,122,58.1661,70818.1,81.35,20.1865,1694.2,34.2567
10000,2,689,24.94,1.63,2.54,2.87,16.86,0.00,1.22,0.001,0.188,343254.0,116884.1,15,94,4.15,1.20,1.24,19.6620,537.67,29845.0,3.7354,1.5747,5461,29.5486,124,41.8612,45559.6,53.21,36.2368,1429.7,23.8904
20000,0,1126,21.24,0.71,5.14,0.21,9.04,0.02,1.22,0.009,0.194,293693.5,151060.2,2,119,3.33,1.20,1.24,16.4965,1638.88,25351.3,0.5004,5.1074,5462,13.8791,41,29.1749,55284.4,165.42,0.8045,1752.9,18.5832
20000,1,787,21.29,0.62,5.16,0.19,9.16,0.02,1.18,0.011,0.137,135920.2,61781.6,2,113,3.34,1.16,1.20,6.0266,1061.92,29855.2,0.1405,4.3721,5461,13.8765,34,11.0859,17931.6,81.35,4.0330,1301.5,7.3730
20000,2,549,22.02,0.87,4.74,0.14,10.35,0.02,1.28,0.005,0.101,85134.5,30989.7,3,139,3.53,1.26,1.36,2.4401,419.01,36485.0,0.0280,3.8695,5461,13.8765,22,5.5202,6852.8,53.21,7.7764,562.7,3.9536
30000,0,1334,18.69,0.64,3.74,0.22,6.30,0.01,1.24,0.007,0.167,490092.1,404177.0,13,160,2.66,1.23,1.26,35.3527,938.86,21528.7,10.8614,1.8218,5462,29.2742,41,60.4475,128244.6,165.42,2.6001,1867.4,34.2286
30000,1,1277,18.80,0.86,3.37,0.10,6.83,0.03,1.28,0.016,0.164,489806.6,387969.4,12,148,2.82,1.26,1.29,33.8031,840.10,25033.1,14.3430,2.4539,5461,29.2689,75,60.5430,128045.8,81.35,19.1903,1852.0,33.5661
30000,2,833,19.57,1.10,3.47,0.08,6.88,0.03,1.38,0.012,0.109,311239.4,240251.7,10,147,2.90,1.34,1.39,18.6279,481.90,32209.8,5.2181,3.7252,5461,29.2689,111,34.3305,68540.6,53.21,31.0306,1499.3,20.3685
40000,0,1815,11.79,0.45,2.21,0.01,4.22,0.02,1.18,0.010,0.143,282264.3,201665.3,8,178,2.22,1.16,1.19,14.2603,1378.17,26131.3,0.7349,6.5995,5462,14.4497,34,25.9060,54283.3,165.42,0.9240,1563.7,16.0151
40000,1,1268,11.92,0.51,1.84,0.02,5.60,0.02,1.19,0.010,0.115,136008.3,83274.9,7,163,2.42,1.16,1.23,4.8437,540.37,32517.3,0.2207,5.8022,5461,14.4471,20,8.9520,16799.4,81.35,3.9150,1076.6,6.0541
40000,2,771,12.48,0.50,2.08,0.00,6.12,0.04,1.17,0.016,0.077,91402.4,55602.1,4,229,2.57,1.15,1.19,2.9962,201.75,41285.0,0.0299,4.8386,5461,14.4471,27,4.9675,8286.7,53.21,7.7501,579.9,3.4705
50000,0,1729,12.44,0.35,2.37,0.01,4.39,0.02,1.14,0.008,0.141,511261.9,468780.8,23,169,2.12,1.15,1.14,35.7659,1005.17,26559.5,11.4017,2.0306,5462,31.3382,56,62.0233,147186.9,165.42,2.2013,1741.8,34.2015
50000,1,1846,11.91,0.32,2.31,0.01,4.21,0.02,1.13,0.007,0.143,479493.5,433912.9,24,179,2.07,1.13,1.14,31.7176,1334.03,28797.4,15.5647,3.5962,5461,31.3325,47,54.9652,124066.5,81.35,16.7717,1768.2,31.8060
50000,2,1216,13.20,0.50,2.50,0.02,4.82,0.01,1.22,0.006,0.110,320178.1,255281.5,18,209,2.29,1.21,1.25,16.7065,626.78,33722.6,7.1746,5.6653,5461,31.3325,42,30.6856,63624.5,53.21,31.4178,1158.1,19.7130
60000,0,1963,9.28,0.18,1.74,0.00,4.15,0.01,1.08,0.003,0.136,294179.6,221886.2,8,233,2.04,1.07,1.08,13.7688,526.04,25997.9,0.8555,8.1580,5462,15.3745,28,24.0197,48415.2,165.42,0.8005,1329.1,16.3054
60000,1,1338,9.77,0.10,1.87,0.00,4.74,0.01,1.03,0.002,0.103,144443.3,110403.1,7,278,2.15,1.03,1.03,5.8460,511.86,34708.6,0.1141,5.9662,5461,15.3716,24,9.3808,17815.0,81.35,3.9931,787.3,6.6023
60000,2,968,10.31,0.12,1.67,0.00,5.71,0.00,1.04,0.000,0.083,85598.1,53642.7,6,332,2.32,1.02,1.04,2.0174,191.60,44869.5,0.0383,5.2389,5461,15.3716,22,3.5471,5537.2,53.21,7.6614,553.4,2.7918
70000,0,1364,20.81,0.52,4.75,0.02,5.96,0.04,1.23,0.018,0.175,519366.6,389397.5,20,161,2.26,1.21,1.22,35.0990,1511.67,20827.3,17.7271,2.8554,5462,30.7145,51,60.4547,133347.3,165.42,2.8073,2045.4,35.5498
70000,1,1141,20.76,0.38,4.76,0.01,6.54,0.02,1.16,0.011,0.153,427338.3,311291.3,18,99,2.39,1.16,1.16,25.8318,1361.60,22305.2,18.2227,4.1245,5461,30.7089,49,45.3120,92931.6,81.35,16.0736,1966.4,29.1224
70000,2,690,19.94,0.31,4.34,0.02,7.26,0.02,1.12,0.012,0.095,306914.0,211753.4,9,124,2.63,1.12,1.10,14.3441,316.75,26451.9,9.2176,6.9007,5461,30.7089,33,26.8958,49336.1,53.21,31.3004,751.8,18.6688
80000,0,1143,23.50,0.38,5.63,0.00,6.90,0.05,1.17,0.021,0.168,289412.8,184435.5,14,162,2.50,1.16,1.16,17.7343,1120.59,22133.4,0.8083,5.5250,5462,13.7352,30,27.9583,57812.7,165.42,0.9436,1710.1,17.4864
80000,1,782,23.37,0.32,5.47,0.00,7.47,0.02,1.13,0.012,0.120,146844.7,88118.2,11,154,2.63,1.14,1.11,6.9158,610.63,28226.7,0.1971,5.3794,5461,13.7327,39,10.8973,21085.0,81.35,3.9276,1128.8,7.1474
80000,2,614,21.71,0.26,4.97,0.01,7.78,0.02,1.11,0.015,0.091,83272.2,46627.9,12,178,2.79,1.10,1.10,2.5586,308.30,35918.6,0.0757,4.8554,5461,13.7327,35,3.9078,6527.6,53.21,7.4223,795.4,2.8574
