step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,1946,0.8792,33510.5,901,665,681,600,13,9,14,25575,28275,33300,457,448,437
2000,2022,0.8309,61097.5,1706,693,710,619,10,12,17,14622,18028,24603,479,474,498
3000,1914,0.8830,77065.7,2611,645,672,597,11,9,15,8824,12009,18777,554,539,579
4000,2042,0.5225,48209.3,541,751,744,547,25,16,24,21934,23473,28228,253,333,247
5000,2183,0.5447,63883.6,732,797,786,600,34,31,39,16452,20587,23178,292,284,213
6000,2125,0.5751,71631.9,954,788,759,578,39,32,45,14713,17582,21794,277,300,172
7000,2393,0.5123,57112.9,652,924,889,580,42,38,47,20119,21474,24810,260,241,170
8000,2442,0.5270,60353.9,687,924,913,605,50,49,55,18688,21493,25990,250,201,144
9000,2351,0.5636,58502.9,789,939,794,618,42,56,57,19376,22330,27795,215,205,129
10000,2790,0.4935,43132.3,580,1080,1064,646,82,74,90,24520,27216,33070,214,187,116
11000,3078,0.5312,22884.7,400,1435,954,689,110,141,137,31470,35577,40561,218,185,97
12000,2232,0.4982,15839.2,384,1197,635,400,105,145,135,33678,39923,43883,165,101,87
13000,1393,0.5894,10453.9,505,868,312,213,79,108,125,34879,43044,46536,171,59,39
14000,920,0.6391,7445.4,631,634,156,130,43,106,106,35723,45094,48763,98,15,7
15000,723,0.5643,6537.6,567,556,130,37,19,108,36,35250,45924,50197,74,6,1
16000,761,0.5375,7820.9,555,562,126,73,12,103,72,33793,45290,50710,73,4,1
17000,1159,0.4478,12356.2,589,705,231,223,27,187,192,31884,43176,49665,65,6,2
18000,1707,0.4505,15849.8,560,865,507,335,73,253,241,30814,40810,47972,105,23,8
19000,2146,0.4157,16286.3,378,1038,618,490,108,144,176,31749,38499,45650,172,116,50
20000,2409,0.3815,22408.1,387,1058,821,530,103,112,155,30229,34642,41483,191,156,83
21000,2682,0.3717,25299.3,344,1042,971,669,119,92,117,29709,31303,37500,253,188,149
22000,2964,0.3475,28174.9,326,1165,964,835,104,131,112,28482,29810,33895,257,234,153
23000,3466,0.3113,15572.1,165,1173,1255,1038,132,157,186,33876,33317,35059,321,300,204
24000,4455,0.3535,28592.9,243,1602,1614,1239,152,138,205,29185,28571,32391,245,270,160
25000,5215,0.3638,30920.8,254,1946,1934,1335,210,178,263,28128,27690,32349,259,291,168
26000,5298,0.4026,31151.1,264,2059,1978,1261,174,173,166,27955,28349,34879,248,193,155
27000,5172,0.3958,30111.8,276,1884,1910,1378,206,196,264,28757,28748,35597,218,219,128
28000,4616,0.4183,30307.0,295,1726,1736,1154,180,197,193,29509,29946,35631,173,205,122
29000,4097,0.3854,22652.6,260,1630,1470,997,163,160,236,32404,32272,37436,202,198,131
30000,3577,0.4275,20273.1,275,1465,1199,913,148,160,188,33945,35539,39118,169,156,94
31000,2741,0.4524,16938.9,318,1230,905,606,154,155,191,35969,38387,40799,162,87,54
32000,1984,0.4909,12902.7,367,989,570,425,140,152,227,37590,41329,43107,105,53,25
33000,1313,0.5499,10771.7,523,698,338,277,79,178,210,37092,43258,45748,81,15,4
34000,983,0.5412,8773.0,638,643,182,158,48,148,133,36277,44617,47895,77,1,1
35000,711,0.4796,5412.8,467,494,143,74,11,121,73,36388,46039,50023,64,5,0
36000,781,0.5275,5711.7,445,500,184,97,7,172,97,35331,46020,51022,53,1,0
37000,1213,0.4905,8960.4,500,714,295,204,18,270,195,33115,44473,50465,69,4,3
38000,1567,0.4378,10384.5,379,813,404,350,63,219,226,32403,42750,49495,116,29,22
39000,1998,0.4224,16498.0,366,936,608,454,137,147,222,30175,39361,46832,155,76,27
40000,2600,0.3808,28021.0,393,1125,836,639,167,134,179,27116,33761,41310,188,102,53
41000,2854,0.4078,40028.5,476,1142,927,785,166,124,169,24257,27639,34425,233,156,98
42000,3083,0.4054,50562.9,517,1198,1043,842,171,118,162,21726,23518,28518,235,188,112
43000,3334,0.4013,57906.4,559,1291,1208,835,159,129,171,19900,20488,24603,236,215,146
44000,3424,0.4062,59946.5,556,1375,1132,917,199,142,151,18602,19192,23535,271,248,157
45000,3403,0.4270,63848.0,609,1308,1151,944,206,124,154,17570,17924,21476,317,230,178
46000,3314,0.4128,68773.0,646,1264,1117,933,176,114,179,16221,16920,19855,307,236,143
47000,3144,0.3963,64921.5,649,1248,1078,818,179,116,151,17663,18595,20611,295,259,143
48000,3168,0.3974,58694.2,599,1237,1174,757,140,140,151,20216,20682,22257,287,221,153
49000,2936,0.4414,57880.0,628,1180,1018,738,156,137,159,20571,21778,23978,221,225,112
50000,2610,0.4356,50565.6,634,1088,930,592,146,129,144,23371,25428,27593,199,202,82
51000,2181,0.4695,39539.8,652,916,738,527,122,118,162,26734,30004,33310,163,143,81
52000,1816,0.5011,30580.4,659,886,506,424,161,126,176,29411,35046,38028,135,64,38
53000,1353,0.5299,18371.1,668,739,356,258,117,158,167,33996,40147,43145,105,31,18
54000,804,0.5249,9202.9,669,531,139,134,42,98,113,36683,43667,47358,93,5,6
55000,720,0.4972,7371.8,530,499,143,78,13,127,78,35968,45239,49632,33,3,1
56000,792,0.4912,6526.7,482,518,165,109,7,150,109,34902,45364,50884,51,0,0
