step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2309,0.741,0.451,7.61,42508,33407,3184,623,4415,61339,1146036.6,397423.0,0.330,0.329,0.158,0.183,105,25.86,22.37,1.84,5.70,2.36,6.89,2.10,5.88,17.64,14.22,0.04,0.37,0.067,0.163,1042,0.022,0.095,0.893,0.001,0.010,217579,210738,31,0.536,0.071,0.203,6191795,0.274,2.187,0.039,4.48,66368,366,6.479,0.414,0.124,9107718,1.45,9.40,0.121,0.177,0.012,5.2,18.7,56.1,156.6,55291,0.211,0.00,0.0028,0.049,563,0.940,0.000,0.704,0.806,4.17,5.64,5.17,0.12,0.049,1.40,1.50,1.46,0.942,0.00028,2.02,68.9217,1649.22,69025.4,140185.7,32.085,79.8154,186.823,0.000,1.000,0.048,79.6,83.956,246.893,545,2673.6,43.47,22.824,70.834,2812.7,22.718,0.134,2.00,19.4524,44915.5,1.0321,0.4666,23.95,1.023,0.137,1.5345,0.0000,0.509,0.102,0.559,0.0000,7.71,1.00,5,18,49,100,80.8470,2.4759,0.6960,0.0000,0.0000,60.4332,100.00,43.5884,435.2479,15875.3,81.5563,79.9688
20000,2918,0.905,0.382,11.99,39987,30332,891,5285,2870,255768,470476.2,222015.8,0.190,0.578,0.056,0.176,209,22.54,21.83,0.91,3.79,5.03,7.73,0.01,0.29,9.14,7.93,0.01,0.20,0.168,0.192,1942,0.023,0.111,0.873,0.002,0.014,88472,77965,5,0.547,0.094,0.003,1678305,0.229,2.049,0.030,7.50,30687,433,0.868,0.176,0.310,7585853,1.26,11.11,0.008,0.577,0.007,3.9,16.4,48.1,179.7,44031,0.168,0.00,0.0018,0.097,702,0.748,0.000,0.812,0.557,3.29,4.28,4.95,0.12,0.048,1.21,1.32,1.28,0.758,0.00098,1.73,18.4534,1650.70,90578.3,140185.7,0.698,21.4141,89.939,0.000,1.000,0.036,59.8,41.166,67.535,288,1182.6,42.64,4.320,22.042,3161.4,8.850,0.134,2.00,8.0964,23625.4,0.8946,0.4698,15.09,1.350,0.338,0.4655,0.0000,0.530,0.077,0.712,0.0000,7.29,0.88,3,13,30,100,37.6225,0.6944,0.5610,0.0000,0.0000,13.4196,100.00,95.0788,287.7340,15714.5,30.8871,30.9032
30000,3557,1.101,0.477,15.82,96092,66110,1217,20032,8094,725054,1118875.2,919233.7,0.136,0.641,0.095,0.128,125,22.44,14.12,0.71,2.37,4.33,4.33,0.11,0.70,6.39,4.65,0.00,0.08,0.168,0.142,2287,0.021,0.066,0.924,0.001,0.009,305541,261760,14,0.089,0.733,0.058,1104810,0.149,2.544,0.036,5.95,127137,496,1.268,0.175,0.414,25859468,1.28,4.88,0.120,0.712,0.004,5.0,21.9,39.8,125.7,41089,0.157,0.00,0.0049,0.072,939,0.885,0.000,0.888,0.687,2.52,3.48,3.94,0.12,0.077,1.25,1.32,1.29,0.894,0.00137,2.77,76.9491,3587.04,69467.8,140185.7,34.557,73.2463,211.293,0.000,1.000,0.001,68.2,83.608,244.350,249,1023.6,76.65,6.389,72.047,2971.2,35.927,0.135,2.00,11.4088,40581.2,1.4139,0.7274,11.55,1.806,0.372,1.5345,0.0000,0.376,0.170,0.288,0.0000,4.89,1.14,3,11,20,49,75.9982,2.7472,0.5139,0.0000,0.0000,55.1156,100.00,51.2895,473.1991,16737.7,80.9669,80.8645
40000,3112,1.041,0.343,17.93,60635,40245,283,17767,2785,547778,518341.9,500642.6,0.089,0.678,0.128,0.106,177,18.07,15.06,0.26,1.54,3.61,5.88,0.07,0.66,7.51,5.91,0.00,0.09,0.123,0.165,1758,0.020,0.102,0.882,0.000,0.015,142956,115808,5,0.282,0.427,0.020,553286,0.178,1.987,0.025,13.19,70565,364,0.914,0.219,0.330,8772217,1.10,8.07,0.148,0.600,0.001,2.8,14.3,38.0,162.0,35626,0.136,0.00,0.0022,0.096,723,0.604,0.000,0.758,0.584,2.58,3.19,4.25,0.01,0.007,1.10,1.11,1.11,0.621,0.00185,3.31,29.1163,2491.56,94134.6,140185.7,0.326,21.4746,102.238,0.000,1.000,0.036,61.9,41.138,58.229,118,375.1,35.52,3.431,18.822,2317.5,10.058,0.134,2.00,7.8711,24494.8,1.1384,0.6109,11.45,1.450,0.497,0.4655,0.0000,0.683,0.225,0.692,0.0000,5.69,1.26,3,11,21,81,34.8668,0.5272,0.4425,0.0000,0.0000,12.4910,100.00,98.3219,262.8340,11511.3,28.1356,28.6583
50000,3025,1.057,0.370,24.93,108463,63486,864,36641,7559,872036,1169468.4,1273834.8,0.101,0.628,0.158,0.114,70,25.54,13.65,0.38,1.86,5.51,5.32,0.04,0.73,8.21,5.24,0.00,0.00,0.171,0.147,1241,0.165,0.099,0.892,0.000,0.009,434807,369469,7,0.536,0.245,0.007,442290,0.213,2.339,0.028,8.09,230936,375,1.461,0.189,0.295,21642732,1.15,4.09,0.457,0.381,0.000,6.0,32.0,40.0,128.0,42783,0.163,0.00,0.0047,0.075,771,0.817,0.000,0.742,0.752,2.46,3.70,4.33,0.03,0.013,1.13,1.15,1.17,0.830,0.00181,3.70,108.4766,2965.38,57337.4,140185.7,34.679,82.8641,205.844,0.000,1.000,0.000,76.1,74.463,239.816,252,1009.1,95.49,5.388,74.232,1782.3,39.582,0.135,2.00,19.0067,57495.3,1.5511,0.7930,14.14,1.711,0.443,1.5345,0.0000,0.806,0.180,0.897,0.0000,5.01,1.37,5,16,22,64,66.6145,2.3748,0.5494,0.0000,0.0000,52.0196,100.00,50.3996,448.6926,14479.1,78.6800,78.3832
60000,2613,1.028,0.307,19.87,35637,27093,1372,5996,1588,208884,517479.2,297352.0,0.076,0.695,0.092,0.137,175,20.29,12.66,0.61,2.31,3.52,4.57,0.06,0.54,8.25,5.06,0.00,0.07,0.118,0.146,1072,0.076,0.141,0.845,0.002,0.012,105132,88956,10,0.318,0.521,0.019,332910,0.188,2.436,0.021,12.70,56741,400,1.424,0.204,0.233,8145144,1.25,5.94,0.292,0.440,0.002,4.7,18.0,32.0,88.0,32491,0.124,0.00,0.0024,0.087,714,0.637,0.000,0.579,0.668,2.64,3.33,4.55,0.03,0.015,1.22,1.23,1.30,0.644,0.00130,3.66,27.8567,2308.71,81323.0,140185.7,1.668,19.5001,95.233,0.000,1.000,0.000,53.9,41.420,56.821,85,364.1,121.26,2.477,17.446,1997.7,10.400,0.135,2.00,15.1847,39677.6,1.5259,0.6857,12.43,1.491,0.501,0.4655,0.0000,0.659,0.199,0.628,0.0000,5.38,1.35,4,14,17,43,37.3082,0.7188,0.4849,0.0000,0.0000,12.4238,100.00,90.5453,276.4575,10360.7,28.3718,28.7836
70000,3052,0.975,0.401,25.22,73009,52821,2583,13880,3286,438184,1089722.5,770972.5,0.104,0.679,0.074,0.143,90,25.53,13.85,0.65,2.47,5.29,4.75,0.01,0.42,7.80,4.93,0.00,0.05,0.172,0.143,1120,0.125,0.097,0.892,0.001,0.010,295861,250831,19,0.267,0.220,0.002,132416,0.233,2.888,0.028,8.84,164329,421,1.759,0.185,0.283,21332740,1.27,3.44,0.468,0.399,0.002,6.4,32.0,32.0,322.0,41962,0.160,0.00,0.0046,0.092,760,0.826,0.000,0.708,0.755,2.47,3.65,4.24,0.08,0.041,1.26,1.26,1.30,0.833,0.00134,4.43,81.4060,3479.79,59405.3,140185.7,54.612,63.4687,189.519,0.000,1.000,0.000,73.8,75.324,237.398,199,841.1,143.39,5.301,58.311,1978.5,31.977,0.134,2.00,18.0127,54974.9,1.5078,0.7581,13.75,1.722,0.444,1.5345,0.0000,0.708,0.181,0.813,0.0000,4.77,1.14,5,16,16,161,69.1251,2.1121,0.5675,0.0000,0.0000,51.3790,100.00,44.7278,422.7584,14622.4,73.8297,73.4035
80000,2335,1.107,0.368,22.79,31693,24564,1428,5155,1263,191560,504988.2,275085.8,0.064,0.741,0.059,0.135,177,21.21,12.57,0.33,1.51,4.65,4.62,0.01,0.39,7.13,4.23,0.00,0.02,0.171,0.154,977,0.104,0.120,0.870,0.000,0.009,96284,79336,14,0.288,0.060,0.000,49183,0.222,2.708,0.024,13.10,54057,448,1.436,0.200,0.262,8544363,1.12,4.81,0.365,0.466,0.000,4.2,22.0,32.0,116.0,28284,0.108,0.00,0.0030,0.118,628,0.649,0.000,0.559,0.678,2.48,3.43,4.17,0.06,0.029,1.10,1.12,1.15,0.656,0.00159,3.90,27.3678,2504.34,79867.1,140185.7,1.719,21.6099,90.482,0.000,1.000,0.000,47.4,39.032,56.106,123,459.9,103.11,2.057,19.569,2675.7,11.133,0.136,2.00,17.1617,40072.5,1.7042,0.6944,12.11,1.622,0.462,0.4655,0.0000,0.665,0.177,0.809,0.0000,4.97,1.13,3,14,16,36,34.6513,0.6603,0.4809,0.0000,0.0000,12.0564,100.00,90.5962,269.4124,10585.8,25.9259,26.3296
90000,2720,1.160,0.392,24.94,57307,41812,2693,10283,2134,346494,1056933.0,646786.8,0.054,0.755,0.062,0.128,92,24.06,12.61,0.36,1.71,5.01,4.47,0.01,0.33,7.98,4.57,0.00,0.02,0.172,0.143,984,0.157,0.112,0.877,0.001,0.010,263629,219829,17,0.280,0.156,0.001,95761,0.212,2.938,0.025,11.59,152043,460,1.867,0.183,0.264,19992435,1.14,3.86,0.457,0.376,0.000,6.0,30.0,32.0,92.0,36318,0.139,0.00,0.0049,0.089,679,0.805,0.000,0.618,0.785,2.57,3.61,4.22,0.03,0.017,1.13,1.14,1.15,0.810,0.00162,7.02,82.0366,3717.96,55651.2,140185.7,52.716,77.0224,164.536,0.000,1.000,0.000,60.6,63.040,228.893,108,418.4,108.68,4.121,67.888,1968.9,33.835,0.136,2.00,22.2885,60624.7,1.9032,0.7462,13.35,1.700,0.440,1.5345,0.0000,0.689,0.154,0.924,0.0000,4.84,1.12,4,16,16,49,56.0291,2.6116,0.5077,0.0000,0.0000,49.1851,100.00,42.5730,366.2057,12966.0,63.0089,62.7709
100000,2367,1.154,0.360,23.30,30090,22655,1483,5168,1137,177339,501321.7,285725.2,0.054,0.778,0.050,0.118,167,21.81,12.99,0.25,1.69,5.02,4.87,0.02,0.72,7.20,4.28,0.00,0.06,0.194,0.161,962,0.107,0.118,0.867,0.000,0.015,101709,84283,16,0.387,0.115,0.004,41420,0.167,2.517,0.023,13.89,58703,486,1.611,0.209,0.254,8364828,1.10,4.46,0.375,0.439,0.000,5.3,23.5,32.0,124.0,29573,0.113,0.00,0.0029,0.105,611,0.625,0.000,0.515,0.711,2.61,3.43,4.30,0.03,0.019,1.10,1.09,1.11,0.631,0.00160,4.42,31.4166,2558.88,79887.1,140185.7,1.508,24.1584,86.675,0.000,1.000,0.000,47.2,36.621,53.622,76,277.5,72.90,1.501,19.896,2670.9,11.471,0.136,2.00,16.8921,39983.6,1.6671,0.7250,12.49,1.627,0.469,0.4655,0.0000,0.685,0.158,0.951,0.0000,4.95,1.09,4,14,16,52,31.9425,0.9003,0.4588,0.0000,0.0000,11.9874,100.00,89.2614,230.7651,10602.3,24.5712,24.8076
