step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,965,25.05,1.52,1.57,1.09,18.95,0.02,1.37,0.007,0.256,455529.0,145735.3,19,59,3.99,1.45,1.35,25.4684,926.90,17461.5,13.5615,1.4482,5462,28.9397,136,57.6512,126016.6,165.42,2.8129,6077.8,26.8541
10000,1,900,24.73,1.84,1.19,1.44,18.40,0.04,1.42,0.010,0.235,445929.7,135501.5,22,40,4.04,1.52,1.32,24.2214,969.92,20606.3,16.4230,1.7287,5461,28.9344,134,54.2613,120978.0,81.35,19.6662,5998.9,26.0455
10000,2,610,19.29,0.48,0.57,1.10,16.19,0.01,1.10,0.002,0.128,315737.6,81274.3,11,68,3.74,1.09,1.09,13.8178,440.04,24557.0,7.1799,2.1995,5461,28.9344,141,34.7858,59170.0,53.21,36.9822,3998.3,18.6602
20000,0,1067,22.92,4.63,2.37,0.93,9.16,0.61,2.30,0.218,0.208,269833.8,69212.8,3,133,3.41,2.74,1.40,8.7986,777.81,19893.8,1.7259,8.2372,5462,14.6101,59,21.7186,57077.5,165.42,0.7219,6801.7,12.3139
20000,1,836,21.01,4.09,2.29,0.77,8.56,0.61,2.16,0.218,0.151,140173.1,36432.2,2,144,3.27,2.57,1.37,4.5101,189.85,27144.1,0.3339,5.1944,5461,14.6074,64,10.5510,23536.2,81.35,4.5518,5520.2,6.3116
20000,2,569,25.54,5.60,3.12,0.81,9.12,0.79,2.62,0.299,0.121,85401.7,20795.7,3,194,3.59,3.15,1.48,2.5018,162.04,37013.9,0.0640,4.5126,5461,14.6074,48,4.5183,7124.3,53.21,7.8846,3593.8,3.3067
30000,0,1151,21.65,3.07,4.35,0.64,8.68,0.92,2.00,0.302,0.221,420484.8,162952.9,2,90,3.34,2.16,1.26,19.8464,1193.33,14872.7,20.4918,2.8908,5462,27.4057,61,52.0514,166501.8,165.42,2.2103,8130.0,22.2702
30000,1,967,25.21,3.64,4.94,0.56,10.49,1.06,2.16,0.345,0.217,373862.0,133728.5,2,101,3.68,2.33,1.28,14.4386,921.87,18307.1,22.3125,3.3162,5461,27.4007,86,44.0593,133928.5,81.35,18.1560,8039.2,20.2201
30000,2,708,23.51,3.49,4.69,0.43,9.67,1.09,2.09,0.347,0.148,283133.9,96340.3,2,100,3.53,2.30,1.29,9.8049,204.21,24135.9,9.9792,4.4549,5461,27.4007,51,30.4758,87831.3,53.21,33.4627,6172.7,14.2322
40000,0,1053,21.99,2.46,4.13,0.34,10.16,0.75,1.78,0.233,0.207,278116.5,114963.4,6,96,3.34,1.92,1.24,11.3184,950.34,18372.5,0.8383,3.4473,5462,13.8057,61,30.5689,90431.1,165.42,0.7953,7257.8,14.5483
40000,1,840,22.74,2.54,4.34,0.29,10.65,0.77,1.80,0.239,0.171,138283.3,52032.5,5,131,3.53,1.98,1.21,4.4683,600.13,24333.6,0.3192,3.3511,5461,13.8032,74,13.0246,34809.9,81.35,4.3108,6404.6,6.8384
40000,2,700,20.51,2.09,3.16,0.39,10.71,0.51,1.69,0.166,0.130,83078.2,29815.3,7,133,3.42,1.83,1.22,2.0042,183.57,33342.2,0.0585,3.1244,5461,13.8032,107,6.3588,12921.7,53.21,7.4799,5195.4,3.9169
50000,0,1134,26.81,2.64,5.96,0.68,9.64,0.53,1.83,0.167,0.246,414426.8,242152.3,7,116,3.58,1.97,1.42,23.7289,1591.60,17191.1,17.4038,1.9486,5462,26.4238,53,53.9827,165214.8,165.42,2.1628,7907.4,22.8594
50000,1,1038,25.77,2.63,5.70,0.48,9.68,0.55,1.83,0.187,0.220,401750.6,228011.2,7,116,3.58,1.99,1.37,21.2771,1174.71,20525.1,19.7265,2.3868,5461,26.4190,77,52.0016,156403.5,81.35,18.5721,7859.3,22.0688
50000,2,673,29.72,3.82,5.87,0.23,11.01,0.76,2.17,0.242,0.161,290899.0,155970.6,6,104,3.92,2.34,1.53,12.2049,450.55,24653.4,9.4752,3.5084,5461,26.4190,79,32.1849,87284.4,53.21,33.4484,5470.1,16.0969
