step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2584,0.8851,33669.6,892,837,891,856,19,23,23,19780,23740,28814,5925,5676,4824
2000,2490,0.8871,61894.7,1765,814,845,831,19,22,21,8867,13264,18415,6755,6615,6423
3000,2374,0.9377,70097.4,2669,732,826,816,18,21,21,5794,9298,12884,7705,7986,7306
4000,2289,0.6479,49365.9,615,857,804,628,22,24,26,15285,18997,22054,5763,6814,5980
5000,2382,0.6969,63026.4,902,880,834,668,38,33,34,11132,15066,17777,6346,7126,5903
6000,2151,0.7606,63093.5,1254,790,764,597,35,29,46,11298,14489,16396,6645,7021,6459
7000,2532,0.6513,55832.3,795,1031,828,673,34,30,48,14670,16869,17976,6485,6631,6464
8000,2570,0.6424,58108.7,845,1027,818,725,27,43,46,13063,17671,18978,6046,6506,6052
9000,2561,0.6462,56290.9,920,1041,912,608,44,52,46,14437,18784,20584,5593,6770,5359
10000,2309,0.6960,44915.5,834,912,834,563,56,57,58,19383,24390,25252,5086,6287,4502
11000,2042,0.7576,34257.7,882,887,614,541,58,51,79,22361,29581,30145,6294,4474,3824
12000,2083,0.6495,27123.7,797,939,693,451,81,71,114,25361,34184,35120,4924,3407,3406
13000,1516,0.6946,17545.8,836,875,361,280,59,57,95,29082,38966,40437,4199,2532,2037
14000,1063,0.8043,7966.4,924,662,261,140,36,64,78,32187,42634,44374,4956,2369,1610
15000,676,0.7234,5922.6,832,524,105,47,36,51,39,32744,43661,46117,5311,1779,1252
16000,613,0.6933,4733.5,570,476,102,35,19,69,33,33122,43531,46799,5710,1730,1099
17000,1089,0.5923,8202.7,465,684,251,154,43,104,111,32086,42203,46606,4756,1496,860
18000,1518,0.5922,11419.3,467,877,360,281,90,132,150,30147,39728,45345,5096,2133,1191
19000,2291,0.5094,16502.2,393,1096,694,501,137,154,161,26994,35045,41576,5824,3893,2628
20000,2918,0.5610,23625.4,414,1282,934,702,133,151,167,24215,29759,36605,6302,5230,4182
21000,3376,0.5877,36131.4,554,1322,1183,871,124,145,150,19187,23791,31872,6560,5467,4699
22000,3869,0.5738,44586.6,616,1510,1337,1022,170,169,136,16399,19888,28138,7040,5864,4647
23000,4374,0.5448,51975.3,599,1773,1418,1183,151,152,159,13114,16791,23762,7674,6683,4988
24000,4473,0.5502,52045.0,568,1629,1622,1222,123,162,161,12509,16062,22567,7693,6933,5786
25000,4199,0.6025,54102.9,617,1436,1637,1126,143,127,163,13346,15031,21381,7214,7775,5785
26000,4117,0.5924,59370.2,737,1380,1554,1183,135,113,167,12440,13651,19912,6827,7691,5367
27000,4065,0.5970,59983.1,756,1410,1585,1070,108,108,137,11725,13846,20658,7019,7259,4917
28000,4018,0.5719,56576.2,689,1401,1553,1064,129,121,128,12659,14923,21523,6733,7561,4887
29000,3894,0.5344,47943.1,635,1469,1415,1010,156,120,123,15987,18192,23766,6451,7185,4668
30000,3557,0.5139,40581.2,574,1365,1253,939,150,107,130,20535,22845,26088,6146,6126,4465
31000,3128,0.4958,28562.4,480,1374,987,767,121,131,152,25471,28565,30881,6410,5263,3651
32000,2407,0.5289,15282.4,366,1135,768,504,118,162,147,31490,35104,36657,5914,4598,3482
33000,1763,0.5701,12017.1,436,933,495,335,92,148,156,33309,39615,41969,4603,2404,1776
34000,1197,0.5781,8595.4,540,784,262,151,30,153,111,34254,42540,45566,3799,1500,1070
35000,838,0.5418,6720.9,569,645,129,64,11,99,61,33637,44285,48163,3403,829,745
36000,841,0.5672,8142.2,562,590,167,84,14,147,82,32188,44275,49468,2857,516,555
37000,1190,0.4857,10814.7,546,772,218,200,20,169,179,31087,42588,48842,2825,415,246
38000,1809,0.4666,12552.1,436,1012,398,399,73,169,233,30052,39912,46924,3646,1473,605
39000,2365,0.4364,17024.6,371,1125,685,555,114,174,186,27654,35401,43262,4791,2798,1823
40000,3112,0.4425,24494.8,364,1286,1103,723,147,152,182,24965,30460,38710,5333,4002,2177
41000,3421,0.4326,36958.0,440,1424,1201,796,131,122,149,20278,24393,32124,5370,4745,2932
42000,3838,0.4508,46627.3,507,1526,1313,999,151,110,161,17254,20121,26629,6000,5477,3527
43000,4320,0.4164,42993.4,409,1618,1519,1183,133,159,196,15445,18808,24283,7434,6392,4988
44000,4474,0.4220,44774.6,394,1630,1577,1267,170,170,131,14332,17584,23200,7363,6238,5497
45000,4136,0.4901,53844.4,487,1526,1463,1147,138,150,149,13436,16050,20500,6715,6518,5652
