step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2805,0.799,0.379,9.34,54926,43720,3281,714,5836,69254,1246031.2,468519.4,0.353,0.327,0.188,0.133,105,23.83,19.51,1.43,4.62,3.72,7.98,0.48,2.55,15.12,12.09,0.04,0.34,0.106,0.198,1304,0.023,0.105,0.876,0.002,0.017,271184,261757,29,0.252,0.324,0.071,5479926,0.264,2.594,0.026,5.21,81804,488,6.765,0.350,0.198,9718157,1.33,10.75,0.090,0.223,0.013,5.4,17.9,53.4,164.0,58196,0.222,0.00,0.0029,0.051,662,0.901,0.000,0.744,0.799,3.79,4.82,5.43,0.09,0.033,1.32,1.35,1.36,0.903,0.00032,3.03,80.1402,3112.43,74552.0,140185.7,27.911,79.6945,197.496,0.000,1.000,0.001,86.4,89.263,244.525,293,1368.7,99.73,22.180,58.061,1458.3,14.867,0.134,2.00,16.8042,47135.7,1.0430,0.5001,20.75,1.084,0.177,1.5345,0.0000,0.456,0.100,0.354,0.0000,7.72,1.53,5,16,42,121,85.3206,3.0591,0.6317,0.0000,0.0000,58.9598,100.00,47.0341,448.9345,8624.4,98.2336,97.3712
20000,2732,1.176,0.347,11.31,39880,32417,928,4159,2449,225227,529984.6,300858.9,0.271,0.494,0.150,0.086,221,24.23,17.65,0.44,2.13,5.32,6.02,0.07,0.83,9.11,6.64,0.01,0.12,0.172,0.178,1717,0.055,0.101,0.876,0.003,0.020,109908,96378,5,0.303,0.613,0.016,611117,0.198,2.072,0.025,8.84,39647,565,1.336,0.181,0.348,5892265,1.15,7.93,0.082,0.564,0.005,5.2,19.4,49.6,99.1,40794,0.156,0.00,0.0021,0.094,658,0.656,0.000,0.786,0.644,3.17,3.88,4.75,0.06,0.021,1.12,1.15,1.18,0.666,0.00104,2.37,27.3125,2877.37,78817.1,140185.7,0.732,19.4849,94.714,0.000,1.000,0.000,58.2,41.085,63.737,157,676.0,35.52,2.693,13.049,1828.6,5.813,0.133,2.00,15.8510,43305.0,1.3992,0.6656,14.93,1.513,0.370,0.4655,0.0000,0.379,0.100,0.086,0.0000,6.26,1.38,4,14,28,49,37.3186,0.9238,0.4945,0.0000,0.0000,13.0292,100.00,95.8924,286.0590,7783.8,38.2556,38.3397
30000,3153,1.154,0.566,22.24,155254,92611,756,54423,7043,1355432,1243009.4,1656347.0,0.245,0.561,0.105,0.089,81,19.91,12.02,0.28,1.69,4.05,5.03,0.02,0.49,6.78,6.07,0.00,0.04,0.166,0.180,1350,0.057,0.088,0.880,0.001,0.031,559812,480569,2,0.356,0.471,0.002,192015,0.203,3.013,0.040,4.69,260076,323,1.222,0.252,0.415,21738172,1.11,5.91,0.279,0.500,0.000,4.5,20.0,32.0,114.0,35084,0.134,0.00,0.0058,0.070,862,0.808,0.000,0.808,0.723,2.15,3.40,3.68,0.01,0.004,1.06,1.14,1.12,0.829,0.00242,2.44,133.8866,5186.94,87780.0,140185.7,22.725,98.1472,221.308,0.000,1.000,0.002,62.8,75.239,245.814,243,1053.0,67.17,4.432,64.196,2787.5,27.956,0.135,2.00,8.6565,27293.9,1.2463,0.7201,11.13,1.752,0.417,1.5345,0.0000,0.622,0.190,0.668,0.0000,4.99,1.62,3,11,16,64,64.1827,3.4222,0.4554,0.0000,0.0000,53.7527,100.00,56.3166,447.6074,10877.1,103.6062,103.2969
40000,2939,1.006,0.261,17.55,56657,40076,490,13721,2584,359507,522543.2,393214.2,0.043,0.688,0.178,0.091,161,18.94,15.19,0.29,2.24,3.56,5.20,0.01,0.33,7.72,5.87,0.00,0.12,0.111,0.156,990,0.036,0.123,0.851,0.003,0.023,138883,118065,3,0.570,0.182,0.001,30263,0.229,1.778,0.018,15.51,66001,326,1.094,0.276,0.276,6739592,1.11,9.96,0.306,0.410,0.001,3.0,12.3,32.0,125.1,34044,0.130,0.00,0.0023,0.099,742,0.503,0.000,0.611,0.600,2.48,3.41,3.85,0.01,0.003,1.06,1.14,1.12,0.515,0.00164,5.08,29.4951,1978.32,93601.8,140185.7,0.444,19.2705,93.746,0.000,1.000,0.057,63.6,39.724,52.295,96,364.9,40.87,2.230,13.321,1532.7,6.542,0.135,2.00,10.7401,31565.1,1.2920,0.6079,11.58,1.444,0.485,0.4655,0.0000,0.565,0.165,0.435,0.0000,6.08,1.68,3,11,22,64,33.7375,1.1585,0.4505,0.0000,0.0000,12.3327,100.00,100.9375,250.7481,6610.2,29.5850,30.0117
50000,3155,1.017,0.339,21.64,116770,84552,2036,24529,5437,631717,1186517.8,905463.2,0.026,0.711,0.162,0.101,74,21.50,13.38,0.31,1.88,4.35,5.06,0.01,0.21,7.75,5.22,0.00,0.04,0.142,0.157,959,0.095,0.102,0.878,0.001,0.019,384831,330206,9,0.389,0.168,0.002,55873,0.264,2.400,0.024,13.48,190144,272,1.433,0.266,0.269,22493992,1.11,7.12,0.434,0.337,0.001,4.0,28.0,32.0,98.0,39158,0.149,0.00,0.0049,0.086,777,0.755,0.000,0.693,0.699,2.31,3.56,3.90,0.00,0.001,1.06,1.15,1.13,0.764,0.00204,9.04,92.4490,3017.11,67973.2,140185.7,47.558,58.0302,207.564,0.000,1.000,0.000,77.6,85.448,225.855,154,561.7,88.24,5.638,41.498,1652.8,21.022,0.135,2.00,17.0474,53784.5,1.5931,0.5706,12.41,1.585,0.479,1.5345,0.0000,0.613,0.177,0.608,0.0000,5.48,1.67,4,15,16,49,77.0542,1.9606,0.5046,0.0000,0.0000,48.7638,100.00,53.5435,466.2408,8236.8,91.0647,90.9021
60000,2844,0.963,0.274,18.74,48449,37516,1103,7796,2345,244418,521194.1,305569.7,0.031,0.716,0.164,0.090,162,19.01,13.15,0.25,1.63,3.62,4.87,0.00,0.14,7.83,5.72,0.00,0.07,0.129,0.162,1093,0.077,0.104,0.862,0.002,0.032,119699,102057,3,0.326,0.375,0.001,19853,0.184,1.987,0.019,16.47,58105,350,1.250,0.262,0.265,7126210,1.08,9.45,0.318,0.438,0.001,3.7,16.0,32.0,78.0,33295,0.127,0.00,0.0023,0.104,742,0.513,0.000,0.550,0.604,2.46,3.31,4.18,0.01,0.004,1.04,1.10,1.08,0.521,0.00155,5.74,27.5133,2085.83,93197.8,140185.7,1.451,16.2236,96.009,0.000,1.000,0.058,63.9,43.320,50.371,108,371.7,81.80,2.308,10.979,1631.0,5.876,0.133,2.00,11.3568,32298.7,1.3289,0.5766,11.71,1.489,0.475,0.4655,0.0000,0.632,0.181,0.701,0.0000,6.05,1.89,3,12,16,49,37.8102,1.0965,0.4828,0.0000,0.0000,12.0618,100.00,97.6287,276.7699,6321.0,29.5760,29.7676
70000,3151,1.077,0.317,22.31,104973,77872,2233,17758,6803,509512,1178515.6,868914.5,0.042,0.706,0.152,0.100,73,21.84,13.07,0.46,1.95,3.83,4.67,0.00,0.06,8.30,5.60,0.00,0.07,0.128,0.149,1121,0.100,0.095,0.885,0.002,0.018,384159,339339,9,0.296,0.272,0.001,31252,0.232,2.268,0.022,13.62,198549,291,1.705,0.271,0.290,21687447,1.17,7.34,0.394,0.344,0.001,4.2,26.0,32.0,128.0,39708,0.151,0.00,0.0045,0.081,695,0.765,0.000,0.651,0.729,2.30,3.46,4.12,0.01,0.003,1.08,1.21,1.22,0.773,0.00179,9.40,96.8988,3164.09,66766.3,140185.7,49.857,58.6560,198.550,0.000,1.000,0.000,77.4,81.741,224.850,123,494.8,98.02,5.438,39.285,1231.0,20.146,0.136,2.00,17.7756,56010.8,1.7246,0.5872,12.60,1.608,0.466,1.5345,0.0000,0.673,0.189,0.802,0.0000,5.60,1.84,4,15,16,64,73.9717,2.1361,0.4929,0.0000,0.0000,49.1128,100.00,52.0783,449.0539,7359.3,90.1402,90.0363
80000,2812,0.941,0.240,17.89,43313,33809,1268,6107,2468,195364,520068.7,287850.5,0.034,0.746,0.146,0.075,160,18.61,12.70,0.26,1.64,3.44,4.86,0.00,0.00,7.81,4.88,0.00,0.06,0.116,0.157,979,0.117,0.115,0.862,0.001,0.023,112690,94125,7,0.590,0.027,0.000,11379,0.224,1.701,0.018,17.25,59542,381,1.473,0.262,0.243,7190343,1.09,10.72,0.313,0.423,0.001,4.1,14.6,32.0,162.0,32370,0.123,0.00,0.0024,0.121,767,0.512,0.000,0.524,0.625,2.42,3.03,4.41,0.01,0.006,1.05,1.11,1.12,0.518,0.00160,6.07,28.3893,1716.04,93706.0,140185.7,0.890,17.0289,94.214,0.000,1.000,0.050,62.1,42.690,49.037,79,266.4,34.20,1.931,10.853,1595.1,5.748,0.135,2.00,11.8035,33191.5,1.3080,0.6262,11.51,1.474,0.438,0.4655,0.0000,0.619,0.142,0.907,0.0000,6.35,1.91,3,12,16,79,37.3564,0.8258,0.4630,0.0000,0.0000,12.2841,100.00,97.0987,254.0974,5593.5,28.9221,29.0987
90000,3045,1.080,0.351,23.75,100689,75102,2286,16398,6670,486732,1165767.2,847134.3,0.039,0.720,0.149,0.092,75,22.51,12.72,0.41,2.23,4.12,4.87,0.00,0.02,8.26,5.53,0.00,0.12,0.137,0.153,1054,0.131,0.105,0.879,0.001,0.015,370744,320313,13,0.346,0.231,0.000,11393,0.228,2.581,0.025,16.22,196728,326,1.740,0.272,0.291,20574253,1.12,7.06,0.412,0.349,0.001,5.4,28.0,32.0,98.0,38941,0.149,0.00,0.0046,0.088,771,0.731,0.000,0.621,0.731,2.32,3.45,4.13,0.01,0.003,1.06,1.14,1.15,0.739,0.00205,11.86,96.6463,3606.40,69103.2,140185.7,47.242,61.2666,192.892,0.000,1.000,0.000,76.1,79.078,217.263,116,448.0,85.76,4.420,40.696,1469.5,20.039,0.134,2.00,17.4642,53178.5,1.6571,0.6002,12.79,1.670,0.436,1.5345,0.0000,0.682,0.161,0.943,0.0000,5.52,1.92,4,15,16,61,70.5170,2.3208,0.5166,0.0000,0.0000,49.5034,100.00,53.0593,428.7561,7410.9,85.8932,85.7115
100000,2534,1.077,0.293,23.31,41391,32967,1280,5482,2173,174794,518551.0,280788.4,0.049,0.706,0.162,0.084,162,20.50,11.14,0.13,1.06,4.72,4.86,0.00,0.00,7.04,5.07,0.00,0.07,0.172,0.170,862,0.073,0.135,0.846,0.001,0.018,111652,93694,7,0.466,0.051,0.000,8725,0.262,2.029,0.022,15.07,60025,424,1.606,0.259,0.219,7315308,1.04,7.27,0.208,0.360,0.002,4.5,24.0,32.0,128.0,30108,0.115,0.00,0.0029,0.105,639,0.552,0.000,0.462,0.637,2.28,3.29,4.26,0.01,0.006,1.02,1.04,1.04,0.558,0.00158,4.64,28.3559,1817.23,80036.6,140185.7,1.287,18.1420,92.653,0.000,1.000,0.000,53.0,40.976,52.775,121,492.0,101.52,1.894,12.500,2205.9,6.571,0.134,2.00,16.9963,43068.6,1.7383,0.6776,11.88,1.651,0.436,0.4655,0.0000,0.660,0.135,0.961,0.0000,5.56,1.94,4,14,16,64,36.0992,0.8784,0.4803,0.0000,0.0000,12.3184,100.00,94.5802,263.2070,8461.0,30.4519,30.3469
