step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1065,21.56,0.55,5.65,0.16,8.25,0.03,1.19,0.020,0.178,517022.5,300029.4,11,80,3.00,1.20,1.21,39.3375,1537.80,26774.6,4.3185,1.4324,5462,27.0454,146,58.0134,341850.5,165.42,3.1911,1144.2,11.6102
10000,1,802,22.14,1.19,5.31,0.33,9.00,0.05,1.37,0.025,0.144,452080.6,228205.2,8,83,3.24,1.35,1.40,32.3633,999.86,29299.7,5.3506,1.5543,5461,27.0404,148,51.3642,297180.6,81.35,17.6931,978.5,9.4970
10000,2,530,21.91,1.50,4.33,0.32,10.14,0.03,1.50,0.019,0.100,323247.2,143996.4,6,108,3.39,1.49,1.48,20.1037,579.01,34398.7,2.8157,1.5452,5461,27.0404,168,38.1674,203152.6,53.21,36.9163,786.0,6.1510
20000,0,1393,14.50,0.31,2.80,0.02,5.40,0.04,1.13,0.014,0.135,280122.8,262491.5,3,141,2.01,1.13,1.14,20.6254,2149.24,32792.4,0.0214,4.7315,5462,12.2998,35,22.6960,154003.1,165.42,0.7681,821.5,7.7511
20000,1,1101,13.09,0.36,2.52,0.12,5.59,0.01,1.15,0.005,0.108,129716.4,101438.8,2,156,2.13,1.13,1.19,6.0952,982.98,35006.1,0.0043,4.7227,5461,12.2976,59,8.8034,54690.2,81.35,4.2160,561.6,2.6791
20000,2,782,13.75,0.24,3.05,0.20,5.65,0.01,1.10,0.008,0.083,80968.3,59363.2,2,145,2.24,1.08,1.12,2.8105,432.45,39849.3,0.0087,3.9309,5461,12.2976,51,4.3350,27705.0,53.21,7.6087,447.5,1.3578
30000,0,1299,21.08,0.47,4.88,0.03,6.44,0.00,1.16,0.001,0.175,502137.8,501245.6,3,167,2.37,1.09,1.24,43.8435,2068.43,20153.4,3.8070,1.5778,5462,24.1394,36,51.8279,322903.6,165.42,2.3013,840.5,15.9251
30000,1,960,20.27,0.40,4.87,0.08,6.28,0.00,1.15,0.001,0.128,514293.9,525068.1,3,102,2.27,1.12,1.22,45.0905,2255.38,23212.1,5.7374,2.3870,5461,24.1350,45,53.7625,321322.6,81.35,18.3259,814.5,16.4181
30000,2,742,20.14,0.30,4.77,0.10,6.76,0.01,1.08,0.004,0.101,314917.4,319871.8,3,152,2.46,1.05,1.12,23.0457,1166.42,25955.9,3.2466,4.2762,5461,24.1350,37,27.2152,179540.4,53.21,31.3228,411.8,9.1490
40000,0,811,24.00,0.38,5.06,0.19,7.89,0.00,1.14,0.004,0.125,274736.7,201307.6,7,101,2.42,1.08,1.21,19.9936,2119.04,25217.2,0.2223,5.3404,5462,12.2146,38,21.4078,147777.7,165.42,0.9256,822.9,7.2943
40000,1,769,20.39,0.27,4.40,0.09,6.93,0.00,1.10,0.003,0.103,141178.4,95547.2,6,67,2.35,1.06,1.15,8.0444,641.52,28409.0,0.0449,4.8873,5461,12.2124,55,8.6637,60681.0,81.35,3.8239,545.2,3.1009
40000,2,626,18.35,0.21,3.69,0.14,6.93,0.00,1.09,0.002,0.078,83154.3,52521.8,6,107,2.49,1.06,1.13,3.2999,357.34,35050.6,0.0213,4.6208,5461,12.2124,86,3.4282,24689.9,53.21,7.6574,383.1,1.2693
50000,0,1097,23.12,0.43,4.17,0.00,7.10,0.00,1.15,0.002,0.147,489661.6,308494.6,8,132,2.54,1.05,1.23,50.1310,2316.33,19237.0,12.1753,1.6006,5462,21.1594,45,49.2607,305194.1,165.42,2.1364,715.5,16.6595
50000,1,935,22.50,0.25,4.01,0.00,7.43,0.00,1.11,0.001,0.125,421628.4,264193.3,7,84,2.43,1.05,1.16,37.6233,1399.27,18665.3,15.4998,3.3551,5461,21.1556,61,37.7762,248201.1,81.35,16.4271,597.3,13.8804
