step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2983,3.01,150.22,116.06,798,2,0,0,1.00,1.00,1.00,2,4,4,42.4,75.412,14,2.000,0.592,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2978,3.84,289.05,94.47,798,0,0,0,1.00,1.00,1.00,1,4,4,10.8,140.000,14,2.000,0.759,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2958,0.00,149.81,168.48,798,0,0,0,1.00,1.00,1.00,2,4,4,20.7,80.201,16,2.000,0.707,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2953,3.66,260.42,22.17,798,0,0,0,1.00,1.00,1.00,2,4,4,11.3,140.000,14,2.000,0.759,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2935,0.00,87.80,99.27,798,0,0,0,1.00,1.00,1.00,4,4,4,16.2,19.865,16,2.000,0.707,4
100000,8.00,15,0,0,0,4,0,1.00,6,0.000,2932,2.24,133.52,13.75,798,0,0,0,1.00,1.00,1.00,1,1,4,10.9,40.000,4,2.000,0.775,4
100000,30.00,15,0,10,0,5,0,1.00,0,0.333,2918,3.83,125.07,67.58,798,0,0,0,1.00,1.00,1.00,4,4,4,11.4,99.836,15,2.000,0.792,4
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2917,0.00,69.07,52.44,798,0,0,0,1.00,1.00,1.00,2,4,4,13.4,0.010,14,2.000,0.707,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2891,4.32,164.06,35.57,798,0,1,0,1.00,1.00,1.00,2,4,4,15.3,76.493,14,2.000,0.758,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2880,2.76,178.45,282.95,798,0,0,0,1.00,1.00,1.00,1,4,4,19.1,121.622,16,2.000,0.729,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2872,0.00,204.33,90.68,549,0,0,0,1.00,1.00,1.00,4,4,4,20.3,70.394,16,2.000,0.640,4
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2866,0.00,64.59,91.28,919,0,0,0,1.00,1.00,1.00,3,4,4,20.7,0.708,15,2.000,0.786,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2846,4.07,310.28,125.39,549,0,0,0,1.00,1.00,1.00,2,4,4,15.2,160.000,16,2.000,0.639,4
100000,30.00,15,0,9,0,6,0,1.00,0,0.300,2841,0.00,131.20,137.88,798,2,0,0,1.00,1.00,1.00,4,4,4,38.8,103.904,15,2.000,0.792,4
100000,5.67,10,0,0,0,5,0,1.00,22,0.000,2838,1.23,90.75,8.37,629,2,1,0,1.00,1.00,1.00,2,2,3,48.5,19.756,5,1.133,0.522,8
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2830,5.11,212.48,205.83,919,0,0,0,1.00,1.00,1.00,1,4,4,20.0,137.678,16,2.000,0.809,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2817,3.48,147.95,28.93,798,0,0,0,1.00,1.00,1.00,1,4,4,14.5,100.600,14,2.000,0.758,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2779,2.52,248.25,129.10,798,0,1,0,1.00,1.00,1.00,1,4,4,9.8,140.000,14,2.000,0.759,4
100000,4.51,18,0,0,0,4,0,1.00,24,0.000,2775,0.37,83.20,4.12,629,2,0,0,1.00,1.00,1.00,1,2,2,46.1,13.311,4,1.129,0.517,8
100000,30.00,15,0,10,0,5,0,1.00,0,0.333,2771,4.29,247.27,52.32,798,0,0,0,1.00,1.00,1.00,4,4,4,11.2,150.000,15,2.000,0.792,4
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2765,2.90,201.99,83.99,798,0,0,0,1.00,1.00,1.00,2,4,4,20.7,160.000,16,2.000,0.701,4
100000,28.00,14,0,10,0,4,0,1.00,0,0.357,2755,1.51,48.07,120.62,798,0,0,0,1.00,1.00,1.00,2,4,4,21.2,29.352,14,2.000,0.758,4
100000,4.00,12,0,1,0,1,0,1.00,8,0.250,2749,0.00,104.81,9.12,798,0,0,0,1.00,1.00,1.00,1,3,3,19.5,9.469,2,2.000,0.830,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2746,0.00,177.14,80.11,919,0,0,0,1.00,1.00,1.00,1,4,4,13.8,103.982,16,2.000,0.877,4
100000,28.00,14,0,11,0,3,0,1.00,0,0.393,2746,0.00,59.90,78.47,798,0,1,0,1.00,1.00,1.00,2,4,4,18.2,8.616,14,2.000,0.758,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2745,2.20,162.59,99.24,919,0,0,0,1.00,1.00,1.00,2,4,4,6.0,67.759,16,2.000,0.809,4
