step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2628,0.9011,30547.1,909,882,920,826,12,18,25,19698,22926,28674,7286,7499,5507
2000,2610,0.9027,60105.8,1813,858,925,827,13,17,25,7866,11500,17552,8311,8684,7193
3000,2606,0.9470,71196.3,2667,869,909,828,16,17,22,4273,7268,11828,8672,9546,8649
4000,2604,0.6813,49487.5,599,942,963,699,35,34,38,14848,17991,21786,7320,7180,6527
5000,2675,0.6714,58858.6,820,924,1049,702,49,53,44,11559,14734,19927,7482,7364,6797
6000,2314,0.7485,65522.4,1210,848,810,656,44,43,38,10209,12391,17473,7345,7414,7043
7000,2619,0.6399,59350.4,833,1024,908,687,49,49,40,12023,14743,19771,7746,7364,5975
8000,2640,0.7114,62821.2,900,966,979,695,39,51,39,12234,15484,19917,7206,6218,5491
9000,2463,0.6776,60411.6,979,875,873,715,44,40,59,14069,16149,20269,7443,6507,4749
10000,2475,0.6768,51899.6,818,965,900,610,59,40,68,17461,20606,24557,6078,5999,3998
11000,2118,0.6582,42176.2,844,890,681,547,56,42,87,20772,25336,30321,5586,4957,3591
12000,1814,0.6764,36363.1,998,846,579,389,63,87,127,23577,29902,34907,4914,3573,2083
13000,1450,0.6793,24046.0,1011,775,394,281,63,104,118,28131,36009,40560,4371,2323,1465
14000,1038,0.6927,14697.8,1024,652,226,160,58,117,115,31201,40834,45943,3173,1437,906
15000,735,0.6150,9890.5,945,507,146,82,29,103,77,31966,43118,48851,3124,946,617
16000,792,0.5391,10857.4,844,503,177,112,16,143,109,30815,43026,49510,2853,898,434
17000,1031,0.5286,15237.0,858,590,251,190,26,192,179,29270,41116,48506,2453,924,386
18000,1485,0.5448,23724.1,928,708,431,346,56,291,300,25783,37038,45267,3203,1308,866
19000,1944,0.5931,26946.7,824,825,626,493,113,246,258,23207,32523,42188,5109,3594,1920
20000,2472,0.5862,32158.9,714,1067,836,569,133,144,194,19894,27144,37014,6802,5520,3594
21000,2804,0.6384,47165.9,868,1093,915,796,132,110,206,16900,21014,28921,7031,5986,4202
22000,3240,0.6071,51543.1,854,1306,1096,838,135,116,170,16061,18069,24107,6833,6887,5788
23000,3700,0.6141,56030.6,786,1424,1398,878,145,128,145,13886,16902,23039,7569,6850,5931
24000,3721,0.6442,55157.3,791,1400,1283,1038,134,127,149,13945,17026,23554,7620,7289,5704
25000,3633,0.6281,55745.1,808,1266,1364,1003,126,108,158,14499,16544,22495,7967,6981,6208
26000,3657,0.6339,54246.9,763,1336,1291,1030,122,109,138,14570,15911,22081,7693,7949,6965
27000,3357,0.6145,53160.9,753,1249,1183,925,106,116,145,13739,16294,22088,8213,8446,6838
28000,3572,0.5890,53398.5,719,1461,1121,990,107,116,133,13161,16794,21680,8842,8243,6474
29000,3066,0.6598,50964.3,793,1248,1043,775,102,122,124,13370,18444,23279,8963,7386,6799
30000,2826,0.6398,50574.9,802,1151,967,708,90,101,100,14873,18307,24136,8130,8039,6173
31000,2439,0.6437,40901.4,830,1089,762,588,92,110,139,19514,23172,27923,7435,6682,5523
32000,1761,0.6894,30699.5,903,831,571,359,85,91,101,23469,28770,32727,7007,6083,4641
33000,1438,0.6878,20287.0,862,768,383,287,77,92,107,27531,34588,38313,7043,4687,3356
34000,944,0.7214,11983.5,999,619,211,114,45,75,78,30611,38975,42666,6512,3337,2496
35000,734,0.6294,9042.6,809,595,94,45,23,61,42,31600,40950,45051,6212,2590,2076
36000,857,0.6429,8336.4,623,642,139,76,24,110,65,31134,41885,46844,5378,2129,1809
37000,1061,0.6117,11459.3,623,749,173,139,31,112,100,27982,40405,46590,6740,1827,1409
38000,1435,0.5547,15364.8,578,809,379,247,60,143,114,26445,37357,44937,6590,2923,1439
39000,1745,0.5926,21477.9,651,841,570,334,79,137,124,23301,31587,39777,6749,5616,4150
40000,2593,0.5746,36435.3,602,1053,840,700,96,131,133,18373,24334,33342,7258,6405,5195
41000,2738,0.5968,45073.6,687,996,1062,680,112,141,134,16392,20027,27941,7401,6949,5534
42000,2950,0.5624,48837.6,678,1039,1157,754,113,123,127,15267,17767,24658,8199,7512,5854
43000,3241,0.5702,52299.9,663,1189,1167,885,122,104,129,13898,15630,21788,8287,8955,6869
44000,3559,0.5783,53554.8,660,1347,1205,1007,110,135,162,12601,14626,19829,9602,9153,7400
45000,3361,0.6111,53305.9,731,1193,1160,1008,113,141,122,12273,13959,18672,9532,9600,8527
46000,3243,0.6371,56173.7,787,1127,1228,888,118,137,108,11606,13781,17900,9126,9651,7980
47000,3463,0.6263,56241.6,757,1181,1309,973,111,122,126,12017,13847,18939,8806,9853,7555
48000,3346,0.6258,53283.5,786,1170,1259,917,120,119,148,14244,15335,19379,8959,9181,7752
49000,3307,0.6172,51025.3,772,1253,1156,898,145,116,135,15311,17121,21643,8807,8443,6486
50000,2845,0.6257,45436.1,746,1134,1038,673,116,116,104,17191,20525,24653,7907,7859,5470
51000,2514,0.6165,38236.7,768,1034,928,552,122,90,148,21314,24935,28110,6987,6922,4915
52000,2093,0.6622,29311.2,786,1046,651,396,98,78,112,23866,30166,33391,6974,6072,4145
53000,1540,0.6519,19018.9,863,866,410,264,98,110,116,28631,35882,39109,6380,4256,2581
54000,1095,0.7105,10783.8,840,741,225,129,88,102,84,31325,40400,43923,6164,2909,1768
55000,775,0.6710,7767.6,775,590,121,64,37,90,58,31468,42411,46961,5476,2278,1434
56000,766,0.5744,8894.5,669,581,135,50,32,112,49,30187,42239,47797,5447,1817,1234
57000,1046,0.5411,11073.6,565,655,221,170,65,128,133,28924,41083,47697,5631,1358,853
58000,1421,0.5735,13073.1,501,827,362,232,98,121,105,27657,38314,45843,6810,2121,943
59000,1865,0.5534,22626.7,553,913,542,410,158,120,167,24248,33253,41350,6914,3696,1563
