step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,747,28.91,1.94,3.32,2.35,20.18,0.04,1.45,0.019,0.236,436924.7,156241.0,15,49,4.43,1.59,1.48,27.8886,820.97,22598.6,8.0601,1.4653,5462,27.1805,270,63.9629,214816.5,165.42,3.0333,4489.6,17.4382
10000,1,764,29.13,1.47,2.44,2.58,22.23,0.04,1.23,0.018,0.254,405238.9,131683.8,15,43,4.41,1.24,1.28,23.4365,1007.24,24058.3,9.4318,1.6517,5461,27.1755,201,56.2403,187129.8,81.35,19.7865,4537.7,16.7148
10000,2,539,28.00,1.40,3.40,2.53,21.34,0.02,1.34,0.011,0.176,290979.6,78227.1,14,70,4.71,1.37,1.38,13.7369,315.87,27689.1,4.7059,1.4112,5461,27.1755,250,41.5491,112157.2,53.21,38.2411,4380.0,12.4590
20000,0,1056,21.25,0.28,1.77,0.53,17.33,0.01,1.06,0.008,0.241,258425.0,78437.5,8,72,3.88,1.07,1.03,11.7950,959.43,21869.9,0.6696,3.3597,5462,12.8627,74,31.1905,118507.0,165.42,0.9573,3459.5,10.4372
20000,1,809,24.20,0.13,1.16,0.14,20.74,0.00,1.03,0.000,0.204,125645.3,27267.4,5,94,4.24,1.03,1.04,4.2792,551.41,27602.5,0.1230,3.5406,5461,12.8603,100,11.8312,41631.6,81.35,4.1110,3050.1,4.7252
20000,2,516,23.70,0.16,0.34,0.14,22.05,0.00,1.02,0.000,0.135,80802.8,12011.2,4,129,4.37,1.03,1.01,1.8847,259.02,36217.4,0.0608,2.8442,5461,12.8603,99,7.3278,21088.2,53.21,8.2313,2379.4,3.0390
30000,0,1071,24.05,0.28,5.13,0.10,7.22,0.00,1.14,0.001,0.156,443265.8,483725.6,3,147,2.80,1.14,1.13,42.6794,1384.34,29634.7,4.2026,1.5261,5462,24.3997,128,67.1780,301136.7,165.42,2.6957,5690.4,14.6094
30000,1,859,25.96,0.23,5.60,0.07,7.45,0.00,1.09,0.002,0.131,440806.0,471798.3,4,143,2.80,1.13,1.07,39.6112,1161.64,30817.8,5.1965,2.0746,5461,24.3952,116,68.7240,296537.9,81.35,18.3761,5358.4,14.3026
30000,2,673,28.97,0.30,6.21,0.02,8.36,0.01,1.12,0.009,0.115,284163.0,288959.1,3,179,3.02,1.14,1.11,20.6916,573.68,30991.6,2.5263,2.6586,5461,24.3952,182,40.5995,163286.2,53.21,33.0884,5469.8,10.0480
40000,0,1059,24.21,0.31,5.02,0.13,8.22,0.00,1.12,0.001,0.167,243272.2,221841.2,8,113,2.60,1.08,1.14,14.3673,1424.40,27512.9,0.0130,3.0796,5462,11.0346,122,32.5856,126012.2,165.42,0.8666,5899.6,8.6113
40000,1,814,24.41,0.17,4.29,0.16,9.57,0.00,1.06,0.000,0.131,113487.4,92760.3,5,127,2.77,1.07,1.09,5.1925,876.11,31006.4,0.0018,2.8140,5461,11.0326,146,13.3263,44893.2,81.35,3.9563,5223.3,3.8992
40000,2,626,25.26,0.16,4.36,0.17,10.99,0.00,1.08,0.000,0.112,75695.7,56008.7,6,146,3.05,1.08,1.08,2.6060,516.13,36487.5,0.0010,2.5695,5461,11.0326,96,8.0159,23308.3,53.21,7.9223,4378.4,2.5935
50000,0,1298,24.15,0.28,6.68,0.05,7.17,0.00,1.11,0.002,0.209,428878.6,484302.7,12,157,2.77,1.12,1.12,41.5631,1473.31,25003.7,5.5604,1.4742,5462,22.4289,99,70.9134,298883.0,165.42,3.0503,5670.2,13.4010
50000,1,1152,22.86,0.34,5.11,0.10,7.95,0.01,1.13,0.005,0.179,423423.9,473450.2,12,91,2.72,1.15,1.13,40.1803,1097.72,25983.1,5.2926,2.0265,5461,22.4248,120,67.8200,287365.5,81.35,16.6731,5653.4,13.5917
50000,2,827,24.80,0.35,6.76,0.10,7.71,0.00,1.13,0.000,0.142,280545.0,294774.6,12,157,2.98,1.12,1.17,21.7869,481.50,31125.5,2.3546,2.5250,5461,22.4248,125,39.1131,160110.9,53.21,32.4849,4786.9,10.0772
60000,0,1213,17.62,0.22,5.28,0.06,5.68,0.00,1.08,0.001,0.157,258890.5,181951.9,9,151,2.47,1.09,1.10,13.1481,989.60,25490.6,0.3415,3.9816,5462,13.0381,49,31.1237,137639.3,165.42,0.7790,5296.4,8.3994
60000,1,1080,16.45,0.23,5.05,0.02,6.35,0.00,1.08,0.000,0.142,130643.3,81319.2,8,142,2.61,1.07,1.10,4.6741,665.14,29794.0,0.0867,3.9632,5461,13.0357,84,12.2090,49312.8,81.35,4.1675,5165.5,3.9241
60000,2,578,18.48,0.21,5.57,0.01,7.79,0.00,1.07,0.000,0.091,82322.3,44532.0,8,149,3.08,1.03,1.10,2.0087,161.96,37797.3,0.0044,3.7380,5461,13.0357,61,5.6553,21924.0,53.21,7.4481,3403.0,2.2209
70000,0,1421,20.12,0.08,5.43,0.03,6.64,0.00,1.03,0.001,0.198,405492.5,314921.5,14,132,2.25,1.03,1.04,29.9457,1417.63,20106.3,9.2666,1.4838,5462,25.4642,57,63.6004,288230.0,165.42,2.1243,5669.6,12.4974
70000,1,1262,21.06,0.26,5.31,0.16,7.48,0.00,1.11,0.001,0.190,403409.3,306430.1,13,117,2.47,1.09,1.13,28.0000,882.66,22288.9,10.5302,2.1303,5461,25.4595,90,65.2870,280563.6,81.35,17.9210,5875.7,12.4725
70000,2,838,20.21,0.21,5.54,0.04,6.77,0.00,1.09,0.000,0.121,273431.6,182861.6,10,128,2.51,1.07,1.11,14.2324,380.10,26090.8,5.6544,2.7968,5461,25.4595,119,36.3172,160575.8,53.21,31.8187,5090.5,8.9536
80000,0,1187,20.90,0.04,5.72,0.07,7.16,0.00,1.01,0.000,0.176,265345.9,173364.6,13,116,2.53,1.01,1.02,13.8768,1003.69,24730.0,0.0873,3.4628,5462,13.5220,76,31.7802,147525.6,165.42,0.7087,5168.6,8.4458
80000,1,962,16.30,0.00,3.84,0.01,8.15,0.00,1.00,0.000,0.132,135238.8,74021.7,10,133,2.67,1.00,1.00,5.0654,528.02,29499.2,0.0850,3.8879,5461,13.5195,77,12.0608,53954.4,81.35,4.0223,4129.1,4.0401
80000,2,697,18.08,0.02,4.14,0.01,9.57,0.00,1.02,0.000,0.110,85903.3,42381.4,10,157,3.01,1.02,1.02,2.2254,178.81,37319.8,0.0067,3.4510,5461,13.5195,78,6.3592,25289.5,53.21,7.6584,2853.8,2.5141
90000,0,1166,23.81,0.05,6.51,0.12,7.03,0.00,1.02,0.000,0.183,397032.9,261365.3,13,100,2.36,1.01,1.02,27.7977,891.63,17010.6,11.3838,1.7428,5462,23.8846,128,64.4438,277231.1,165.42,3.3553,6494.7,12.3081
90000,1,1100,23.52,0.05,6.16,0.09,7.54,0.00,1.02,0.000,0.174,375101.4,248301.3,11,92,2.31,1.01,1.02,24.4168,1115.03,20864.0,12.6552,2.1509,5461,23.8802,138,59.4179,252618.7,81.35,18.0142,6120.1,11.7177
90000,2,743,22.35,0.13,5.74,0.00,7.81,0.00,1.02,0.000,0.116,267737.9,161760.2,12,92,2.50,1.01,1.04,14.4736,530.29,27011.3,4.7092,2.4193,5461,23.8802,120,37.0864,159313.1,53.21,31.9359,4965.0,8.6558
100000,0,1114,22.99,0.01,5.66,0.00,7.75,0.00,1.00,0.000,0.170,263725.2,146530.5,6,123,2.61,1.00,1.00,12.1339,803.75,21515.7,0.4314,3.8550,5462,13.2099,84,30.9011,140914.5,165.42,1.0034,4828.0,8.2788
100000,1,905,19.36,0.07,4.45,0.02,8.45,0.00,1.03,0.000,0.134,131350.1,67149.8,6,133,2.82,1.02,1.03,4.8478,595.30,27302.1,0.1123,3.4695,5461,13.2075,61,12.7626,54553.4,81.35,4.0729,3698.2,3.9690
100000,2,661,18.74,0.01,4.60,0.01,7.95,0.00,1.00,0.000,0.096,85021.0,38928.6,5,189,2.79,1.00,1.00,2.2472,226.05,36512.7,0.0117,3.1412,5461,13.2075,46,6.6142,27458.3,53.21,7.2510,2446.0,2.5036
