step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2560,0.8969,34226.6,900,868,925,767,21,18,19,20880,23423,28978,4775,5259,4525
2000,2540,0.8768,61988.6,1773,867,910,763,21,17,23,10412,12788,19086,5146,6174,5749
3000,2420,0.9285,72527.9,2687,765,878,777,18,17,26,5960,8452,13907,6566,7057,6283
4000,2468,0.6463,49496.0,636,1063,844,561,27,25,34,16863,18210,24746,4583,5143,4797
5000,2504,0.7037,59278.6,919,964,827,713,44,31,59,11721,15640,22884,4798,5621,4761
6000,2635,0.6899,66026.7,1211,946,953,736,44,37,55,11014,13926,20715,5096,5436,3511
7000,2881,0.5866,57253.6,758,1073,972,836,48,46,60,14575,17357,22987,4909,4485,3714
8000,3061,0.6139,60377.4,789,1095,1039,927,66,45,88,15234,17957,22042,4461,4155,3140
9000,2796,0.6255,59669.8,876,1192,914,690,47,40,80,16380,19733,24425,3730,3442,2125
10000,2805,0.6317,47135.7,761,1198,945,662,60,84,97,20532,24031,29988,3503,2690,2432
11000,2561,0.6009,36303.6,719,1086,878,597,76,88,124,24809,28675,33650,3542,2489,1802
12000,2066,0.6312,24307.2,717,962,632,472,79,120,113,29422,34881,38818,2958,2009,1541
13000,1469,0.6767,15860.4,777,785,431,253,74,92,92,31991,38499,41899,3568,1850,1410
14000,1076,0.7314,10850.1,899,699,221,156,59,88,81,33030,41685,45255,3342,1295,891
15000,799,0.6758,9533.8,893,611,131,57,27,80,42,33257,42697,46696,3210,1133,566
16000,807,0.5750,9387.2,761,631,120,56,21,81,54,33354,42643,46989,3059,959,459
17000,1150,0.4939,13218.6,535,790,208,152,40,134,120,31330,41699,46834,2536,523,273
18000,1518,0.4934,19685.4,554,903,307,308,70,137,159,28258,38673,44603,2706,597,411
19000,2076,0.4745,28919.6,550,1034,564,478,92,145,172,24144,33624,40206,3483,1417,1039
20000,2732,0.4945,43305.0,590,1238,836,658,140,118,159,19152,26150,33515,3571,2538,1675
21000,3329,0.5137,52752.4,637,1465,1056,808,153,122,137,15451,20412,27162,4529,3533,3233
22000,4086,0.4848,58370.3,610,1555,1413,1118,167,169,142,13832,16967,23323,4783,4503,3339
23000,4737,0.4598,59479.0,544,1807,1715,1215,182,171,172,13695,15549,22404,4847,4879,3627
24000,5014,0.4846,58335.8,540,1834,1808,1372,210,148,206,14163,14969,21196,5519,5523,3837
25000,5270,0.4133,53416.1,443,2142,1781,1347,208,160,231,14189,15152,20828,5306,6137,4683
26000,4966,0.4108,46273.1,399,1935,1731,1300,165,170,225,15616,16452,21562,5937,6238,4683
27000,4038,0.3757,26099.7,258,1396,1571,1071,139,173,179,25025,23913,25065,5924,5499,4321
28000,3626,0.4082,29508.7,300,1336,1347,943,124,105,186,25153,25862,26849,4691,4500,3972
29000,3520,0.4028,28933.8,324,1282,1293,945,100,126,162,27824,26833,27397,4548,4238,3117
30000,3153,0.4554,27293.9,367,1189,1102,862,116,106,128,30443,28670,28667,4065,3916,2896
