step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
56000,793,0.6015,5807.0,491,582,128,83,15,113,81,32258,43039,49327,4162,1749,1351
57000,1169,0.5466,8063.7,446,731,230,208,52,160,172,30844,42015,48996,4316,1378,981
58000,1775,0.5380,11066.3,424,988,456,331,96,181,191,29872,39563,47010,4685,1874,1091
59000,2131,0.5641,15133.0,483,1059,682,390,120,147,135,27611,34886,43093,5430,4194,2245
60000,2871,0.5367,23027.0,487,1213,1080,578,151,142,149,25491,29794,37797,5296,5166,3403
61000,3437,0.5490,33202.5,546,1378,1360,699,165,120,113,22932,24550,31584,5231,6099,3979
62000,3998,0.5280,41385.7,553,1504,1643,851,153,139,127,19073,20868,26947,5413,6338,4646
63000,4184,0.5287,46389.0,580,1523,1635,1026,170,145,155,16922,18859,23618,5866,6541,5116
64000,4178,0.5670,49278.5,638,1516,1521,1141,175,129,140,15192,16330,21980,6359,6932,5645
65000,4064,0.5696,53064.6,702,1500,1437,1127,163,150,152,14317,15319,20184,6772,6569,6163
66000,4178,0.5914,53080.5,699,1580,1381,1217,142,138,159,14469,15693,19555,7235,6912,5911
67000,4272,0.5744,49923.0,689,1585,1546,1141,132,131,153,16291,16493,20494,6687,7021,6069
68000,3809,0.6180,46798.4,707,1496,1285,1028,119,174,146,16660,18334,22767,6710,6831,5938
69000,3579,0.6074,47558.0,758,1362,1203,1014,144,133,152,17324,19584,23817,6158,6109,5664
70000,3521,0.5990,43066.7,720,1421,1262,838,132,117,128,20106,22289,26091,5670,5876,5090
71000,2997,0.5953,32003.7,680,1245,1033,719,107,114,136,24836,27767,31369,5434,5298,4454
72000,2155,0.6413,24827.7,768,984,675,496,92,101,156,27644,32148,35932,5019,4628,3654
73000,1663,0.6194,15944.2,679,957,405,301,78,103,147,31198,37040,40395,4619,3699,3045
74000,1032,0.6560,10280.2,788,713,193,126,52,91,100,32648,40638,44103,4525,2867,2418
75000,770,0.6403,7542.5,694,584,115,71,19,81,66,32695,42501,46621,4340,2239,1966
76000,787,0.6125,7162.1,636,568,136,83,15,115,83,32491,43023,47994,3729,1777,1700
77000,1107,0.5221,10689.1,564,710,201,196,26,160,176,31252,41724,47672,3466,1098,1166
78000,1643,0.5247,13625.2,527,938,376,329,66,182,193,29590,39558,46304,4127,1227,954
79000,2266,0.5110,18645.0,486,1090,669,507,108,142,184,27164,35269,43002,4781,2741,1645
80000,2846,0.5453,26597.8,507,1187,962,697,116,133,157,24730,29499,37320,5169,4129,2854
81000,3219,0.5499,38005.0,600,1246,1104,869,147,105,154,20961,23568,31101,5021,4986,3639
82000,3527,0.5410,45118.1,623,1328,1285,914,154,121,158,19146,19836,25917,5272,5246,4248
83000,3555,0.5364,54920.8,714,1426,1249,880,170,113,143,14277,15716,21865,5953,5725,4726
84000,3548,0.5629,59972.3,776,1441,1139,968,143,101,139,11753,13766,19341,6552,6242,4950
85000,3926,0.5499,56555.2,701,1505,1459,962,109,128,126,12370,13866,19875,7124,6578,4934
86000,3690,0.5669,58635.6,769,1406,1301,983,123,121,122,12184,13675,19381,7067,6495,5520
87000,3778,0.5876,57568.7,761,1437,1311,1030,135,126,121,12371,13954,20302,6761,6649,5478
88000,3543,0.5871,53100.3,782,1303,1321,919,120,117,133,13933,15896,22746,6311,6661,5485
89000,3405,0.5824,52130.4,790,1255,1304,846,123,121,87,15203,17224,23659,6085,6336,5173
90000,3009,0.6112,45412.5,764,1166,1100,743,100,92,92,17011,20864,27011,6495,6120,4965
91000,2915,0.5955,35661.5,729,1321,956,638,131,123,117,21277,26091,32279,5808,5260,4497
92000,2188,0.6458,25808.6,757,1055,655,478,130,98,113,24973,30834,37744,5581,4663,3835
93000,1559,0.6491,14436.7,742,869,443,247,64,128,116,29400,36899,43049,5295,3736,3169
94000,1033,0.6592,8818.3,699,704,190,139,47,116,98,31016,40452,46810,4792,2936,2435
95000,755,0.6291,8052.6,666,579,107,69,14,86,64,31416,41902,48602,3969,2276,1978
96000,750,0.5587,8942.3,677,532,145,73,11,126,73,31038,41940,49056,3438,1846,1711
97000,996,0.5351,11698.9,699,594,253,149,22,187,133,30239,41018,48615,3006,1351,1389
98000,1626,0.5923,15004.2,571,912,410,304,66,177,198,28183,38637,46944,3765,1670,1287
99000,2067,0.5298,19983.4,493,989,605,473,99,130,177,26110,34508,43071,4470,2733,1960
100000,2680,0.5175,33773.9,551,1114,905,661,123,133,189,21516,27302,36513,4828,3698,2446
