step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2729,0.9190,27839.3,908,866,968,895,20,26,28,22500,25523,29308,5534,4838,4353
2000,2714,0.9178,56165.7,1814,859,958,897,19,26,27,12709,15463,18664,5892,5299,5119
3000,2703,0.9415,70089.6,2695,837,950,916,21,25,28,7846,10453,12897,6434,5772,5717
4000,1998,0.7192,42306.3,662,769,680,549,23,24,17,19625,20968,23069,4459,5220,5155
5000,2142,0.7381,54383.6,942,830,706,606,45,25,46,14462,18074,22158,4655,4761,4906
6000,2203,0.7444,60969.8,1215,716,784,703,41,24,57,12505,15219,21226,4316,5056,4872
7000,2476,0.7023,51592.6,830,910,850,716,47,31,55,16832,17876,23080,5068,4997,4328
8000,2311,0.7161,50910.7,923,780,865,666,41,41,51,17971,18716,23765,4511,4754,4311
9000,2246,0.7453,51473.2,1032,858,742,646,62,49,66,18424,19563,23499,4691,4951,4358
10000,2050,0.7195,39835.7,894,747,764,539,49,43,70,22599,24058,27689,4490,4538,4380
11000,1697,0.7401,30754.0,984,748,500,449,48,40,63,25455,29544,31426,4998,3465,4084
12000,1415,0.7555,22019.4,968,690,394,331,44,42,54,29558,34070,35208,4233,3415,3757
13000,949,0.8462,13705.5,1149,488,223,238,40,31,49,33229,37880,39536,4046,2606,3197
14000,767,0.7614,9993.0,1069,482,168,117,34,42,32,34426,40684,42076,3724,2255,2478
15000,539,0.7625,7334.1,940,421,79,39,19,48,27,34651,42927,44975,3537,1755,1935
16000,528,0.6856,9026.0,897,421,74,33,9,51,32,32671,42755,45982,3573,1488,1649
17000,667,0.6147,13104.4,777,450,126,91,11,69,80,30646,40627,45057,3650,1296,1260
18000,1136,0.5924,20081.4,673,651,273,212,56,83,108,27710,37722,43138,3470,1505,1267
19000,1619,0.6133,28610.8,641,849,456,314,61,99,115,24735,32729,39461,3544,2559,1860
20000,2381,0.6077,37282.5,598,1056,809,516,72,94,129,21870,27603,36217,3459,3050,2379
21000,2756,0.5987,44895.4,638,1103,876,777,95,84,128,18674,24373,31636,4017,3260,3111
22000,3301,0.6013,51346.4,624,1220,1145,936,75,95,119,17609,21155,28935,3732,4198,3307
23000,3784,0.5711,46155.1,565,1310,1368,1106,98,116,134,17596,19573,26737,4403,5274,4222
24000,3405,0.4423,26250.6,330,1269,1229,907,140,144,142,21670,22886,28057,5708,5702,5414
25000,3375,0.4391,25907.4,290,1221,1327,827,152,155,138,25062,23492,26471,5320,5652,5138
26000,3665,0.4565,22129.5,259,1448,1349,868,164,150,175,26865,25226,26854,5497,5961,5494
27000,3647,0.4711,30094.5,404,1341,1281,1025,172,137,197,23839,24014,24419,5060,5685,5303
28000,3398,0.4650,23725.9,366,1260,1280,858,159,144,146,25744,26122,26930,5226,5938,5544
29000,3009,0.4736,23049.5,379,1117,1112,780,157,122,154,27402,28537,27015,5294,5681,5270
30000,2603,0.4833,17975.4,350,1071,859,673,147,143,179,29635,30818,30992,5690,5358,5470
31000,2068,0.5812,14332.3,436,955,638,475,117,122,139,30715,33648,34017,5524,5241,4843
32000,1553,0.6149,7180.5,332,727,483,343,85,107,118,33932,36809,37363,5909,5375,4746
33000,1388,0.5879,7273.1,416,772,334,282,89,96,152,34445,39230,39794,5380,4432,4190
34000,875,0.6251,5230.4,512,597,182,96,50,105,70,34513,41007,42305,5500,3778,3557
35000,678,0.6209,6163.2,614,555,78,45,15,56,42,33137,42104,44527,5270,3114,2902
36000,648,0.6451,7505.7,707,504,90,54,14,76,50,31563,41686,45479,5292,2635,2561
37000,1039,0.5159,8170.9,477,742,187,110,26,113,79,31165,40317,44794,5643,2468,2167
38000,1557,0.5202,12013.4,429,916,372,269,91,131,129,29486,37162,42362,5484,3730,2566
39000,1984,0.5600,15220.7,436,989,586,409,101,114,149,27719,34030,39841,5661,4496,3633
40000,2499,0.4526,16930.2,306,1059,814,626,113,127,146,27513,31006,36488,5900,5223,4378
41000,2871,0.4793,21230.0,350,1143,1054,674,138,143,120,25200,28035,33561,5662,5724,4637
42000,3103,0.4467,23905.6,328,1209,1103,791,141,120,168,24807,26173,29618,5618,5609,4955
43000,3586,0.4718,31385.8,385,1330,1276,980,149,133,170,22138,22327,26731,5921,5791,5284
44000,3739,0.4886,41535.0,496,1449,1253,1037,146,124,107,17896,18991,23598,5910,5713,5407
45000,3830,0.4937,43889.0,525,1500,1363,967,135,168,137,16900,18760,22854,5959,5542,5341
46000,4032,0.4660,38374.4,449,1372,1498,1162,159,144,173,18242,19223,22558,6282,6507,5704
47000,4077,0.5391,40191.2,512,1443,1596,1038,176,139,174,19192,19197,24647,5789,6292,5447
48000,4003,0.5473,42145.9,600,1499,1526,978,155,138,147,18894,19393,24590,6062,6202,5459
49000,3686,0.5974,36626.9,623,1350,1392,944,149,125,154,22246,21853,26594,6038,6145,5341
50000,3277,0.6524,29227.1,709,1298,1152,827,157,91,157,25004,25983,31125,5670,5653,4787
51000,2815,0.6355,23349.6,714,1193,868,754,129,75,135,28615,30154,34730,5052,4580,4228
52000,2300,0.6430,18014.8,655,1134,664,502,106,98,153,30552,34133,38854,5019,4270,3202
53000,1645,0.7283,11325.6,750,986,375,284,105,115,139,32441,38437,43040,4839,3533,2424
54000,1148,0.6873,7427.6,742,729,260,159,65,162,111,33235,41282,46262,4535,2628,1888
55000,738,0.5813,5008.4,540,584,103,51,21,79,46,32893,43140,48622,4634,2096,1570
