step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,797,34.33,0.63,6.20,0.14,11.34,0.04,1.25,0.018,0.168,465708.7,284553.0,10,67,3.38,1.25,1.26,34.0829,1358.50,31326.2,6.1950,1.5141,5462,27.0550,117,58.5786,365386.7,165.42,2.3522,2175.0,4.9169
10000,1,692,32.36,0.61,6.47,0.08,10.09,0.02,1.27,0.013,0.136,455485.1,268870.8,12,69,3.24,1.28,1.28,32.2376,1000.01,32506.1,7.4932,1.5826,5461,27.0501,166,59.3844,355920.4,81.35,20.1912,1983.4,4.8478
10000,2,432,34.61,0.59,7.09,0.00,11.13,0.02,1.21,0.012,0.093,306128.0,167917.3,6,62,3.49,1.24,1.27,18.5722,263.11,32981.7,3.7937,1.9315,5461,27.0501,248,37.8327,214284.3,53.21,35.1036,1888.0,3.2687
20000,0,916,28.09,0.14,5.22,0.06,9.23,0.00,1.04,0.001,0.154,215953.2,198963.7,4,94,2.87,1.04,1.05,14.2947,1540.27,28399.7,0.0065,2.7570,5462,9.1391,88,29.4556,156462.7,165.42,0.8244,1957.0,3.2435
20000,1,782,27.36,0.01,4.56,0.11,9.94,0.00,1.00,0.000,0.130,99842.4,82341.3,3,78,2.88,1.00,1.00,5.0700,1230.72,31061.7,0.0013,2.3629,5461,9.1374,108,12.3452,60847.1,81.35,4.3194,1822.7,1.4664
20000,2,513,27.95,0.05,4.57,0.27,10.86,0.00,1.02,0.000,0.093,63577.6,41487.6,2,67,3.04,1.01,1.02,2.0870,278.92,34593.7,0.0000,2.2184,5461,9.1374,197,7.5368,31958.1,53.21,8.1568,1574.5,0.9071
30000,0,905,26.97,0.62,6.01,0.03,6.46,0.02,1.25,0.014,0.136,417856.5,436158.9,10,108,2.30,1.22,1.26,41.0804,1020.24,22834.8,2.7504,1.4163,5462,18.7160,217,66.0067,354986.3,165.42,1.6267,2325.9,5.4858
30000,1,814,26.99,0.57,6.15,0.09,6.97,0.05,1.21,0.023,0.129,403989.4,398467.4,8,118,2.53,1.18,1.23,36.9694,735.67,24240.2,4.1956,1.8449,5461,18.7126,186,64.1301,337188.6,81.35,18.7079,2085.3,5.3500
30000,2,658,26.73,0.70,5.34,0.03,7.92,0.07,1.26,0.033,0.105,262314.0,257993.2,7,106,2.67,1.23,1.25,20.1811,476.49,26346.1,2.3816,2.8898,5461,18.7126,159,37.1284,197454.1,53.21,31.6246,1882.4,3.8335
40000,0,886,29.68,0.32,6.84,0.04,8.56,0.00,1.12,0.003,0.160,254721.7,129801.0,5,128,2.73,1.10,1.13,11.5914,1190.39,20140.9,0.4748,5.0334,5462,12.4507,68,25.8321,168092.9,165.42,0.7753,2318.1,3.6641
