step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2490,0.8924,36545.1,899,852,843,795,26,18,22,21986,25125,30398,2718,2857,2470
2000,2504,0.8574,67503.0,1722,827,850,827,28,16,32,10788,13980,20400,2889,3038,2875
3000,2491,0.8908,83122.0,2484,840,810,841,29,19,23,6081,8513,15023,2957,3501,3021
4000,2588,0.6179,51415.6,615,1081,842,665,27,19,27,18215,20095,26474,2182,2433,2856
5000,2482,0.6910,64456.5,976,925,811,746,34,27,45,12596,15388,24359,2341,2505,2449
6000,2467,0.7021,73895.5,1221,872,844,751,32,35,35,10901,13729,21182,2193,2466,2246
7000,3071,0.6291,53522.8,694,1148,991,932,43,55,46,16593,19609,25594,2821,2559,2173
8000,3018,0.6252,53978.1,748,1058,1138,822,40,60,65,16910,20083,28006,2136,2322,1870
9000,2792,0.6408,50668.6,867,961,901,930,42,58,95,19865,22964,27913,2256,1870,1991
10000,2829,0.6225,45671.2,718,1058,1082,689,68,56,94,23128,26405,29845,1697,1694,1430
11000,2345,0.6226,36134.2,731,1019,811,515,92,88,79,26183,31559,34744,1542,1157,1075
12000,1818,0.6353,26051.7,775,868,552,398,89,93,113,29456,36993,39689,1064,812,787
13000,1374,0.6441,16492.0,736,788,327,259,53,110,130,32415,41564,44246,973,409,337
14000,949,0.6333,8680.7,700,623,183,143,32,102,119,35243,44874,47683,851,151,115
15000,691,0.5876,7477.8,671,549,109,33,18,87,30,34886,45726,49395,718,59,29
16000,682,0.5293,8638.6,639,541,86,55,15,74,55,33589,45150,49717,682,38,12
17000,920,0.5207,11336.4,612,609,170,141,34,119,118,32236,43447,48864,904,31,3
18000,1372,0.5204,15203.4,518,779,342,251,99,121,151,30604,40572,46823,1407,412,149
19000,1774,0.5045,25103.0,608,856,514,404,108,100,152,27636,35393,42343,1740,840,331
20000,2462,0.4639,34817.1,559,1126,787,549,119,113,139,25351,29855,36485,1753,1302,563
21000,3210,0.4374,44722.4,555,1339,1142,729,113,129,129,21656,24633,31261,1946,1677,1129
22000,4052,0.4689,50564.1,547,1768,1459,825,151,144,136,19472,21955,28743,2258,1927,1270
