step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
40000,1,1011,17.36,0.33,3.00,0.00,7.85,0.01,1.12,0.003,0.129,145828.3,114049.3,3,160,2.59,1.07,1.15,8.1828,429.25,30993.3,0.0423,5.2200,5461,13.2404,47,10.5522,14282.8,81.35,4.0791,2101.2,7.8488
40000,2,742,17.44,0.41,2.77,0.00,7.81,0.00,1.14,0.000,0.094,87135.7,51941.8,3,198,2.56,1.08,1.19,2.7587,317.59,38898.2,0.0057,4.5045,5461,13.2404,16,4.6100,5819.2,53.21,7.3966,1440.6,3.6354
50000,0,1226,23.14,0.32,5.03,0.00,7.58,0.00,1.12,0.001,0.182,519105.1,398591.3,9,125,2.23,1.06,1.16,45.1851,1261.76,17950.3,18.9387,2.8343,5462,28.4861,61,59.1947,102123.8,165.42,2.9289,3699.6,38.9342
50000,1,1152,21.85,0.31,4.31,0.01,7.90,0.00,1.12,0.000,0.165,437048.0,315659.2,8,145,2.30,1.06,1.14,31.1038,1212.57,22039.5,18.2869,4.4040,5461,28.4809,41,46.6402,70981.5,81.35,15.8842,2740.2,32.1125
50000,2,777,18.41,0.28,3.33,0.01,7.78,0.00,1.09,0.001,0.101,299546.1,193748.7,6,153,2.46,1.06,1.13,16.1601,542.78,27983.4,10.3320,6.2405,5461,28.4809,52,26.7273,37117.6,53.21,29.9507,1797.0,19.8553
60000,0,1080,20.71,0.31,4.05,0.01,7.89,0.00,1.10,0.000,0.152,286880.2,181490.6,3,137,2.41,1.06,1.14,16.9919,1024.65,24044.6,1.1847,6.5376,5462,14.4418,41,25.2145,38297.5,165.42,0.7330,2911.8,18.2105
60000,1,1022,18.43,0.24,3.26,0.00,8.06,0.00,1.07,0.001,0.136,148641.6,81387.3,3,160,2.49,1.03,1.09,7.4555,827.84,29920.7,0.2201,5.2403,5461,14.4392,37,10.9802,15697.3,81.35,3.8604,2273.1,8.0036
60000,2,742,17.35,0.18,3.50,0.00,7.44,0.01,1.05,0.004,0.094,86983.0,42708.7,3,230,2.47,1.02,1.07,3.0659,233.34,39232.5,0.0464,4.6885,5461,14.4392,30,4.3601,4765.6,53.21,7.4683,1136.1,3.5535
70000,0,1222,22.98,0.50,3.90,0.00,8.49,0.00,1.21,0.000,0.179,457737.7,341971.3,8,123,2.24,1.10,1.27,41.0152,1689.43,19266.0,15.9532,3.0224,5462,27.2505,17,50.4830,83115.1,165.42,2.0886,2880.6,34.4920
70000,1,1234,21.28,0.48,3.89,0.00,8.01,0.00,1.16,0.001,0.176,504038.2,357473.4,9,132,2.25,1.06,1.19,41.8372,1206.40,20716.0,23.6718,4.2950,5461,27.2455,50,55.5199,91369.7,81.35,16.6207,2976.4,37.0552
70000,2,695,20.84,0.36,3.62,0.00,8.50,0.01,1.12,0.003,0.099,275778.0,172371.6,7,175,2.50,1.07,1.14,14.0464,268.26,26784.3,10.2323,6.2981,5461,27.2455,56,23.4223,26970.6,53.21,30.4035,1502.4,18.4892
80000,0,1115,21.45,0.31,4.53,0.00,7.58,0.00,1.11,0.003,0.158,288863.8,175370.7,6,150,2.28,1.07,1.12,18.2824,999.86,23424.8,0.5432,6.9362,5462,14.2317,28,25.6101,40836.0,165.42,0.7446,3029.1,17.7994
80000,1,930,17.63,0.28,3.11,0.00,7.70,0.00,1.09,0.001,0.118,149412.0,80024.3,5,191,2.46,1.04,1.10,7.8315,370.98,30972.2,0.2700,5.5532,5461,14.2291,26,10.4248,13102.7,81.35,3.9712,1468.5,8.0373
80000,2,767,15.65,0.19,2.25,0.00,8.26,0.00,1.07,0.000,0.094,83600.3,32513.0,6,258,2.57,1.04,1.10,2.2754,345.20,39309.0,0.0768,4.7603,5461,14.2291,25,3.7401,3538.5,53.21,7.5684,1095.8,3.2619
90000,0,1277,23.79,0.48,4.57,0.00,7.84,0.00,1.14,0.001,0.188,543985.2,410723.7,10,127,2.19,1.05,1.17,54.1410,2279.06,20043.8,17.6348,2.9446,5462,26.3625,40,65.2036,118363.4,165.42,2.6128,3544.9,40.0053
90000,1,997,23.44,0.36,4.04,0.00,8.75,0.00,1.10,0.000,0.150,403221.6,282744.4,12,140,2.26,1.06,1.12,30.8497,972.33,23050.0,18.3775,5.1580,5461,26.3577,45,40.4551,60851.4,81.35,15.1433,2558.9,29.0949
90000,2,771,19.21,0.37,3.48,0.00,8.31,0.01,1.11,0.004,0.107,269301.4,156919.2,6,156,2.60,1.07,1.11,11.6556,355.02,26009.3,11.2297,8.1127,5461,26.3577,31,20.9308,21175.1,53.21,31.7473,1307.1,16.6113
100000,0,1022,22.75,0.15,5.39,0.00,7.13,0.00,1.04,0.002,0.149,300206.0,180115.4,7,125,2.19,1.03,1.05,19.8775,1060.80,19865.1,0.8465,5.4682,5462,13.6603,48,29.0404,47611.4,165.42,0.7601,3936.6,19.6722
100000,1,873,19.62,0.09,4.57,0.00,6.83,0.00,1.03,0.001,0.114,136999.8,68539.7,6,142,2.27,1.02,1.03,6.3026,506.05,25948.4,0.2906,4.8832,5461,13.6578,35,9.6959,13058.0,81.35,4.0360,2885.6,7.4837
100000,2,639,18.08,0.14,3.84,0.00,7.18,0.00,1.03,0.002,0.082,83859.8,31979.8,6,189,2.45,1.02,1.04,2.1758,250.38,34223.1,0.1496,4.7209,5461,13.6578,38,4.2161,5042.8,53.21,7.5223,1638.8,3.1910
