step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1198,22.23,1.11,3.78,0.56,14.24,0.03,1.30,0.012,0.269,503883.2,194459.7,19,60,3.77,1.29,1.29,33.8548,1235.09,20532.3,10.9517,1.5356,5462,29.7581,111,60.8643,63627.1,165.42,2.5918,3503.0,38.2636
10000,1,945,24.67,1.47,3.03,0.48,16.40,0.04,1.30,0.011,0.233,471932.3,172173.6,21,84,3.79,1.28,1.33,29.3468,1167.12,24031.4,11.9323,1.6775,5461,29.7527,69,58.1166,54468.7,81.35,20.8976,2689.8,35.6931
10000,2,662,25.53,1.94,4.62,0.32,14.90,0.03,1.44,0.018,0.164,328798.0,99340.2,16,97,3.85,1.42,1.47,16.9385,710.23,29988.3,5.0272,1.9955,5461,29.7527,113,37.3133,30578.6,53.21,35.4704,2431.6,23.4144
20000,0,1238,25.25,0.46,5.87,0.09,8.58,0.01,1.17,0.006,0.213,304837.2,194069.2,5,140,3.13,1.15,1.15,18.4755,1530.88,19152.1,0.4449,2.1036,5462,13.6967,48,33.0004,40965.9,165.42,1.0831,3570.8,24.1185
20000,1,836,24.14,0.50,5.02,0.04,9.78,0.01,1.16,0.005,0.146,135315.3,68213.3,4,118,3.28,1.11,1.18,5.9538,904.91,26150.0,0.2151,3.4543,5461,13.6942,67,11.5563,10882.7,81.35,4.1896,2537.8,8.9537
20000,2,658,22.45,0.34,4.64,0.05,9.24,0.00,1.10,0.003,0.108,91833.8,38165.6,3,159,3.13,1.07,1.11,2.8832,441.58,33515.0,0.0724,3.2812,5461,13.6942,42,6.7476,6278.0,53.21,7.7566,1675.2,5.2675
30000,0,1189,19.89,0.23,4.35,0.00,5.98,0.00,1.10,0.000,0.144,526760.4,665848.1,2,116,2.01,1.07,1.13,55.2300,2033.60,30443.0,7.3375,1.0466,5462,25.0826,72,66.5561,118032.0,165.42,2.2908,4065.1,39.6731
30000,1,1102,20.31,0.22,3.80,0.03,7.07,0.00,1.08,0.000,0.141,501831.0,621946.6,2,106,2.06,1.02,1.11,49.8458,2331.73,28670.0,10.2717,1.5627,5461,25.0780,88,62.0729,102945.9,81.35,19.2815,3916.4,38.0243
30000,2,862,19.44,0.42,3.96,0.02,7.50,0.00,1.16,0.001,0.117,337077.2,402545.6,2,128,2.46,1.12,1.20,28.8108,821.61,28667.0,5.1157,2.0784,5461,25.0780,83,39.1729,58584.3,53.21,32.1804,2895.6,25.5995
40000,0,1186,21.22,0.19,4.53,0.02,7.56,0.00,1.07,0.001,0.167,290256.3,227002.9,3,132,2.33,1.04,1.10,18.5535,1231.48,23710.3,0.3957,5.7819,5462,13.2429,33,27.7435,45316.0,165.42,0.8570,3068.4,18.5276
