step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2050,0.651,0.611,7.97,32828,25704,3472,405,2627,46355,1096562.8,367004.1,0.333,0.342,0.165,0.160,100,28.76,21.73,1.62,5.49,3.01,7.43,2.48,6.30,21.25,16.59,0.03,0.30,0.083,0.190,911,0.040,0.081,0.909,0.001,0.009,188814,183317,24,0.419,0.162,0.213,6159910,0.271,2.630,0.051,4.53,57776,485,7.917,0.319,0.147,9232412,1.34,8.06,0.243,0.186,0.017,5.1,24.1,58.5,153.7,58158,0.222,0.00,0.0025,0.045,539,0.957,0.000,0.663,0.827,4.49,5.94,5.43,0.12,0.042,1.40,1.38,1.31,0.959,0.00030,1.87,65.0621,2144.08,74346.0,140185.7,22.198,92.1835,180.245,0.000,1.000,0.004,69.5,81.532,247.242,721,3219.2,50.73,24.032,113.799,4336.3,51.410,0.133,2.00,19.4320,39835.7,0.7931,0.4420,28.37,0.974,0.137,1.5345,0.0000,0.485,0.121,0.419,0.0000,7.65,1.19,6,26,51,81,78.9072,2.0208,0.7195,0.0000,0.0000,61.0609,100.00,49.4546,437.9343,13407.4,47.9528,46.6120
20000,2381,0.835,0.316,6.26,20435,16868,1166,509,1561,34650,460060.0,117805.1,0.216,0.501,0.155,0.128,210,22.78,20.75,0.20,1.73,1.25,5.16,0.31,2.35,19.51,15.97,0.01,0.11,0.033,0.127,575,0.106,0.157,0.828,0.003,0.013,60703,58049,8,0.805,0.012,0.030,1701414,0.259,1.952,0.022,9.74,17888,545,3.400,0.214,0.157,4962507,1.04,10.21,0.187,0.105,0.003,4.9,12.3,59.8,120.5,50664,0.193,0.00,0.0010,0.070,516,0.785,0.000,0.609,0.672,4.11,4.95,5.69,0.02,0.010,1.05,1.03,1.04,0.787,0.00075,2.03,17.9590,1769.86,85689.8,140185.7,0.853,22.6451,80.856,0.000,1.000,0.015,73.7,38.583,64.949,273,1003.4,50.30,5.064,32.600,1940.9,18.123,0.134,2.00,15.6583,37282.5,0.8905,0.4976,21.28,1.008,0.171,0.4655,0.0000,0.429,0.080,0.155,0.0000,7.79,0.96,5,13,49,81,36.1004,0.7046,0.6077,0.0000,0.0000,13.2996,100.00,93.9402,269.0102,8889.0,17.7495,18.2014
30000,2603,1.250,0.585,16.46,111324,65073,548,38749,6732,1332275,1114946.8,1217442.2,0.114,0.670,0.137,0.079,118,25.95,18.29,0.27,1.60,5.56,6.62,0.07,0.82,7.59,7.14,0.01,0.10,0.181,0.158,1711,0.017,0.072,0.915,0.000,0.013,413540,356609,4,0.464,0.478,0.018,1191864,0.158,2.527,0.047,6.26,152725,348,0.914,0.166,0.435,21786539,1.12,5.02,0.222,0.722,0.003,4.0,23.9,49.9,137.9,35105,0.134,0.00,0.0056,0.111,673,0.834,0.000,0.773,0.732,2.86,3.73,3.85,0.02,0.009,1.14,1.11,1.13,0.855,0.00338,2.56,102.9822,3119.66,91444.1,140185.7,11.925,110.1461,194.880,0.000,1.000,0.002,53.9,73.190,245.593,426,1719.6,41.44,8.053,136.779,4574.1,76.096,0.135,2.00,6.9057,17975.4,1.0424,0.5428,13.49,1.871,0.296,1.5345,0.0000,0.498,0.141,0.481,0.0000,5.02,1.07,3,12,25,64,62.8249,1.5688,0.4833,0.0000,0.0000,54.1602,100.00,66.3692,458.3628,16518.6,39.7229,38.9599
40000,2499,1.232,0.512,18.69,39264,26863,94,12093,318,496956,423778.1,370392.9,0.128,0.728,0.103,0.042,190,24.54,15.78,0.23,1.50,4.61,6.28,0.15,1.28,9.35,10.68,0.00,0.02,0.174,0.192,1447,0.051,0.098,0.879,0.000,0.022,99241,79381,8,0.567,0.193,0.028,253441,0.137,2.303,0.041,8.46,50475,411,0.745,0.174,0.378,8597359,1.09,4.03,0.280,0.623,0.000,5.1,24.0,44.5,148.0,35838,0.137,0.00,0.0018,0.096,626,0.728,0.000,0.669,0.611,2.77,3.88,3.99,0.01,0.003,1.07,1.11,1.09,0.746,0.00213,1.12,22.1657,2816.65,95006.8,140185.7,0.016,29.6474,80.788,0.000,1.000,0.003,50.0,33.100,68.889,364,1236.0,46.07,6.218,38.925,3959.2,19.421,0.134,2.00,6.7748,16930.2,0.9081,0.5028,14.34,1.765,0.365,0.4655,0.0000,0.547,0.159,0.612,0.0000,4.88,0.96,3,13,25,81,27.6409,0.1381,0.4526,0.0000,0.0000,12.7452,100.00,96.9963,228.8083,15501.2,15.0023,15.1040
50000,3277,0.703,0.537,21.33,94127,55132,388,34520,3309,1163273,1072828.5,1222609.5,0.124,0.658,0.155,0.063,80,23.86,18.06,0.32,2.07,6.15,8.25,0.08,0.68,7.58,8.28,0.01,0.13,0.172,0.199,1761,0.068,0.075,0.913,0.000,0.012,410591,349920,15,0.114,0.619,0.022,457572,0.212,2.767,0.040,6.03,216422,430,1.051,0.182,0.374,22584674,1.12,6.00,0.309,0.501,0.002,3.2,21.1,50.0,130.0,46291,0.177,0.00,0.0043,0.076,827,0.852,0.000,0.779,0.772,2.81,3.84,4.08,0.01,0.007,1.13,1.13,1.13,0.870,0.00206,2.12,103.5303,3052.53,82112.3,140185.7,13.208,115.3043,187.977,0.000,1.000,0.000,65.1,67.278,246.342,344,1441.4,95.08,7.648,140.716,3994.4,74.636,0.135,2.00,8.9189,29227.1,1.1559,0.6145,14.13,1.601,0.508,1.5345,0.0000,0.564,0.171,0.681,0.0000,5.40,1.34,3,14,25,81,58.3360,2.1955,0.6524,0.0000,0.0000,52.2083,100.00,61.4216,434.6676,16110.5,37.1309,37.0700
60000,2871,0.794,0.420,17.55,43424,29638,618,10570,3004,368361,461680.0,307605.9,0.061,0.659,0.194,0.086,184,17.36,13.68,0.22,1.87,5.25,6.57,0.04,0.45,6.35,6.65,0.00,0.07,0.207,0.239,1480,0.123,0.110,0.877,0.000,0.013,102948,82202,9,0.324,0.069,0.009,348415,0.184,2.262,0.031,11.68,49725,489,0.835,0.144,0.310,8795697,1.08,9.29,0.263,0.502,0.000,2.0,14.0,32.0,124.0,34056,0.130,0.00,0.0025,0.102,578,0.668,0.000,0.717,0.589,2.64,3.47,4.33,0.00,0.001,1.07,1.10,1.08,0.681,0.00147,2.78,19.8309,1816.70,93081.9,140185.7,0.433,22.6583,90.454,0.000,1.000,0.029,55.9,39.109,60.857,194,649.5,64.89,3.662,34.668,3986.7,20.888,0.136,2.00,8.0205,23027.0,1.1299,0.5361,11.86,1.348,0.542,0.4655,0.0000,0.522,0.160,0.392,0.0000,6.10,1.81,2,13,21,62,33.4965,1.3794,0.5367,0.0000,0.0000,12.3946,100.00,98.6797,263.5042,13864.9,14.3198,14.5444
70000,3521,0.783,0.471,20.41,97638,56121,2208,29661,8998,668881,1025802.8,795150.1,0.086,0.637,0.178,0.100,93,20.48,13.04,0.18,1.52,5.41,6.01,0.08,2.08,6.97,6.42,0.00,0.05,0.184,0.193,1463,0.069,0.111,0.874,0.001,0.014,312752,261136,14,0.218,0.321,0.009,306300,0.216,2.457,0.037,6.41,154296,403,1.189,0.154,0.298,24104417,1.07,7.50,0.407,0.390,0.001,2.9,24.0,32.0,94.0,44496,0.170,0.00,0.0042,0.071,838,0.854,0.000,0.719,0.689,2.39,3.59,4.22,0.00,0.002,1.06,1.08,1.08,0.865,0.00121,2.48,72.1782,2680.38,68486.0,140185.7,25.451,92.7728,193.772,0.000,1.000,0.000,75.0,76.383,244.645,266,1021.4,69.99,7.094,131.004,3755.3,72.937,0.135,2.00,12.2314,43066.7,1.2422,0.6467,12.64,1.520,0.560,1.5345,0.0000,0.582,0.199,0.534,0.0000,5.69,2.07,3,16,16,121,68.2178,3.9185,0.5990,0.0000,0.0000,51.8639,100.00,54.2637,463.2904,16635.8,34.2005,33.9234
80000,2846,0.852,0.387,18.89,46207,32701,1012,9286,3883,329982,476499.5,289595.3,0.069,0.681,0.165,0.085,182,18.65,13.39,0.02,0.31,4.70,5.82,0.04,0.98,8.09,7.35,0.00,0.00,0.156,0.182,1184,0.061,0.119,0.865,0.000,0.015,100169,80671,13,0.471,0.077,0.004,82373,0.214,2.155,0.030,10.80,50255,439,0.878,0.171,0.305,8762915,1.01,11.16,0.376,0.431,0.000,2.8,15.4,32.0,72.0,36543,0.139,0.00,0.0021,0.087,697,0.651,0.000,0.666,0.550,2.70,3.36,5.15,0.00,0.001,1.01,1.01,1.01,0.663,0.00130,2.70,21.1677,1710.52,91549.0,140185.7,0.179,22.7471,93.346,0.000,1.000,0.020,61.3,40.561,61.354,231,909.9,79.39,3.462,35.649,3462.3,22.677,0.134,2.00,9.3457,26597.8,1.0225,0.5298,12.84,1.364,0.641,0.4655,0.0000,0.450,0.192,0.252,0.0000,6.87,2.84,3,16,18,57,35.7973,1.0701,0.5453,0.0000,0.0000,12.3894,100.00,95.7665,270.3768,12151.6,14.5516,15.0000
90000,3009,0.813,0.512,21.78,87287,55525,2694,20583,8322,609073,984871.1,666582.7,0.078,0.676,0.145,0.101,97,23.35,12.16,0.07,0.86,6.19,5.66,0.08,1.75,7.41,6.55,0.00,0.00,0.203,0.176,1124,0.074,0.114,0.879,0.000,0.007,261594,217642,14,0.230,0.197,0.003,180480,0.229,2.645,0.042,6.31,134241,403,1.094,0.165,0.270,23145368,1.02,5.90,0.521,0.327,0.000,4.6,32.0,32.0,96.0,41388,0.158,0.00,0.0044,0.064,743,0.861,0.000,0.661,0.668,2.38,3.72,4.47,0.00,0.000,1.01,1.03,1.02,0.871,0.00123,2.09,66.6880,2536.95,64885.9,140185.7,28.748,92.9498,182.704,0.000,1.000,0.000,67.2,71.645,245.543,386,1606.9,96.16,7.494,127.724,4032.2,68.916,0.135,2.00,15.0922,45412.5,1.2792,0.5724,13.75,1.647,0.523,1.5345,0.0000,0.523,0.215,0.458,0.0000,5.48,2.15,4,16,16,120,65.1836,2.7541,0.6112,0.0000,0.0000,53.3054,100.00,50.2366,434.3592,17579.8,33.2244,32.6816
100000,2680,0.987,0.384,19.05,43039,31389,1033,7697,3249,290416,468327.2,252594.3,0.064,0.726,0.123,0.087,190,20.71,13.59,0.03,0.71,4.99,5.54,0.01,0.20,8.04,6.14,0.00,0.00,0.166,0.175,1028,0.164,0.129,0.855,0.000,0.016,88559,73121,6,0.448,0.146,0.002,55049,0.238,2.116,0.030,10.47,43026,410,0.870,0.184,0.270,9141434,1.01,8.97,0.439,0.373,0.000,3.7,22.8,32.0,105.8,35010,0.134,0.00,0.0022,0.096,661,0.664,0.000,0.581,0.528,2.72,3.39,5.16,0.00,0.000,1.01,1.01,1.01,0.674,0.00123,2.65,19.2288,1625.10,85330.5,140185.7,0.555,23.1631,90.729,0.000,1.000,0.017,57.7,39.625,62.058,191,712.5,39.04,3.977,36.187,3674.5,22.293,0.135,2.00,12.6022,33773.9,1.1558,0.5233,13.06,1.482,0.614,0.4655,0.0000,0.426,0.147,0.397,0.0000,6.38,2.72,4,16,16,67,35.5550,0.7775,0.5175,0.0000,0.0000,12.3274,100.00,94.8172,279.0685,10972.1,14.0906,14.7513
