step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,1871,0.8413,35177.4,872,654,645,572,21,13,15,24010,26482,31788,1645,1786,1519
2000,1843,0.8247,59279.1,1667,636,638,569,15,16,19,14557,17400,22834,1768,2069,1796
3000,1876,0.8534,71518.2,2385,679,626,571,17,17,19,9492,12884,17957,1881,2400,2200
4000,1928,0.5379,43226.5,552,766,558,604,10,20,25,21673,24055,26520,1229,1674,1366
5000,2138,0.5178,51361.0,674,744,881,513,33,30,41,18551,22000,25024,1454,1245,1305
6000,2271,0.5535,61833.8,827,908,726,637,49,47,59,16019,18469,22734,1391,1211,1223
7000,3060,0.4559,52976.1,527,1256,1123,681,87,78,81,18699,21341,25869,1355,1145,1106
8000,3077,0.4797,48111.1,525,1324,1006,747,96,76,88,20932,22191,27276,1568,1170,1095
9000,2764,0.4750,41232.6,549,1301,853,610,101,87,93,23913,25462,30238,1439,1084,1029
10000,2397,0.4877,33460.0,541,1065,802,530,80,83,108,26775,29300,34399,1144,979,786
11000,2171,0.5067,24677.9,491,985,662,524,77,115,119,30291,33921,38962,972,826,529
12000,1815,0.4672,13402.3,351,874,569,372,101,99,122,34816,39785,43344,814,564,320
13000,1338,0.5030,9935.5,389,796,326,216,70,127,128,36467,42439,45843,602,225,97
14000,854,0.4625,7040.5,437,602,148,104,36,99,87,37509,44216,47719,452,105,36
15000,735,0.4884,7005.7,465,539,137,59,14,122,56,36366,45255,49255,287,30,13
16000,782,0.4488,7008.3,414,538,154,90,26,126,86,35708,44715,49594,318,23,6
17000,1144,0.4510,9102.0,406,660,290,194,41,186,157,35210,43401,48556,383,24,10
18000,1670,0.3910,11195.7,312,850,414,406,97,140,220,34345,41116,46689,633,134,88
19000,2383,0.3785,14680.0,265,1112,695,576,132,131,220,34099,38396,43675,723,338,140
20000,3276,0.3623,19260.1,246,1393,1101,782,141,156,145,32792,35006,39849,822,562,448
21000,3923,0.3869,28497.9,291,1557,1357,1009,160,140,166,29191,30984,36394,838,788,448
22000,4397,0.3805,32615.8,307,1690,1548,1159,151,155,175,26856,28309,34186,824,985,522
23000,4626,0.3638,37383.1,320,1729,1728,1169,142,148,163,24998,26198,32000,877,1039,612
24000,4887,0.3337,30280.5,253,1740,1827,1320,129,158,210,25970,27616,32284,1052,1247,774
25000,4716,0.3607,32001.7,251,1708,1812,1196,144,134,166,26320,26853,31638,1055,1195,737
26000,4463,0.3435,34933.8,279,1516,1750,1197,132,153,139,26039,25584,29110,1253,1288,756
27000,3821,0.3418,35580.4,303,1329,1502,990,110,128,135,26147,25390,28010,1226,1280,847
28000,2950,0.4186,50569.2,487,1070,1131,749,113,106,134,23064,22998,25580,1071,932,718
29000,2743,0.4477,66363.9,716,1106,890,747,125,94,131,17532,19703,22809,939,736,515
30000,3001,0.4069,54605.0,566,1299,960,742,167,102,152,20153,23212,25956,840,814,412
31000,2541,0.4337,36833.1,502,1124,855,562,126,122,130,28385,30726,32750,756,458,282
32000,1858,0.4720,27326.1,587,911,544,403,109,122,184,32602,35618,37683,526,327,102
33000,1363,0.5026,19589.3,627,776,343,244,113,106,141,34103,39385,41573,462,129,53
34000,854,0.4930,10503.5,630,541,182,131,37,106,115,37690,43388,45290,330,48,31
35000,727,0.4732,6783.9,469,536,124,67,17,107,64,37509,45323,47901,284,20,10
36000,735,0.4544,7987.6,498,524,140,71,13,123,71,35512,45359,49040,195,15,7
37000,1099,0.4049,10163.6,462,647,263,189,34,202,165,34180,43747,48461,303,33,8
38000,1527,0.4145,12112.6,372,758,474,295,106,160,168,33853,41294,46954,495,188,42
39000,1840,0.4114,23083.2,447,752,622,466,109,88,144,30136,36397,42522,607,343,143
40000,2206,0.3808,38902.0,567,811,769,626,101,67,107,25217,28409,35051,823,545,383
41000,2556,0.3967,54732.9,664,996,869,691,99,76,106,22224,20926,26354,1020,715,447
42000,2686,0.4133,66912.9,745,943,975,768,99,86,110,17746,17117,20398,1019,929,610
43000,3004,0.4021,72485.0,731,1013,1070,921,98,80,106,14515,14920,17649,1140,956,707
44000,3050,0.4380,75569.8,774,1107,1071,872,106,106,125,14764,13460,16155,1169,807,680
45000,3096,0.4083,77873.4,790,1097,1149,850,96,83,126,14318,12912,15284,1145,1027,699
46000,3084,0.4167,78008.5,846,1095,1164,825,115,101,106,12683,12591,15697,1101,969,708
47000,2940,0.4354,78104.7,882,1113,1036,791,122,92,113,13458,12934,16049,964,904,618
48000,3015,0.4119,75665.3,857,1163,1038,814,110,82,114,15628,14323,16361,936,872,568
49000,2860,0.4196,72337.3,881,1166,1000,694,117,88,92,16388,15830,18765,893,675,482
50000,2668,0.4501,67611.0,909,1097,935,636,132,84,120,19237,18665,20993,715,597,284
51000,2358,0.4432,53950.5,870,984,850,524,129,85,124,24357,24607,26314,570,464,255
52000,1881,0.4923,42091.4,914,942,556,383,128,83,137,27372,29754,32773,538,240,110
53000,1349,0.5219,28336.3,962,778,341,230,97,87,108,32013,35808,38951,345,101,71
54000,885,0.4893,16737.7,887,616,177,92,57,91,78,35535,40600,43544,372,50,28
55000,676,0.4645,12534.1,804,529,93,54,22,67,48,35428,42943,46696,271,25,9
56000,725,0.4593,11425.7,658,513,127,85,17,116,81,34544,43281,48105,230,12,3
57000,994,0.4638,13248.6,665,598,205,191,23,163,168,33630,41979,47562,277,27,9
58000,1526,0.4364,18878.1,581,767,421,338,74,192,213,31359,39249,45452,377,128,50
59000,1819,0.4046,31589.8,626,781,640,398,110,125,188,26745,33102,40526,501,347,145
60000,2064,0.3886,49288.5,774,780,802,482,121,114,152,21776,24654,32490,611,653,262
61000,2491,0.3705,63962.7,765,942,970,579,160,91,127,18042,17893,23904,788,707,308
62000,2681,0.3652,72543.6,799,979,1038,664,142,104,116,15432,15237,19325,773,919,433
63000,2859,0.4022,82880.1,879,1041,1067,751,135,107,124,12187,12570,16546,715,935,456
64000,3068,0.3843,81527.9,853,1139,1087,842,131,97,132,12546,12056,14204,933,883,490
65000,3039,0.4093,83947.4,916,1199,1071,769,131,91,122,11894,12085,13593,791,930,622
66000,3090,0.4450,88405.3,956,1177,1097,816,113,102,118,10783,11801,13898,822,801,527
67000,3259,0.4084,79177.1,867,1214,1193,852,143,107,151,13297,13624,14961,917,865,558
68000,3188,0.4012,77552.6,876,1147,1240,801,130,124,137,14050,14816,16821,839,861,408
69000,2868,0.4446,74074.8,965,1063,1116,689,128,135,138,15032,17697,18917,702,693,337
70000,2692,0.4231,66252.1,898,1059,977,656,116,102,148,18075,20467,21168,738,644,323
71000,2331,0.4376,56795.0,911,952,835,544,120,101,125,22240,24947,25074,603,511,141
72000,1818,0.4868,45111.2,1008,848,550,420,122,91,150,26090,30412,30549,540,198,80
73000,1327,0.5124,29305.8,976,758,383,186,113,79,93,31594,37028,36471,410,173,67
74000,897,0.5061,17600.1,995,598,180,119,61,87,96,35181,41566,42008,280,58,42
75000,674,0.5148,11497.8,839,497,110,67,20,91,67,35892,44263,45670,264,37,14
76000,694,0.4611,11733.1,699,465,132,97,13,114,95,34592,44150,47079,211,27,18
77000,1112,0.4379,15097.7,631,645,266,201,17,202,180,32767,42425,46522,219,30,21
78000,1529,0.4317,19549.5,593,789,407,333,91,179,222,31021,39724,44753,354,89,37
79000,1877,0.4070,31645.6,672,871,568,438,123,144,168,26289,34246,40587,546,195,78
80000,2306,0.3838,50487.6,781,1010,773,523,118,109,141,19845,25706,32827,660,438,193
81000,2716,0.3759,64084.6,755,1168,918,630,133,81,122,16849,18989,25766,775,573,312
82000,2875,0.3673,73295.0,824,1179,989,707,140,74,117,13767,15651,21640,755,743,364
83000,3200,0.3866,76015.0,821,1226,1146,828,157,113,117,12719,14257,19670,765,774,466
84000,3433,0.3967,80169.6,827,1277,1275,881,172,109,126,11174,12789,18383,822,809,470
85000,3437,0.4254,81960.4,843,1320,1283,834,135,115,124,10310,11980,17748,890,810,589
86000,3356,0.3981,82285.9,890,1258,1253,845,175,124,149,10543,12054,17189,764,881,529
87000,3361,0.4070,81653.2,873,1263,1279,819,152,134,136,11354,12812,17807,796,696,502
88000,3190,0.4266,78362.3,899,1228,1208,754,144,117,123,12240,13379,19363,801,785,427
89000,3078,0.4379,72422.9,904,1203,1094,781,152,114,134,13029,16212,23011,670,637,405
90000,2743,0.4415,67243.5,941,1132,913,698,146,112,127,15694,18950,25793,684,472,317
91000,2383,0.4557,57477.6,928,1045,801,537,126,92,108,20093,22496,28922,605,347,164
92000,1877,0.5035,46653.0,997,932,558,387,120,82,101,23535,28477,33796,453,150,83
93000,1334,0.5667,29209.4,1025,761,331,242,90,90,119,30473,35998,39889,314,85,76
94000,903,0.5493,17003.4,953,603,194,106,56,114,78,34372,40680,44673,326,34,39
95000,624,0.5401,11655.5,884,435,110,79,15,97,77,35016,43366,47756,216,16,11
96000,598,0.4498,11515.7,751,408,99,91,7,95,88,34034,43363,48717,161,9,4
97000,984,0.4543,16354.5,750,525,260,199,27,187,168,32185,41273,47377,221,12,23
98000,1475,0.4271,19190.9,627,704,442,329,61,192,221,31122,38874,45310,408,104,35
99000,1800,0.4133,29597.3,623,729,652,419,104,135,189,28492,33930,40778,463,287,102
100000,2036,0.3934,48222.9,781,768,754,514,133,111,151,22002,25741,32453,715,419,165
