step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,11108,8140,130044,789698,754698,649431,10223,57686,1875,0,235098,5205957,182502.287,69743.819,0.2695,65783.997,0.217,0.282,0.210,0.292,0.650,0.324,867,0.0208,0.6983,0.102,14.4,44.5,83.0,45.65,3.56,5.25,3.88,32.96,7.84,1.021,0.118,0.051,0.052,22.976,0.656,0.0024,134,442,1847,9261,151,0,0.000,5825,3445,2988,4675,744,3592,6772,0.00,0.73,12546,34.6672,65906,9752,540095,2917.5,-0.0,468388,59.178,2630837.750,1.35e-14,0.00093,30.00,237550,89.683,1.537,87.375,0.771,89.684,8618,845,1645,0.4629,0.837,1.011,1.217,1.012,0.921,1.121,37160.490,11519.902,178385.313,37845.471,32055.501,2677.012,497.306,785.504,0.706,0.575,0.547,0.876,0.728,0.655,7683,59365,0.6930,0.6729,0.6472,0.9998,0.0521,0.0457,0.5592,0.7411,0.8080,0.0900,0.0428,0.0186,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15164,0.9998,0.7759,0.7025,0.9989,0.0521,0.0457,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9900,5.0997,5.1502,0.1232,0.2685,0.2357,0.520,0.655,0.605,0.572,8977,0.1800,0.0104,0.0121,0.00240,0.00160,0.00147,23.43,27.32,27.28,822.5552,0.0207,69.1371,36.3993,22.7783,1081611,1531720,0.7310,0.0059
2000,13409,3389,50087,121540,112193,70856,597,18843,2514,0,316695,2288049,40282.481,16861.297,0.2761,11396.150,0.151,0.506,0.164,0.178,0.553,0.325,1576,0.0461,0.6548,0.103,13.9,43.4,81.9,43.26,2.52,7.56,2.03,31.15,7.90,1.054,0.185,0.116,0.122,10.857,0.337,0.0026,129,1019,1049,14810,73,0,0.000,6932,1022,2550,9837,718,1335,11356,0.00,6.40,12798,14.5232,62030,9160,498316,4355.3,-0.0,529982,21.874,2630837.750,3.26e-14,0.00071,25.34,38580,24.961,1.531,22.681,0.748,24.961,4167,3526,5716,0.3742,0.869,1.031,1.265,1.081,0.917,1.118,15937.250,12363.289,16289.769,15815.069,19573.793,2299.503,1757.930,1407.714,0.561,0.541,0.559,0.676,0.540,0.567,12549,18400,0.6019,0.3376,0.4327,0.9992,0.0536,0.0525,0.5470,0.7511,0.8180,0.1264,0.0252,0.0158,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6369,0.9982,0.6912,0.7122,0.9980,0.0536,0.0525,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9224,4.7464,4.9646,0.0600,0.1536,0.1263,0.232,0.312,0.274,0.279,1660,0.0978,0.0037,0.0026,0.00250,0.00103,0.00082,26.91,28.45,28.10,3995.5066,0.0462,35.6556,13.3459,8.5285,1092107,1526636,1.5506,0.0539
3000,11655,4766,60623,157855,145246,96470,762,20589,2654,0,331154,3401425,52199.060,21806.780,0.2670,16280.217,0.090,0.646,0.105,0.159,0.572,0.310,1943,0.0743,0.6703,0.096,13.2,41.9,76.6,37.71,3.60,8.93,0.95,24.24,7.50,1.108,0.211,0.281,0.292,16.940,0.317,0.0025,103,378,1156,16727,118,0,0.000,6411,49,1744,9862,208,1734,9713,0.00,6.65,13189,15.1192,44343,12229,462166,3012.7,-0.0,579408,16.838,2630837.750,7.61e-15,0.00159,14.43,50730,27.623,1.545,25.570,0.508,27.623,5350,2227,4078,0.3186,0.922,1.060,1.371,1.124,0.952,1.173,12031.646,14186.513,33653.989,11993.792,22831.497,1717.134,1705.642,2103.787,0.700,0.491,0.533,0.801,0.409,0.477,12473,33173,0.7214,0.3493,0.4425,0.9993,0.0439,0.0473,0.5357,0.9431,0.9257,0.1570,0.0275,0.0156,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4558,0.9990,0.8194,0.7661,0.9975,0.0439,0.0473,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0248,4.9723,5.0982,0.0870,0.1034,0.0864,0.181,0.148,0.186,0.091,1403,0.0794,0.0048,0.0027,0.00233,0.00084,0.00089,22.90,27.14,27.32,17744.7660,0.0499,35.1028,6.5865,10.2516,1088388,1527483,2.3055,0.1095
4000,9711,4719,60280,149514,136819,88636,598,17286,2541,4,332282,3899848,49442.783,21110.055,0.2836,15219.367,0.090,0.709,0.080,0.120,0.599,0.293,1497,0.0861,0.6593,0.094,14.9,42.9,75.3,37.72,3.62,9.58,1.08,23.44,7.46,1.120,0.224,0.356,0.364,25.507,0.390,0.0021,88,379,1655,18348,173,0,0.000,5718,70,1878,7763,317,1297,8097,0.25,6.71,14819,15.9999,31351,11986,433149,2436.0,0.0,620338,17.013,2630837.750,1.73e-14,0.00123,37.93,49484,26.365,1.544,24.458,0.363,26.366,4812,1883,3016,0.3225,0.928,1.062,1.402,1.140,0.960,1.189,14863.876,14152.379,26973.030,14738.949,22950.171,1693.754,1480.529,2716.405,0.745,0.528,0.520,0.741,0.484,0.546,13952,36152,0.7603,0.4079,0.4177,0.9993,0.0424,0.0578,0.5521,0.9719,0.9150,0.1519,0.0244,0.0150,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4605,0.9987,0.8257,0.7811,0.9985,0.0425,0.0578,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0643,5.1041,5.2755,0.1176,0.1213,0.1087,0.197,0.201,0.215,0.133,1636,0.0963,0.0050,0.0033,0.00207,0.00090,0.00099,27.56,26.46,26.89,13149.3760,0.0491,38.0995,8.4139,8.5990,1087279,1526188,2.6474,0.1320
5000,11198,4598,65692,141903,128397,75458,753,17868,2947,8,338495,4064779,44699.991,18311.015,0.2737,12521.595,0.065,0.725,0.094,0.116,0.600,0.294,1281,0.0765,0.6781,0.087,13.2,40.2,72.1,35.31,2.86,9.42,0.96,22.06,7.36,1.117,0.236,0.279,0.294,21.791,0.406,0.0021,82,349,2519,21785,445,20,0.147,6804,62,1833,9303,364,1471,9363,0.75,7.31,18303,19.1279,25147,10768,406431,3252.5,-0.0,654484,17.930,2630837.750,8.85e-15,0.00049,12.68,48185,26.316,1.548,24.237,0.531,26.316,4733,2310,4155,0.3151,0.928,1.061,1.377,1.143,0.964,1.172,16171.030,14909.410,18093.830,16000.307,23127.449,1737.172,1729.334,2322.914,0.739,0.549,0.530,0.648,0.474,0.520,15381,38119,0.6968,0.3210,0.3206,0.9989,0.0400,0.0559,0.5940,0.9866,0.9240,0.1427,0.0237,0.0161,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4249,0.9980,0.7403,0.7001,0.9988,0.0400,0.0560,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0244,5.0789,5.1739,0.1057,0.1133,0.1010,0.212,0.149,0.171,0.144,1014,0.0568,0.0042,0.0026,0.00230,0.00104,0.00108,26.47,27.11,27.80,6299.6418,0.0561,39.6150,8.6071,9.3227,1090336,1523295,1.9603,0.0964
6000,12615,4696,61208,132119,118829,70395,516,17550,2354,15,344226,3871482,44727.899,18913.451,0.2777,12939.080,0.074,0.745,0.070,0.111,0.588,0.302,1006,0.0679,0.6646,0.078,15.0,41.7,79.7,38.52,2.82,9.14,0.84,25.73,7.56,1.109,0.218,0.265,0.282,18.117,0.385,0.0022,85,381,4025,17769,670,25,0.257,7656,350,1386,10879,728,1982,9905,0.75,7.82,16527,22.4508,21279,13236,379698,3156.1,-0.0,692014,18.373,2630837.750,3.01e-15,0.00013,23.20,44593,25.888,1.550,23.633,0.705,25.888,5735,3016,3864,0.3487,0.903,1.062,1.386,1.154,0.932,1.181,12270.577,13206.572,25907.663,12118.565,19640.750,2645.925,1208.585,2119.861,0.701,0.537,0.511,0.627,0.424,0.515,18258,34898,0.6037,0.2573,0.3200,0.9985,0.0402,0.0592,0.5667,0.9019,0.9058,0.1170,0.0207,0.0191,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3752,0.9995,0.7521,0.7919,0.9986,0.0402,0.0596,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1476,4.9127,5.0812,0.0893,0.1062,0.0904,0.136,0.156,0.181,0.108,1222,0.0591,0.0057,0.0044,0.00227,0.00078,0.00087,23.29,28.32,27.70,3963.0404,0.0664,32.2734,9.8510,8.5215,1092849,1521246,1.1120,0.0314
7000,9407,4007,52549,113254,101645,60228,477,15872,1389,18,260437,3489399,40423.669,17061.134,0.3113,11994.455,0.071,0.759,0.079,0.090,0.581,0.318,1012,0.0776,0.6487,0.074,13.2,40.1,78.9,35.19,3.23,9.23,0.81,21.93,7.33,1.155,0.219,0.302,0.335,19.094,0.400,0.0022,89,436,5819,13514,985,30,0.236,6091,686,1131,7590,681,1371,7355,1.58,9.10,15263,21.5158,17877,14526,354789,2195.6,-0.0,730960,17.447,2630837.750,7.61e-15,0.00058,24.47,40808,24.226,1.534,22.205,0.487,24.226,4862,1833,2712,0.2934,0.928,1.104,1.453,1.210,0.945,1.199,10916.348,11025.623,25021.694,10757.624,16638.806,2668.034,774.974,1623.672,0.690,0.518,0.480,0.626,0.439,0.495,23600,32830,0.5980,0.3977,0.2982,0.9995,0.0480,0.0610,0.6017,1.0290,0.9685,0.1356,0.0171,0.0210,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4435,0.9994,0.8244,0.8144,0.9988,0.0480,0.0610,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1756,4.7088,4.8918,0.1018,0.0986,0.0876,0.170,0.114,0.158,0.123,1213,0.0635,0.0040,0.0051,0.00242,0.00078,0.00086,27.80,27.28,27.33,3500.5317,0.0671,27.9392,10.2173,7.2301,1096922,1521005,0.9464,0.0156
8000,9543,3406,62652,156345,144102,92877,816,16694,1750,37,274457,3499171,49905.734,19589.622,0.3077,14312.106,0.062,0.734,0.099,0.106,0.587,0.314,1031,0.0743,0.6598,0.070,14.8,41.4,79.7,38.45,3.05,8.71,1.01,25.68,7.40,1.104,0.203,0.277,0.309,15.773,0.378,0.0022,87,375,6002,15970,1371,26,0.166,5804,612,854,8077,725,1132,7686,1.50,7.97,16101,22.0395,14743,10400,327271,3880.9,-0.0,761066,15.839,2630837.750,1.72e-14,0.00060,7.77,53522,26.192,1.540,24.178,0.473,26.192,4431,2250,2862,0.3328,0.884,1.066,1.387,1.172,0.906,1.153,16182.087,17203.726,22569.448,15989.925,25658.466,2650.889,813.445,1813.182,0.683,0.504,0.540,0.637,0.537,0.611,20357,39359,0.6650,0.2576,0.2323,0.9993,0.0413,0.0414,0.5974,0.8238,0.7779,0.1362,0.0153,0.0237,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3484,0.9994,0.6430,0.6691,0.9987,0.0413,0.0414,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0311,4.4032,4.7001,0.0866,0.1157,0.1001,0.212,0.135,0.164,0.156,1192,0.0741,0.0030,0.0040,0.00236,0.00125,0.00121,24.08,28.03,27.82,3208.8406,0.0578,42.1866,8.0223,7.8168,1100301,1519227,1.6757,0.1103
9000,8269,3141,43295,94184,84535,50502,387,13663,1090,39,215871,2881929,32974.435,12716.380,0.3155,8459.145,0.069,0.761,0.083,0.087,0.593,0.306,545,0.0706,0.6691,0.069,14.4,39.9,75.3,36.78,3.04,9.60,0.80,23.34,7.35,1.099,0.233,0.257,0.295,15.128,0.344,0.0023,93,414,4516,10595,1357,22,0.134,5501,26,1274,6969,138,1038,7093,2.25,9.43,21398,25.3842,12404,12168,311481,2206.6,-0.0,779217,13.407,2630837.750,3.98e-14,0.00144,30.68,32866,18.593,1.537,16.694,0.362,18.593,3783,2233,2253,0.3559,0.878,1.056,1.381,1.189,0.911,1.135,10156.694,9584.186,17634.096,10031.243,13768.240,2638.905,686.047,932.283,0.707,0.501,0.513,0.638,0.473,0.496,22863,25332,0.7254,0.1625,0.2099,0.9998,0.0446,0.0521,0.6133,0.8000,0.8577,0.1446,0.0214,0.0190,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3004,0.9985,0.7008,0.7921,0.9982,0.0446,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9629,4.3764,4.9394,0.0863,0.1105,0.0946,0.182,0.130,0.155,0.153,1441,0.0999,0.0038,0.0063,0.00228,0.00078,0.00074,24.77,28.00,27.34,2426.7287,0.0470,24.1941,7.1389,6.2685,1102772,1518634,3.0698,0.2044
10000,9197,3193,48093,106727,96090,58247,387,12455,1190,44,237414,2978787,37967.467,13379.173,0.3069,8824.949,0.049,0.794,0.070,0.088,0.600,0.301,647,0.0638,0.6635,0.062,14.6,44.4,82.7,39.39,3.30,9.15,1.24,25.71,7.51,1.138,0.204,0.245,0.275,14.223,0.322,0.0022,76,368,3135,9608,1030,20,0.351,5694,35,1507,7655,484,1773,6940,2.25,8.93,23767,28.9341,10656,14099,300062,3371.9,0.0,792596,12.098,2630837.750,1.73e-14,0.00389,11.37,37999,19.603,1.554,17.602,0.447,19.629,5028,1667,2502,0.2872,0.931,1.095,1.436,1.190,0.953,1.159,10147.401,11191.272,21445.521,10036.822,15310.073,3025.861,589.750,938.613,0.701,0.494,0.528,0.638,0.457,0.503,25990,29719,0.6536,0.2156,0.2829,0.9995,0.0345,0.0667,0.5807,0.8780,0.8308,0.1178,0.0346,0.0309,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2397,0.9990,0.8001,0.7694,0.9978,0.0345,0.0667,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0669,4.5241,5.0118,0.0772,0.1315,0.1031,0.222,0.225,0.165,0.242,1360,0.0891,0.0031,0.0043,0.00242,0.00078,0.00091,27.01,26.83,27.53,1826.2534,0.0541,25.7397,6.8197,5.2785,1103010,1517545,3.7514,0.2143
