step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,1521,56530.5300,194.02,46.26,2.00,0,3.10,0.250,14.460,0.1127,8.002
1000,-60,1,3222,153110.5360,389.01,1235.32,1.43,0,1.89,0.184,15.303,0.1015,6.295
1000,-60,2,2991,303099.3351,2468.19,16358.00,1.43,0,1.11,0.135,15.790,0.9382,4.137
1000,-50,0,3589,140756.0788,636.28,78.16,17.93,0,12.62,2.442,9.825,0.1115,18.719
1000,-50,1,2553,143653.0144,520.93,631.98,12.92,0,10.53,1.812,10.830,0.1179,15.193
1000,-50,2,2556,331031.4906,2846.15,14635.86,12.60,0,11.31,2.100,10.528,0.9771,9.903
1000,-40,0,5578,275126.8913,1135.22,135.53,27.74,0,21.32,6.458,6.882,0.1062,39.835
1000,-40,1,1037,81793.4112,860.01,295.88,23.26,0,20.09,5.786,7.259,0.3170,75.576
1000,-40,2,1466,220829.5324,2078.24,8011.01,19.82,0,19.77,5.732,7.401,0.9809,37.474
1000,-30,0,5137,264347.0354,429.45,105.73,37.84,0,27.77,10.282,5.296,0.0611,40.611
1000,-30,1,309,26835.8739,126.87,68.77,33.51,0,27.22,9.783,5.280,0.1872,79.341
1000,-30,2,2731,465615.0830,3740.20,16003.02,20.90,0,27.66,10.251,5.296,0.9984,26.320
1000,-20,0,4225,202422.0879,125.36,57.09,44.05,0,32.84,13.585,4.232,0.0294,34.552
1000,-20,1,64,5987.4384,78.59,18.32,36.97,0,33.96,14.143,3.838,0.3809,312.513
1000,-20,2,3930,688372.4657,5479.41,22611.86,29.81,0,31.80,13.091,4.582,0.9992,15.118
1000,-10,0,4226,178723.6934,10.12,36.70,49.90,0,36.60,16.086,3.472,0.0222,27.467
1000,-10,1,24,1758.0530,9.81,6.86,37.26,0,35.42,15.478,3.853,0.0897,71.341
1000,-10,2,3974,702732.7865,5553.24,22957.21,32.76,0,34.23,14.858,4.226,0.9997,20.924
1000,0,0,4091,158820.3053,4.61,28.63,58.00,0,38.17,17.138,3.181,0.0089,10.539
1000,0,1,11,901.2993,1.64,1.90,32.67,0,37.01,16.407,3.446,0.0251,32.913
1000,0,2,4265,752118.3599,5862.46,24798.18,34.57,0,35.31,15.637,4.078,0.9995,18.451
1000,10,0,6034,242688.0703,105.44,63.39,61.38,0,36.87,16.306,3.489,0.0116,16.548
1000,10,1,50,4463.2727,17.68,12.06,42.72,0,31.82,13.674,5.152,0.0667,62.139
1000,10,2,3361,564318.5299,4293.31,19648.59,17.49,0,32.75,14.198,4.821,1.0000,17.256
1000,20,0,4810,164545.4015,260.81,71.78,62.17,0,33.79,14.233,4.100,0.0288,27.325
1000,20,1,682,51504.4968,204.95,185.77,33.31,0,25.70,10.369,7.107,0.0961,50.490
