step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,995,35706.2011,474.99,27.04,-5.96,0,2.63,0.236,14.810,0.2689,17.815
1000,-60,1,1350,74140.1840,932.28,620.04,3.71,0,3.42,0.287,14.292,0.3784,23.354
1000,-60,2,5389,513298.8318,5151.21,23848.73,2.39,0,1.28,0.140,15.679,0.8644,21.295
1000,-50,0,2687,135582.6228,1455.66,52.05,17.34,0,12.84,2.523,9.728,0.2502,40.605
1000,-50,1,2051,133102.8036,1546.89,698.31,16.23,0,11.05,1.898,10.513,0.3233,40.812
1000,-50,2,3960,478031.3790,4837.42,17855.72,12.55,0,11.09,2.042,10.637,0.8765,56.520
1000,-40,0,3549,228998.8854,1888.40,69.13,29.11,0,21.41,6.421,6.775,0.2479,89.658
1000,-40,1,1911,200202.7594,1930.00,814.20,26.43,0,21.75,6.569,6.656,0.3660,118.077
1000,-40,2,2621,370180.0988,3476.27,10807.35,20.64,0,19.53,5.754,7.631,0.8116,126.227
1000,-30,0,1552,134056.9746,967.65,45.12,45.70,0,28.53,10.515,4.904,0.2673,181.006
1000,-30,1,1326,150097.4548,1320.75,529.29,35.82,0,28.00,10.284,5.116,0.3314,202.127
1000,-30,2,5299,842077.0430,7293.95,23296.93,27.06,0,27.40,10.169,5.454,0.7678,244.881
1000,-20,0,982,66459.0333,494.86,23.04,68.99,0,33.83,14.072,3.887,0.1942,227.793
1000,-20,1,668,78150.7681,669.93,330.52,43.16,0,32.72,13.495,4.244,0.2942,295.509
1000,-20,2,6569,1127527.0295,9513.74,34892.30,31.83,0,32.09,13.231,4.487,0.8391,380.147
1000,-10,0,1336,97377.8895,664.16,32.48,69.62,0,37.13,16.387,3.330,0.2111,320.393
1000,-10,1,580,68218.7246,533.57,260.34,51.60,0,36.69,16.096,3.415,0.2272,349.711
1000,-10,2,6308,1106047.6276,8896.57,34835.07,34.72,0,34.98,15.245,3.984,0.8079,480.831
1000,0,0,1465,95420.3946,650.77,23.32,77.29,0,38.99,17.610,2.951,0.1271,248.947
1000,0,1,644,76868.4210,591.82,280.04,55.02,0,38.24,17.116,3.104,0.2013,358.113
1000,0,2,6258,1094495.3815,8665.17,34919.26,37.78,0,36.01,16.005,3.854,0.7793,506.480
1000,10,0,2096,117921.5793,1131.52,42.83,81.33,0,38.00,16.924,3.139,0.1371,237.324
1000,10,1,1286,143932.1492,1319.62,551.23,66.45,0,37.24,16.485,3.366,0.2102,331.466
1000,10,2,6063,997414.8900,8126.22,30591.92,28.92,0,34.07,14.864,4.388,0.7310,429.745
1000,20,0,2625,82709.7004,769.70,33.60,75.72,0,33.71,14.209,4.150,0.0892,98.178
1000,20,1,1017,103847.5034,966.27,465.36,55.04,0,31.53,13.132,4.917,0.2423,229.129
1000,20,2,4803,732972.7914,6249.93,22320.17,25.59,0,30.94,12.824,5.078,0.7198,322.599
1000,30,0,3719,147078.7979,1275.88,76.87,53.80,0,27.05,10.171,5.835,0.1424,93.251
