step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,2481,128220.6690,1680.68,48.41,-0.78,0,2.77,0.239,14.707,0.3411,22.152
1000,-60,1,2566,277306.0132,3644.87,1002.63,4.47,0,2.05,0.175,15.122,0.6370,29.397
1000,-60,2,2687,393019.4398,4775.17,5059.66,0.89,0,0.74,0.125,16.090,0.9709,30.070
1000,-50,0,4557,283190.6370,3240.16,77.16,16.82,0,12.23,2.318,10.012,0.2899,43.541
1000,-50,1,2277,276930.2046,3341.93,982.28,13.43,0,11.63,2.113,10.284,0.5433,65.013
1000,-50,2,1864,301860.3610,3510.54,4342.37,11.98,0,10.13,1.815,11.148,0.8882,69.646
1000,-40,0,4875,391668.8824,3510.71,77.05,27.12,0,21.34,6.392,6.810,0.2774,97.383
1000,-40,1,1582,210143.6533,2135.35,581.49,24.00,0,21.03,6.296,6.953,0.4478,137.502
1000,-40,2,1624,287065.6509,2962.24,4126.77,23.23,0,19.35,5.727,7.739,0.8051,154.319
1000,-30,0,2495,245727.7972,1966.41,43.60,43.65,0,28.06,10.306,5.078,0.3169,210.250
1000,-30,1,2082,296914.8347,2832.79,828.16,31.07,0,28.17,10.396,5.085,0.4090,250.586
1000,-30,2,3600,691133.8995,6382.04,12353.94,24.50,0,27.20,10.134,5.567,0.7936,284.585
1000,-20,0,1122,88212.1833,717.77,16.99,67.25,0,33.72,14.018,3.934,0.2169,253.854
1000,-20,1,1319,194282.9627,1812.34,617.10,38.95,0,32.86,13.568,4.213,0.3588,360.505
1000,-20,2,5778,1168727.0492,10351.56,25185.15,30.95,0,31.97,13.175,4.527,0.8443,423.326
1000,-10,0,1599,135034.9249,1035.92,30.43,68.37,0,37.11,16.365,3.326,0.2223,349.088
1000,-10,1,932,139549.0486,1188.33,416.59,41.78,0,36.08,15.775,3.586,0.2921,435.843
1000,-10,2,5693,1173319.3558,9987.37,26674.99,34.03,0,34.88,15.199,4.023,0.8243,535.415
1000,0,0,1642,128242.6304,978.41,25.95,74.67,0,38.99,17.594,2.946,0.1459,287.887
1000,0,1,964,144275.1185,1212.48,448.18,51.12,0,38.03,17.028,3.166,0.2569,453.173
1000,0,2,5761,1184210.9753,9994.39,26917.72,37.01,0,35.83,15.914,3.915,0.7886,561.550
1000,10,0,2828,211669.7813,2004.28,42.29,77.48,0,37.78,16.792,3.200,0.1729,298.239
1000,10,1,1340,196607.4771,1854.57,605.48,52.31,0,37.08,16.337,3.365,0.2760,423.947
1000,10,2,5277,1037159.8425,9131.13,20808.09,26.92,0,33.66,14.670,4.539,0.7403,488.197
1000,20,0,3284,161779.6446,1550.34,42.50,69.92,0,33.07,13.883,4.363,0.1397,148.657
1000,20,1,1541,216473.3796,2154.67,718.89,42.39,0,31.86,13.251,4.748,0.3365,318.120
1000,20,2,3620,676422.4493,6362.07,11935.11,22.84,0,30.78,12.773,5.149,0.7237,382.657
1000,30,0,4680,237980.3098,2498.86,75.24,47.22,0,26.27,9.829,6.144,0.1843,114.298
1000,30,1,2086,272281.5320,3079.38,849.92,21.93,0,27.29,10.223,5.640,0.4313,242.912
1000,30,2,2508,449074.3035,4431.48,7284.78,39.59,0,28.68,10.835,5.076,0.7520,283.015
1000,40,0,4963,171847.9651,1706.49,61.40,30.03,0,18.81,5.745,8.320,0.1796,57.112
1000,40,1,1500,184691.7371,2071.54,633.63,23.11,0,23.24,7.364,6.230,0.5319,165.225
1000,40,2,1707,284817.7372,2589.05,4321.47,48.76,0,23.36,7.290,6.059,0.8417,171.781
1000,50,0,4770,77715.1539,579.43,27.52,18.87,0,10.65,2.152,11.229,0.1496,19.238
1000,50,1,286,32020.2880,370.12,110.38,19.96,0,18.34,4.308,7.119,0.7292,115.457
1000,50,2,660,101203.8713,788.07,1345.02,52.64,0,17.78,4.090,7.424,0.9297,106.288
1000,60,0,3822,15121.1075,71.14,12.23,11.87,0,2.30,0.230,15.089,0.1074,4.769
1000,60,1,29,2870.2948,21.06,9.89,17.36,0,7.48,0.515,11.227,0.9295,45.504
1000,60,2,4,578.3383,3.16,6.26,16.64,0,9.31,0.592,10.113,0.9768,50.063
1000,70,0,4651,4505.7923,6.51,7.78,8.41,0,-5.44,0.001,20.732,0.0805,0.883
1000,70,1,5,414.6233,0.90,0.92,18.95,0,-1.12,0.000,16.593,0.9078,14.962
1000,80,0,3564,1507.8084,0.54,2.94,4.84,0,-11.91,0.000,26.913,0.0684,0.200
2000,-60,0,2499,125.3706,1119.65,49.12,-12.33,0,-8.48,0.000,23.550,0.3687,8.635
2000,-60,1,2578,181.5912,2353.36,1008.34,-18.67,0,-9.67,0.000,24.717,0.6590,9.925
2000,-60,2,2657,169.8826,2980.15,4917.48,-18.96,0,-10.86,0.000,25.895,0.9795,9.203
2000,-50,0,4565,1016.4329,2750.31,76.71,-7.07,0,1.52,0.142,15.545,0.3185,17.726
2000,-50,1,2280,905.6130,2724.90,983.08,-13.06,0,0.48,0.104,16.311,0.5853,27.214
2000,-50,2,1853,836.0954,2751.47,4292.25,-3.09,0,0.02,0.088,16.666,0.9126,25.834
