step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,632,22651.1353,208.99,16.72,-2.29,0,3.29,0.276,14.399,0.2427,15.505
1000,-60,1,2166,112164.1422,1003.62,1049.55,1.46,0,3.03,0.250,14.531,0.2871,16.009
1000,-60,2,4936,466417.9536,3900.38,21875.38,2.07,0,1.11,0.134,15.793,0.7832,10.041
1000,-50,0,3222,153236.2874,1318.20,60.40,17.17,0,12.73,2.489,9.793,0.2081,33.969
1000,-50,1,1723,112427.7970,987.72,611.05,16.51,0,10.75,1.810,10.638,0.2770,32.496
1000,-50,2,3753,463982.8373,4194.30,18532.21,12.20,0,11.07,2.030,10.642,0.8741,25.591
1000,-40,0,3327,207080.1304,1446.08,53.39,28.41,0,21.30,6.385,6.821,0.1949,70.268
1000,-40,1,2396,223020.0429,1567.59,966.38,28.48,0,21.44,6.470,6.835,0.2555,76.276
1000,-40,2,2358,332440.3475,2713.64,9669.23,19.15,0,19.72,5.800,7.504,0.7366,65.441
1000,-30,0,2282,164955.9150,707.27,44.66,43.69,0,28.13,10.379,5.094,0.1540,100.939
1000,-30,1,1906,201216.9248,935.81,754.27,34.97,0,28.29,10.533,5.127,0.1847,108.812
1000,-30,2,3989,646963.9736,4933.69,19799.14,23.94,0,27.20,10.047,5.490,0.8093,91.760
1000,-20,0,1939,124034.8649,328.27,48.01,54.74,0,33.43,13.882,4.037,0.0867,103.174
1000,-20,1,1429,156930.0510,477.73,518.26,36.97,0,32.79,13.550,4.250,0.1187,124.311
1000,-20,2,4851,838868.8963,6389.70,26833.04,30.24,0,31.79,13.083,4.582,0.8756,114.647
1000,-10,0,2594,160725.2595,408.54,69.44,58.03,0,36.85,16.223,3.399,0.0908,137.103
1000,-10,1,1028,117925.5682,293.91,369.23,37.63,0,36.80,16.160,3.392,0.0911,142.766
1000,-10,2,4602,805804.9061,5995.75,25631.09,33.19,0,34.36,14.929,4.185,0.8686,144.590
1000,0,0,2741,155053.8046,359.06,52.54,64.25,0,38.64,17.383,3.024,0.0533,105.230
1000,0,1,969,112358.3207,257.35,356.78,52.95,0,38.32,17.210,3.131,0.0738,130.733
1000,0,2,4657,812816.5687,6056.77,26639.84,33.86,0,35.23,15.602,4.106,0.8802,146.156
1000,10,0,3726,202632.8530,833.59,75.33,72.34,0,37.67,16.723,3.230,0.0662,112.897
1000,10,1,1595,171665.2612,591.47,555.44,46.36,0,36.36,15.992,3.610,0.0828,124.304
1000,10,2,4124,677796.5672,4821.84,22100.64,21.29,0,32.93,14.301,4.783,0.8133,127.226
1000,20,0,3369,124887.0593,568.42,60.37,72.66,0,34.18,14.416,3.951,0.0590,66.512
1000,20,1,1425,139829.5543,708.19,555.39,44.60,0,32.04,13.367,4.729,0.1371,114.398
1000,20,2,3651,556484.7987,4047.54,18579.01,18.97,0,29.68,12.225,5.542,0.7930,103.290
1000,30,0,3775,142745.8494,959.26,84.58,51.45,0,27.38,10.325,5.703,0.1018,63.662
1000,30,1,1891,148189.6114,1054.52,702.51,28.14,0,25.38,9.461,6.504,0.2049,97.173
1000,30,2,3608,517894.2386,3816.27,17928.09,32.87,0,27.84,10.429,5.383,0.7991,78.993
1000,40,0,2883,44596.4405,362.87,91.84,44.47,0,19.05,5.809,8.207,0.0857,26.826
1000,40,1,2002,109712.4981,880.16,675.73,15.78,0,19.29,5.982,8.144,0.2462,63.776
1000,40,2,3285,399976.9834,2971.90,14781.85,32.62,0,22.70,7.086,6.397,0.7933,53.665
1000,50,0,2609,19245.8082,116.09,130.10,32.88,0,11.37,2.344,10.860,0.0805,10.600
1000,50,1,1982,48502.9159,343.07,558.04,0.96,0,9.40,1.855,11.917,0.2282,24.822
