step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,1135,42806.5576,529.36,27.31,-2.00,0,2.75,0.246,14.753,0.3008,19.429
1000,-60,1,1471,76517.9476,1057.71,659.27,1.03,0,2.79,0.230,14.670,0.3821,24.843
1000,-60,2,5128,462917.6705,4994.16,18401.12,2.47,0,1.34,0.148,15.640,0.7945,35.961
1000,-50,0,2648,136907.4021,1545.11,66.81,15.48,0,12.69,2.494,9.810,0.2656,42.472
1000,-50,1,2702,197544.6400,2426.95,1009.79,16.84,0,12.22,2.294,10.017,0.3741,55.634
1000,-50,2,3348,354237.3905,3871.91,8628.25,12.87,0,10.29,1.778,10.985,0.6575,77.078
1000,-40,0,3223,207885.9563,1997.14,67.63,29.09,0,21.38,6.419,6.815,0.2526,90.382
1000,-40,1,2639,258882.4627,2698.41,1154.46,23.73,0,21.19,6.319,6.851,0.3679,124.340
1000,-40,2,2219,287921.8186,2722.62,5174.96,23.23,0,19.80,5.885,7.535,0.5930,183.743
1000,-30,0,2001,174135.2672,1438.50,52.73,39.85,0,28.21,10.397,5.033,0.2787,194.005
1000,-30,1,2424,288403.3270,2630.46,1210.91,28.87,0,27.99,10.348,5.151,0.3627,249.484
1000,-30,2,3752,544127.3123,4457.59,9069.87,29.87,0,27.26,10.115,5.528,0.5037,327.517
1000,-20,0,807,62288.7873,576.44,22.11,65.20,0,34.15,14.222,3.772,0.2478,299.907
1000,-20,1,1310,161815.3309,1551.46,672.59,47.23,0,33.12,13.670,4.116,0.3482,395.062
1000,-20,2,6102,988026.4614,8050.28,23530.42,31.33,0,31.95,13.170,4.539,0.6260,651.070
1000,-10,0,1018,77799.7940,713.40,39.04,71.90,0,37.18,16.415,3.306,0.2809,436.534
1000,-10,1,1038,125298.8634,1202.41,518.89,53.45,0,36.58,16.039,3.453,0.2909,496.988
