step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
21000,10048,3018,39564,63335,50577,23152,619,27773,3357,5,319233,3495299,22853.304,9081.746,0.2669,3756.643,0.030,0.894,0.054,0.022,0.465,0.384,2671,0.1371,0.7696,0.153,12.0,29.0,47.9,25.46,0.28,8.74,0.32,16.11,6.35,1.217,0.286,0.014,0.015,6.929,0.442,0.0036,159,515,840,15826,145,19,0.542,5092,49,1082,8917,600,1379,8069,14.75,26.62,5502,8.9578,66957,4399,144798,590.0,-0.0,925628,16.813,2630837.750,1.86e-14,0.00028,8.53,24028,22.112,1.317,20.095,0.699,22.112,2982,3406,3660,0.4225,0.956,1.030,1.997,1.319,0.973,1.361,9726.228,6470.992,8920.666,9546.167,8143.114,2401.962,1272.038,1651.103,0.401,0.541,0.442,0.419,0.319,0.372,4236,6510,0.5319,0.9998,0.9998,0.0914,1.0000,0.9999,0.8853,1.1178,1.0273,0.0195,0.0066,0.0076,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,1238,0.9998,0.9250,0.9019,0.9980,0.0473,0.0504,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0579,0.0521,0.0422,0.060,0.074,0.067,0.058
22000,10284,2935,39833,62414,49598,21854,727,27890,3455,2,320837,3444495,22240.227,9238.356,0.2753,3717.534,0.031,0.900,0.047,0.022,0.458,0.391,1989,0.1350,0.7723,0.142,11.2,28.0,47.0,25.28,0.27,8.47,0.31,16.23,6.36,1.223,0.275,0.015,0.015,6.707,0.427,0.0036,155,511,829,15629,222,23,0.613,5017,57,952,9275,702,1207,8375,18.00,27.59,5723,9.2439,67018,4319,139408,524.9,-0.0,932684,16.659,2630837.750,6.37e-15,0.00009,31.86,23573,21.574,1.327,19.535,0.712,21.575,2908,3845,3531,0.4546,0.939,1.017,1.998,1.344,0.969,1.399,9709.739,6260.408,8666.609,9537.733,7753.419,2461.908,1165.837,1893.078,0.366,0.558,0.427,0.423,0.305,0.328,4129,7136,0.5156,0.9999,0.9999,0.0969,1.0000,1.0000,0.8182,1.1234,1.0641,0.0204,0.0032,0.0084,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1114,0.9995,0.9369,0.9131,0.9978,0.0462,0.0501,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0560,0.0509,0.0438,0.064,0.065,0.066,0.046
23000,10271,3108,39611,62547,49966,22222,714,28350,2976,3,289797,3558402,23095.507,8766.384,0.2743,3798.643,0.029,0.884,0.059,0.028,0.469,0.383,1693,0.1331,0.7720,0.145,12.4,29.0,45.7,25.04,0.34,8.56,0.31,15.83,6.31,1.231,0.285,0.017,0.017,6.840,0.446,0.0035,162,523,946,14676,146,22,0.638,5256,55,1279,8937,697,1471,8103,15.50,26.96,5843,10.3872,67107,4571,134036,663.2,-0.0,939683,17.161,2630837.750,3.35e-14,0.00032,11.13,24372,22.498,1.302,20.415,0.781,22.499,3457,3611,3203,0.4629,0.933,1.014,1.999,1.329,0.971,1.419,9699.285,6113.589,9826.493,9538.118,7529.540,2172.716,1093.141,1701.883,0.416,0.563,0.417,0.439,0.286,0.332,4317,7193,0.4673,1.0000,0.9996,0.0848,1.0000,1.0000,0.8915,1.0706,1.0352,0.0275,0.0053,0.0069,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1102,0.9999,0.9240,0.8917,0.9971,0.0454,0.0472,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0563,0.0513,0.0411,0.054,0.070,0.067,0.054
24000,10731,3086,42384,69238,54980,26094,760,29833,3788,5,332921,3729013,23942.448,10192.183,0.2866,4229.079,0.025,0.887,0.058,0.029,0.466,0.386,2217,0.1342,0.7723,0.151,12.3,28.9,44.1,24.06,0.25,8.56,0.34,14.91,6.19,1.273,0.286,0.012,0.013,6.657,0.441,0.0035,162,517,893,14735,120,20,0.605,5242,122,1249,9360,744,1810,8177,17.25,27.59,5933,10.3906,67195,4471,128142,642.9,-0.0,947255,17.797,2630837.750,7.26e-15,0.00031,20.30,27432,24.183,1.310,22.024,0.850,24.184,3767,3535,3429,0.4341,0.944,1.028,1.999,1.457,0.972,1.381,10139.956,6534.964,10031.581,9954.791,8185.155,3145.457,1178.272,1639.374,0.394,0.560,0.435,0.457,0.310,0.351,4100,7015,0.4651,1.0000,1.0000,0.0826,1.0000,0.9999,0.9270,1.0882,1.0357,0.0187,0.0050,0.0076,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1283,0.9994,0.9161,0.8872,0.9974,0.0423,0.0481,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0544,0.0529,0.0455,0.065,0.070,0.074,0.060
25000,10057,3032,41033,63372,50567,21565,774,28953,2997,1,292381,3606838,23203.423,8690.729,0.2677,3798.289,0.023,0.896,0.054,0.027,0.465,0.388,1967,0.1386,0.7763,0.145,13.0,28.7,46.0,25.72,0.20,8.50,0.40,16.62,6.40,1.218,0.277,0.013,0.015,6.704,0.441,0.0036,156,510,967,13784,171,20,0.653,5022,296,1557,8204,897,1019,8141,15.75,27.13,6545,10.3292,67365,4281,123031,619.9,-0.0,953876,17.495,2630837.750,1.65e-14,0.00000,32.07,24703,22.727,1.293,20.682,0.752,22.728,3041,3474,3542,0.4523,0.915,1.022,2.000,1.341,0.964,1.361,10089.598,6497.390,9112.710,9907.276,7981.725,2240.421,1198.304,1453.715,0.371,0.558,0.443,0.390,0.298,0.347,3995,8742,0.5007,0.9997,0.9999,0.0937,1.0000,1.0000,0.8634,1.0525,1.0281,0.0124,0.0041,0.0069,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1014,0.9995,0.8964,0.8879,0.9965,0.0482,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0547,0.0550,0.0442,0.060,0.085,0.089,0.054
26000,10136,2947,41788,67336,54248,24830,718,28638,2870,3,307304,3680584,23844.646,9468.436,0.2670,4340.797,0.024,0.905,0.045,0.026,0.472,0.385,1970,0.1347,0.7703,0.148,12.4,28.0,43.5,24.44,0.12,7.95,0.33,16.04,6.24,1.237,0.272,0.005,0.005,6.590,0.442,0.0035,157,497,938,14368,161,22,0.637,4765,191,1532,8413,837,933,8366,17.50,26.89,5056,8.5188,67312,4387,119051,545.5,-0.0,961701,17.235,2630837.750,7.08e-16,0.00091,11.77,26231,23.328,1.330,21.237,0.761,23.329,2610,3753,3773,0.4508,0.945,1.016,1.999,1.362,0.968,1.418,10306.892,6312.749,10087.830,10173.459,7924.154,2295.659,1173.758,1658.222,0.395,0.572,0.431,0.461,0.304,0.325,3997,8583,0.4912,0.9996,0.9998,0.0865,1.0000,1.0000,0.9037,1.0805,1.0397,0.0055,0.0037,0.0054,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1615,0.9995,0.8939,0.8945,0.9964,0.0447,0.0493,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0546,0.0448,0.0338,0.071,0.051,0.056,0.060
27000,10727,2936,37448,60204,48367,21925,831,27756,2848,6,260669,3626484,21683.475,7940.747,0.2721,3507.200,0.019,0.917,0.038,0.026,0.475,0.388,1730,0.1188,0.7828,0.147,11.6,28.0,43.2,23.94,0.19,7.93,0.40,15.43,6.25,1.259,0.266,0.009,0.011,6.560,0.444,0.0036,167,525,803,12905,103,18,0.641,5012,90,1535,9102,536,1435,8756,16.00,27.56,5738,8.4578,67299,4608,116069,579.1,-0.0,965881,16.546,2630837.750,4.25e-15,0.00188,35.39,23256,21.698,1.337,19.486,0.874,21.698,3018,3859,3850,0.4605,0.928,1.015,2.000,1.385,0.969,1.452,10320.755,6357.751,6978.155,10167.163,8045.357,1510.083,1125.901,1797.562,0.374,0.585,0.427,0.446,0.331,0.341,4135,5093,0.5305,1.0000,0.9995,0.1013,1.0000,0.9999,0.8803,1.0981,1.0749,0.0061,0.0088,0.0081,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1154,0.9999,0.9265,0.9246,0.9977,0.0426,0.0411,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0493,0.0381,0.074,0.056,0.074,0.054
28000,10380,3411,42960,68591,54343,24821,810,31874,3687,5,324330,4371171,24355.626,9868.561,0.2825,4142.205,0.019,0.914,0.042,0.025,0.498,0.369,2066,0.1369,0.7826,0.143,12.0,28.0,40.6,23.26,0.13,8.17,0.29,14.67,6.14,1.292,0.277,0.009,0.011,6.809,0.473,0.0036,168,512,1065,14194,214,19,0.651,4808,88,1571,8721,400,1051,8929,14.75,24.20,4946,7.8747,67299,4416,113269,578.5,-0.0,971632,18.815,2630837.750,1.12e-14,0.00000,20.43,28030,26.199,1.328,23.925,0.947,26.200,2460,3794,4126,0.4384,0.940,1.032,2.000,1.475,0.969,1.481,11049.040,7220.486,8349.256,10908.056,9240.520,2269.142,1129.455,2327.759,0.402,0.609,0.459,0.418,0.318,0.369,4013,6251,0.5342,0.9999,0.9999,0.0866,1.0000,1.0000,0.9887,1.0815,1.0397,0.0113,0.0034,0.0053,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1490,0.9994,0.9126,0.9132,0.9968,0.0398,0.0386,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0450,0.0375,0.074,0.042,0.065,0.055
29000,10276,3180,36706,55314,43723,17917,691,28500,2330,10,237687,3756129,21771.649,7174.009,0.2802,3011.755,0.018,0.910,0.049,0.023,0.485,0.376,1848,0.1296,0.7797,0.142,12.4,28.0,41.8,23.82,0.20,8.04,0.24,15.34,6.25,1.254,0.276,0.010,0.012,6.886,0.458,0.0036,174,563,916,12359,145,16,0.694,4698,87,1408,8781,508,1254,8514,16.25,26.44,5705,8.4247,67249,5031,110723,471.6,-0.0,975799,17.310,2630837.750,4.07e-15,0.00001,15.85,22244,22.059,1.313,19.904,0.841,22.059,2678,3789,3809,0.4405,0.948,1.026,2.000,1.414,0.970,1.424,10248.773,6519.479,6738.893,10087.566,7956.946,1450.794,936.252,1775.208,0.388,0.595,0.442,0.396,0.275,0.326,4385,4644,0.5152,1.0000,0.9998,0.0953,1.0000,0.9999,0.9310,1.0966,1.0780,0.0178,0.0040,0.0063,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1326,0.9998,0.9305,0.9270,0.9963,0.0424,0.0430,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0391,0.0350,0.071,0.042,0.049,0.046
30000,10436,3162,41157,68013,55471,26017,839,29864,2452,6,249537,4073066,24188.164,8301.162,0.2672,4133.839,0.019,0.895,0.057,0.029,0.502,0.369,2180,0.1237,0.7848,0.151,12.4,28.0,43.5,23.79,0.24,7.37,0.21,15.98,6.19,1.276,0.254,0.010,0.011,7.206,0.463,0.0035,163,508,926,13267,120,17,0.641,4892,241,984,9211,506,1050,8880,15.75,26.70,6316,10.4181,67335,4729,107193,667.2,-0.0,979945,17.955,2630837.750,3.54e-16,0.00005,32.73,27868,24.475,1.318,22.193,0.964,24.502,3031,3594,3811,0.4239,0.941,1.032,2.000,1.431,0.965,1.446,10228.563,7201.962,9238.246,10096.946,8986.812,1635.209,962.517,1569.598,0.404,0.596,0.478,0.472,0.310,0.370,4217,7419,0.4795,0.9999,0.9998,0.0910,1.0000,1.0000,0.9184,1.1087,1.0522,0.0165,0.0082,0.0061,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1256,0.9994,0.9382,0.9152,0.9978,0.0374,0.0409,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0607,0.0386,0.0305,0.048,0.038,0.049,0.026
31000,8709,3083,39670,64428,51543,24043,715,29760,2474,11,266949,3857415,23451.180,8739.961,0.2736,4175.631,0.021,0.899,0.059,0.021,0.484,0.377,1589,0.1582,0.7756,0.149,13.1,28.0,46.0,25.07,0.16,8.58,0.32,16.00,6.31,1.248,0.282,0.010,0.011,8.146,0.489,0.0036,165,512,1253,12215,139,17,0.710,4274,574,982,7153,508,1039,7162,16.50,28.53,6140,10.1300,67256,4464,104043,594.3,-0.0,985395,17.978,2630837.750,5.49e-15,0.00048,7.71,26470,23.810,1.321,21.860,0.629,23.811,2443,2880,3386,0.4002,0.954,1.033,2.000,1.371,0.973,1.394,9598.402,6628.067,9893.655,9461.022,8272.134,2215.289,929.496,1419.545,0.406,0.562,0.472,0.447,0.283,0.384,4131,8063,0.4692,1.0000,0.9991,0.0776,1.0000,1.0000,0.8535,1.1162,1.0625,0.0094,0.0057,0.0048,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,1089,0.9993,0.9173,0.9064,0.9974,0.0376,0.0426,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0672,0.0457,0.0377,0.061,0.053,0.065,0.041
32000,10399,2996,35837,58379,46964,21857,685,25180,1839,23,215927,3507809,22130.078,7445.884,0.2813,3649.196,0.017,0.906,0.056,0.020,0.495,0.367,1813,0.1164,0.7707,0.160,13.4,29.0,50.8,25.97,0.20,8.26,0.31,17.19,6.29,1.268,0.264,0.010,0.011,7.365,0.414,0.0034,169,547,1390,10291,235,13,0.712,4853,850,1236,8313,737,1948,7714,14.50,26.67,6867,11.1858,67185,4381,102475,713.8,-0.0,986991,15.890,2630837.750,3.54e-16,0.00004,26.07,23592,21.448,1.315,19.223,0.910,21.449,4172,2978,3249,0.3892,0.954,1.048,2.000,1.376,0.973,1.398,9049.597,6223.639,8939.011,8933.544,7906.718,1380.850,875.173,1540.665,0.401,0.570,0.490,0.456,0.272,0.400,4126,5978,0.4351,1.0000,0.9997,0.0847,1.0000,1.0000,0.8312,1.1124,1.0426,0.0132,0.0027,0.0046,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,1127,0.9999,0.9297,0.8948,0.9981,0.0401,0.0438,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0601,0.0409,0.0328,0.079,0.036,0.059,0.050
33000,8865,2769,36663,61281,49264,23857,761,25732,2165,34,221808,3641191,21974.302,8608.412,0.2947,4523.056,0.017,0.908,0.054,0.021,0.495,0.369,1632,0.1384,0.7687,0.164,12.9,28.0,46.0,25.27,0.18,8.65,0.37,16.07,6.38,1.227,0.281,0.011,0.012,7.366,0.457,0.0034,164,520,1252,10410,260,15,0.749,4125,39,897,7929,501,1033,7331,18.50,30.16,5231,8.3930,67182,4454,100659,571.6,-0.0,993517,16.306,2630837.750,3.72e-15,0.00004,17.88,24785,22.289,1.310,20.422,0.558,22.290,2504,3100,3261,0.4358,0.948,1.027,2.000,1.352,0.970,1.376,8681.610,5979.011,10442.920,8577.603,7476.835,1933.907,702.361,1449.088,0.430,0.572,0.479,0.469,0.270,0.413,4293,9335,0.5097,1.0000,0.9997,0.0668,1.0000,1.0000,0.8670,1.1139,1.0443,0.0113,0.0044,0.0067,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,931,0.9991,0.9270,0.9013,0.9977,0.0377,0.0383,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0617,0.0473,0.0369,0.084,0.042,0.063,0.054
34000,9053,2732,33118,51413,40734,17693,602,24656,1920,15,213415,3262515,20655.716,6901.392,0.2915,3013.452,0.018,0.902,0.059,0.021,0.484,0.372,1587,0.1328,0.7691,0.146,13.3,28.0,44.8,25.51,0.20,8.73,0.33,16.25,6.35,1.223,0.286,0.011,0.011,7.210,0.452,0.0035,172,560,888,9569,114,18,0.765,4149,36,1088,7929,594,1210,7249,17.00,28.17,5810,8.8478,67130,4610,98714,489.6,-0.0,996709,15.689,2630837.750,4.60e-15,0.00024,10.03,19925,19.762,1.322,17.830,0.610,19.763,2593,3253,3207,0.4623,0.944,1.015,2.000,1.286,0.971,1.427,8893.953,6181.795,7340.570,8786.032,7542.567,1433.657,839.618,1614.666,0.369,0.577,0.470,0.421,0.268,0.366,4263,5350,0.4715,0.9999,0.9997,0.0850,1.0000,1.0000,0.8180,1.1296,1.0691,0.0128,0.0049,0.0062,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,989,0.9992,0.9378,0.9221,0.9971,0.0369,0.0361,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0594,0.0469,0.0388,0.071,0.053,0.053,0.065
35000,10196,3167,39834,65802,52748,25238,730,27880,2803,12,290668,3773711,23446.649,9120.121,0.2822,3992.664,0.020,0.906,0.052,0.022,0.488,0.369,1729,0.1329,0.7713,0.153,12.4,28.0,46.2,25.34,0.23,8.68,0.41,16.02,6.26,1.242,0.281,0.015,0.017,7.159,0.461,0.0035,162,505,837,12788,123,13,0.765,4897,78,1056,9062,795,1763,7638,17.50,27.71,5275,10.1342,67292,4267,96216,623.7,-0.0,1000516,17.142,2630837.750,1.04e-14,0.00006,33.64,25928,23.508,1.328,21.405,0.774,23.508,3607,3154,3435,0.3801,0.954,1.048,2.000,1.328,0.969,1.401,9270.054,6385.437,10505.914,9164.785,7768.614,2485.605,965.502,1676.351,0.425,0.583,0.451,0.475,0.284,0.363,4048,7055,0.4542,1.0000,0.9997,0.0704,0.9999,1.0000,0.8279,1.1198,1.0545,0.0151,0.0053,0.0056,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,941,0.9995,0.9289,0.9033,0.9970,0.0340,0.0367,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0474,0.0408,0.088,0.051,0.073,0.058
36000,9176,2849,37276,57568,45549,19617,675,27806,2597,8,285796,3447400,21535.294,8343.876,0.2662,3589.234,0.019,0.913,0.048,0.020,0.463,0.382,2182,0.1542,0.7710,0.165,12.0,28.0,42.2,23.92,0.20,8.50,0.29,14.94,6.25,1.228,0.285,0.008,0.010,7.017,0.483,0.0036,166,524,881,11605,137,12,0.764,4323,143,1012,8021,604,931,7641,20.25,30.40,5600,8.9774,67387,3923,93309,517.1,-0.0,1005652,16.911,2630837.750,6.55e-15,0.00018,11.63,21757,21.326,1.305,19.383,0.639,21.327,2522,3220,3434,0.4432,0.948,1.027,2.000,1.294,0.971,1.420,9306.990,6187.915,8273.722,9194.265,7656.541,2087.445,1083.167,1584.029,0.372,0.550,0.450,0.417,0.282,0.334,3945,6889,0.5083,0.9999,0.9994,0.0708,1.0000,1.0000,0.9049,1.1551,1.0362,0.0153,0.0035,0.0070,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,996,0.9992,0.9309,0.8931,0.9978,0.0326,0.0357,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0614,0.0378,0.0338,0.073,0.046,0.060,0.054
37000,9402,2637,36761,56540,45150,19151,628,25240,2178,13,259567,3078366,21548.369,7615.684,0.2541,3493.583,0.021,0.899,0.060,0.020,0.455,0.385,1595,0.1414,0.7682,0.170,12.8,28.0,46.4,26.02,0.26,8.92,0.35,16.50,6.39,1.192,0.289,0.010,0.012,6.816,0.429,0.0036,156,501,1019,10145,209,15,0.760,4430,225,1324,7853,652,1108,7642,20.25,31.23,5076,9.1353,67427,4328,91368,707.4,-0.0,1009750,15.589,2630837.750,1.73e-14,0.00004,24.14,21611,19.902,1.297,17.980,0.625,19.902,2586,3372,3444,0.4575,0.947,1.017,2.000,1.209,0.971,1.396,9010.997,5678.205,9238.238,8906.822,6896.892,1935.459,838.990,1347.652,0.362,0.561,0.419,0.434,0.256,0.307,4150,7931,0.4535,1.0000,0.9998,0.0732,1.0000,1.0000,0.8049,1.0865,1.0359,0.0182,0.0067,0.0043,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,1173,0.9989,0.9013,0.8970,0.9981,0.0347,0.0357,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0409,0.0361,0.068,0.057,0.059,0.056
38000,8398,2735,33210,49383,38567,15603,570,26004,1876,16,236449,3183008,19941.499,6655.959,0.2559,2873.983,0.019,0.906,0.056,0.019,0.463,0.385,1622,0.1533,0.7737,0.161,12.3,28.0,44.4,24.43,0.21,8.30,0.21,15.72,6.31,1.220,0.273,0.011,0.012,6.888,0.471,0.0036,169,537,895,9614,107,17,0.769,4044,236,1375,6787,545,679,7174,20.50,30.83,5863,8.3694,67501,4510,89598,383.2,-0.0,1012787,16.178,2630837.750,8.67e-15,0.00024,31.31,18861,19.129,1.322,17.278,0.529,19.130,2307,2991,3100,0.4339,0.945,1.029,2.000,1.289,0.969,1.410,9189.102,5846.890,6435.644,9099.679,7280.160,1572.505,944.062,1265.408,0.354,0.574,0.417,0.383,0.272,0.319,4106,4918,0.5302,1.0000,0.9997,0.0827,1.0000,1.0000,0.8876,1.1217,1.0585,0.0161,0.0055,0.0046,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,1400,0.9997,0.9263,0.9054,0.9966,0.0345,0.0323,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0568,0.0316,0.0257,0.052,0.037,0.042,0.043
39000,10025,2926,37793,59847,48190,21315,739,27561,2165,7,257683,3572290,22565.220,7640.971,0.2621,3420.214,0.019,0.904,0.058,0.020,0.484,0.374,1694,0.1283,0.7731,0.150,12.0,28.0,43.0,24.35,0.19,8.32,0.21,15.63,6.35,1.211,0.273,0.013,0.014,6.753,0.453,0.0036,167,519,845,11369,97,16,0.763,4627,85,1354,8586,496,1264,8265,19.00,28.52,5391,8.1131,67395,4219,88661,524.7,-0.0,1015701,16.771,2630837.750,1.31e-14,0.00017,12.25,23141,21.502,1.321,19.468,0.713,21.502,2532,3781,3712,0.4437,0.943,1.023,2.000,1.323,0.969,1.381,10416.783,6432.014,7530.131,10320.043,8135.260,1811.054,996.042,1413.662,0.377,0.590,0.439,0.442,0.291,0.366,3950,5089,0.5357,1.0000,0.9999,0.0894,1.0000,1.0000,0.8673,1.1138,1.0908,0.0119,0.0064,0.0059,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,1344,0.9998,0.9245,0.9166,0.9976,0.0322,0.0364,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0355,0.0311,0.060,0.029,0.044,0.052
40000,9222,2716,35378,55358,44583,19292,688,27106,2024,4,245863,3500536,21489.913,7236.483,0.2547,3322.043,0.017,0.906,0.058,0.019,0.487,0.373,1417,0.1343,0.7718,0.157,12.8,28.0,48.1,26.27,0.27,8.68,0.29,17.02,6.49,1.193,0.271,0.013,0.015,7.221,0.487,0.0036,169,538,837,10260,97,16,0.771,4287,67,1689,7466,469,930,7823,17.50,27.58,5057,7.8688,67404,4364,87687,550.0,-0.0,1018926,16.707,2630837.750,8.50e-15,0.00000,36.36,20748,20.280,1.302,18.371,0.607,20.305,2078,3675,3469,0.4620,0.936,1.013,2.000,1.342,0.968,1.343,9854.937,6012.770,7517.399,9757.956,7536.602,1660.927,1001.926,1251.587,0.375,0.590,0.448,0.428,0.292,0.354,3995,5957,0.5188,0.9998,0.9995,0.0918,1.0000,1.0000,0.7818,1.0763,1.0256,0.0206,0.0062,0.0065,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,1090,0.9993,0.8940,0.8858,0.9977,0.0321,0.0407,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0568,0.0436,0.0380,0.082,0.051,0.056,0.062
41000,9473,2836,35163,55037,44023,19241,633,27015,1924,5,238383,3447149,21799.435,6928.429,0.2581,3083.002,0.023,0.902,0.052,0.023,0.488,0.373,1931,0.1278,0.7676,0.127,13.1,28.0,48.1,25.89,0.32,8.63,0.28,16.67,6.46,1.202,0.279,0.021,0.023,7.066,0.468,0.0037,173,528,912,10391,111,16,0.656,4728,88,1547,7838,427,1053,7993,16.75,27.57,5668,8.6927,67414,4160,86206,588.3,-0.0,1021318,16.656,2630837.750,8.67e-15,0.00008,15.95,20896,20.535,1.327,18.469,0.739,20.536,2354,3544,3575,0.4474,0.946,1.021,2.000,1.322,0.968,1.356,10069.073,6322.013,7025.222,9973.622,7883.593,1491.360,999.115,1354.952,0.396,0.583,0.440,0.477,0.278,0.328,3901,4359,0.4834,0.9997,0.9993,0.0873,1.0000,1.0000,0.8310,1.0939,1.0376,0.0241,0.0060,0.0099,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,1609,0.9987,0.9241,0.8901,0.9969,0.0307,0.0359,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0567,0.0462,0.0380,0.054,0.047,0.048,0.052
42000,8570,2928,35584,53284,41705,17088,612,26762,2033,7,248219,3381649,21849.011,7214.602,0.2560,3242.386,0.019,0.907,0.055,0.020,0.473,0.381,1577,0.1509,0.7613,0.154,14.3,28.1,49.0,26.18,0.27,9.38,0.28,16.24,6.36,1.244,0.287,0.010,0.011,7.185,0.454,0.0036,173,527,1045,9872,142,17,0.721,4185,203,978,7389,614,954,7002,19.00,28.03,5768,9.6293,67357,4565,84950,626.6,-0.0,1024297,16.878,2630837.750,2.23e-14,0.00002,16.82,20958,21.217,1.308,19.303,0.605,21.217,2507,2949,3114,0.4165,0.954,1.033,2.000,1.370,0.974,1.398,9118.603,6113.931,8643.977,9039.434,7407.986,1839.308,866.863,1266.044,0.391,0.582,0.419,0.427,0.245,0.280,4079,6345,0.4783,0.9999,0.9994,0.0718,1.0000,1.0000,0.8273,1.1003,1.0364,0.0211,0.0040,0.0066,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,1340,0.9989,0.9210,0.8811,0.9982,0.0310,0.0368,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0543,0.0487,0.0428,0.083,0.038,0.037,0.071
