step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
43000,8635,2940,36991,57526,45436,19843,692,26531,2006,13,251335,3316553,22453.108,7634.367,0.2565,3604.387,0.019,0.909,0.053,0.019,0.467,0.383,1841,0.1524,0.7556,0.155,14.3,28.7,48.0,26.37,0.35,8.94,0.29,16.79,6.44,1.229,0.273,0.021,0.023,7.178,0.474,0.0036,165,524,1041,10462,194,14,0.739,4104,404,907,7324,527,1097,7011,19.25,29.29,6038,10.1392,67389,3717,83322,590.3,-0.0,1026961,16.634,2630837.750,7.08e-15,0.00000,28.99,22687,21.505,1.316,19.618,0.572,21.506,2742,2871,3022,0.4213,0.954,1.032,2.000,1.362,0.973,1.350,9329.687,6240.986,8902.897,9243.890,7910.708,1818.513,873.444,1338.022,0.380,0.567,0.432,0.407,0.281,0.359,3753,7048,0.4758,1.0000,0.9997,0.0781,0.9999,1.0000,0.8338,1.1082,1.0396,0.0222,0.0049,0.0118,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,1328,0.9997,0.9057,0.8781,0.9971,0.0292,0.0345,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0543,0.0455,0.0373,0.072,0.055,0.059,0.060
44000,9345,2564,34164,51261,40582,16464,633,23027,1728,5,217826,2872522,20434.539,6377.184,0.2474,3008.438,0.018,0.912,0.053,0.017,0.455,0.394,1337,0.1261,0.7564,0.160,14.2,28.4,48.1,26.77,0.25,8.54,0.28,17.70,6.50,1.199,0.273,0.012,0.015,6.858,0.446,0.0035,157,533,769,9331,119,15,0.705,4467,323,1070,7952,906,934,7505,19.50,29.39,6306,9.8413,67264,3937,82926,660.1,-0.0,1028961,14.747,2630837.750,1.38e-14,0.00001,6.88,19931,18.693,1.307,16.706,0.680,18.694,2783,3217,3345,0.4512,0.942,1.018,2.000,1.265,0.970,1.363,8364.516,5673.814,8233.120,8304.471,6905.386,1546.159,800.009,1022.578,0.379,0.549,0.419,0.404,0.258,0.294,3870,7289,0.4423,0.9999,0.9996,0.0632,1.0000,1.0000,0.8520,1.0706,1.0209,0.0166,0.0044,0.0078,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,1405,0.9995,0.9115,0.8894,0.9979,0.0312,0.0332,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0515,0.0413,0.0347,0.063,0.058,0.058,0.046
45000,7912,2428,32168,50405,39894,17620,617,23308,1736,2,236997,2873611,19988.803,7014.355,0.2479,3342.503,0.015,0.910,0.057,0.018,0.459,0.387,1415,0.1521,0.7505,0.162,13.5,28.0,49.0,27.15,0.22,9.35,0.26,17.31,6.53,1.205,0.287,0.015,0.018,7.301,0.437,0.0036,166,523,814,10156,93,15,0.666,3737,121,1070,6721,606,990,6316,21.50,31.72,5374,9.0604,67211,4395,82628,494.6,-0.0,1032293,14.942,2630837.750,7.26e-15,0.00052,27.80,19377,18.612,1.314,16.815,0.483,18.612,2566,2719,2627,0.4555,0.911,1.019,2.000,1.312,0.966,1.349,7838.892,5034.121,9443.273,7770.602,6117.431,1942.104,691.336,1038.412,0.383,0.562,0.418,0.458,0.254,0.283,4204,7388,0.4797,0.9994,0.9998,0.0586,1.0000,1.0000,0.7919,1.1003,1.0714,0.0113,0.0048,0.0083,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,1167,0.9998,0.9205,0.9073,0.9980,0.0267,0.0317,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0549,0.0335,0.0263,0.062,0.043,0.041,0.037
46000,8216,2707,33821,52573,41669,18026,726,25212,1887,7,236875,3276205,20881.613,6757.439,0.2451,3129.054,0.014,0.916,0.052,0.017,0.480,0.375,1756,0.1490,0.7614,0.166,13.4,28.0,49.8,26.81,0.33,8.90,0.26,17.32,6.53,1.199,0.278,0.017,0.019,7.261,0.486,0.0036,170,516,884,9681,116,11,0.678,3930,41,876,7299,513,1121,6582,18.75,29.76,5798,8.9376,67270,3791,81386,428.3,-0.0,1034491,15.960,2630837.750,2.12e-15,0.00000,16.52,20257,19.590,1.307,17.786,0.497,19.590,2407,2879,2930,0.4667,0.922,1.011,2.000,1.269,0.970,1.366,9051.253,5999.747,7567.794,8986.724,7456.149,1674.915,815.445,1138.025,0.382,0.572,0.455,0.442,0.270,0.334,3910,5120,0.4616,1.0000,1.0000,0.0643,1.0000,1.0000,0.8177,1.0977,1.0393,0.0225,0.0042,0.0103,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,1291,0.9995,0.9145,0.8969,0.9977,0.0262,0.0291,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0314,0.0265,0.058,0.056,0.042,0.045
47000,9194,2766,33939,53374,42083,18653,782,23427,1854,5,217422,3080866,20327.936,6691.515,0.2560,3212.482,0.011,0.917,0.052,0.020,0.470,0.383,1463,0.1310,0.7682,0.155,12.6,28.0,44.5,24.97,0.23,8.90,0.19,15.66,6.45,1.203,0.289,0.012,0.013,6.839,0.463,0.0035,162,512,936,9299,114,11,0.699,4331,151,1168,7875,498,1049,7647,19.25,30.16,6776,10.5079,67299,3987,80800,475.5,-0.0,1035764,14.937,2630837.750,3.19e-15,0.00006,12.20,20559,18.847,1.304,16.955,0.588,18.847,2787,3259,3148,0.4516,0.949,1.021,2.000,1.339,0.971,1.322,8577.590,5350.398,8593.447,8508.165,6438.805,1707.883,837.137,934.013,0.413,0.550,0.428,0.474,0.233,0.300,4121,6592,0.4579,1.0000,0.9997,0.0576,1.0000,0.9999,0.9277,1.1367,1.0550,0.0173,0.0036,0.0076,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,1083,0.9997,0.9308,0.9057,0.9979,0.0279,0.0293,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0323,0.0281,0.052,0.038,0.044,0.035
48000,8352,2472,37853,60903,48996,22321,729,25392,2094,7,254238,3198588,22471.722,8352.618,0.2590,4237.038,0.018,0.904,0.058,0.020,0.464,0.385,1794,0.1544,0.7589,0.173,13.1,28.0,45.7,25.33,0.16,8.58,0.21,16.38,6.37,1.239,0.274,0.011,0.013,6.969,0.438,0.0035,156,502,863,10499,122,13,0.670,3875,125,1088,7139,445,1004,6903,22.51,32.66,5100,10.2548,67489,4135,79787,616.7,-0.0,1040063,15.893,2630837.750,5.66e-15,0.00000,35.52,24160,21.109,1.326,19.228,0.555,21.109,2719,3006,2627,0.4435,0.933,1.027,2.000,1.445,0.964,1.340,8316.945,5222.616,12248.879,8254.737,6205.145,2235.836,834.212,1045.532,0.425,0.551,0.408,0.488,0.217,0.265,4441,10082,0.4202,1.0000,0.9996,0.0478,1.0000,1.0000,0.9118,1.0767,1.0539,0.0086,0.0027,0.0092,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,1120,0.9996,0.8988,0.8959,0.9979,0.0286,0.0284,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0338,0.0279,0.054,0.030,0.036,0.043
49000,8126,2475,33146,49302,38998,15502,654,24590,1678,6,193214,2983261,19738.652,5975.841,0.2596,2841.444,0.013,0.908,0.057,0.022,0.460,0.393,1183,0.1457,0.7695,0.154,12.4,28.0,47.0,25.66,0.18,8.72,0.23,16.52,6.50,1.213,0.275,0.009,0.011,6.973,0.444,0.0037,167,516,771,7917,153,19,0.714,3832,181,1066,6879,546,695,6885,19.25,30.75,5987,8.7204,67509,4618,78283,464.0,-0.0,1042564,15.215,2630837.750,4.25e-15,0.00000,12.67,19619,18.818,1.313,17.009,0.497,18.819,2043,2895,3188,0.4440,0.946,1.016,2.000,1.328,0.973,1.357,8530.648,6109.321,6550.741,8472.379,7556.975,1253.720,791.547,1089.129,0.355,0.552,0.440,0.360,0.238,0.371,4209,5909,0.5190,1.0000,0.9999,0.0632,1.0000,1.0000,0.8947,1.0592,1.0601,0.0084,0.0059,0.0077,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,1189,0.9993,0.8849,0.8850,0.9981,0.0259,0.0277,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0551,0.0299,0.0233,0.049,0.031,0.041,0.040
50000,9432,2988,37879,59102,47831,20493,730,25920,1945,3,244259,3480438,23002.488,7656.787,0.2512,3821.750,0.018,0.900,0.056,0.025,0.487,0.371,1470,0.1328,0.7584,0.148,13.3,28.0,49.4,26.27,0.18,8.72,0.28,17.09,6.49,1.217,0.271,0.011,0.014,7.042,0.454,0.0035,164,501,795,10245,77,22,0.672,4442,326,1527,7579,740,900,7792,18.00,28.15,5062,8.7542,67475,4332,77341,593.1,-0.0,1045263,16.578,2630837.750,3.03e-14,0.00001,27.47,22725,21.140,1.298,19.194,0.647,21.166,2544,3348,3540,0.4372,0.948,1.026,2.000,1.290,0.972,1.396,9487.320,6677.951,8992.557,9422.608,8409.074,1439.513,886.164,1509.361,0.383,0.580,0.464,0.446,0.266,0.332,3860,6833,0.5120,0.9998,0.9998,0.0684,1.0000,0.9999,0.7938,1.1187,1.0610,0.0111,0.0036,0.0055,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,1872,0.9991,0.9256,0.8873,0.9979,0.0252,0.0285,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0546,0.0409,0.0317,0.064,0.045,0.042,0.055
51000,8688,2751,33222,50635,40190,16731,682,26163,1913,3,234145,3332518,20584.168,6730.348,0.2538,3016.519,0.016,0.902,0.053,0.028,0.482,0.375,1622,0.1401,0.7647,0.127,12.5,28.0,45.7,25.57,0.15,8.43,0.25,16.74,6.48,1.198,0.273,0.011,0.012,7.008,0.448,0.0036,178,554,860,10503,123,20,0.734,4015,54,1347,7287,556,878,7254,18.25,29.29,4615,7.1592,67496,4359,76688,482.9,-0.0,1048572,16.533,2630837.750,4.60e-15,0.00029,29.17,19429,19.823,1.326,17.960,0.538,19.824,2038,3355,3295,0.4515,0.948,1.017,2.000,1.299,0.971,1.367,9251.514,6090.581,6888.619,9186.567,7525.499,1571.581,854.383,1287.865,0.384,0.591,0.434,0.434,0.259,0.325,4010,4417,0.5149,0.9998,0.9998,0.0703,1.0000,0.9999,0.8800,1.0831,1.0564,0.0055,0.0060,0.0064,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,1470,0.9992,0.9022,0.8951,0.9985,0.0240,0.0292,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0568,0.0406,0.0319,0.056,0.042,0.044,0.055
52000,8635,2748,33530,49206,38412,14993,683,25625,1950,3,218782,3305365,20169.734,6296.040,0.2634,2694.585,0.015,0.913,0.050,0.022,0.482,0.374,2013,0.1420,0.7707,0.131,13.3,28.0,45.5,25.34,0.16,8.58,0.17,16.43,6.38,1.242,0.279,0.008,0.009,7.189,0.469,0.0036,170,538,815,9929,124,18,0.639,4098,97,1441,7097,367,924,7344,19.75,29.44,5454,7.6055,67401,4520,76105,377.3,-0.0,1050119,15.916,2630837.750,1.12e-14,0.00000,11.84,19070,19.243,1.296,17.362,0.585,19.243,2052,3049,3534,0.4281,0.949,1.033,2.000,1.337,0.970,1.422,9575.606,6254.688,5606.255,9512.119,7745.945,1143.629,877.449,1580.377,0.353,0.584,0.443,0.370,0.263,0.319,3970,4787,0.5830,0.9999,0.9994,0.0829,1.0000,1.0000,0.9389,1.0772,1.0963,0.0077,0.0059,0.0058,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,1218,0.9991,0.9003,0.9207,0.9981,0.0274,0.0296,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0571,0.0357,0.0232,0.037,0.032,0.029,0.033
53000,8867,2818,36567,56247,44475,18958,722,27011,2026,6,237173,3488393,21683.947,7195.048,0.2679,3223.807,0.018,0.910,0.053,0.019,0.482,0.378,1395,0.1412,0.7668,0.151,13.7,28.0,45.0,25.19,0.19,8.73,0.28,15.99,6.35,1.251,0.279,0.010,0.011,7.066,0.466,0.0036,169,532,904,9990,126,17,0.629,4161,97,1060,7710,314,1167,7386,19.25,27.95,5937,9.4832,67454,4473,75693,488.8,-0.0,1051463,16.674,2630837.750,1.29e-14,0.00000,35.70,22345,21.143,1.312,19.206,0.625,21.144,2673,3104,3090,0.4326,0.950,1.033,2.000,1.431,0.974,1.373,9444.642,6057.620,8056.766,9372.011,7478.977,1742.022,799.990,1429.229,0.391,0.588,0.438,0.423,0.265,0.330,4182,6159,0.5034,1.0000,0.9996,0.0666,1.0000,1.0000,0.9316,1.0897,1.0546,0.0149,0.0035,0.0056,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,1133,0.9990,0.9183,0.8814,0.9972,0.0261,0.0261,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0551,0.0390,0.0279,0.074,0.036,0.049,0.048
54000,9210,2888,36256,54743,42713,17783,704,26087,1944,2,227041,3295809,21538.072,7094.762,0.2660,3320.906,0.015,0.903,0.059,0.023,0.465,0.386,1735,0.1412,0.7653,0.144,13.3,28.3,47.5,25.47,0.17,8.39,0.29,16.63,6.38,1.247,0.266,0.009,0.010,6.859,0.455,0.0035,169,530,788,10566,166,19,0.616,4278,288,1469,7453,625,1058,7527,20.25,28.43,6945,10.3110,67431,4036,74923,586.2,-0.0,1052771,16.345,2630837.750,1.31e-14,0.00010,11.91,22054,21.234,1.317,19.217,0.700,21.235,2488,3261,3461,0.4155,0.949,1.033,2.000,1.398,0.967,1.401,9141.339,6265.274,8171.215,9081.469,7606.295,1696.593,816.789,1260.474,0.391,0.564,0.420,0.434,0.231,0.303,4021,6668,0.4566,1.0000,0.9999,0.0582,1.0000,1.0000,0.9091,1.0585,1.0695,0.0138,0.0039,0.0038,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,1212,0.9998,0.9127,0.8873,0.9979,0.0240,0.0309,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0529,0.0364,0.0283,0.063,0.049,0.049,0.044
55000,8820,2581,37561,59429,47702,21161,707,24630,1988,3,250894,3032126,22098.320,8131.144,0.2539,4150.096,0.017,0.897,0.066,0.021,0.450,0.396,1627,0.1448,0.7559,0.145,13.0,28.0,47.8,25.40,0.16,8.84,0.30,16.08,6.40,1.230,0.277,0.011,0.012,6.716,0.454,0.0035,157,502,795,10725,104,17,0.634,4391,341,1060,7419,771,1169,6880,21.00,30.82,5610,10.3776,67332,4000,74706,730.0,-0.0,1055624,15.590,2630837.750,1.36e-14,0.00005,18.47,22974,20.542,1.309,18.632,0.601,20.543,3022,2971,2827,0.4175,0.950,1.033,2.000,1.354,0.969,1.373,8151.648,5468.662,11540.084,8100.284,6608.049,2082.004,751.351,1147.692,0.383,0.536,0.419,0.462,0.230,0.293,4068,10272,0.3934,1.0000,0.9997,0.0548,1.0000,1.0000,0.8860,1.1231,1.0533,0.0081,0.0044,0.0068,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,1058,0.9995,0.9134,0.8847,0.9985,0.0249,0.0331,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0526,0.0455,0.0341,0.071,0.037,0.049,0.063
56000,8159,2494,32663,48105,37762,14769,673,22888,1493,9,199440,2702411,19462.484,6158.404,0.2549,2981.057,0.015,0.896,0.067,0.022,0.446,0.397,1869,0.1446,0.7616,0.138,13.4,28.0,46.3,25.71,0.17,8.21,0.24,17.10,6.44,1.216,0.263,0.017,0.022,7.002,0.450,0.0036,159,506,766,8726,122,16,0.681,3819,798,828,6533,451,971,6737,21.50,30.45,6321,9.8841,67333,3914,74373,589.5,-0.0,1057033,14.280,2630837.750,1.73e-14,0.00010,25.84,18813,17.720,1.300,15.942,0.478,17.720,2379,2719,3061,0.4542,0.934,1.022,2.000,1.231,0.966,1.427,7643.352,5668.736,8077.002,7593.198,6773.341,1407.481,671.554,1098.313,0.359,0.541,0.417,0.404,0.222,0.279,3976,7724,0.3781,0.9999,1.0000,0.0543,1.0000,1.0000,0.8874,1.0744,1.0972,0.0089,0.0035,0.0073,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,1210,0.9991,0.9067,0.9094,0.9976,0.0237,0.0246,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0547,0.0374,0.0294,0.056,0.036,0.040,0.051
57000,7940,2620,32238,53324,43871,20384,702,21994,1456,5,199226,2822278,20263.631,6825.427,0.2504,3707.632,0.019,0.887,0.068,0.026,0.467,0.386,1334,0.1381,0.7562,0.149,13.7,28.0,48.9,26.21,0.20,8.84,0.23,16.94,6.49,1.215,0.272,0.011,0.012,7.466,0.462,0.0034,160,500,782,8409,117,19,0.688,3786,56,938,6946,528,1266,6146,17.25,28.53,5132,9.1501,67226,3999,74394,611.9,-0.0,1059572,14.346,2630837.750,1.89e-14,0.00005,6.93,20269,18.087,1.305,16.317,0.465,18.087,2921,2443,2576,0.4377,0.948,1.024,2.000,1.268,0.977,1.381,7618.620,5201.171,10079.201,7573.246,6318.816,1652.110,623.441,842.244,0.404,0.544,0.441,0.510,0.245,0.295,4152,7813,0.3947,0.9999,0.9998,0.0544,1.0000,1.0000,0.8511,1.1498,1.0863,0.0104,0.0052,0.0059,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,1189,0.9996,0.9335,0.9127,0.9981,0.0236,0.0221,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0574,0.0401,0.0320,0.052,0.036,0.041,0.047
58000,7787,2728,32922,47917,37266,14337,658,23570,1618,6,203055,2898887,19426.248,6252.099,0.2652,2886.413,0.015,0.905,0.061,0.019,0.457,0.391,1453,0.1538,0.7669,0.157,12.8,28.2,47.4,25.08,0.17,8.89,0.21,15.81,6.41,1.242,0.276,0.013,0.014,7.348,0.487,0.0036,162,508,830,9009,98,22,0.663,3734,31,964,6792,548,1075,6164,20.50,29.72,5720,8.9391,67274,4066,73738,472.0,-0.0,1061567,14.788,2630837.750,9.91e-15,0.00000,30.20,18306,17.887,1.306,16.114,0.466,17.887,2169,2665,2953,0.4290,0.954,1.028,2.000,1.313,0.975,1.432,8023.952,5672.633,7465.327,7974.256,6873.078,1529.394,684.694,1151.598,0.369,0.540,0.437,0.381,0.219,0.307,4099,6894,0.4665,1.0000,0.9999,0.0530,1.0000,1.0000,0.8812,1.1422,1.1373,0.0094,0.0045,0.0068,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,987,0.9994,0.9310,0.9239,0.9976,0.0205,0.0205,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0574,0.0338,0.0259,0.049,0.037,0.040,0.038
59000,8532,2600,34385,50921,39761,15841,695,23340,1813,13,213236,2862037,20311.921,6416.964,0.2644,2892.699,0.019,0.905,0.056,0.020,0.449,0.396,1601,0.1440,0.7631,0.147,13.2,28.8,48.0,25.49,0.19,9.30,0.33,15.67,6.39,1.236,0.292,0.017,0.020,6.976,0.427,0.0035,157,515,984,9529,135,23,0.664,4205,60,1151,7321,642,1510,6380,21.75,32.16,7104,11.2393,67399,3981,73198,691.9,-0.0,1061481,14.663,2630837.750,2.30e-15,0.00005,16.19,19549,18.434,1.334,16.534,0.566,18.435,3048,2657,2827,0.4226,0.950,1.033,2.000,1.288,0.976,1.423,8082.933,5639.927,8328.618,8033.752,6842.250,1600.262,712.075,1211.928,0.367,0.545,0.412,0.382,0.236,0.315,3978,7533,0.4460,0.9999,0.9994,0.0549,1.0000,1.0000,0.8848,1.0961,1.1104,0.0113,0.0046,0.0056,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,941,0.9990,0.9093,0.9108,0.9989,0.0218,0.0236,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0547,0.0511,0.0372,0.078,0.041,0.058,0.059
60000,8935,2802,40053,61807,48554,21070,684,26642,2328,15,286054,3379702,23107.047,8693.590,0.2606,4034.272,0.020,0.897,0.060,0.023,0.461,0.386,1932,0.1540,0.7597,0.147,12.6,28.0,47.4,25.22,0.17,9.02,0.24,15.79,6.40,1.226,0.284,0.016,0.017,6.749,0.447,0.0035,159,493,936,11461,157,28,0.693,4184,172,1144,7619,625,901,7409,22.75,31.58,5195,9.7275,67444,3915,72175,523.4,-0.0,1066222,16.658,2630837.750,1.38e-14,0.00007,15.16,24395,22.216,1.313,20.343,0.560,22.239,2646,3048,3241,0.4276,0.944,1.030,2.000,1.336,0.969,1.378,8511.441,5825.665,11641.300,8462.373,7037.646,2787.984,679.183,1192.151,0.406,0.556,0.420,0.437,0.219,0.302,3861,9605,0.4537,1.0000,0.9997,0.0407,1.0000,1.0000,0.9079,1.0744,1.0739,0.0129,0.0033,0.0042,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,1060,0.9996,0.9067,0.8916,0.9984,0.0201,0.0226,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0532,0.0397,0.0307,0.044,0.052,0.043,0.044
61000,7757,2563,31767,45766,35508,13351,648,23407,1717,9,210379,2835559,19279.363,6036.744,0.2565,2664.679,0.010,0.924,0.046,0.020,0.443,0.397,1353,0.1640,0.7618,0.138,14.0,29.9,48.2,26.70,0.22,9.36,0.32,16.81,6.50,1.208,0.289,0.018,0.022,7.216,0.475,0.0036,165,528,775,8864,134,25,0.672,3792,224,939,6594,500,758,6499,24.00,34.02,5746,8.9210,67574,4065,71362,453.3,-0.0,1068447,14.911,2630837.750,2.74e-14,0.00008,36.46,17138,17.603,1.305,15.880,0.418,17.603,1985,2870,2902,0.4462,0.948,1.026,2.000,1.275,0.971,1.396,8183.304,5373.393,7454.052,8137.891,6352.099,1525.163,675.220,1171.682,0.364,0.550,0.392,0.392,0.208,0.267,4039,6671,0.4754,0.9998,1.0000,0.0546,1.0000,1.0000,0.8778,1.0595,1.0432,0.0115,0.0054,0.0086,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,1141,0.9996,0.8948,0.8810,0.9978,0.0211,0.0234,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0546,0.0450,0.0343,0.074,0.044,0.063,0.058
62000,8925,2793,32993,49047,38368,15414,640,22854,1659,4,205963,3000096,20147.006,5981.610,0.2571,2671.511,0.015,0.916,0.048,0.020,0.474,0.378,1405,0.1306,0.7562,0.151,13.4,29.0,48.1,25.85,0.22,8.70,0.30,16.63,6.43,1.218,0.275,0.016,0.018,7.074,0.441,0.0035,164,517,747,8778,81,25,0.654,4294,486,1425,7014,453,729,7743,19.75,30.53,6316,9.1464,67507,4374,71454,488.7,-0.0,1069303,14.718,2630837.750,1.35e-14,0.00006,13.00,18851,18.020,1.306,16.113,0.601,18.021,2320,3191,3414,0.4681,0.920,1.019,2.000,1.227,0.970,1.444,8713.755,5894.428,7037.388,8669.199,7111.930,1203.282,806.768,1300.049,0.356,0.590,0.423,0.414,0.246,0.294,4241,6016,0.5430,1.0000,0.9996,0.0575,1.0000,1.0000,0.8279,1.1063,1.0680,0.0138,0.0031,0.0101,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,1292,0.9990,0.9049,0.9030,0.9984,0.0182,0.0199,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0549,0.0475,0.0362,0.079,0.048,0.057,0.064
63000,8358,2928,36182,57078,45541,20293,603,25504,2136,8,259517,3389913,21851.549,8021.114,0.2612,3784.606,0.020,0.910,0.049,0.022,0.475,0.382,1677,0.1501,0.7591,0.147,12.8,28.0,45.5,24.57,0.31,8.84,0.35,15.07,6.31,1.245,0.282,0.024,0.029,7.349,0.447,0.0035,165,524,956,10068,143,22,0.637,4069,64,1219,7075,511,1018,6829,19.50,28.90,4837,8.1456,67447,4710,71149,473.2,-0.0,1072584,16.288,2630837.750,8.32e-15,0.00013,29.99,22129,20.660,1.312,18.803,0.546,20.661,2336,2838,3184,0.4183,0.954,1.037,2.000,1.298,0.974,1.447,8667.067,6317.957,9391.816,8623.673,7620.666,2005.192,786.196,1445.120,0.402,0.577,0.429,0.483,0.238,0.297,3990,7756,0.5106,0.9994,0.9992,0.0520,1.0000,1.0000,0.8995,1.1140,1.0897,0.0271,0.0039,0.0088,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,1345,0.9995,0.9198,0.8923,0.9985,0.0188,0.0223,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0579,0.0578,0.0440,0.068,0.065,0.053,0.069
64000,8705,2839,34176,51806,40991,16966,664,25872,1868,9,216678,3389953,20766.507,6639.826,0.2671,3022.275,0.018,0.905,0.053,0.024,0.483,0.376,1636,0.1400,0.7663,0.126,13.5,29.0,47.3,25.66,0.28,8.45,0.31,16.62,6.34,1.249,0.270,0.017,0.020,7.465,0.464,0.0036,172,550,922,9259,121,20,0.633,4012,87,1589,7029,458,913,7334,20.00,29.46,5327,7.9065,67481,4253,70593,441.4,-0.0,1074331,16.190,2630837.750,1.49e-14,0.00000,25.46,20131,19.901,1.311,18.010,0.580,19.901,2110,3170,3425,0.4261,0.948,1.033,2.000,1.345,0.972,1.447,9400.988,6421.117,6537.323,9355.572,7895.888,1233.557,865.949,1518.045,0.390,0.586,0.433,0.431,0.259,0.327,3906,4959,0.5134,1.0000,0.9997,0.0624,1.0000,1.0000,0.8871,1.0764,1.0822,0.0251,0.0047,0.0071,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,1121,0.9988,0.9055,0.9021,0.9979,0.0185,0.0240,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0567,0.0472,0.0315,0.067,0.036,0.055,0.057
