step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
21000,8835,2641,43418,63370,49027,19597,355,30449,2854,4,274512,3195708,22567.706,8229.600,0.2710,3579.286,0.031,0.865,0.061,0.044,0.418,0.419,1153,0.1731,0.8200,0.067,10.5,20.2,47.0,22.14,0.39,7.22,0.59,13.94,6.91,1.174,0.275,0.023,0.026,6.649,0.457,0.0037,142,460,833,10380,64,15,0.371,4373,70,883,7882,473,1083,7279,19.75,32.38,5447,9.1114,66992,4054,144472,483.4,-0.0,921979,16.701,2631075.518,1.13e-14,0.00168,8.53,23099,21.440,1.325,19.721,0.394,21.441,2524,3673,2638,0.4971,0.947,1.000,1.879,1.365,0.975,1.268,9624.814,5442.113,10305.742,9479.843,6361.407,2596.823,1026.237,1027.254,0.381,0.480,0.372,0.419,0.209,0.265,4130,10172,0.5186,0.9999,0.9998,0.0823,1.0000,1.0000,0.9018,1.0684,1.0071,0.0339,0.0068,0.0145,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,811,0.9994,0.9448,0.8948,0.9984,0.0456,0.0566,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0626,0.1965,0.0707,0.113,0.111,0.125,0.082
22000,8754,2548,38007,54152,42205,15832,313,28606,2404,4,215360,2875082,20462.189,6212.780,0.2701,2576.813,0.026,0.870,0.062,0.042,0.410,0.431,846,0.1568,0.8270,0.066,10.2,20.1,48.0,22.07,0.37,7.17,0.56,13.96,6.86,1.180,0.270,0.031,0.036,6.550,0.429,0.0038,149,487,798,8999,88,19,0.379,4353,30,1013,7711,454,1086,7214,22.85,35.53,7658,10.6637,67052,4085,139485,534.0,-0.0,926404,15.745,2631075.518,1.38e-14,0.00082,31.86,18936,18.867,1.358,17.130,0.379,18.867,2406,3367,2981,0.4784,0.946,1.008,1.896,1.302,0.975,1.312,9704.493,5558.380,6738.279,9572.780,6727.944,1584.348,972.553,1079.067,0.320,0.476,0.386,0.354,0.238,0.328,4015,6189,0.5295,0.9999,0.9998,0.1037,1.0000,1.0000,0.8763,1.1110,1.0093,0.0264,0.0082,0.0162,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,885,0.9996,0.9536,0.9010,0.9987,0.0424,0.0496,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0615,0.1740,0.0796,0.120,0.111,0.147,0.082
23000,10070,3073,46007,67717,53279,21336,374,31338,2537,3,245795,3375087,24893.816,7848.074,0.2744,3633.270,0.026,0.862,0.081,0.031,0.425,0.421,1180,0.1492,0.8126,0.075,10.7,21.0,56.5,23.57,0.47,7.49,0.47,15.14,6.99,1.196,0.267,0.025,0.026,7.015,0.454,0.0036,142,459,957,9701,119,20,0.397,5036,159,1413,8498,697,1523,7850,18.00,30.59,6455,11.4226,67140,4155,134257,615.2,-0.0,933810,17.442,2631075.518,6.73e-15,0.00069,11.13,24010,22.466,1.322,20.617,0.528,22.467,3414,3597,3059,0.4450,0.953,1.019,1.915,1.354,0.976,1.280,9956.444,5802.620,11879.074,9826.545,6821.467,2333.374,833.430,1048.000,0.401,0.478,0.379,0.421,0.199,0.296,3968,10152,0.4597,0.9997,0.9990,0.0764,1.0000,1.0000,0.8376,1.0913,1.0029,0.0339,0.0065,0.0133,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,661,0.9999,0.9655,0.8968,0.9977,0.0369,0.0492,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0611,0.1505,0.0626,0.087,0.086,0.112,0.066
24000,9917,3131,46389,65286,50156,18467,430,33685,2680,2,249033,3414218,24259.731,7954.597,0.2910,3424.882,0.023,0.861,0.090,0.026,0.410,0.435,1142,0.1591,0.8162,0.074,10.4,21.0,53.2,22.00,0.48,7.23,0.49,13.81,6.93,1.230,0.262,0.032,0.037,6.663,0.452,0.0037,148,487,795,9864,98,19,0.448,5073,67,1036,8814,862,1665,7390,18.75,30.82,6913,11.8127,67227,4224,128675,689.7,-0.0,940496,18.433,2631075.518,3.19e-15,0.00031,20.30,23825,23.132,1.320,21.267,0.545,23.132,3637,3384,2896,0.4306,0.963,1.026,1.931,1.397,0.980,1.313,10210.348,6190.767,10307.030,10096.207,7281.376,2304.160,938.096,1287.459,0.369,0.461,0.381,0.375,0.187,0.297,3643,9518,0.3741,0.9999,0.9997,0.0785,0.9999,0.9999,0.8971,1.1298,1.0245,0.0371,0.0062,0.0146,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,657,0.9998,0.9764,0.9019,0.9990,0.0386,0.0489,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0601,0.1448,0.0607,0.093,0.085,0.099,0.080
25000,9471,2791,43992,61867,48747,17501,374,31426,1887,4,189519,3179414,23373.225,6452.238,0.2744,3202.554,0.023,0.858,0.093,0.026,0.417,0.437,1234,0.1443,0.8219,0.078,10.8,21.0,49.5,22.83,0.27,6.92,0.53,15.11,7.25,1.152,0.264,0.014,0.015,6.694,0.451,0.0037,145,473,859,7973,117,20,0.564,4482,415,1400,7656,586,1293,7592,19.25,31.34,7905,11.9158,67397,4074,124169,707.9,-0.0,946402,17.250,2631075.518,7.08e-16,0.00033,32.07,21802,21.118,1.320,19.356,0.442,21.119,2845,3671,2955,0.4926,0.952,1.001,1.901,1.277,0.980,1.244,10340.631,5739.644,9690.024,10215.767,6669.988,1732.990,749.449,767.245,0.372,0.473,0.377,0.385,0.191,0.279,3795,10487,0.4355,1.0000,0.9998,0.0811,1.0000,1.0000,0.9165,1.0813,0.9795,0.0189,0.0054,0.0104,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,634,0.9995,0.9420,0.8776,0.9989,0.0409,0.0533,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0622,0.1491,0.0697,0.114,0.091,0.114,0.085
26000,9681,2617,46554,66927,53075,19928,445,32363,1989,2,195349,3296730,23942.879,7014.193,0.2772,3630.064,0.024,0.846,0.106,0.024,0.426,0.433,1369,0.1375,0.8315,0.087,10.3,20.5,47.6,22.13,0.16,6.44,0.53,15.00,7.36,1.152,0.247,0.012,0.013,6.526,0.483,0.0038,138,450,897,8440,92,21,0.606,4499,99,1397,8185,606,654,8421,17.50,29.90,7867,10.9505,67345,3992,121074,462.4,-0.0,952063,17.379,2631075.518,4.42e-15,0.00014,11.77,23445,21.706,1.336,19.918,0.452,21.707,2249,4167,3265,0.5073,0.955,1.000,1.891,1.349,0.977,1.239,10725.893,6054.728,9904.726,10603.230,7064.987,1680.774,790.383,912.972,0.372,0.488,0.384,0.424,0.186,0.271,3672,11182,0.5620,1.0000,0.9996,0.0883,1.0000,1.0000,0.9354,1.0881,0.9992,0.0090,0.0047,0.0092,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,808,0.9995,0.9577,0.8861,0.9991,0.0398,0.0494,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0629,0.1275,0.0650,0.102,0.115,0.098,0.094
27000,10325,2861,44343,68211,55282,23437,431,32829,1995,3,195125,3303959,24158.456,7194.061,0.2803,3775.125,0.028,0.848,0.106,0.018,0.429,0.439,1005,0.1205,0.8245,0.097,10.4,21.0,49.6,23.21,0.20,6.08,0.69,16.25,7.44,1.169,0.232,0.013,0.014,6.585,0.482,0.0038,148,470,850,10499,113,19,0.627,5040,69,1504,8752,767,1075,8483,15.25,26.70,6699,10.4580,67331,4199,118993,561.6,-0.0,956656,17.578,2631075.518,9.03e-15,0.00005,35.39,24525,22.566,1.360,20.621,0.585,22.566,3029,3982,3314,0.4928,0.947,1.000,1.940,1.341,0.981,1.240,10320.251,5870.390,10764.766,10206.804,6962.012,1683.966,796.885,938.084,0.398,0.477,0.387,0.497,0.205,0.288,3730,8242,0.5406,0.9996,0.9996,0.0872,1.0000,1.0000,0.8831,1.1022,1.0403,0.0115,0.0045,0.0094,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,630,0.9993,0.9496,0.8992,0.9984,0.0380,0.0502,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0620,0.1050,0.0588,0.119,0.120,0.104,0.116
28000,10672,3079,47102,70829,57254,23180,547,35458,1881,4,183807,3669216,25095.436,7354.461,0.2911,4009.760,0.022,0.857,0.111,0.010,0.437,0.433,1465,0.1239,0.8265,0.099,10.4,21.0,50.8,22.52,0.24,6.41,0.41,15.46,7.42,1.167,0.242,0.015,0.017,6.606,0.480,0.0039,149,463,935,9538,192,17,0.703,5061,112,1830,8730,421,1481,8770,15.50,26.85,5601,9.3826,67330,3943,116169,547.2,-0.0,962179,18.818,2631075.518,1.12e-14,0.00023,20.43,24561,23.380,1.341,21.453,0.586,23.380,2987,4149,3536,0.4725,0.965,1.009,1.933,1.320,0.983,1.255,11151.587,6562.034,10163.789,11054.232,7887.176,1431.984,788.052,1124.664,0.386,0.486,0.412,0.464,0.204,0.332,3417,8771,0.4966,1.0000,0.9994,0.0970,1.0000,1.0000,0.9373,1.0792,1.0104,0.0182,0.0057,0.0087,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,641,0.9996,0.9166,0.8835,0.9982,0.0360,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0614,0.0783,0.0508,0.092,0.079,0.061,0.086
29000,11093,2894,43456,62381,48701,18426,499,32915,1980,2,190701,3367545,23095.892,6720.987,0.2962,3191.102,0.018,0.859,0.113,0.009,0.424,0.440,1139,0.1183,0.8280,0.111,10.5,21.0,49.7,22.47,0.22,6.65,0.33,15.26,7.44,1.180,0.238,0.012,0.013,6.307,0.450,0.0038,155,489,837,8618,109,18,0.696,5386,104,1486,9503,769,1547,8777,20.75,29.99,5831,9.5914,67277,4310,113405,658.7,-0.0,966561,17.769,2631075.518,2.25e-14,0.00029,15.85,21565,21.856,1.353,19.867,0.636,21.856,3342,4156,3595,0.4670,0.956,1.009,1.950,1.338,0.978,1.266,10634.124,6024.961,8437.810,10527.556,7321.628,1699.084,698.724,1132.077,0.386,0.472,0.387,0.395,0.203,0.330,3663,7188,0.4462,1.0000,0.9997,0.0851,1.0000,1.0000,0.9264,1.0824,1.0352,0.0164,0.0040,0.0089,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,950,0.9998,0.9437,0.9002,0.9989,0.0348,0.0506,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0588,0.0702,0.0436,0.053,0.074,0.048,0.074
30000,11240,2944,43980,60609,47339,16215,414,33325,1762,3,185352,3233300,23695.943,6418.491,0.2882,3080.396,0.020,0.853,0.119,0.008,0.409,0.451,960,0.1184,0.8193,0.109,11.6,21.4,54.1,23.95,0.19,7.19,0.35,16.22,7.34,1.179,0.252,0.013,0.014,6.354,0.448,0.0038,154,485,838,8402,129,15,0.694,5381,249,1796,9195,863,1667,8710,20.00,29.77,7515,11.8586,67362,3961,109980,672.7,-0.0,969698,18.056,2631075.518,2.42e-14,0.00008,32.73,21150,21.951,1.318,19.976,0.658,21.982,3738,4164,3338,0.4778,0.952,1.007,1.943,1.307,0.980,1.281,10582.106,6340.314,8781.170,10483.905,7511.264,1640.444,502.513,1195.139,0.365,0.463,0.374,0.373,0.171,0.291,3563,7789,0.4226,0.9997,0.9998,0.0916,1.0000,1.0000,0.8824,1.0678,0.9771,0.0124,0.0032,0.0072,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,954,0.9993,0.9333,0.8632,0.9982,0.0347,0.0515,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0555,0.0620,0.0351,0.059,0.061,0.046,0.068
31000,9756,2825,47059,67517,51735,19954,504,33010,2638,5,245090,3269576,24021.490,8510.960,0.2936,4014.051,0.022,0.861,0.110,0.007,0.404,0.449,1149,0.1474,0.8152,0.124,11.9,21.7,52.2,23.39,0.25,6.92,0.38,15.84,7.19,1.227,0.249,0.011,0.013,6.307,0.460,0.0037,144,455,852,9779,107,10,0.654,4763,683,1168,7905,701,1337,7718,19.25,29.17,7121,11.8299,67279,4112,107308,663.0,-0.0,974926,17.841,2631075.518,2.02e-14,0.00005,7.71,24935,23.140,1.332,21.246,0.562,23.141,3461,3151,3144,0.4266,0.960,1.022,1.983,1.381,0.983,1.302,9490.097,5905.239,11752.344,9400.738,6882.460,2974.501,428.764,1093.643,0.384,0.446,0.369,0.402,0.155,0.279,3663,12131,0.4534,1.0000,0.9996,0.0645,1.0000,1.0000,0.8652,1.0670,0.9837,0.0163,0.0046,0.0089,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,759,1.0000,0.9374,0.8801,0.9991,0.0349,0.0450,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0561,0.0711,0.0479,0.067,0.086,0.046,0.073
32000,10275,2698,43393,62736,48276,18888,455,30895,2144,2,203629,3156861,23182.848,7579.680,0.3146,3575.620,0.020,0.862,0.109,0.010,0.412,0.445,1008,0.1286,0.8098,0.109,10.5,21.0,49.2,21.84,0.25,6.37,0.27,14.95,7.28,1.217,0.238,0.010,0.012,6.065,0.440,0.0037,155,482,796,7231,96,9,0.738,4796,366,1051,8858,694,1394,8187,21.00,30.27,7079,10.7634,67205,3913,105154,565.4,-0.0,979115,16.963,2631075.518,1.17e-14,0.00004,26.07,23331,22.066,1.339,20.157,0.570,22.066,3335,3627,3313,0.4501,0.962,1.015,1.986,1.398,0.978,1.298,9437.008,6311.513,9813.521,9345.895,7599.051,2123.944,469.820,1410.295,0.381,0.441,0.408,0.378,0.191,0.353,3618,9055,0.4298,1.0000,0.9998,0.0693,1.0000,1.0000,0.9172,1.0653,1.0041,0.0196,0.0063,0.0076,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,778,0.9997,0.9429,0.8886,0.9987,0.0317,0.0443,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0576,0.0581,0.0345,0.035,0.068,0.038,0.061
33000,9896,2767,40804,58114,45212,16909,401,29360,1886,8,164253,3006023,21504.536,6438.920,0.3201,3152.992,0.021,0.863,0.107,0.009,0.408,0.451,877,0.1258,0.8266,0.083,10.2,20.0,46.9,20.92,0.19,6.42,0.35,13.96,7.17,1.226,0.243,0.009,0.010,6.380,0.473,0.0036,147,474,730,5994,63,8,0.711,4619,44,1388,8464,440,1266,8190,18.50,28.88,6906,10.4222,67200,3891,103658,505.5,-0.0,982656,15.931,2631075.518,2.25e-14,0.00008,17.88,21461,20.375,1.332,18.507,0.537,20.376,2957,3771,3168,0.4526,0.957,1.015,1.993,1.457,0.980,1.305,8662.966,5645.748,9513.840,8588.218,6555.470,1854.854,445.483,985.591,0.386,0.433,0.399,0.388,0.160,0.327,3716,9291,0.4886,1.0000,0.9997,0.0675,1.0000,1.0000,0.9104,1.0988,1.0354,0.0140,0.0041,0.0090,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,638,0.9999,0.9509,0.8999,0.9972,0.0300,0.0474,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0614,0.0805,0.0485,0.057,0.076,0.051,0.074
34000,8970,2367,38780,54261,42043,15055,426,29527,2323,1,151051,2836473,20702.826,5944.153,0.3463,2675.254,0.023,0.856,0.112,0.008,0.401,0.456,880,0.1362,0.8366,0.092,9.8,20.0,49.7,22.38,0.22,6.65,0.27,15.23,7.33,1.195,0.243,0.010,0.010,6.443,0.452,0.0038,152,493,677,5662,40,10,0.747,4205,28,998,7944,422,1095,7453,22.50,33.38,8405,11.4143,67144,4212,102573,518.3,-0.0,984176,15.685,2631075.518,1.59e-14,0.00008,10.03,20602,19.526,1.333,17.739,0.454,19.527,2451,3443,3076,0.4560,0.955,1.010,1.994,1.382,0.978,1.289,8861.818,5702.534,7926.669,8775.996,6675.414,1407.520,479.410,1381.970,0.334,0.442,0.402,0.375,0.147,0.349,3773,7318,0.5229,1.0000,0.9999,0.0798,1.0000,1.0000,0.8117,1.0872,1.0221,0.0158,0.0038,0.0103,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,537,0.9996,0.9447,0.8983,0.9976,0.0342,0.0459,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0628,0.0521,0.0340,0.047,0.061,0.043,0.059
35000,11119,3094,51208,76104,60269,24202,694,33572,3221,1,214577,3558533,25656.872,8385.020,0.3131,4186.049,0.035,0.849,0.109,0.007,0.423,0.436,1654,0.1282,0.8355,0.119,9.9,20.0,48.0,21.40,0.21,6.28,0.26,14.65,7.10,1.254,0.249,0.010,0.011,6.239,0.457,0.0036,137,426,796,8901,75,9,0.707,5157,116,1606,9397,855,1807,8457,16.50,28.05,8030,13.9296,67302,4083,101178,791.3,-0.0,986446,17.607,2631075.518,9.38e-15,0.00000,33.64,28401,24.375,1.348,22.258,0.769,24.376,4363,3673,3083,0.4184,0.966,1.036,1.999,1.452,0.980,1.299,9488.975,6140.106,13280.418,9411.370,7151.134,2587.442,557.991,1053.539,0.411,0.444,0.410,0.426,0.159,0.287,3738,11533,0.4571,1.0000,0.9997,0.0607,1.0000,1.0000,0.8961,1.0693,1.0216,0.0159,0.0025,0.0084,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,732,0.9999,0.9442,0.9011,0.9966,0.0314,0.0388,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0619,0.0469,0.0353,0.050,0.064,0.034,0.061
36000,9907,2712,49873,73821,58750,23306,642,34388,2467,1,196292,3357458,25095.389,8003.364,0.3061,4247.902,0.041,0.848,0.105,0.006,0.408,0.449,1473,0.1438,0.8368,0.145,10.9,21.0,50.0,23.72,0.34,6.25,0.45,16.67,7.38,1.169,0.234,0.013,0.014,6.449,0.467,0.0038,136,442,907,8610,89,9,0.717,4594,94,1068,8745,1004,1181,7722,18.00,29.10,7145,12.4322,67390,3750,98617,884.7,-0.0,991389,18.006,2631075.518,1.10e-14,0.00071,11.63,26863,23.745,1.337,21.849,0.558,23.745,3434,3498,2975,0.4776,0.937,1.006,1.977,1.299,0.978,1.243,9795.969,5773.000,12830.546,9717.065,6795.681,2191.312,493.940,1070.210,0.382,0.441,0.392,0.424,0.180,0.279,3572,13426,0.3929,1.0000,0.9998,0.0549,1.0000,1.0000,0.7841,1.0919,1.0102,0.0215,0.0060,0.0113,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,803,0.9999,0.9531,0.8999,0.9981,0.0317,0.0361,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0597,0.0623,0.0563,0.080,0.146,0.079,0.090
37000,9391,2521,45040,63398,49549,17818,540,32567,1844,6,178830,3095323,23098.129,6669.220,0.2826,3510.350,0.024,0.849,0.122,0.004,0.403,0.451,1012,0.1451,0.8337,0.158,10.8,20.1,47.8,22.31,0.31,6.51,0.26,15.22,7.53,1.135,0.252,0.018,0.020,6.175,0.481,0.0038,144,458,838,7912,86,12,0.817,4430,179,1153,8059,644,854,7893,20.50,31.80,7410,11.7071,67425,3912,96668,636.2,-0.0,995697,17.506,2631075.518,5.66e-15,0.00008,24.14,22010,21.383,1.330,19.614,0.439,21.383,2430,3910,3051,0.5008,0.957,1.000,1.850,1.309,0.979,1.197,9673.536,5585.029,10632.006,9596.718,6379.756,1782.496,525.015,851.360,0.402,0.435,0.357,0.424,0.145,0.196,3658,10478,0.4410,1.0000,0.9996,0.0638,1.0000,1.0000,0.8903,1.0580,0.9768,0.0301,0.0069,0.0082,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,661,0.9996,0.9479,0.8736,0.9981,0.0298,0.0405,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0594,0.0351,0.0307,0.043,0.062,0.021,0.071
38000,10305,2819,44666,66891,53639,21759,466,32456,1505,2,169984,3125625,24289.934,6588.651,0.2685,3735.790,0.024,0.865,0.107,0.004,0.408,0.451,834,0.1274,0.8297,0.142,11.3,21.2,62.2,26.12,0.22,6.77,0.24,18.90,7.74,1.128,0.226,0.012,0.013,6.714,0.447,0.0039,146,451,751,6421,82,13,0.828,4839,595,1883,7827,1319,1342,7644,16.50,27.82,6148,11.5977,67497,3679,95228,745.6,-0.0,998436,17.244,2631075.518,1.81e-14,0.00025,31.31,23252,21.419,1.343,19.567,0.509,21.420,3926,3623,2756,0.4712,0.955,1.009,1.472,1.227,0.979,1.183,9705.010,5572.664,11924.308,9636.122,6465.293,1613.621,500.710,738.530,0.402,0.442,0.363,0.478,0.169,0.243,3476,9013,0.3714,0.9999,1.0000,0.0677,1.0000,1.0000,0.7315,1.1029,0.9787,0.0118,0.0025,0.0071,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,776,0.9999,0.9628,0.8683,0.9985,0.0298,0.0438,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0569,0.0342,0.0311,0.039,0.072,0.032,0.059
39000,9097,2443,41699,56739,43702,14587,453,32283,1541,3,160082,2901726,21453.207,5954.825,0.2878,3075.358,0.024,0.858,0.115,0.003,0.394,0.463,806,0.1405,0.8325,0.143,11.1,20.0,46.1,21.42,0.16,6.19,0.24,14.83,7.55,1.135,0.245,0.008,0.009,5.987,0.468,0.0040,151,470,681,6555,55,12,0.819,4094,73,1749,7275,333,834,7930,22.75,31.25,5572,7.8137,67391,3913,93476,384.5,-0.0,1004353,17.112,2631075.518,9.38e-15,0.00000,12.25,19679,20.064,1.322,18.333,0.409,20.065,1974,4088,3035,0.5118,0.962,1.000,1.671,1.357,0.982,1.197,9982.470,5689.568,8009.961,9912.169,6606.435,1305.960,538.499,1035.008,0.354,0.442,0.357,0.400,0.157,0.238,3356,8387,0.5282,0.9999,0.9997,0.0765,1.0000,1.0000,0.9143,1.1003,0.9929,0.0108,0.0040,0.0094,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,693,0.9998,0.9562,0.8762,0.9981,0.0298,0.0397,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0581,0.0375,0.0331,0.041,0.066,0.023,0.074
40000,10017,2672,42125,57045,43999,14500,420,32346,1434,2,146535,2930655,21737.877,5126.128,0.2839,2526.045,0.022,0.853,0.121,0.003,0.398,0.463,786,0.1242,0.8446,0.139,10.5,20.6,50.0,21.97,0.21,5.87,0.27,15.62,7.43,1.171,0.222,0.015,0.015,6.201,0.464,0.0040,149,450,711,6481,87,11,0.774,4607,65,1712,8240,397,1364,8256,19.75,28.16,7017,10.5062,67397,3863,92756,533.8,-0.0,1004718,16.672,2631075.518,1.13e-14,0.00011,36.36,19830,19.823,1.323,17.938,0.562,19.850,2868,3913,3236,0.4657,0.962,1.009,1.931,1.386,0.981,1.211,10239.927,5752.919,7311.344,10164.911,6787.668,1066.328,512.242,1021.512,0.340,0.446,0.369,0.360,0.178,0.263,3501,6812,0.4658,1.0000,0.9997,0.0839,1.0000,1.0000,0.8755,1.0726,1.0058,0.0145,0.0042,0.0099,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,611,0.9998,0.9393,0.8752,0.9986,0.0272,0.0398,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0593,0.0348,0.0326,0.041,0.074,0.040,0.072
41000,10854,2567,44533,63289,49452,18281,475,33192,1606,2,164921,2973524,23622.285,6400.252,0.2915,3396.006,0.029,0.855,0.113,0.003,0.388,0.471,697,0.1206,0.8289,0.151,10.9,20.0,50.0,22.88,0.21,5.81,0.24,16.62,7.55,1.134,0.225,0.010,0.011,5.923,0.451,0.0039,151,460,770,6448,64,12,0.793,4799,139,1676,9039,763,1405,8686,21.75,30.64,7110,10.9122,67409,3644,91315,678.5,-0.0,1007230,17.319,2631075.518,2.28e-14,0.00021,15.95,22533,21.658,1.338,19.731,0.589,21.659,3217,4363,3274,0.4991,0.956,1.000,1.600,1.287,0.981,1.186,10240.203,6060.226,9653.708,10177.720,7186.863,1482.806,476.686,1044.754,0.354,0.432,0.355,0.426,0.167,0.285,3241,7988,0.4448,1.0000,0.9996,0.0729,1.0000,1.0000,0.8369,1.0833,0.9650,0.0100,0.0054,0.0127,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,908,1.0000,0.9415,0.8740,0.9987,0.0311,0.0409,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0563,0.0285,0.0263,0.050,0.053,0.025,0.060
42000,8383,2474,42027,61824,48766,19368,429,31701,1205,0,155115,2855079,22700.938,6723.446,0.2812,3996.995,0.027,0.847,0.117,0.009,0.389,0.472,612,0.1468,0.8237,0.138,11.5,20.0,48.9,22.81,0.20,6.35,0.33,15.93,7.65,1.112,0.241,0.012,0.013,6.434,0.480,0.0039,152,452,740,6243,86,11,0.829,3944,135,1125,7123,376,782,7225,22.75,32.47,6085,9.7816,67356,3895,89588,435.4,-0.0,1012756,17.315,2631075.518,9.56e-15,0.00012,16.82,21707,20.901,1.314,19.246,0.341,20.902,2020,3609,2754,0.5189,0.949,1.000,1.478,1.273,0.978,1.170,9411.383,5346.061,11191.804,9354.912,6151.217,1654.738,433.414,638.300,0.384,0.412,0.359,0.479,0.137,0.225,3561,10758,0.5313,1.0000,0.9999,0.0603,1.0000,1.0000,0.8724,1.0634,0.9656,0.0149,0.0048,0.0075,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,834,0.9990,0.9089,0.8540,0.9987,0.0289,0.0399,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0608,0.0456,0.0404,0.054,0.081,0.030,0.098
