arm,seeds,form_held,form,null_medium,lineage_e060,top_lineage,pop,feeling,sighted,sight_front,sight_back
given,9 10 11,4,6.111111111111112,5.2,2.7222222222222223,0.5166666666666666,8445.62,0.1164002085290169,0.09424663911019572,0.0685411203253094,0.16000395137456724
senses,9 10 11,3,3.444444444444444,3.1666666666666665,2.111111111111111,0.7208333333333333,8291.433333333334,0.034431756265124,0.028777665189704267,0.054485065853549626,0.04492016939508958
