run,step,bodies,feeling,sighted,sensors,born_sensors,sight_front,reach_front,sight_back,reach_back,sight_left,reach_left,sight_right,reach_right
given9,10000,3932,0.04984740590030519,0.042726347914547304,0.22482197355035605,0.2591556459816887,0.025178026449643946,0.03535096642929807,0.06434384537131231,0.09053916581892167,0.05773143438453713,0.08189216683621567,0.0681586978636826,0.09893184130213632
given9,20000,4331,0.11960286308012007,0.11498499191872547,0.6224890325559916,0.7437081505425999,0.16347263911336873,0.24774878780882012,0.3117063033941353,0.412837681828677,0.019625952435927036,0.03070884322327407,0.27499422766104825,0.3805125836989148
given9,30000,4702,0.03168864313058273,0.028073160357294766,0.15418970650786898,0.20586984262016164,0.040408336877924285,0.057422373458102936,0.05572096980008507,0.07656316461080391,0.022756273925988942,0.033390046788600594,0.043598468736707786,0.06465333900467886
given9,40000,4104,0.04410331384015594,0.03776803118908382,0.19127680311890838,0.2473196881091618,0.019980506822612085,0.029970760233918127,0.06700779727095517,0.09917153996101365,0.041423001949317736,0.05847953216374269,0.018518518518518517,0.030214424951267055
given9,50000,3137,0.03952821166719796,0.035702900860694935,0.13834874083519286,0.18903410902135798,0.014026139623844438,0.020401657634682817,0.05036659228562321,0.08033152693656359,0.035702900860694935,0.054829454893210075,0.013707363723302519,0.020720433535224736
given9,60000,2983,0.0569896077774053,0.045591686221924235,0.2755615152531009,0.3228293664096547,0.028830036875628563,0.03754609453570231,0.05028494803888703,0.07978545088836742,0.054978209855849815,0.0868253436138116,0.03754609453570231,0.051625879986590684
given9,70000,2606,0.09363008442056792,0.07943207981580967,0.41596316193399846,0.514581734458941,0.023023791250959325,0.03607060629316961,0.11473522640061397,0.18534151957022257,0.15118956254796623,0.22448196469685341,0.02686108979278588,0.04182655410590944
given9,80000,2837,0.06732463870285513,0.05710257314064152,0.28022559041240747,0.3507225942897427,0.024321466337680647,0.035953471977440955,0.10081071554458935,0.14910116320056396,0.09094113500176243,0.13182939725061685,0.01903419104688051,0.028198801550934086
given9,90000,2702,0.08068097705403404,0.07068837897853442,0.3323464100666173,0.4233900814211695,0.03774981495188749,0.055144337527757215,0.11806069578090303,0.17616580310880828,0.12731310140636565,0.18948926720947445,0.028867505551443375,0.041820873427091045
given9,100000,2907,0.09494324045407637,0.08015135878912968,0.44685242518059853,0.521499828001376,0.03577571379428965,0.05091159270725834,0.11833505331957345,0.17715858273133814,0.12108703130374956,0.18059855521155832,0.053319573443412455,0.07602339181286549
senses9,10000,2928,0.05976775956284153,0.054986338797814206,0.49556010928961747,0.7059426229508197,0.1133879781420765,0.15163934426229508,0.12773224043715847,0.1762295081967213,0.05157103825136612,0.0744535519125683,0.17315573770491804,0.2148224043715847
senses9,20000,2708,0.047267355982274745,0.04542097488921713,0.4139586410635155,0.5018463810930576,0.07570162481536188,0.10413589364844904,0.12629246676514033,0.16949778434268833,0.03175775480059084,0.04689807976366322,0.163589364844904,0.20531757754800592
senses9,30000,2378,0.048359966358284275,0.04625735912531539,0.35323801513877207,0.407905803195963,0.09377628259041211,0.12153069806560135,0.09125315391084945,0.13246425567703954,0.0391084945332212,0.05887300252312868,0.13246425567703954,0.17073170731707318
senses9,40000,2292,0.05410122164048865,0.05410122164048865,0.46465968586387435,0.6234729493891797,0.14267015706806283,0.18455497382198952,0.1212914485165794,0.17015706806282724,0.054537521815008726,0.08027923211169284,0.16841186736474695,0.21335078534031413
senses9,50000,2266,0.04501323918799647,0.043689320388349516,0.3667255075022065,0.44836716681376876,0.08870255957634599,0.11738746690203,0.09223300970873786,0.12533097969991175,0.03795233892321271,0.056045895851721095,0.13106796116504854,0.1641659311562224
senses9,60000,2674,0.053477935676888556,0.05272999252056844,0.5179506357516829,0.6510845175766642,0.1694091249065071,0.21278982797307405,0.061331338818249814,0.08376963350785341,0.11032161555721764,0.14659685863874344,0.10284218399401646,0.1286462228870606
senses9,70000,2417,0.05254447662391394,0.05254447662391394,0.43731899048407114,0.5974348365742657,0.11956971452213488,0.15763342987174184,0.09515928837401738,0.13032685146876294,0.06123293338849814,0.0877120397186595,0.14191146048820852,0.18038891187422423
