run,medium,bodies,feeling,sighted,sensors,born_sensors,sight_front,reach_front,sight_back,reach_back,sight_left,reach_left,sight_right,reach_right
given9,land,4675,0.07828877005347594,0.05946524064171123,0.4560427807486631,0.5486631016042781,0.03572192513368984,0.048983957219251334,0.09518716577540107,0.13775401069518717,0.08834224598930482,0.12705882352941175,0.05283422459893048,0.07401069518716577
given9,surface,6623,0.06432130454476823,0.061150536010871205,0.2003623735467311,0.25230258191152044,0.019175600181186775,0.030348784538728673,0.09346217726105994,0.1511399667824249,0.10931601993054507,0.16487996376264533,0.011928129246565,0.018722633247772912
given9,bottom,5874,0.07337419135171944,0.06094654409261151,0.31886278515492,0.39427987742594484,0.029111338100102146,0.040687776642832824,0.08375893769152196,0.12631937351038475,0.0829077289751447,0.1261491317671093,0.031664964249233915,0.04630575417092271
senses9,land,4877,0.05638712323149477,0.05495181464014763,0.4554029116259996,0.5882714783678491,0.1349190075866311,0.17285216321509125,0.06663932745540291,0.09657576378921467,0.08181258970678695,0.11215911420955506,0.09862620463399631,0.1279475087143736
senses9,surface,4280,0.015654205607476636,0.015654205607476636,0.1605140186915888,0.23901869158878505,0.04532710280373832,0.05794392523364486,0.04509345794392523,0.060046728971962615,0.014485981308411215,0.020560747663551402,0.06074766355140187,0.075
senses9,bottom,5324,0.054845980465815174,0.05334335086401202,0.4485349361382419,0.518595041322314,0.11589030803906837,0.15345604808414726,0.11232156273478587,0.1517655897821187,0.048835462058602556,0.07287753568745305,0.16040570999248685,0.20229151014274982
given10,land,6167,0.28036322360953464,0.24274363547916328,2.320901572887952,2.7450948597373115,0.18971947462299335,0.26933679260580506,0.6080752391762607,0.7666612615534295,0.5951029674071672,0.7960110264310037,0.16555861845305658,0.22944705691584238
given10,surface,5401,0.010553601184965747,0.009998148491020181,0.03129050175893353,0.04406591371968154,0.0011109053878911312,0.002036659877800407,0.015182373634512128,0.023329013145713756,0.010553601184965747,0.016848731716348823,0.009442695797074616,0.016108128124421403
given10,bottom,9701,0.04989176373569735,0.03906813730543243,0.1661684362436862,0.21606019997938358,0.023193485207710546,0.03607875476754974,0.05051025667456963,0.077002370889599,0.054015049994845896,0.08040408205339655,0.024945881867848674,0.03937738377486857
senses10,land,4239,0.029959896201934417,0.021231422505307854,0.22811983958480775,0.25572068884170795,0.02642132578438311,0.036093418259023353,0.041283321538098605,0.05449398443029016,0.018164661476763388,0.024534088228355743,0.04883227176220807,0.061807029959896204
senses10,surface,4696,0.01192504258943782,0.011499148211243612,0.09369676320272573,0.11051959114139694,0.024275979557069848,0.03385860306643952,0.022998296422487224,0.03236797274275979,0.0038330494037478705,0.006175468483816013,0.034497444633730834,0.04557069846678024
senses10,bottom,5515,0.04170444242973708,0.030825022665457842,0.2054397098821396,0.23499546690843154,0.03191296464188577,0.04768812330009066,0.044424297370806894,0.06545784224841342,0.007796917497733454,0.011604714415231188,0.06364460562103355,0.08866727107887579
given11,land,5750,0.17547826086956522,0.1448695652173913,1.036695652173913,1.2271304347826086,0.12278260869565218,0.168,0.2994782608695652,0.40069565217391306,0.17252173913043478,0.26104347826086954,0.17808695652173914,0.25582608695652176
given11,surface,5945,0.14650967199327167,0.14499579478553407,0.37140454163162323,0.4179983179142136,0.17661900756938603,0.26812447434819175,0.11774600504625736,0.15458368376787215,0.1618166526492851,0.2972245584524811,0.1330529857022708,0.24222035323801513
given11,bottom,7715,0.18716785482825665,0.11082307193778354,0.593648736228127,0.6981205443940376,0.05586519766688269,0.08191834089436163,0.15450421257290992,0.2220349967595593,0.08036292935839275,0.1289695398574206,0.07932598833441348,0.12754374594944912
senses11,land,4611,0.04771199306007374,0.031446540880503145,0.23443938408154413,0.27260897852960314,0.05660377358490566,0.07742355237475602,0.019301669919757104,0.02992843201040989,0.03600086749078291,0.05378442854044676,0.04445890262415962,0.06679679028410324
senses11,surface,4005,0.00749063670411985,0.005742821473158552,0.03146067415730337,0.0414481897627965,0.007990012484394507,0.010736579275905118,0.003745318352059925,0.005493133583021223,0.006741573033707865,0.009987515605493134,0.004244694132334582,0.006741573033707865
senses11,bottom,7031,0.03328118333096288,0.024747546579433937,0.14535627933437634,0.17508178068553548,0.03441900156450007,0.04793059308775423,0.032285592376617836,0.0449438202247191,0.028872137676006257,0.044232683828758355,0.023040819229128148,0.035699047077229415
