step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
43000,8074,2366,41404,57265,42772,15048,813,29585,1888,0,177744,2316113,21259.355,6296.607,0.2974,2993.014,0.039,0.847,0.030,0.085,0.330,0.491,691,0.1882,0.8467,0.215,11.5,17.6,46.2,20.09,0.34,5.55,0.78,13.42,6.62,1.221,0.240,0.017,0.019,6.118,0.452,0.0037,141,447,604,11725,57,12,0.740,3138,244,887,6943,645,991,6438,30.00,37.86,9027,12.6630,67377,3573,90322,505.5,-0.0,1016735,15.254,2631002.543,2.05e-14,0.00017,28.99,19243,19.522,1.333,17.890,0.299,19.522,2715,3076,2283,0.4775,0.984,1.013,1.992,1.426,0.987,1.293,8641.656,5157.924,9773.601,8582.635,5896.133,1732.201,606.267,965.126,0.305,0.334,0.351,0.378,0.154,0.240,3689,10497,0.5206,0.9999,0.9998,0.0619,1.0000,1.0000,0.9403,1.2177,1.0333,0.0178,0.0119,0.0209,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,523,1.0000,0.9786,0.9011,0.9988,0.0283,0.0365,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0637,0.0811,0.0806,0.198,0.195,0.097,0.255
44000,8326,2616,41794,65431,51294,22712,925,28596,1955,0,170388,2420315,22001.881,7131.173,0.3131,3796.871,0.046,0.834,0.035,0.084,0.342,0.482,824,0.1790,0.8438,0.219,11.9,20.2,49.0,21.79,0.34,5.85,0.80,14.81,6.68,1.207,0.237,0.021,0.023,6.540,0.469,0.0036,142,459,593,10254,35,12,0.722,3349,815,945,6566,672,1085,6569,25.25,33.45,8294,12.9121,67254,3569,90722,852.9,-0.0,1018368,15.280,2631002.543,5.84e-15,0.00025,6.88,21718,20.220,1.342,18.558,0.320,20.220,3192,2891,2243,0.4533,0.976,1.022,1.997,1.348,0.988,1.290,8165.018,4802.656,12213.573,8104.469,5480.711,1868.742,578.479,887.081,0.352,0.326,0.359,0.493,0.137,0.294,3758,10555,0.4439,1.0000,0.9994,0.0547,1.0000,0.9998,0.8603,1.2380,1.0299,0.0176,0.0065,0.0210,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,436,0.9999,0.9815,0.9058,0.9987,0.0286,0.0371,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0644,0.0836,0.0800,0.195,0.201,0.080,0.277
45000,8380,2334,37765,54330,41590,15857,708,25777,1217,3,144616,2095403,20156.499,5451.019,0.2803,2917.443,0.044,0.840,0.034,0.081,0.331,0.492,609,0.1617,0.8496,0.209,11.1,17.4,45.7,20.65,0.45,5.14,1.17,13.88,6.85,1.154,0.234,0.021,0.023,6.301,0.472,0.0036,138,469,568,10032,31,11,0.812,3227,40,901,7439,433,884,7063,26.75,35.71,8513,11.1738,67202,3457,90735,418.3,-0.0,1021052,13.940,2631002.543,1.04e-14,0.00011,27.80,17579,17.495,1.350,15.853,0.293,17.496,2331,3387,2662,0.5070,0.975,1.000,1.679,1.282,0.986,1.256,8265.209,4898.133,9344.086,8207.316,5522.540,1357.553,544.286,631.737,0.303,0.335,0.353,0.448,0.140,0.232,3764,10318,0.5293,0.9999,0.9995,0.0605,1.0000,1.0000,0.9413,1.1922,1.0205,0.0315,0.0123,0.0226,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,396,0.9998,0.9702,0.9044,0.9986,0.0261,0.0338,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0665,0.1029,0.1024,0.294,0.289,0.124,0.381
46000,9351,2424,39158,57183,43881,17285,740,27196,1654,5,175472,2203252,21067.471,5713.436,0.2762,2684.409,0.045,0.839,0.037,0.080,0.334,0.486,605,0.1538,0.8462,0.224,12.0,20.9,51.2,22.80,0.39,6.64,1.03,14.74,6.72,1.191,0.249,0.029,0.033,6.489,0.421,0.0036,142,459,727,11696,55,8,0.764,3961,122,1409,7820,884,2061,6406,26.50,35.53,8628,13.1860,67261,3519,91083,908.7,-0.0,1020820,14.559,2631002.543,1.01e-14,0.00009,16.52,18148,18.508,1.361,16.777,0.370,18.509,4230,2781,2340,0.4128,0.992,1.048,1.950,1.283,0.987,1.268,7906.457,4664.263,10640.091,7851.160,5260.629,1852.850,549.392,626.784,0.335,0.329,0.343,0.442,0.135,0.218,3812,8885,0.3934,1.0000,0.9997,0.0513,1.0000,1.0000,0.8676,1.2461,1.0050,0.0192,0.0067,0.0218,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,447,1.0000,0.9837,0.8776,0.9986,0.0259,0.0338,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0630,0.0992,0.0985,0.258,0.259,0.123,0.335
47000,8025,2581,43973,70409,56018,25655,781,28887,1723,19,216672,2514296,23982.587,9053.852,0.2737,5347.247,0.048,0.836,0.039,0.078,0.349,0.476,813,0.1895,0.8231,0.219,11.6,19.7,50.0,21.72,0.41,6.32,0.81,14.18,6.78,1.198,0.252,0.024,0.026,6.961,0.456,0.0035,139,446,985,11645,75,9,0.735,3241,60,944,7021,620,1194,6211,26.25,34.54,5297,10.3553,67292,3692,89379,578.9,-0.0,1028646,15.998,2631002.543,1.49e-14,0.00015,12.20,22003,21.006,1.348,19.386,0.272,21.006,2718,2821,2486,0.4260,1.000,1.040,1.713,1.322,0.989,1.299,8281.444,5046.982,15361.386,8225.713,5742.734,2466.943,536.213,703.449,0.386,0.325,0.336,0.522,0.126,0.214,3726,14175,0.4575,1.0000,0.9998,0.0462,1.0000,1.0000,0.8526,1.2442,1.0415,0.0240,0.0095,0.0199,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,495,1.0000,0.9791,0.8961,0.9988,0.0252,0.0336,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0698,0.0831,0.0825,0.198,0.199,0.100,0.256
48000,9517,2727,41122,57073,43336,15091,860,29627,1609,29,178376,2479631,21537.037,5923.193,0.2777,2827.130,0.043,0.838,0.033,0.087,0.345,0.482,701,0.1579,0.8508,0.223,11.0,20.6,52.1,22.82,0.33,6.00,1.02,15.48,6.94,1.191,0.236,0.022,0.025,6.659,0.457,0.0036,146,468,1084,12166,161,10,0.741,4082,288,1535,7694,864,1453,7200,24.25,33.03,6107,11.3077,67483,3316,87208,694.1,-0.0,1030952,15.799,2631002.543,0.00e0,0.00044,35.52,17859,19.780,1.353,18.049,0.378,19.780,3631,3129,2757,0.4153,0.984,1.040,1.670,1.308,0.985,1.270,8896.443,5199.763,9444.053,8841.991,6078.123,1745.200,627.749,723.114,0.341,0.341,0.357,0.388,0.141,0.261,3619,7846,0.3561,0.9999,0.9999,0.0614,1.0000,1.0000,0.8456,1.1981,1.0179,0.0136,0.0118,0.0176,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,519,0.9998,0.9611,0.8964,0.9985,0.0270,0.0344,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0670,0.0939,0.0924,0.249,0.237,0.123,0.310
49000,8649,2349,37394,51308,38581,13044,870,28294,1210,31,148656,2179333,19787.776,5335.484,0.2696,2830.980,0.040,0.833,0.031,0.097,0.333,0.494,671,0.1570,0.8494,0.216,10.8,17.1,46.9,21.45,0.33,5.41,0.96,14.75,6.97,1.128,0.235,0.024,0.026,6.193,0.480,0.0038,148,483,955,9889,104,11,0.839,3230,300,1010,7339,612,936,7101,27.75,35.82,7117,10.4817,67504,3425,85746,514.1,-0.0,1033964,15.002,2631002.543,2.25e-14,0.00012,12.67,15869,17.809,1.365,16.212,0.232,17.810,2660,3362,2627,0.4965,0.989,1.000,1.515,1.208,0.989,1.226,8619.019,4906.513,8306.525,8565.237,5746.994,1215.594,596.564,692.346,0.301,0.340,0.351,0.396,0.146,0.253,3648,8243,0.4800,1.0000,1.0000,0.0691,1.0000,1.0000,0.8759,1.2341,1.0250,0.0144,0.0101,0.0223,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,484,0.9997,0.9731,0.8978,0.9992,0.0263,0.0357,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0651,0.0969,0.0954,0.258,0.241,0.115,0.308
50000,8616,2266,38823,53546,40688,13930,793,28987,1527,9,182590,2239171,20505.855,5582.103,0.2693,2509.283,0.043,0.848,0.030,0.079,0.333,0.491,646,0.1654,0.8455,0.208,12.0,17.8,50.0,21.32,0.33,6.02,0.96,14.02,6.91,1.158,0.243,0.021,0.024,6.013,0.448,0.0038,147,468,709,11239,86,10,0.778,3374,235,1299,7082,695,1008,6913,27.75,36.18,7262,10.8402,67468,3579,85224,476.5,-0.0,1036045,15.143,2631002.543,3.72e-15,0.00032,27.47,16255,18.145,1.347,16.544,0.254,18.167,2543,3601,2472,0.4847,0.992,1.007,1.603,1.310,0.989,1.248,8612.561,4825.027,8927.798,8560.278,5527.062,1698.418,578.361,796.042,0.328,0.340,0.324,0.409,0.140,0.218,3592,7842,0.4774,1.0000,0.9998,0.0629,1.0000,1.0000,0.8951,1.2473,0.9961,0.0204,0.0047,0.0209,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,491,0.9999,0.9784,0.8792,0.9990,0.0261,0.0372,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0604,0.1000,0.0976,0.247,0.248,0.129,0.314
51000,8614,2372,39877,56324,43016,15635,812,28647,1361,8,165288,2354372,21277.794,5942.203,0.2879,2967.578,0.043,0.850,0.031,0.076,0.344,0.486,550,0.1629,0.8470,0.218,12.0,18.2,49.5,21.76,0.36,5.71,1.00,14.70,6.97,1.153,0.235,0.025,0.027,6.293,0.457,0.0037,143,458,693,10710,70,9,0.804,3337,118,1403,7093,555,1351,6708,26.75,35.05,6527,9.9955,67493,3435,84881,785.8,-0.0,1038454,14.959,2631002.543,2.48e-15,0.00025,29.17,17916,18.520,1.346,16.915,0.259,18.520,2684,3362,2568,0.4771,0.984,1.007,1.665,1.268,0.988,1.250,9032.887,5112.740,9285.700,8985.635,5974.036,1604.839,527.650,842.136,0.308,0.364,0.342,0.430,0.143,0.251,3474,8989,0.4311,0.9999,0.9992,0.0691,1.0000,1.0000,0.8363,1.2289,1.0303,0.0235,0.0066,0.0172,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,874,0.9997,0.9651,0.8754,0.9988,0.0244,0.0362,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0634,0.0984,0.0976,0.267,0.253,0.110,0.315
52000,8464,2268,37407,49482,36876,11265,810,27684,1391,3,141796,2234920,19290.768,4829.369,0.2899,2260.355,0.042,0.850,0.029,0.078,0.338,0.491,637,0.1602,0.8556,0.209,11.1,17.4,47.4,20.44,0.41,5.86,0.79,13.39,6.85,1.176,0.246,0.027,0.030,6.019,0.433,0.0037,145,474,649,9871,38,8,0.732,3299,55,1374,7035,438,1347,6679,28.00,36.21,7304,10.0368,67398,3881,84981,497.4,-0.0,1040041,14.673,2631002.543,9.91e-15,0.00004,11.84,15368,17.341,1.337,15.727,0.277,17.341,2801,3431,2232,0.4981,0.986,1.001,1.730,1.360,0.987,1.235,8870.637,4601.279,7461.012,8813.872,5276.239,1281.564,583.738,703.712,0.300,0.361,0.331,0.358,0.135,0.206,3753,7821,0.4632,1.0000,0.9996,0.0674,1.0000,1.0000,0.9221,1.2347,1.0303,0.0325,0.0063,0.0183,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,658,0.9997,0.9764,0.8714,0.9992,0.0243,0.0361,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0621,0.0813,0.0805,0.198,0.203,0.095,0.261
53000,9146,2521,41332,58226,45210,16070,824,28900,1165,2,147731,2435440,22347.837,5639.687,0.2731,3117.717,0.047,0.838,0.032,0.084,0.352,0.484,683,0.1498,0.8436,0.214,12.0,20.4,52.9,23.84,0.56,5.66,1.19,16.44,7.02,1.142,0.230,0.037,0.040,6.421,0.453,0.0037,142,447,704,9987,86,8,0.752,3493,95,1192,7859,825,1208,7113,26.50,35.45,7072,11.7130,67455,3783,84676,871.7,-0.0,1041667,15.404,2631002.543,2.87e-14,0.00003,35.70,17929,19.267,1.354,17.616,0.298,19.268,3006,3492,2648,0.4953,0.956,1.003,1.627,1.252,0.986,1.223,9128.893,5028.165,10710.070,9078.098,5677.386,1442.573,513.846,565.552,0.346,0.362,0.335,0.433,0.126,0.209,3866,9956,0.4307,1.0000,0.9998,0.0563,1.0000,1.0000,0.7569,1.1807,1.0177,0.0325,0.0084,0.0236,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,627,1.0000,0.9640,0.8939,0.9991,0.0238,0.0367,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0615,0.1035,0.1017,0.315,0.242,0.132,0.338
54000,8641,2304,41313,58657,45298,16456,888,29217,1417,2,163520,2385108,21511.511,6086.064,0.2793,3231.317,0.044,0.841,0.033,0.082,0.343,0.492,681,0.1594,0.8420,0.216,12.0,19.4,47.7,21.58,0.46,5.52,1.02,14.57,6.91,1.159,0.228,0.032,0.034,6.286,0.466,0.0037,143,457,745,10649,56,9,0.781,3413,307,1311,7023,654,1126,6861,28.75,37.28,7090,11.4152,67433,3761,83568,672.5,-0.0,1044894,15.531,2631002.543,2.65e-15,0.00000,11.91,18138,19.312,1.340,17.683,0.288,19.312,2850,3185,2606,0.4704,0.975,1.012,1.705,1.279,0.987,1.236,8405.914,5198.833,10352.316,8366.953,6023.559,1495.888,564.442,794.417,0.351,0.337,0.343,0.414,0.134,0.252,3772,10588,0.4281,1.0000,0.9995,0.0525,1.0000,1.0000,0.8806,1.2002,1.0415,0.0325,0.0106,0.0176,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,594,0.9999,0.9678,0.9071,0.9992,0.0227,0.0341,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0633,0.1023,0.1013,0.229,0.265,0.121,0.327
55000,9564,2412,40691,62139,49097,20660,788,27116,1436,1,175462,2308577,22603.550,6714.070,0.2679,3776.344,0.043,0.853,0.030,0.074,0.343,0.487,644,0.1439,0.8293,0.218,12.0,20.6,51.3,23.65,0.48,5.99,0.93,16.25,6.94,1.152,0.232,0.027,0.029,6.502,0.430,0.0036,140,454,760,10924,81,9,0.802,3781,712,875,7977,862,1242,7460,28.50,37.18,5771,11.9016,67338,3613,83192,1063.2,-0.0,1047575,14.913,2631002.543,1.68e-14,0.00000,18.47,18368,18.812,1.326,17.205,0.281,18.812,3662,3399,2503,0.4832,0.964,1.008,1.607,1.234,0.987,1.254,8192.959,4833.612,12818.020,8150.072,5411.802,1708.156,545.598,683.972,0.372,0.324,0.340,0.493,0.138,0.199,3890,10806,0.4045,0.9999,0.9998,0.0547,1.0000,1.0000,0.8121,1.2337,1.0511,0.0286,0.0063,0.0187,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,409,1.0000,0.9732,0.9097,0.9985,0.0233,0.0334,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0592,0.0908,0.0891,0.240,0.209,0.124,0.301
56000,6716,2353,33822,47006,35209,12522,662,26590,1385,1,157903,2106119,18668.475,5356.278,0.2845,2548.744,0.036,0.869,0.025,0.070,0.326,0.499,703,0.2013,0.8270,0.212,12.0,18.5,50.0,21.76,0.47,6.56,0.76,13.97,6.88,1.193,0.249,0.044,0.047,6.953,0.475,0.0037,152,488,703,9686,147,9,0.763,2702,342,717,5657,503,895,5318,29.25,38.14,5644,9.1104,67340,3378,82037,452.3,-0.0,1051864,14.770,2631002.543,1.17e-14,0.00004,25.84,13974,16.936,1.332,15.452,0.151,16.936,2164,2649,1903,0.4769,0.999,1.018,1.788,1.367,0.990,1.280,7619.671,4601.775,8450.936,7585.092,5181.192,1559.876,472.147,775.511,0.333,0.326,0.319,0.433,0.115,0.210,3731,8151,0.4877,1.0000,0.9996,0.0565,1.0000,1.0000,0.8782,1.2444,1.0647,0.0368,0.0063,0.0170,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,543,0.9998,0.9788,0.8874,0.9988,0.0213,0.0336,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0645,0.0792,0.0785,0.190,0.197,0.098,0.237
57000,8687,2167,32940,42776,31625,9233,603,23491,1035,4,121372,1835394,17943.116,3763.432,0.2729,1693.596,0.038,0.859,0.026,0.077,0.316,0.505,597,0.1440,0.8373,0.211,12.0,19.8,50.0,22.79,0.28,6.57,0.95,14.99,6.88,1.158,0.249,0.022,0.024,6.190,0.406,0.0036,150,509,645,8714,72,10,0.744,3334,50,959,7678,593,1497,6597,31.25,39.86,7011,10.5591,67229,3491,81976,542.1,-0.0,1051931,13.139,2631002.543,1.91e-14,0.00035,6.93,12522,15.159,1.349,13.585,0.225,15.159,3127,3213,2347,0.4701,0.972,1.017,1.626,1.280,0.988,1.226,7643.237,4418.287,7148.993,7604.297,4883.422,1039.877,430.780,599.178,0.311,0.320,0.315,0.341,0.129,0.170,3839,5993,0.4440,1.0000,0.9998,0.0552,1.0000,1.0000,0.8513,1.2194,1.0722,0.0148,0.0053,0.0148,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,446,0.9995,0.9773,0.9134,0.9990,0.0216,0.0304,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0597,0.0884,0.0859,0.236,0.226,0.107,0.303
58000,7634,2343,38538,58623,45915,19204,881,26301,1633,0,185064,2161227,21243.029,6892.988,0.2773,3685.640,0.046,0.855,0.025,0.073,0.332,0.492,675,0.1806,0.8240,0.214,12.0,21.1,53.9,23.81,0.43,6.71,0.82,15.86,6.93,1.173,0.242,0.031,0.035,7.051,0.444,0.0036,139,447,689,9956,104,9,0.733,3168,46,1116,6472,414,1508,5712,29.50,38.42,5489,10.5804,67274,3557,81225,594.4,-0.0,1055548,14.434,2631002.543,1.03e-14,0.00004,30.20,18416,18.157,1.368,16.591,0.197,18.157,2903,2637,2094,0.4311,0.990,1.049,1.581,1.284,0.987,1.252,7627.466,4684.227,12127.501,7591.197,5209.970,2014.575,449.135,743.637,0.347,0.316,0.340,0.487,0.130,0.173,3632,11221,0.4249,0.9998,0.9992,0.0474,1.0000,1.0000,0.8081,1.2173,1.0616,0.0262,0.0085,0.0126,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,436,0.9999,0.9806,0.8941,0.9988,0.0209,0.0310,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0634,0.0741,0.0734,0.173,0.193,0.083,0.252
59000,7892,2302,35273,47640,35474,11631,736,25939,1220,0,152974,2097053,19216.535,4945.822,0.2672,2391.029,0.041,0.857,0.027,0.075,0.334,0.495,627,0.1638,0.8299,0.205,12.0,20.6,51.7,23.01,0.52,6.40,0.99,15.10,6.91,1.150,0.242,0.030,0.034,6.795,0.449,0.0037,151,481,742,8846,121,10,0.742,3183,104,889,6899,495,1435,5962,28.50,37.79,6838,11.0718,67404,3426,80183,648.9,-0.0,1056826,14.328,2631002.543,2.34e-14,0.00015,16.19,14478,16.851,1.343,15.304,0.203,16.851,2909,2646,2337,0.4601,0.960,1.026,1.482,1.205,0.987,1.265,7948.167,4691.085,8380.606,7909.795,5317.163,1519.377,459.792,575.623,0.332,0.326,0.352,0.377,0.131,0.215,3677,7407,0.4256,0.9999,0.9998,0.0539,1.0000,1.0000,0.8414,1.2258,1.0725,0.0370,0.0043,0.0152,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,449,0.9998,0.9659,0.8991,0.9989,0.0208,0.0256,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0638,0.0900,0.0893,0.245,0.226,0.121,0.305
60000,8066,2674,38565,55424,41743,16096,763,26367,1510,4,190182,2298726,21458.600,6563.974,0.2732,3316.725,0.041,0.859,0.030,0.069,0.341,0.486,636,0.1736,0.8197,0.200,12.0,18.3,50.1,22.02,0.50,6.22,0.86,14.45,6.91,1.179,0.245,0.020,0.023,7.167,0.484,0.0035,144,463,732,10891,115,10,0.698,3288,83,990,6993,653,1184,6229,27.50,35.64,5766,10.7972,67449,3611,79164,600.7,-0.0,1060687,14.896,2631002.543,5.31e-16,0.00000,15.16,17423,18.626,1.354,17.046,0.225,18.647,2694,3053,2319,0.4681,0.992,1.022,1.631,1.279,0.990,1.314,7896.882,4797.489,11553.660,7866.220,5355.445,2053.938,469.036,724.275,0.367,0.327,0.336,0.451,0.109,0.181,3828,10028,0.4354,1.0000,0.9996,0.0400,1.0000,1.0000,0.8311,1.2785,1.1028,0.0410,0.0049,0.0118,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,482,0.9994,0.9841,0.8980,0.9992,0.0197,0.0235,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0672,0.0857,0.0842,0.234,0.185,0.141,0.238
61000,8004,2590,35548,48451,36063,12169,734,26773,1535,3,144450,2187775,19233.584,5074.786,0.3014,2353.861,0.046,0.846,0.032,0.075,0.339,0.490,956,0.1665,0.8368,0.224,12.0,19.4,50.7,22.13,0.44,6.17,0.85,14.67,6.96,1.177,0.236,0.025,0.026,6.900,0.490,0.0037,152,493,743,10442,144,12,0.694,3275,291,1294,6419,506,874,6624,26.25,36.65,7289,10.7363,67578,3418,78043,437.7,-0.0,1062016,14.713,2631002.543,1.36e-14,0.00001,36.46,15125,17.503,1.349,15.938,0.216,17.504,2350,3045,2609,0.4625,0.992,1.018,1.552,1.290,0.989,1.293,8114.068,5098.278,7664.726,8088.014,5834.705,1351.623,458.323,910.979,0.315,0.338,0.367,0.381,0.128,0.275,3634,6958,0.4462,1.0000,0.9999,0.0533,1.0000,1.0000,0.8985,1.2295,1.0631,0.0370,0.0078,0.0123,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,341,0.9997,0.9701,0.8889,0.9990,0.0176,0.0286,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0647,0.0822,0.0805,0.202,0.208,0.100,0.254
62000,9409,2340,39188,55124,42475,15028,908,25843,1431,4,145959,2189848,20317.052,5285.658,0.2859,2677.271,0.046,0.847,0.032,0.075,0.342,0.490,891,0.1365,0.8428,0.202,11.9,18.1,48.1,21.98,0.39,5.34,1.07,15.19,7.08,1.129,0.222,0.030,0.032,6.329,0.422,0.0036,135,467,767,11054,161,14,0.800,3698,360,1794,7255,801,1082,7526,28.25,37.09,7417,10.9582,67515,3603,78395,886.9,-0.0,1062979,14.054,2631002.543,1.42e-14,0.00001,13.00,17091,17.329,1.340,15.711,0.279,17.330,2635,3911,2863,0.5086,0.964,1.000,1.466,1.196,0.986,1.264,8283.287,5021.921,9057.695,8247.439,5689.189,1387.532,479.118,741.737,0.312,0.338,0.385,0.400,0.143,0.249,3743,10119,0.3932,0.9999,0.9999,0.0516,1.0000,1.0000,0.8997,1.2100,1.0687,0.0248,0.0082,0.0193,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,386,0.9998,0.9769,0.9132,0.9990,0.0199,0.0246,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0636,0.0999,0.0981,0.246,0.272,0.130,0.335
63000,9039,2204,34643,47212,35321,11872,697,25503,1221,2,127600,2092354,18636.121,4697.194,0.2904,2381.340,0.041,0.849,0.031,0.080,0.340,0.494,347,0.1354,0.8440,0.218,12.0,18.2,50.0,21.50,0.28,5.58,0.88,14.77,6.96,1.171,0.230,0.018,0.020,6.150,0.415,0.0037,144,477,710,10223,155,15,0.719,3333,78,1598,7363,388,1319,7332,29.00,38.70,8526,10.9581,67459,3971,79348,522.9,-0.0,1063007,13.919,2631002.543,3.75e-14,0.00050,29.99,14703,16.429,1.333,14.825,0.271,16.430,2887,3833,2319,0.4945,0.988,1.000,1.671,1.330,0.989,1.273,8163.579,4594.273,7571.325,8141.561,5304.575,1007.000,501.712,807.142,0.284,0.345,0.382,0.391,0.128,0.255,4083,7873,0.4475,1.0000,1.0000,0.0656,1.0000,1.0000,0.9222,1.2520,1.0949,0.0120,0.0105,0.0172,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,414,0.9999,0.9810,0.9198,0.9982,0.0196,0.0281,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0612,0.0828,0.0810,0.227,0.220,0.118,0.268
64000,8240,2436,41020,63423,50346,21641,762,29522,1603,1,169089,2600273,23233.380,7069.833,0.2921,3982.721,0.041,0.846,0.029,0.085,0.367,0.474,750,0.1636,0.8271,0.210,12.0,19.0,54.4,22.19,0.36,6.29,1.04,14.50,6.99,1.184,0.236,0.026,0.031,6.498,0.462,0.0037,147,459,791,12362,191,14,0.695,3451,117,1420,6703,419,1218,6603,27.00,35.15,6755,10.4936,67491,3380,78831,705.9,-0.0,1066422,15.757,2631002.543,9.56e-15,0.00001,25.46,20067,19.939,1.360,18.314,0.265,19.940,2397,3369,2474,0.4909,0.984,1.004,1.683,1.332,0.988,1.307,9079.017,5451.817,11707.121,9040.051,6468.929,1474.699,561.285,1051.129,0.356,0.363,0.385,0.507,0.158,0.315,3527,9956,0.4725,0.9997,0.9995,0.0579,1.0000,1.0000,0.8939,1.2222,1.0742,0.0176,0.0146,0.0159,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,737,0.9995,0.9761,0.9030,0.9987,0.0210,0.0321,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0619,0.1005,0.0994,0.273,0.255,0.117,0.334
