step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,6889,19.76,0.37,6.35,0.36,12.33,0.06,0.017,214,11.70,3.39,3169
5000,31,2103,20.18,0.09,6.43,0.28,7.10,0.07,0.017,204,6.36,7.55,1228
5000,15,31,27.51,0.00,6.84,6.61,18.23,0.00,0.000,118,6.71,3.82,17
5000,2,27,22.73,0.00,7.74,0.00,11.33,0.00,0.000,363,14.44,8.99,21
5000,18,15,22.39,0.00,7.80,0.00,14.53,0.00,0.000,275,18.13,0.36,8
5000,5,13,18.60,0.00,6.46,0.00,11.46,0.00,0.000,529,25.83,8.58,10
6000,1,5791,20.65,0.57,6.56,0.47,12.62,0.08,0.023,213,11.34,3.75,3160
6000,31,1149,27.36,0.56,7.34,0.34,7.63,0.17,0.047,252,7.98,7.76,730
6000,15,19,24.88,0.00,6.84,0.00,16.47,0.00,0.000,493,17.59,15.34,15
6000,706,11,45.33,3.09,1.00,0.27,33.00,0.00,0.000,639,26.19,6.84,5
7000,1,5297,20.53,0.49,5.92,0.54,13.12,0.07,0.018,237,12.40,4.16,2833
7000,740,1632,20.49,0.30,4.91,0.09,14.79,0.08,0.021,184,10.49,2.83,954
7000,31,949,35.27,0.57,8.09,0.45,11.55,0.21,0.051,351,12.55,8.82,586
7000,706,7,42.49,0.00,0.29,1.00,35.29,0.00,0.000,646,21.25,12.60,4
7000,15,6,19.53,1.67,3.83,0.00,11.83,0.33,0.167,1297,40.29,35.01,6
8000,1,5245,20.73,0.39,6.88,0.42,12.34,0.07,0.019,221,11.34,4.03,2786
8000,740,2222,21.16,0.30,4.71,0.05,15.28,0.08,0.020,197,10.85,2.86,1281
8000,31,1278,30.21,0.36,8.84,0.40,7.85,0.12,0.031,254,8.16,8.41,664
8000,795,63,32.03,2.17,2.08,0.73,26.25,0.32,0.095,450,31.12,2.21,39
8000,788,55,35.52,0.04,10.96,0.00,8.64,0.11,0.036,892,23.18,19.65,36
9000,1,3707,18.21,0.34,5.81,0.48,11.20,0.14,0.036,228,11.22,3.67,1966
9000,740,2405,20.44,0.25,5.37,0.05,14.51,0.08,0.021,210,11.10,2.83,1427
9000,31,663,34.15,0.37,8.47,0.30,10.55,0.08,0.026,336,10.29,9.31,415
9000,788,43,41.14,0.28,12.91,0.00,9.79,0.02,0.000,697,16.78,17.90,22
9000,706,35,31.51,1.43,0.00,0.74,23.54,0.00,0.000,436,21.28,13.07,26
9000,822,16,31.47,0.31,11.38,0.00,7.38,0.25,0.062,564,14.12,16.12,13
9000,824,15,43.74,3.47,10.40,0.00,11.53,0.07,0.000,980,29.96,13.97,13
9000,820,14,26.88,0.00,2.79,2.14,18.36,0.00,0.000,239,13.41,1.70,8
9000,795,9,47.17,2.44,4.44,0.00,37.78,2.67,0.556,1439,95.20,4.62,7
10000,1,3513,18.62,0.43,5.57,0.39,11.75,0.12,0.034,216,11.05,3.39,1971
10000,740,3397,21.46,0.36,4.77,0.06,16.06,0.09,0.024,196,11.17,3.01,1964
10000,31,1021,35.62,0.81,7.46,0.26,11.48,0.08,0.023,320,10.99,8.45,547
10000,857,309,46.67,0.00,14.35,0.52,20.21,0.00,0.000,254,16.33,9.06,241
10000,788,205,36.89,0.23,10.99,0.00,10.37,0.14,0.039,225,10.09,7.39,134
10000,855,172,47.20,0.20,7.91,0.40,34.16,0.03,0.006,181,14.35,6.99,87
10000,853,123,43.59,0.24,13.05,1.06,13.20,0.08,0.024,356,13.41,13.66,82
10000,795,21,36.57,2.57,3.05,0.67,28.33,1.81,0.381,640,42.54,4.27,15
10000,820,13,17.34,0.00,3.46,0.00,10.23,0.00,0.000,591,24.41,6.74,13
10000,824,8,44.95,5.50,7.62,0.12,11.38,0.50,0.125,1613,44.94,18.54,8
10000,706,5,30.52,3.60,0.00,0.00,19.60,0.00,0.000,2298,68.59,38.68,5
11000,740,4111,20.50,0.40,4.79,0.07,14.72,0.10,0.030,204,10.93,3.04,2296
11000,1,2403,18.03,0.29,5.18,0.36,11.79,0.08,0.023,230,11.46,2.95,1278
11000,31,744,34.73,0.53,7.37,0.29,11.37,0.06,0.015,361,10.89,10.69,421
11000,885,128,51.22,0.11,13.55,0.67,14.41,0.05,0.008,515,15.99,16.13,74
11000,888,127,75.70,0.78,25.76,0.28,23.31,0.04,0.016,482,23.10,20.79,95
11000,853,113,47.42,0.12,13.92,0.57,13.17,0.07,0.018,384,13.19,13.06,55
11000,795,47,38.37,2.43,4.72,3.45,28.13,1.66,0.383,666,48.03,2.26,35
11000,788,26,38.68,0.08,11.19,0.00,11.69,0.04,0.000,465,12.92,11.80,21
11000,857,17,55.93,0.00,22.41,0.12,22.29,0.00,0.000,147,15.56,2.53,9
11000,901,9,33.95,0.67,9.00,5.11,25.11,1.44,0.222,1063,68.47,4.61,8
11000,887,7,47.19,0.00,13.00,0.00,12.00,0.00,0.000,262,11.64,5.13,1
