size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,flow,soil,spinup,grow_years,grow_steps,grass_rate,wood_rate,algae_rate,ignite,matter,life,steps,start,scale,water,dry,drink,breath,inhale,history,senses,heat,warm_lo,warm_hi,heat_make,heat_hard,heat_fat,heat_spend,heat_sweat,wood_food,wood_hard,fat_weight,store_gene,fresh,light,climb,carry,wood_yield,day_temp,flesh_bite,frail,cull_at,cull,genomes,seed_n,inject_at,inject_n,inject_seed,census,census_from,shade_heat,shade_dry,crown_wet,wood_rest,cell_map,crown_cool,unit,seed_share,sprout,seed_drift,seed_hard,ferment,pass,reach,ring,probe,probe_far,crown_at,fruit_fall,hold,steps_run,pop_end,pop_mean,pop_min,pop_max,kills_share,dead_share,ms_step,ms_world,ms_bodies,ms_lineage,us_per_body,matter_err,seconds,pop_land,pop_surface,pop_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90
512,1225,11880,74.7,10,0.422,2002,158.7,0.5,-59.4,87,17.8,-30,219.6,6.5,0.2854,0.0005,0.2,0.1,0,35.8,0.05,0.2825,0.25,150,20000,10,200000,0.009983,0.0017,0.009112,0.000001613,10,11,100000,0.0977,0.0625,1,0.004,0.1,0.01,0.1,0,1,0.09,15,30,1000,0.25,0.75,0.0035,0.003,0,3,0.06,1,0.05,0.7,0.00006,0.03,0.00003,0,0.4,0.5,0,0.5,0,0,0,0,1,1000,36000,0,0,0,0,0,0,0,0,0.001,0,2,0,0.02,2,1,0,8,0,0.5,10,100000,11814,11009.8,6360,22743,0.3349,0.1785,41.895,2.614,37.485,1.797,3.40,3.38e-14,4227,3597.0,1197.9,6214.8,0.3184,0.3932,0.5107,0.2100,0.6307,0.9569
