step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,867.4240,158.09,88.00,1.83,70,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1021.3716,189.90,644.03,0.93,178,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,0.9394,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1112.8107,211.97,95.54,15.06,146,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,746.3759,127.48,498.83,14.14,256,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,2.9760,1.45,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,807.5203,163.10,63.06,26.41,222,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,727.0446,91.58,635.55,23.27,322,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.3575,0.00,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4325,649.6934,101.31,88.23,33.46,229,27.92,10.259,5.139,0.3252,219.645,0.00,0.0000
1000,-30,1,3253,1052.2955,162.80,1520.30,29.60,417,27.20,10.103,5.560,0.4804,310.802,0.00,0.0000
1000,-30,2,599,195.5283,17.34,844.86,34.76,46,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,286.6393,45.95,41.42,55.87,68,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,881.2599,130.78,1071.20,30.03,231,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,1478.2484,136.63,11057.42,33.07,322,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,246.3643,42.94,24.36,65.26,20,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,728.2984,97.34,921.14,35.06,118,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,1646.9780,138.84,15834.56,34.84,333,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,266.4580,47.56,31.12,72.11,6,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
1000,0,1,1740,708.8256,116.02,841.92,40.70,67,38.58,17.318,3.014,0.3685,748.874,0.00,0.0000
1000,0,2,4803,2124.2930,247.87,15261.71,38.05,486,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,585.6752,60.43,51.75,74.60,37,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2709,1257.9947,182.74,1338.76,44.81,111,37.15,16.386,3.346,0.4104,699.023,0.00,0.0000
1000,10,2,3722,1770.2932,239.74,9757.20,22.85,375,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,507.6471,70.32,62.13,62.26,56,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,1425.9982,212.65,1560.85,36.39,250,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,583.7673,84.30,2055.87,8.26,132,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,931.7906,171.07,85.11,37.43,215,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1064.0964,143.80,1004.22,42.41,251,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,95.8790,9.79,242.93,71.00,7,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,680.8870,144.44,63.84,28.38,169,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1252,511.8915,98.06,492.05,49.77,81,23.75,7.459,5.916,0.6896,224.322,0.00,0.0000
1000,40,2,223,101.4074,14.28,262.08,65.79,13,23.86,7.756,6.108,0.8089,275.454,0.00,0.0000
1000,50,0,5138,252.5509,167.39,13.83,19.39,7,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,166.0756,41.89,138.70,53.69,13,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,2.6360,0.07,13.68,35.34,0,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,72.3019,70.79,0.77,11.91,0,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
1000,60,1,2,2.1474,2.27,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711,0.00,0.0000
1000,70,0,4656,3.5766,4.45,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899,0.00,0.0000
1000,80,0,3564,0.0164,0.35,0.06,4.84,0,-11.91,0.000,26.913,0.0684,0.200,0.00,0.0000
2000,-60,0,5295,26.1527,111.84,89.88,-15.57,0,-8.97,0.000,24.032,0.5271,9.971,0.00,0.0000
2000,-60,1,2437,15.5417,91.25,609.45,-19.23,4,-11.27,0.000,26.300,0.9589,11.700,0.00,0.0000
2000,-60,2,2,0.0003,0.00,2.43,-6.37,0,0.29,0.000,15.175,0.9955,29.038,0.00,0.0000
2000,-50,0,7119,175.0569,250.64,95.63,-9.01,10,1.00,0.124,15.923,0.4167,21.527,0.00,0.0000
2000,-50,1,1575,108.3376,144.46,487.35,-2.32,6,0.59,0.108,16.275,0.7846,34.525,0.00,0.0000
2000,-50,2,4,0.4523,0.97,6.64,-2.40,0,5.28,0.039,11.713,0.9537,43.806,0.00,0.0000
2000,-40,0,6341,240.2552,251.83,62.58,2.53,99,12.02,2.270,10.121,0.3732,56.161,0.00,0.0000
2000,-40,1,1738,148.4242,154.65,633.48,8.43,2,10.81,2.025,10.923,0.6895,84.957,0.00,0.0000
2000,-40,2,2,0.0043,0.00,2.36,-7.22,0,13.35,1.702,8.058,0.6994,123.154,0.00,0.0000
2000,-30,0,4324,241.4070,212.63,87.67,12.53,104,20.48,6.083,7.177,0.3974,130.377,0.00,0.0000
2000,-30,1,3249,351.9301,301.40,1519.56,19.54,107,20.56,6.309,7.379,0.5848,188.784,0.00,0.0000
2000,-30,2,604,68.8789,55.57,855.85,24.64,16,23.13,7.485,6.428,0.7661,291.371,0.00,0.0000
2000,-20,0,1822,113.8949,68.48,41.64,14.50,77,28.03,10.382,5.166,0.3601,243.855,0.00,0.0000
2000,-20,1,2515,291.9470,181.53,1073.41,22.64,83,27.62,10.312,5.438,0.5302,345.839,0.00,0.0000
2000,-20,2,3882,496.4277,403.24,11119.61,32.19,149,27.38,10.248,5.605,0.8377,507.170,0.00,0.0000
2000,-10,0,1809,113.0207,98.94,24.36,24.66,56,34.54,14.528,3.760,0.3146,388.075,0.00,0.0000
2000,-10,1,2069,257.6558,195.73,920.56,25.98,73,34.29,14.499,3.881,0.4454,571.740,0.00,0.0000
2000,-10,2,4346,441.9865,344.78,15881.41,40.53,190,32.26,13.425,4.589,0.8056,796.656,0.00,0.0000
2000,0,0,1824,115.3898,97.83,30.79,25.90,52,38.82,17.356,2.898,0.2200,435.045,0.00,0.0000
2000,0,1,1745,302.6526,164.22,844.63,30.13,78,38.52,17.282,3.001,0.3734,742.278,0.00,0.0000
2000,0,2,4798,565.1399,457.91,15269.12,44.58,178,35.94,15.900,3.877,0.6743,982.112,0.00,0.0000
