step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,place_k,probed,cells_held,land_bare
1000,4360,1440,412419,1218806,1034909,778501,27886,142282,5089,3,1148036,14200103,185062.406,165354.279,0.8642,103345.345,0.168,0.405,0.168,0.260,0.715,0.212,7065,0.3161,0.7830,0.102,14.9,45.2,86.4,35.89,5.53,9.05,1.48,19.84,7.43,1.263,0.222,0.103,0.108,7.732,0.527,0.0038,54,300,1784,102215,100,0,0.000,2805,892,1040,2428,364,1653,2343,0.00,4.65,3692,24.2546,66722,5137,528760,1504.7,-0.0,494491,75.000,2630837.750,1.63e-14,0.00093,30.00,365256,158.045,2.713,155.132,0.200,158.048,3382,68,910,0,0.1443,0.918,1.296,1.541,1.239,0.895,1.377,0.000,38598.286,7275.160,217857.977,39317.839,31231.935,0.000,48726.645,2944.806,10337.483,0.000,0.739,0.710,0.627,0.000,0.677,0.665,0.414,0.000,3376,164157,0.4972,0.7054,0.4497,0.0000,0.9999,0.0444,0.0472,0.0000,0.5844,0.6381,0.8182,0.0000,0.1731,0.1513,0.0550,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,9904,0.9993,0.6887,0.7692,0.0000,0.9968,0.0444,0.0472,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.5125,5.2238,5.2331,0.0000,0.0419,0.1330,0.1099,0.243,0.253,0.268,0.210,25499,0.2190,0.0096,0.0105,0.0000,0.00276,0.00162,0.00156,0.00000,23.80,27.15,27.61,0.00,127.6971,0.1002,69.5524,45.6236,29.3768,1093399,1534723,0.8162,0.0070,1677.7,127.6971,21.62,0,0,0,0,0,0,85256,62008.934,52499.601,0.9426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.70,0,0.0731,0.8624
2000,10795,989,29351,51547,47877,21626,570,12207,35,0,63249,960636,16846.069,7972.903,0.8651,4552.987,0.155,0.485,0.091,0.270,0.575,0.332,42,0.0160,0.6513,0.070,16.2,39.9,98.3,43.80,2.02,4.68,1.79,35.31,7.76,1.240,0.123,0.070,0.075,5.615,0.277,0.0042,118,369,221,1730,6,0,0.000,4758,443,2981,7371,458,668,9669,0.00,3.13,8334,9.0352,66824,12999,489268,1786.4,-0.0,540079,6.423,2630837.750,1.03e-14,0.00068,25.34,18736,14.416,2.615,11.252,0.550,14.419,1786,2100,6909,0,0.2478,0.843,1.259,1.591,1.207,0.886,1.356,0.000,7629.884,7426.154,2497.938,7551.739,11349.379,0.000,1182.533,286.779,1950.603,0.000,0.391,0.721,0.621,0.000,0.174,0.546,0.389,0.000,12774,4766,0.4682,0.4635,0.4794,0.0000,0.9994,0.0483,0.0294,0.0000,0.5074,0.4857,0.7338,0.0000,0.0614,0.0398,0.0437,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,3842,0.9919,0.3881,0.6988,0.0000,0.9988,0.0483,0.0294,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.3084,4.5409,5.0271,0.0000,0.0316,0.1396,0.1144,0.183,0.266,0.242,0.186,375,0.0482,0.0003,0.0011,0.0000,0.00288,0.00112,0.00079,0.00000,26.52,26.77,26.90,0.00,220.5110,0.0183,19.0624,2.3477,4.0756,1095097,1529361,1.5652,0.0580,2943.3,220.5110,26.00,0,0,0,0,0,0,1691,3419.915,3028.088,0.9672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,8.40,0,0.1283,0.9186
3000,9779,1287,118546,194537,175168,73402,2589,41160,648,1,477781,4087525,39584.256,45196.470,0.7833,21806.846,0.115,0.642,0.057,0.186,0.639,0.264,595,0.0670,0.6727,0.075,14.9,42.8,83.4,37.43,2.66,7.39,1.27,26.11,7.58,1.259,0.170,0.219,0.225,5.143,0.332,0.0051,60,246,534,17359,48,0,0.000,4939,12,1761,8006,405,1112,8262,0.00,6.84,7378,10.9441,66748,9528,448329,1180.4,-0.0,579321,14.265,2630837.750,1.88e-14,0.00231,14.43,72910,40.656,2.609,37.533,0.514,40.659,3710,1491,4578,0,0.1838,0.914,1.238,1.712,1.309,0.905,1.335,0.000,15373.393,14749.301,14382.971,15255.921,31752.210,0.000,9046.196,1361.727,12981.700,0.000,0.579,0.608,0.667,0.000,0.271,0.530,0.362,0.000,9073,41026,0.7599,0.4904,0.4789,0.0000,0.9996,0.0377,0.0304,0.0000,0.5796,0.5821,0.8393,0.0000,0.1526,0.0187,0.0180,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,13587,0.9981,0.5177,0.6314,0.0000,0.9981,0.0377,0.0304,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.8413,4.7329,5.0091,0.0000,0.0298,0.1121,0.0854,0.130,0.184,0.130,0.171,1932,0.0629,0.0005,0.0023,0.0000,0.00279,0.00137,0.00087,0.00000,21.48,27.30,27.27,0.00,1368.8528,0.0662,47.3345,4.6169,9.6482,1096232,1529535,2.0022,0.1094,2937.5,1368.8528,22.38,0,0,0,0,0,0,21208,23389.623,20189.560,0.9587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.85,0,0.1257,0.8646
4000,8939,1472,85417,123361,112699,36693,1251,36651,470,0,320403,3232443,28399.018,29367.865,0.9277,10791.488,0.093,0.627,0.087,0.193,0.620,0.276,575,0.0667,0.6757,0.077,11.8,41.4,84.7,35.76,2.87,5.85,0.70,26.34,7.77,1.212,0.120,0.226,0.229,5.579,0.301,0.0052,67,292,481,18947,89,0,0.000,4359,22,1704,7213,674,1210,7055,0.50,6.90,9131,10.7021,66731,13296,420690,1596.7,-0.0,614090,13.457,2630837.750,1.22e-14,0.00722,37.93,46278,31.426,2.622,28.336,0.469,31.430,3558,1352,4029,0,0.2179,0.887,1.162,1.637,1.223,0.900,1.307,0.000,10303.580,10466.295,10789.907,10225.489,18175.110,0.000,9933.332,1559.392,7083.654,0.000,0.600,0.634,0.635,0.000,0.197,0.390,0.301,0.000,15488,26720,0.6045,0.3192,0.3460,0.0000,0.9990,0.0323,0.0338,0.0000,0.5707,0.7642,0.9196,0.0000,0.1437,0.0208,0.0290,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6758,0.9973,0.7060,0.7077,0.0000,0.9977,0.0324,0.0338,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.4505,5.0068,5.2358,0.0000,0.0339,0.0915,0.0753,0.080,0.172,0.083,0.143,1891,0.0761,0.0013,0.0016,0.0000,0.00248,0.00090,0.00085,0.00000,26.24,28.43,27.20,0.00,2776.7031,0.0720,28.6421,5.4632,7.9935,1097625,1528283,2.1221,0.1262,1781.4,2776.7031,25.42,0,0,0,0,0,0,13767,18576.377,16132.338,0.9679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.23,0,0.1135,0.8598
5000,16036,1955,103814,175872,155744,70703,1355,34327,209,0,396707,2843601,44445.753,38898.091,0.8313,18286.658,0.156,0.598,0.060,0.187,0.560,0.324,275,0.0383,0.6335,0.072,18.5,45.7,106.7,46.22,2.67,6.86,1.62,35.07,7.87,1.259,0.145,0.150,0.151,6.074,0.258,0.0049,55,247,589,15439,37,7,0.044,7663,70,3303,12663,579,2615,12842,0.00,5.49,7076,12.1993,66723,10378,393818,5714.6,-0.0,645871,11.661,2630837.750,1.54e-14,0.00047,12.68,70717,40.979,2.609,36.608,1.762,40.982,4845,3218,7973,0,0.2506,0.887,1.155,1.893,1.326,0.905,1.361,0.000,15734.274,17470.471,18034.290,15560.738,29137.384,0.000,9893.689,1715.170,9002.574,0.000,0.509,0.574,0.594,0.000,0.361,0.467,0.399,0.000,17630,41781,0.4569,0.2189,0.1989,0.0000,0.9993,0.0418,0.0464,0.0000,0.5330,0.5470,0.7221,0.0000,0.1223,0.0288,0.0301,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,6649,0.9963,0.5080,0.6586,0.0000,0.9985,0.0419,0.0465,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.8367,4.6800,5.4590,0.0000,0.0284,0.1483,0.1266,0.275,0.227,0.230,0.244,1034,0.0373,0.0015,0.0018,0.0000,0.00246,0.00107,0.00093,0.00000,25.49,27.90,27.29,0.00,1566.6695,0.0802,45.2176,4.4872,7.1743,1099272,1521415,1.4879,0.0901,1910.4,1566.6695,23.03,0,0,0,0,0,0,12717,20611.433,18241.051,0.9660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,8.14,0,0.2201,0.7972
6000,11842,1440,93448,118817,102339,24830,539,38941,178,0,562090,2684302,24439.716,38571.891,0.7860,10960.576,0.091,0.724,0.084,0.102,0.498,0.355,254,0.0706,0.6292,0.058,19.2,39.9,79.0,33.50,2.58,8.24,0.72,21.97,6.77,1.413,0.190,0.169,0.170,4.785,0.236,0.0065,55,254,468,14681,62,6,0.185,5996,336,2362,9144,497,1562,9783,2.00,8.25,8779,10.7613,66734,16540,368434,1469.3,-0.0,679526,11.518,2630837.750,2.19e-14,0.00051,23.20,51340,33.939,2.593,30.229,1.117,33.942,3901,2257,5684,0,0.2079,0.948,1.303,2.000,1.468,0.928,1.567,0.000,6644.679,10897.954,10513.192,6575.625,18311.476,0.000,12325.809,829.298,14456.208,0.000,0.489,0.486,0.508,0.000,0.137,0.361,0.203,0.000,23680,27058,0.5885,0.2331,0.2448,0.0000,0.9998,0.0487,0.0487,0.0000,0.5802,0.7637,0.8912,0.0000,0.1712,0.0221,0.0261,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5976,0.9964,0.4926,0.6255,0.0000,0.9992,0.0488,0.0490,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,6.3846,4.6615,6.6071,0.0000,0.0228,0.0879,0.0670,0.090,0.120,0.112,0.076,1512,0.0484,0.0013,0.0025,0.0000,0.00225,0.00082,0.00068,0.00000,23.02,27.62,27.56,0.00,1649.5215,0.1097,25.2257,5.3097,6.2080,1102294,1522493,0.7885,0.0287,1945.6,1649.5215,19.40,0,0,0,0,0,0,23977,27611.315,23827.352,0.9431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,6.71,0,0.1375,0.8538
7000,11273,1581,91438,134527,115742,42236,853,33204,121,0,460132,2991429,29695.579,34754.188,0.8275,10955.519,0.092,0.739,0.082,0.086,0.549,0.324,240,0.0652,0.6403,0.056,14.9,36.2,78.8,33.10,2.43,8.27,0.78,21.62,6.98,1.376,0.197,0.160,0.163,5.314,0.230,0.0056,54,247,452,13404,107,8,0.291,5588,865,1919,8489,1001,1872,8400,1.75,8.25,9426,14.5326,66802,19448,349201,3915.2,-0.0,707278,10.664,2630837.750,1.63e-14,0.00027,24.47,56970,36.512,2.598,32.836,1.078,36.515,4876,1416,4981,0,0.2616,0.823,1.297,2.000,1.252,0.946,1.621,0.000,7142.734,12481.926,13563.395,7039.835,20047.868,0.000,9789.815,1015.823,12993.032,0.000,0.499,0.550,0.582,0.000,0.373,0.352,0.272,0.000,33133,31862,0.4903,0.1066,0.2341,0.0000,0.9992,0.0439,0.0402,0.0000,0.6383,0.8569,0.7931,0.0000,0.1244,0.0147,0.0268,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,5112,0.9980,0.7562,0.6705,0.0000,0.9983,0.0439,0.0402,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,6.1505,5.0105,6.2795,0.0000,0.0282,0.0908,0.0790,0.122,0.164,0.141,0.107,1373,0.0768,0.0026,0.0023,0.0000,0.00247,0.00077,0.00067,0.00000,26.75,26.63,26.83,0.00,1565.7169,0.0946,27.4600,5.1188,5.5452,1103941,1520797,0.6263,0.0138,2033.4,1565.7169,21.78,0,0,0,0,0,0,20335,23798.669,20513.696,0.9535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.15,0,0.1372,0.8232
8000,12309,1649,183314,326425,288793,140000,3111,53114,715,0,700125,4884251,60835.795,61137.685,0.7225,29522.935,0.094,0.594,0.171,0.141,0.603,0.281,851,0.0787,0.7032,0.077,15.7,34.7,75.6,33.25,1.99,8.21,0.80,22.25,7.05,1.359,0.217,0.111,0.114,5.033,0.272,0.0050,43,208,690,34934,112,8,0.306,5711,696,1583,10030,1002,1563,9744,0.75,8.50,5646,11.0298,66700,8238,310058,4807.6,-0.0,741974,17.274,2630837.750,1.10e-14,0.00325,7.77,122824,59.087,2.607,55.222,1.258,59.091,3806,1915,6588,0,0.1919,0.954,1.232,1.989,1.361,0.921,1.485,0.000,19579.498,28868.492,22007.541,19364.027,48987.162,0.000,12156.407,2862.206,16596.137,0.000,0.510,0.618,0.653,0.000,0.371,0.472,0.442,0.000,19819,86781,0.4067,0.1620,0.2144,0.0000,0.9989,0.0384,0.0297,0.0000,0.6104,0.6754,0.9134,0.0000,0.1214,0.0372,0.0226,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,7985,0.9977,0.6758,0.8526,0.0000,0.9983,0.0384,0.0297,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.6909,4.8976,5.7135,0.0000,0.0272,0.0912,0.0836,0.120,0.206,0.172,0.115,3313,0.0916,0.0012,0.0016,0.0000,0.00251,0.00152,0.00120,0.00000,25.33,27.78,27.89,0.00,1350.0979,0.1052,68.9646,6.8179,10.4558,1108438,1516115,1.1093,0.1011,2310.9,1350.0979,16.84,0,0,0,0,0,0,30370,31614.750,27311.963,0.9591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.86,0,0.1431,0.8641
9000,9301,1089,68958,87777,77531,18121,698,25771,121,0,341112,2131201,21205.618,24943.015,0.8152,7562.319,0.073,0.775,0.073,0.079,0.507,0.349,205,0.0719,0.6463,0.056,15.9,33.5,69.2,30.69,2.26,7.61,0.58,20.24,7.01,1.326,0.173,0.137,0.139,4.610,0.265,0.0057,50,255,287,9997,45,8,0.094,4633,45,1485,7771,340,695,8266,6.50,15.36,9844,10.5861,66693,15188,291510,1376.4,-0.0,760209,8.290,2630837.750,8.85e-15,0.00024,30.68,36467,23.420,2.591,20.135,0.694,23.423,2159,2492,4650,0,0.2845,0.903,1.237,1.992,1.404,0.924,1.506,0.000,4256.989,13006.164,6370.919,4218.097,18178.921,0.000,6390.491,554.105,10436.100,0.000,0.458,0.578,0.522,0.000,0.124,0.247,0.227,0.000,20665,29064,0.6000,0.3174,0.3301,0.0000,0.9995,0.0334,0.0462,0.0000,0.6090,0.9065,0.8869,0.0000,0.1968,0.0300,0.0331,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3077,0.9939,0.6436,0.7338,0.0000,0.9976,0.0334,0.0462,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.7551,4.6367,5.2042,0.0000,0.0289,0.0825,0.0776,0.076,0.154,0.147,0.155,1307,0.0746,0.0027,0.0033,0.0000,0.00236,0.00055,0.00080,0.00000,24.20,27.26,27.61,0.00,1221.4895,0.0766,22.7371,3.2570,5.0334,1110760,1515579,2.0041,0.1839,2657.0,1221.4895,18.95,0,0,0,0,0,0,12626,17380.696,15216.862,0.9646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,6.93,0,0.1010,0.9235
10000,9563,1480,90620,128125,114731,36576,929,31438,143,0,392476,2770480,29692.342,32063.807,0.8556,11076.307,0.095,0.713,0.134,0.058,0.534,0.332,175,0.0792,0.6562,0.059,22.4,40.6,73.8,31.14,3.01,9.57,0.65,17.92,6.39,1.432,0.222,0.248,0.252,5.093,0.262,0.0053,51,239,434,16698,21,8,0.467,4993,20,1765,7778,579,2292,6692,2.76,11.31,13928,16.1054,66710,17226,282553,2106.1,-0.0,771378,10.590,2630837.750,2.34e-14,0.00071,11.37,50550,30.382,2.612,26.984,0.786,30.386,4791,1020,3752,0,0.1283,0.987,1.323,1.999,1.384,0.955,1.624,0.000,8078.121,13933.352,11212.840,7981.285,21574.524,0.000,10533.730,1620.255,8833.515,0.000,0.538,0.551,0.525,0.000,0.221,0.335,0.300,0.000,26324,39176,0.5627,0.0832,0.1713,0.0000,0.9995,0.0321,0.0394,0.0000,0.6124,0.9595,0.8985,0.0000,0.1506,0.0199,0.0278,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3230,0.9988,0.8785,0.8901,0.0000,0.9976,0.0321,0.0394,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.6304,5.0329,6.1899,0.0000,0.0242,0.0771,0.0601,0.055,0.136,0.103,0.085,1648,0.0815,0.0022,0.0026,0.0000,0.00254,0.00073,0.00081,0.00000,25.65,26.67,27.56,0.00,1906.5413,0.0795,30.0174,4.1183,6.4714,1111638,1514138,2.4190,0.1884,2320.0,1906.5413,19.36,0,0,0,0,0,0,14723,20987.500,18386.123,0.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,7.07,0,0.1188,0.8361
