step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3847,0.00,185.13,42.71,2061,2,0,0,1.00,1.00,1.00,1,1,1,48.1,4.489,1,2.000,0.012,4,1.000,14,26.82,-26.25,0,0.0000,1.000,0.0000,3847,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3734,0.00,148.90,27.24,2256,0,0,0,1.00,1.00,1.00,1,1,1,12.1,1.238,1,2.000,0.004,4,1.000,11,50.85,46.75,0,0.0000,0.999,0.0000,3734,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3686,0.00,157.26,46.27,2289,2,0,0,1.00,1.00,1.00,1,1,1,48.7,2.042,1,2.000,0.003,4,1.000,14,44.27,42.75,0,0.0000,0.999,0.0000,3686,1.0000
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3659,0.00,151.19,25.99,2283,2,0,0,1.00,1.00,1.00,2,2,2,45.4,6.053,2,2.000,0.025,4,1.000,13,31.97,30.75,0,0.0351,0.997,0.0000,3659,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3582,0.00,100.33,33.34,1897,1,1,0,1.00,1.00,1.00,1,1,1,34.2,1.421,1,2.000,0.004,4,1.000,11,14.53,-11.00,0,0.0002,0.999,0.0000,3582,1.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3539,0.00,117.95,31.23,2309,0,0,0,1.00,1.00,1.00,2,2,1,16.6,9.497,2,2.000,0.039,4,1.000,13,11.75,-11.75,0,0.0000,0.999,0.0000,3539,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3531,-0.00,108.72,17.93,2256,0,0,0,1.00,1.00,1.00,1,1,1,15.0,0.010,1,2.000,0.006,4,1.000,14,41.17,40.00,0,0.0000,0.999,0.0000,3531,1.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3512,0.00,165.59,28.66,2023,0,0,0,1.00,1.00,1.00,1,1,1,20.0,2.080,1,2.000,0.003,4,1.000,12,10.85,-6.75,0,0.0000,1.000,0.0000,3512,1.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3500,0.00,156.39,27.61,2271,0,0,0,1.00,1.00,1.00,1,1,1,20.2,3.364,1,2.000,0.008,4,1.000,14,57.45,-34.75,0,0.0000,1.000,0.0000,3500,1.0000
100000,6.00,16,0,0,0,3,0,1.00,6,0.000,3481,0.00,142.22,27.62,2137,1,1,0,1.00,1.00,1.00,2,2,3,30.6,11.201,3,2.000,0.015,4,1.000,11,16.64,9.00,0,0.0000,0.999,0.0000,3481,1.0000
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,3449,0.00,134.22,15.02,2308,1,1,0,1.00,1.00,1.00,1,4,2,25.6,4.621,5,2.000,0.035,4,1.000,8,13.25,13.25,0,0.0000,0.998,0.0000,3449,1.0000
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,3446,0.00,135.93,20.34,2315,0,0,0,1.00,1.00,1.00,1,3,1,13.0,8.032,3,2.000,0.003,4,1.000,12,6.17,5.25,0,0.0000,0.999,0.0000,3446,1.0000
100000,8.00,16,0,2,0,2,0,1.00,2,0.250,3417,0.00,137.80,27.14,2023,1,0,0,1.00,1.00,1.00,2,3,4,28.1,19.109,4,2.000,0.003,4,1.000,11,22.05,12.00,0,0.0000,1.000,0.0000,3417,1.0000
