step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,17.65,42,2,0,0,6,0,1.79,14,0.000,2506,0.00,155.26,54.24,672,2,1,0,1.00,3.50,1.60,2,5,2,42.2,1.630,8,1.765,0.106,7,1.000,0,32.22,29.25,0,0.0000,0.529,0.0000,2105,0.8400
100000,11.82,23,0,6,0,5,0,1.00,4,0.508,2447,1.60,113.39,6.05,2,0,0,0,1.00,1.00,1.00,3,6,4,23.6,59.095,11,1.074,0.367,6,1.000,0,5.62,5.25,0,0.0000,0.253,0.0000,2055,0.8400
100000,35.23,49,7,10,0,8,3,2.95,6,0.284,2189,0.00,88.17,47.18,2,0,1,3,5.50,1.00,2.79,5,7,4,21.4,32.825,25,1.101,0.354,7,1.000,0,39.23,4.25,0,0.0000,0.110,0.0000,1838,0.8400
100000,14.24,36,2,0,0,10,0,1.69,8,0.000,1763,0.00,87.30,12.95,2,1,0,0,2.00,1.50,1.62,3,4,4,39.0,20.157,12,1.017,0.274,6,1.000,1,10.75,0.25,0,0.0000,0.129,0.0000,1480,0.8400
100000,33.76,36,5,9,0,14,2,2.67,0,0.267,1761,4.56,70.46,75.89,2,0,2,2,2.83,1.83,3.00,5,6,6,19.4,19.416,28,1.023,0.344,6,1.000,0,33.96,8.00,0,0.0000,0.037,0.0000,1479,0.8400
100000,22.67,36,7,3,0,5,1,3.17,6,0.132,1664,0.00,37.69,18.13,2,0,1,1,3.83,1.83,3.83,2,3,6,27.2,1.511,15,1.030,0.314,6,1.000,0,26.25,26.25,0,0.0000,0.000,0.0000,1397,0.8400
100000,18.99,34,6,2,0,3,2,3.50,8,0.105,1577,0.00,78.38,40.75,2,0,0,2,9.00,1.00,3.00,4,6,2,23.0,21.455,11,1.117,0.396,6,1.000,0,8.76,8.75,0,0.0000,0.026,0.0000,1324,0.8400
100000,11.67,25,0,0,1,6,0,1.00,8,0.000,1563,0.00,64.52,25.64,775,1,0,0,1.00,1.00,1.00,2,2,4,34.9,2.913,7,1.795,0.193,5,1.000,0,14.32,-6.00,1,0.0142,0.356,0.0000,1312,0.8400
100000,12.28,36,0,1,0,6,0,1.00,12,0.081,1559,0.00,67.49,30.78,774,1,1,0,1.00,1.00,1.00,2,4,2,34.9,14.190,7,1.754,0.200,6,1.000,0,25.59,-6.50,0,0.0000,0.282,0.0000,1309,0.8400
100000,36.46,36,7,10,0,9,4,2.71,0,0.274,1539,2.53,80.48,16.50,2,1,2,4,3.67,2.17,2.50,6,6,6,37.2,30.513,26,1.105,0.312,6,1.000,0,14.32,10.25,0,0.0000,0.070,0.0000,1292,0.8400
100000,13.50,36,4,0,0,4,0,3.12,8,0.000,1535,0.00,46.71,25.04,2,1,1,0,3.00,2.00,3.75,3,4,4,38.1,5.053,8,1.125,0.279,6,1.000,0,9.22,-7.75,0,0.0000,0.116,0.0000,1289,0.8400
100000,3.58,25,0,2,0,0,0,1.00,12,0.559,1517,0.00,36.66,25.73,795,2,2,0,1.00,1.00,1.00,1,2,2,41.3,1.673,2,1.788,0.125,5,1.000,1,9.96,3.00,0,0.0000,0.572,0.0000,1274,0.8400
