step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,776,0.2990,5446.7,187,365,272,139,9,12,14,21073,21638,24073,0,0,0,1.000,1.000,1.000,281,79,9,0.8212,0.0358,0.8804,0.0236
2000,2888,0.4398,24299.3,218,1080,1088,720,40,28,34,25701,24817,25707,0,0,0,1.000,1.000,1.000,790,232,22,0.3886,0.1043,0.5021,0.0557
3000,2889,0.5382,28373.5,358,955,920,1014,65,65,79,26327,25751,28492,0,0,0,1.000,1.000,1.000,709,175,24,0.3157,0.1422,0.4797,0.0597
4000,3328,0.4715,27637.0,354,1167,1147,1014,81,93,93,25545,25153,27384,0,0,0,1.000,1.000,1.000,846,286,25,0.3445,0.1495,0.5298,0.0569
5000,3906,0.3843,20786.6,205,1426,1295,1185,144,167,148,24018,22474,25601,0,0,0,1.000,1.000,1.000,1015,283,27,0.5184,0.0998,0.6680,0.0406
6000,4203,0.4007,22546.6,199,1462,1435,1306,153,190,157,20113,18488,21787,0,0,0,1.000,1.000,1.000,1131,324,40,0.6088,0.0753,0.7119,0.0332
7000,4699,0.4378,25236.4,231,1732,1589,1378,135,184,147,20369,18488,22238,0,0,0,1.000,1.000,1.000,1268,369,34,0.5646,0.0780,0.6685,0.0350
8000,4325,0.4120,21632.4,219,1617,1506,1202,172,173,129,21629,20095,23515,0,0,0,1.000,1.000,1.000,1157,296,28,0.5970,0.0779,0.7156,0.0350
9000,4570,0.3860,21702.9,208,1785,1453,1332,153,159,169,22905,21873,26256,0,0,0,1.000,1.000,1.000,1306,384,58,0.5372,0.0833,0.7071,0.0385
10000,3501,0.4270,18246.3,232,1369,1217,915,123,143,126,22299,22617,27710,0,0,0,1.000,1.000,1.000,1002,230,16,0.6057,0.0748,0.7519,0.0341
11000,3202,0.4197,15833.6,227,1302,1041,859,148,172,157,24587,26572,31580,0,0,0,1.000,1.000,1.000,943,244,23,0.5220,0.0916,0.7371,0.0391
12000,2008,0.4492,11504.8,269,920,595,493,96,125,128,23744,27887,33916,0,0,0,1.000,1.000,1.000,690,168,12,0.5939,0.0817,0.7858,0.0356
13000,1991,0.4641,11021.9,266,1066,588,337,99,148,124,26107,32717,39009,0,0,0,1.000,1.000,1.000,822,142,6,0.3550,0.1437,0.7029,0.0486
14000,1236,0.4862,8079.5,331,818,286,132,50,143,96,25689,35361,42838,0,0,0,1.000,1.000,1.000,655,77,4,0.2662,0.1792,0.6881,0.0518
15000,832,0.4639,5751.4,362,576,164,92,28,97,69,24393,36806,45508,0,0,0,1.000,1.000,1.000,454,42,1,0.2862,0.1329,0.5889,0.0512
16000,1119,0.4424,6516.6,282,827,228,64,24,119,48,23353,36750,46404,0,0,0,1.000,1.000,1.000,674,58,5,0.2832,0.1665,0.6189,0.0539
17000,1205,0.4448,7637.3,314,802,304,99,43,127,64,22538,35563,45823,0,0,0,1.000,1.000,1.000,595,96,5,0.4178,0.1608,0.8230,0.0523
18000,1680,0.4631,10877.8,296,818,515,347,80,159,128,20652,32384,42968,0,0,0,1.000,1.000,1.000,626,159,5,0.4825,0.0997,0.7703,0.0456
19000,2356,0.4707,19118.6,336,1004,777,575,96,173,150,19461,29595,40306,0,0,0,1.000,1.000,1.000,751,175,15,0.4472,0.1062,0.7179,0.0494
20000,3282,0.4464,28554.9,401,1296,1118,868,140,240,170,16688,25150,36423,0,0,0,1.000,1.000,1.000,946,249,15,0.4092,0.1054,0.6685,0.0523
21000,3358,0.4687,29654.3,408,1315,1186,857,169,216,212,14892,21672,32511,0,0,0,1.000,1.000,1.000,1011,307,36,0.5284,0.0835,0.7005,0.0396
22000,4117,0.4685,42020.4,502,1533,1404,1180,186,220,219,12005,17671,27709,0,0,0,1.000,1.000,1.000,1125,305,33,0.4642,0.0968,0.6433,0.0436
23000,4534,0.4865,52447.2,638,1496,1597,1441,214,234,235,10090,13017,23364,0,0,0,1.000,1.000,1.000,1085,347,31,0.4375,0.1211,0.6047,0.0440
24000,4922,0.4768,56856.0,712,1784,1635,1503,219,250,259,9364,11161,21224,0,0,0,1.000,1.000,1.000,1291,386,40,0.4513,0.1115,0.6057,0.0438
25000,4986,0.4892,62802.1,775,1789,1689,1508,245,209,229,9640,9888,18993,0,0,0,1.000,1.000,1.000,1248,409,33,0.4107,0.1187,0.5752,0.0471
26000,4945,0.5106,65185.0,850,1713,1673,1559,230,235,208,9295,9323,17435,0,0,0,1.000,1.000,1.000,1235,370,35,0.4044,0.1132,0.5660,0.0468
27000,4681,0.4924,67187.5,942,1649,1578,1454,220,243,194,9211,9172,17760,0,0,0,1.000,1.000,1.000,1192,344,37,0.3899,0.1242,0.5802,0.0504
28000,4536,0.5132,68180.8,1040,1576,1538,1422,184,251,204,9672,9826,18159,0,0,0,1.000,1.000,1.000,1133,338,34,0.3672,0.1342,0.5716,0.0536
29000,4158,0.5142,66956.2,1126,1522,1388,1248,175,228,195,10590,11973,20866,0,0,0,1.000,1.000,1.000,1135,341,34,0.3208,0.1462,0.5800,0.0594
30000,3681,0.5118,62542.5,1216,1422,1236,1023,171,222,165,11916,14426,24094,0,0,0,1.000,1.000,1.000,1035,319,24,0.2997,0.1388,0.6008,0.0646
31000,3057,0.5198,54342.9,1345,1270,1041,746,144,204,168,14093,18933,29119,0,0,0,1.000,1.000,1.000,949,263,21,0.2583,0.1478,0.6350,0.0732
32000,2291,0.5679,42127.3,1563,1049,703,539,139,172,141,17281,24622,35152,0,0,0,1.000,1.000,1.000,795,180,16,0.2388,0.1614,0.6728,0.0795
33000,1706,0.5422,32511.2,1559,913,483,310,95,150,88,18569,29015,40058,0,0,0,1.000,1.000,1.000,727,124,9,0.2318,0.1765,0.7091,0.0817
34000,1286,0.5249,22414.9,1493,868,290,128,82,105,52,20886,33727,45173,0,0,0,1.000,1.000,1.000,696,61,4,0.1557,0.1899,0.6995,0.0843
35000,963,0.5067,17012.8,1361,712,202,49,43,109,29,21984,36557,48351,0,0,0,1.000,1.000,1.000,569,54,0,0.1439,0.2332,0.6793,0.0907
36000,923,0.5146,16168.8,1216,723,173,27,24,104,22,20873,36601,48855,0,0,0,1.000,1.000,1.000,564,48,0,0.1877,0.1991,0.7573,0.0852
37000,1169,0.4662,19811.7,1032,861,267,41,35,132,27,18692,34243,46882,0,0,0,1.000,1.000,1.000,639,78,3,0.2899,0.1414,0.7972,0.0723
38000,1690,0.4183,27444.9,916,1014,458,218,48,150,63,13978,28799,41656,0,0,0,1.000,1.000,1.000,789,122,12,0.4259,0.0856,0.7303,0.0530
39000,2714,0.4550,43433.4,840,1124,875,715,102,188,115,10404,23372,37218,0,0,0,1.000,1.000,1.000,862,191,16,0.3142,0.1215,0.6614,0.0684
40000,3212,0.4514,56546.4,1014,1263,1090,859,129,238,171,8488,18498,31907,0,0,0,1.000,1.000,1.000,940,278,22,0.2668,0.1461,0.6194,0.0726
41000,3765,0.4741,72146.8,1132,1407,1240,1118,146,217,212,5437,12291,25019,0,0,0,1.000,1.000,1.000,1051,294,25,0.2462,0.1571,0.5842,0.0726
42000,4246,0.4710,84034.6,1270,1471,1482,1293,176,224,214,3646,7481,18632,0,0,0,1.000,1.000,1.000,1063,349,37,0.2363,0.1735,0.5449,0.0706
43000,4544,0.4824,91634.3,1345,1578,1521,1445,171,218,217,3618,5390,14158,0,0,0,1.000,1.000,1.000,1124,357,34,0.2043,0.1927,0.5191,0.0779
44000,4657,0.4909,95457.5,1423,1573,1576,1508,219,219,212,3237,4823,11411,0,0,0,1.000,1.000,1.000,1146,354,31,0.1970,0.1805,0.5002,0.0811
45000,4779,0.4886,95973.6,1428,1609,1591,1579,223,213,198,3490,4800,10575,0,0,0,1.000,1.000,1.000,1129,340,31,0.1939,0.2030,0.5007,0.0802
46000,4804,0.4754,95425.5,1439,1669,1613,1522,210,183,186,3859,4973,10254,0,0,0,1.000,1.000,1.000,1210,362,39,0.1918,0.2001,0.4978,0.0802
47000,4657,0.4870,95364.1,1465,1633,1603,1421,218,198,182,4132,5486,10917,0,0,0,1.000,1.000,1.000,1200,357,37,0.1852,0.2163,0.5084,0.0856
48000,4533,0.4878,93178.2,1491,1589,1504,1440,212,202,176,4682,5989,12364,0,0,0,1.000,1.000,1.000,1151,350,35,0.1784,0.2092,0.5150,0.0852
49000,4269,0.5006,86499.7,1549,1567,1435,1267,193,188,174,6291,8593,16203,0,0,0,1.000,1.000,1.000,1130,343,35,0.1705,0.2036,0.5308,0.0888
50000,3726,0.5140,78040.1,1609,1433,1265,1028,194,188,155,8675,12339,20386,0,0,0,1.000,1.000,1.000,1061,282,35,0.1536,0.2192,0.5687,0.0940
51000,3150,0.5346,64823.5,1664,1299,1025,826,175,184,137,12542,17685,26200,0,0,0,1.000,1.000,1.000,981,246,26,0.1501,0.2102,0.5961,0.0952
52000,2458,0.5423,48570.3,1719,1108,781,569,154,161,112,16959,24187,33378,0,0,0,1.000,1.000,1.000,861,198,12,0.1364,0.2395,0.6452,0.1009
53000,1681,0.5443,34529.0,1786,909,477,295,105,134,74,20564,30289,39760,0,0,0,1.000,1.000,1.000,706,107,5,0.1295,0.2348,0.6978,0.1089
54000,1225,0.5339,24518.5,1782,784,292,149,63,115,55,22956,34947,44723,0,0,0,1.000,1.000,1.000,617,79,5,0.0947,0.2932,0.7366,0.1177
55000,965,0.5316,18157.4,1554,741,180,44,43,89,27,23992,37951,47848,0,0,0,1.000,1.000,1.000,597,51,2,0.1063,0.2712,0.7159,0.1267
56000,891,0.5297,17436.8,1399,722,154,15,28,100,13,22984,37952,48463,0,0,0,1.000,1.000,1.000,574,43,1,0.1294,0.2219,0.8039,0.1126
57000,1078,0.4731,20871.1,1180,806,233,39,40,104,32,20146,34719,45887,0,0,0,1.000,1.000,1.000,640,67,2,0.2202,0.1978,0.8156,0.0816
58000,1714,0.4294,30855.8,964,972,524,218,56,152,60,14821,28554,39990,0,0,0,1.000,1.000,1.000,737,141,7,0.3488,0.1063,0.7109,0.0605
59000,2699,0.4761,46916.5,953,1139,873,687,88,204,134,12102,24063,36185,0,0,0,1.000,1.000,1.000,879,216,24,0.2205,0.1601,0.6498,0.0845
60000,3212,0.4433,60156.3,1080,1298,1060,854,137,204,163,8466,18253,30228,0,0,0,1.000,1.000,1.000,949,273,22,0.2227,0.1546,0.6124,0.0785
61000,3839,0.4655,75750.4,1189,1396,1311,1132,153,226,200,5016,12066,23290,0,0,0,1.000,1.000,1.000,1025,319,31,0.2184,0.1959,0.5750,0.0792
62000,4335,0.4826,85432.9,1283,1520,1535,1280,161,223,216,3774,7985,18202,0,0,0,1.000,1.000,1.000,1094,385,29,0.2144,0.1721,0.5376,0.0814
63000,4552,0.4866,93440.0,1370,1498,1586,1468,170,227,215,3201,5476,13936,0,0,0,1.000,1.000,1.000,1104,319,34,0.1871,0.2011,0.5079,0.0872
64000,4806,0.4877,95526.9,1414,1615,1652,1539,210,231,193,3550,4904,11509,0,0,0,1.000,1.000,1.000,1182,355,38,0.1870,0.2078,0.5053,0.0837
65000,4873,0.4847,96250.1,1412,1672,1648,1553,208,207,179,3698,5188,11045,0,0,0,1.000,1.000,1.000,1199,339,37,0.1624,0.2390,0.4868,0.0839
66000,4837,0.4937,97051.0,1431,1709,1613,1515,198,213,188,4487,5334,10231,0,0,0,1.000,1.000,1.000,1222,343,33,0.1564,0.2278,0.4877,0.0910
67000,4681,0.4905,96902.2,1510,1630,1588,1463,208,228,171,4432,5408,10416,0,0,0,1.000,1.000,1.000,1188,341,36,0.1567,0.2504,0.4951,0.0881
68000,4567,0.5030,92678.5,1530,1602,1564,1401,203,228,162,5553,6534,12086,0,0,0,1.000,1.000,1.000,1163,352,37,0.1635,0.2303,0.5090,0.0901
69000,4244,0.4835,87429.2,1529,1534,1462,1248,176,216,166,6672,8680,15618,0,0,0,1.000,1.000,1.000,1119,338,35,0.1573,0.2188,0.5312,0.0894
70000,3803,0.5049,78738.0,1621,1475,1277,1051,178,186,150,9164,12361,19943,0,0,0,1.000,1.000,1.000,1087,316,30,0.1348,0.2254,0.5618,0.0991
71000,3120,0.5234,64739.3,1728,1278,1050,792,145,178,122,13304,18237,26468,0,0,0,1.000,1.000,1.000,970,269,16,0.1157,0.2415,0.6060,0.1072
72000,2448,0.5425,48936.2,1785,1126,744,578,127,166,129,16854,24396,33631,0,0,0,1.000,1.000,1.000,857,195,18,0.1254,0.2127,0.6415,0.1047
73000,1801,0.5086,35661.2,1794,992,497,312,103,127,80,20172,30281,39419,0,0,0,1.000,1.000,1.000,766,113,9,0.0967,0.2934,0.6945,0.1184
74000,1248,0.5160,24086.1,1778,805,297,146,68,109,52,22815,35027,44681,0,0,0,1.000,1.000,1.000,637,82,3,0.0947,0.2587,0.7209,0.1133
75000,992,0.5202,19251.5,1539,773,178,41,52,96,18,23750,37472,47638,0,0,0,1.000,1.000,1.000,591,68,2,0.1030,0.2681,0.7048,0.1271
76000,906,0.4945,17286.0,1364,756,134,16,30,77,13,23251,37656,48278,0,0,0,1.000,1.000,1.000,582,30,1,0.1373,0.2120,0.8123,0.1100
