step,event,lineage,other,size
5000,birth,2,0,714
7000,extinct,2,0,10
9000,split,40,17,648
13000,split,174,144,39
14000,extinct,40,0,21
14000,extinct,174,0,39
15000,split,214,174,32
16000,split,246,214,555
17000,extinct,214,0,32
19000,split,297,246,1094
21000,split,315,246,5
21000,extinct,246,0,34
22000,extinct,315,0,5
23000,split,352,297,3171
24000,extinct,297,0,122
26000,split,396,352,2404
27000,split,418,297,1230
28000,split,447,382,5
30000,extinct,447,0,5
31000,split,506,352,13
31000,split,508,396,6
32000,split,546,418,5
33000,split,565,352,5
33000,extinct,508,0,6
34000,extinct,506,0,13
35000,extinct,396,0,10
36000,extinct,565,0,5
38000,extinct,546,0,5
39000,split,593,418,49
39000,extinct,352,0,5
42000,split,596,418,46
43000,split,598,418,39
43000,split,599,418,12
44000,split,605,418,18
45000,split,608,418,24
46000,split,607,418,10
46000,split,613,418,11
47000,split,615,418,43
49000,split,621,418,7
49000,split,622,418,16
49000,split,623,593,21
49000,split,625,418,13
51000,split,629,418,78
51000,split,632,418,5
51000,extinct,621,0,7
52000,extinct,599,0,5
53000,extinct,608,0,6
54000,extinct,605,0,6
54000,extinct,607,0,10
54000,extinct,615,0,5
55000,split,649,418,11
55000,extinct,622,0,5
55000,extinct,632,0,5
56000,split,659,418,9
57000,split,662,418,6
57000,extinct,613,0,6
58000,split,653,593,14
58000,split,670,418,10
58000,split,678,593,26
59000,split,680,418,6
60000,split,683,418,13
60000,split,685,593,61
61000,split,686,418,48
61000,extinct,662,0,5
62000,split,692,418,14
62000,extinct,596,0,7
62000,extinct,659,0,5
63000,split,696,593,31
63000,extinct,680,0,6
64000,split,660,418,24
64000,split,701,418,150
65000,split,704,418,19
65000,split,708,418,6
65000,extinct,625,0,6
67000,split,713,598,28
67000,split,715,418,5
67000,split,716,678,10
67000,split,717,598,9
67000,split,718,598,6
68000,split,720,418,12
68000,split,722,418,5
68000,split,723,623,9
68000,extinct,708,0,6
69000,split,726,418,17
69000,split,727,593,18
69000,extinct,717,0,9
70000,split,730,418,11
70000,split,732,598,6
71000,split,735,418,8
71000,split,736,685,9
71000,split,738,593,9
71000,extinct,683,0,6
71000,extinct,715,0,7
71000,extinct,722,0,6
72000,extinct,718,0,6
73000,split,743,418,40
73000,split,745,629,9
73000,extinct,696,0,8
73000,extinct,735,0,5
74000,split,753,649,9
74000,extinct,660,0,12
74000,extinct,716,0,5
75000,extinct,653,0,7
75000,extinct,685,0,10
75000,extinct,736,0,5
76000,extinct,670,0,6
76000,extinct,723,0,6
76000,extinct,730,0,5
76000,extinct,738,0,6
76000,merge,743,418,14
76000,extinct,745,0,5
77000,split,762,418,12
77000,split,768,623,7
77000,extinct,593,0,9
77000,extinct,726,0,9
78000,split,761,598,11
78000,split,769,418,288
78000,split,770,598,15
78000,split,772,686,53
79000,split,775,598,23
79000,split,776,598,55
79000,split,777,418,29
79000,split,779,418,5
79000,split,780,769,9
80000,split,782,418,5
80000,split,785,598,86
81000,split,767,623,27
81000,split,771,418,26
81000,split,786,418,93
81000,split,790,769,18
81000,extinct,780,0,9
82000,split,792,769,5
82000,split,793,623,40
82000,extinct,769,0,5
82000,merge,782,418,5
83000,split,746,418,7
83000,split,773,686,8
83000,split,795,686,10
84000,split,797,598,20
85000,split,803,692,80
85000,split,804,727,22
85000,extinct,686,0,6
85000,extinct,779,0,5
85000,extinct,792,0,5
86000,split,810,720,15
86000,split,812,418,6
87000,split,818,767,18
87000,split,819,678,8
87000,extinct,771,0,5
87000,extinct,793,0,9
88000,split,823,678,13
89000,split,827,776,121
89000,split,831,786,19
89000,merge,797,732,25
90000,split,832,418,8
90000,split,833,418,12
90000,split,834,678,12
91000,split,837,768,109
91000,split,840,418,10
91000,split,843,772,17
92000,split,844,768,34
93000,extinct,598,0,7
93000,extinct,762,0,6
93000,extinct,786,0,6
93000,extinct,790,0,5
93000,extinct,795,0,7
93000,merge,803,692,40
93000,extinct,810,0,8
94000,extinct,746,0,5
94000,extinct,823,0,7
95000,split,861,418,11
95000,split,862,768,7
95000,extinct,623,0,7
95000,extinct,704,0,5
95000,extinct,753,0,7
95000,extinct,773,0,6
95000,extinct,785,0,7
95000,extinct,804,0,7
95000,extinct,818,0,14
96000,split,865,732,25
96000,split,866,418,6
96000,extinct,727,0,6
96000,extinct,831,0,5
96000,extinct,840,0,5
97000,split,871,418,66
98000,split,876,692,6
99000,split,880,418,88
99000,split,881,418,31
99000,split,883,827,51
99000,split,884,418,17
99000,extinct,629,0,9
100000,split,888,827,27
100000,extinct,844,0,29
