step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,2457,1.751,2.091,10.77,90734,74669,0,14543,545,1856036,1178414.4,871702.9,0.095,0.701,0.112,0.092,99,45.41,24.28,3.86,5.68,10.42,8.68,0.76,2.48,13.67,11.15,1.10,1.79,0.228,0.154,2000,0.010,0.032,0.950,0.001,0.016,200097,163014,6,0.288,0.336,0.188,4115708,0.187,3.145,0.240,102.07,70620,299,0.470,0.147,0.256,12626253,2.13,2.82,0.244,0.688,0.318,16.1,41.5,78.5,176.9,70540,0.269,0.00,0.0035,0.076,682,0.661,0.000,0.525,0.558,4.68,5.55,5.80,1.31,0.379,2.30,1.37,2.60,0.690,0.00337,83.82,52.9911,1388.65,77393.8,140496.8,0.126,40.4978,232.055,0.000,1.000,0.000,78.9,95.141,106.140,5180,30526.5,17.65,105.499,6.62,25.828,1076.1,9.976,0.134,2.00,9.0507,22237.7,0.4705,0.3226,28.71,1.453,0.302,1.5414,0.0000,0.350,0.124,0.136,0.0000,6.38,1.00,10,27,49,120,88.1457,0.0028,0.4461,0.0000,0.0000,40.6919,100.00,56.5474,278.1490,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0012,0.000004,2,0.2358,0.0379,0.0221,72,243,622,0.0000,0.0000,0.0127,0.045,5.7218,0.0158,1.6923,0.0232,0.2595,0.0660,0.0000,-0.00034,0.293,0.0034,0.865,0.266,0.62,0.188,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0044,0.0000,1.9708,0.00000,0.04494,0.8400,0.8386
20000,2218,1.705,1.926,10.77,34049,30482,0,3784,22,701973,460688.1,294843.8,0.043,0.838,0.039,0.080,132,43.79,21.84,4.99,5.88,10.35,8.09,0.15,1.14,13.21,9.79,1.66,1.98,0.228,0.156,1878,0.020,0.038,0.948,0.000,0.013,45126,33696,3,0.672,0.134,0.051,1164712,0.167,3.035,0.219,44.00,18139,359,0.420,0.147,0.345,4898721,2.49,3.26,0.212,0.753,0.464,15.5,43.6,70.2,161.3,63642,0.243,0.00,0.0016,0.084,609,0.526,0.000,0.531,0.303,4.65,5.56,5.87,1.74,0.488,2.76,1.44,3.12,0.549,0.00264,12.08,10.2195,1069.60,85470.3,140496.8,1.144,9.3799,97.556,0.000,1.000,0.025,69.9,41.727,41.543,4826,28174.2,15.56,35.609,6.42,6.303,926.0,1.939,0.135,2.00,7.9691,17675.4,0.4395,0.3459,28.69,1.373,0.316,0.4586,0.0000,0.246,0.107,0.001,0.0000,6.53,0.92,9,28,49,94,37.2791,0.0002,0.4324,0.0000,0.0000,11.6139,100.00,83.3447,201.5257,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0030,0.0012,0.000003,0,0.1418,0.0207,0.0304,78,241,756,0.0000,0.0000,0.0031,0.011,2.6593,0.0160,0.7352,0.0243,0.3645,0.0508,0.0000,0.00038,0.250,0.0016,0.893,0.208,0.13,0.051,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7790,0.0000,1.2036,0.00000,0.06370,0.8400,0.8387
30000,2607,1.549,2.086,11.26,98208,85006,0,12635,175,1943002,1122708.4,888823.4,0.022,0.889,0.032,0.057,96,42.29,20.84,5.25,5.73,9.19,7.29,0.11,1.10,11.43,8.50,1.67,1.84,0.214,0.151,2202,0.018,0.028,0.956,0.003,0.013,166434,129639,6,0.713,0.174,0.026,1685136,0.116,3.140,0.240,106.11,67718,304,0.457,0.161,0.306,18817151,2.65,2.75,0.228,0.744,0.512,14.7,42.6,69.3,219.8,67733,0.258,0.00,0.0038,0.074,756,0.665,0.000,0.636,0.428,4.31,5.26,5.56,1.71,0.521,2.91,1.51,3.32,0.686,0.00326,80.62,38.6661,1123.60,78733.6,140496.8,0.026,31.9969,240.123,0.000,1.000,0.000,84.0,97.716,110.928,5182,30704.3,22.19,95.606,5.92,24.273,1073.3,9.831,0.136,2.00,8.1574,21266.4,0.4956,0.3536,25.98,1.429,0.309,1.5414,0.0000,0.222,0.102,0.003,0.0000,6.10,0.79,8,25,46,100,90.4530,0.0014,0.4921,0.0000,0.0000,41.5068,100.00,56.8646,286.7853,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0030,0.0012,0.000003,3,0.2303,0.0222,0.0214,83,260,708,0.0000,0.0000,0.0029,0.009,7.8609,0.0238,2.3944,0.0257,0.2707,0.0723,0.0000,0.00008,0.158,0.0037,0.932,0.301,0.08,0.026,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9738,0.0000,1.8411,0.00000,0.03339,0.8400,0.8387
40000,2289,1.538,1.968,10.31,35022,32148,0,3170,20,622882,457398.4,276278.4,0.027,0.880,0.039,0.054,127,42.69,20.19,5.41,5.92,8.89,6.97,0.16,1.05,12.89,9.57,1.72,1.76,0.204,0.144,1884,0.031,0.035,0.949,0.002,0.014,44739,34391,5,0.810,0.072,0.047,486412,0.124,3.067,0.224,43.73,18360,346,0.444,0.170,0.267,5646664,2.66,2.53,0.259,0.712,0.554,16.5,43.8,67.7,154.6,62580,0.239,0.00,0.0016,0.072,598,0.538,0.000,0.517,0.280,4.51,5.45,5.65,1.81,0.573,2.95,1.58,3.26,0.557,0.00223,11.83,9.4552,882.75,82942.2,140496.8,1.294,9.1677,96.983,0.000,1.000,0.024,71.8,41.603,41.729,4961,29060.7,14.39,35.773,6.01,6.622,980.5,1.975,0.136,2.00,8.6367,19769.4,0.4846,0.3646,27.34,1.367,0.294,0.4586,0.0000,0.237,0.107,0.022,0.0000,6.18,0.81,9,27,48,81,37.7005,0.0005,0.4609,0.0000,0.0000,11.6663,100.00,81.5849,202.4553,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0012,0.000002,2,0.1489,0.0288,0.0290,81,253,787,0.0000,0.0000,0.0011,0.004,2.7684,0.0178,0.8068,0.0227,0.3659,0.0480,0.0000,0.00011,0.155,0.0036,0.952,0.307,0.14,0.047,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8453,0.0000,1.3398,0.00000,0.05481,0.8400,0.8388
50000,2446,1.300,1.974,10.23,90926,81865,0,8850,53,1695457,1120937.4,793886.7,0.026,0.877,0.039,0.058,101,41.82,18.86,5.71,5.34,8.83,6.70,0.15,0.92,12.14,9.02,1.88,1.72,0.206,0.142,2012,0.022,0.025,0.969,0.000,0.007,157081,127433,5,0.834,0.118,0.043,1119879,0.133,3.078,0.224,105.72,59744,320,0.468,0.167,0.298,18042863,2.80,2.45,0.247,0.739,0.611,16.5,43.3,62.6,174.7,65619,0.250,0.00,0.0038,0.071,767,0.668,0.000,0.602,0.440,4.51,5.42,5.65,1.94,0.626,3.09,1.60,3.45,0.687,0.00311,81.22,36.5282,967.16,81924.4,140496.8,0.053,30.4398,237.745,0.000,1.000,0.000,83.9,99.255,110.729,4952,29108.9,25.12,95.392,5.96,24.075,982.7,9.792,0.133,2.01,8.5513,20916.4,0.4688,0.3527,26.83,1.340,0.271,1.5414,0.0000,0.245,0.094,0.003,0.0000,6.15,0.70,9,28,43,81,92.8959,0.0011,0.5278,0.0000,0.0000,41.4763,100.00,56.9712,288.2760,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0012,0.000002,1,0.2657,0.0278,0.0251,87,268,747,0.0000,0.0000,0.0021,0.008,7.0295,0.0217,2.1677,0.0294,0.2721,0.0691,0.0000,0.00003,0.130,0.0030,0.945,0.265,0.14,0.043,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9440,0.0000,1.8289,0.00000,0.03229,0.8400,0.8388
60000,2433,1.674,1.807,9.88,35669,32994,0,2682,6,684682,463508.8,281512.8,0.024,0.887,0.017,0.071,135,41.76,22.11,4.11,5.69,9.87,7.92,0.05,0.79,13.58,10.54,1.21,1.82,0.243,0.171,1997,0.016,0.037,0.953,0.000,0.009,45894,36569,1,0.912,0.088,0.008,237007,0.122,2.945,0.205,44.17,17656,306,0.411,0.180,0.325,5564874,2.16,2.83,0.265,0.701,0.352,13.3,39.9,68.2,156.7,67168,0.256,0.00,0.0014,0.072,672,0.539,0.000,0.548,0.286,4.54,5.51,5.68,1.33,0.396,2.21,1.56,2.60,0.559,0.00211,12.12,9.9620,1094.23,86032.5,140496.8,1.182,8.9010,97.577,0.000,1.000,0.031,72.0,41.764,41.570,4583,26279.8,18.34,35.533,6.24,6.084,850.2,1.927,0.134,1.99,7.6812,18688.3,0.4441,0.3356,27.61,1.348,0.178,0.4586,0.0000,0.248,0.067,0.002,0.0000,6.31,0.89,8,26,49,87,37.8522,0.0000,0.4312,0.0000,0.0000,11.5806,100.00,83.4347,205.5916,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0013,0.000002,0,0.1383,0.0201,0.0292,79,242,759,0.0000,0.0000,0.0021,0.006,3.3084,0.0150,0.9606,0.0284,0.3620,0.0464,0.0000,0.00025,0.353,0.0050,0.975,0.312,0.04,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7851,0.0000,1.2560,0.00000,0.06001,0.8400,0.8387
70000,2615,1.399,1.912,9.70,94693,85484,0,9002,24,1886262,1129307.2,847619.8,0.026,0.869,0.021,0.084,104,38.77,17.90,5.52,5.07,8.78,6.80,0.03,0.35,11.56,8.42,1.75,1.76,0.220,0.154,2183,0.026,0.024,0.969,0.000,0.007,166013,131713,7,0.692,0.258,0.008,316545,0.149,3.018,0.220,107.04,61541,294,0.449,0.184,0.311,17974672,2.78,2.44,0.242,0.738,0.565,15.4,39.1,59.7,176.1,67686,0.258,0.00,0.0037,0.075,728,0.668,0.000,0.604,0.448,4.37,5.31,5.60,1.88,0.605,2.99,1.61,3.50,0.688,0.00298,81.46,39.4937,890.75,82971.5,140496.8,0.024,30.6487,239.609,0.000,1.000,0.000,84.6,98.702,111.881,4896,28310.6,16.41,95.932,6.04,22.615,883.1,9.488,0.134,2.00,7.8106,20424.7,0.4467,0.3371,25.88,1.279,0.241,1.5414,0.0000,0.273,0.079,0.002,0.0000,6.06,0.66,9,25,41,81,92.1279,0.0004,0.4868,0.0000,0.0000,41.3958,100.00,59.0074,290.8670,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0012,0.000002,1,0.2580,0.0245,0.0238,83,256,722,0.0000,0.0000,0.0022,0.007,8.5116,0.0265,2.5927,0.0226,0.2695,0.0678,0.0000,-0.00024,0.228,0.0049,0.870,0.231,0.02,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9138,0.0000,1.7983,0.00000,0.03577,0.8400,0.8387
80000,2603,1.488,1.672,9.71,38800,35618,0,3192,1,702461,464944.9,281759.4,0.030,0.869,0.016,0.085,136,36.86,17.21,4.84,5.19,8.79,6.82,0.09,0.83,13.02,9.13,1.64,1.82,0.235,0.166,2090,0.025,0.036,0.950,0.000,0.014,49805,39308,5,0.732,0.021,0.020,147347,0.157,2.849,0.187,44.29,18475,282,0.401,0.231,0.314,5613686,2.54,2.42,0.259,0.725,0.527,14.0,38.2,56.5,162.7,69603,0.266,0.00,0.0014,0.080,666,0.535,0.000,0.559,0.282,4.48,5.42,5.63,1.75,0.557,2.74,1.52,3.19,0.556,0.00187,12.51,9.6436,1120.11,88650.8,140496.8,1.135,8.1989,98.721,0.000,1.000,0.118,80.0,42.325,41.438,4370,24279.2,16.46,35.471,6.04,5.668,668.4,1.854,0.134,1.99,7.1369,18577.3,0.4032,0.3270,26.74,1.200,0.222,0.4586,0.0000,0.302,0.093,0.014,0.0000,6.13,0.62,9,28,42,81,38.6130,0.0004,0.4506,0.0000,0.0000,11.5380,100.00,84.3666,209.7894,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0013,0.000002,1,0.1350,0.0196,0.0255,77,230,729,0.0000,0.0000,0.0015,0.006,2.8827,0.0158,0.8987,0.0219,0.3635,0.0452,0.0000,-0.00022,0.140,0.0023,0.804,0.186,0.07,0.020,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7662,0.0000,1.2161,0.00000,0.05931,0.8400,0.8387
90000,2769,1.522,1.833,9.98,103700,93359,0,10140,32,1962093,1131143.8,844399.1,0.035,0.855,0.015,0.095,105,36.43,17.63,4.98,5.36,8.54,6.92,0.02,0.41,12.28,9.05,1.70,1.84,0.231,0.168,2344,0.008,0.025,0.965,0.001,0.009,180252,143746,6,0.751,0.169,0.005,282657,0.141,2.969,0.209,107.68,66190,251,0.430,0.243,0.300,18025502,2.60,2.70,0.235,0.730,0.536,12.6,36.2,58.0,130.5,71500,0.273,0.00,0.0033,0.063,736,0.661,0.000,0.627,0.442,4.38,5.30,5.53,1.76,0.558,2.86,1.57,3.21,0.682,0.00272,82.83,38.9891,1189.07,83659.5,140496.8,0.059,28.5632,241.086,0.000,1.000,0.000,79.2,99.508,112.091,4699,26743.4,20.10,95.703,5.90,20.893,814.7,8.932,0.134,2.00,7.4008,20492.7,0.4425,0.3209,25.82,1.213,0.231,1.5414,0.0000,0.287,0.099,0.010,0.0000,6.09,0.69,8,26,39,64,93.1899,0.0023,0.4449,0.0000,0.0000,41.0807,100.00,61.0656,291.0032,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0033,0.0013,0.000002,3,0.2387,0.0260,0.0197,78,240,681,0.0000,0.0000,0.0030,0.011,9.3508,0.0236,2.9763,0.0253,0.2732,0.0687,0.0000,0.00022,0.168,0.0033,0.702,0.186,0.02,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8950,0.0000,1.6613,0.00000,0.03472,0.8400,0.8386
100000,2670,1.484,1.864,9.99,43428,38872,0,4642,12,824979,459904.5,329662.7,0.051,0.843,0.017,0.088,131,33.31,17.18,4.16,4.83,8.59,7.36,0.18,1.70,11.81,9.97,1.54,1.89,0.251,0.186,2155,0.013,0.037,0.946,0.003,0.014,57318,43224,4,0.787,0.058,0.031,187768,0.156,2.987,0.212,44.23,21574,267,0.400,0.226,0.326,5513201,2.39,3.11,0.235,0.723,0.463,10.4,33.7,54.4,110.7,66057,0.252,0.00,0.0015,0.072,697,0.511,0.001,0.565,0.292,4.25,5.19,5.39,1.64,0.493,2.52,1.47,3.05,0.536,0.00204,12.67,11.1488,1356.04,86679.8,140496.8,1.195,8.9483,99.075,0.000,1.000,0.051,69.4,41.133,41.211,4712,27033.0,15.92,34.909,5.90,5.547,819.9,1.812,0.137,2.00,6.5434,17470.8,0.4338,0.3286,24.74,1.202,0.284,0.4586,0.0000,0.300,0.113,0.037,0.0000,6.07,0.67,7,25,39,79,36.9667,0.0018,0.4079,0.0000,0.0000,11.4940,100.00,84.6261,205.2882,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0034,0.0014,0.000002,1,0.1148,0.0176,0.0203,70,217,680,0.0000,0.0000,0.0025,0.009,4.0064,0.0133,1.2580,0.0221,0.3713,0.0527,0.0000,0.00001,0.183,0.0045,0.678,0.151,0.11,0.031,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8279,0.0000,1.2449,0.00000,0.06422,0.8400,0.8386
