step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,3501,1.193,2.643,16.63,138825,106483,0,29322,967,1630101,1114470.4,871852.8,0.127,0.686,0.096,0.091,83,23.55,10.68,0.14,0.73,5.82,4.51,0.54,1.62,6.13,6.42,0.00,0.00,0.254,0.162,1983,0.026,0.032,0.934,0.006,0.028,254579,206329,2,0.404,0.596,0.181,6373191,0.198,3.396,0.310,99.21,97456,231,0.535,0.211,0.333,14703151,1.06,1.97,0.291,0.564,0.000,8.0,25.9,32.0,88.4,44225,0.169,0.00,0.0052,0.076,915,0.608,0.000,0.529,0.466,2.90,3.68,3.77,0.08,0.040,1.02,1.08,1.07,0.636,0.00223,78.23,48.3785,1161.37,72625.1,140078.7,0.166,37.0704,231.626,0.000,1.000,0.000,72.3,94.451,106.117,6398,39356.8,16.11,101.427,5.59,25.051,1509.4,9.232,0.135,2.00,5.2117,18246.3,0.6391,0.3784,12.63,1.936,0.205,1.5122,0.0000,0.478,0.173,0.463,0.0000,4.21,0.64,4,13,16,64,87.9679,0.0007,0.4270,0.0000,0.0000,45.1098,100.00,61.7362,260.9701,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0034,0.0014,0.000003,1,0.2032,0.0077,0.0122,54,196,523,0.0000,0.0000,0.0253,0.086,4.3119,0.0142,2.0717,0.0457,0.2863,0.0814,0.0000,0.00026,0.756,0.0268,0.675,0.248,0.51,0.181,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1177,0.0000,2.1824,0.00000,0.03868,0.8760,0.8743
20000,3282,1.165,1.681,24.26,71231,54063,0,16995,391,699904,497904.6,371882.9,0.044,0.815,0.075,0.067,82,27.82,10.32,0.31,1.80,7.07,4.78,0.53,2.05,9.34,8.71,0.00,0.06,0.250,0.151,1615,0.083,0.067,0.888,0.006,0.038,87131,61395,2,0.697,0.047,0.124,2798251,0.179,2.856,0.186,45.77,46939,252,0.531,0.287,0.265,6369226,1.09,1.63,0.448,0.460,0.002,12.0,32.0,37.0,88.8,56623,0.216,0.00,0.0016,0.116,868,0.412,0.000,0.374,0.225,3.18,4.21,4.25,0.08,0.036,1.08,1.11,1.08,0.433,0.00211,12.21,10.8822,874.53,78260.4,140078.7,0.000,11.1269,107.434,0.000,1.000,0.025,80.7,43.307,42.977,4376,24484.5,17.87,38.924,4.39,8.098,663.7,2.370,0.136,1.99,8.7004,28554.9,0.7176,0.4532,17.25,1.765,0.401,0.4878,0.0000,0.692,0.223,0.728,0.0000,4.64,1.12,7,16,33,64,38.5336,0.0017,0.4464,0.0000,0.0000,13.8358,100.00,85.3844,200.4118,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0031,0.0013,0.000003,1,0.0867,0.0329,0.0097,46,173,574,0.0000,0.0000,0.0048,0.009,1.3973,0.0036,0.6781,0.0116,0.4326,0.0847,0.0000,-0.00002,0.958,0.0439,0.009,0.001,0.44,0.124,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2179,0.0000,1.8023,0.00000,0.06136,0.9014,0.8996
30000,3681,0.877,1.326,31.11,96860,82932,0,12355,699,685490,1163787.0,434538.0,0.041,0.784,0.105,0.070,77,27.99,6.97,0.01,0.17,5.38,3.03,0.29,1.39,8.55,3.57,0.00,0.07,0.190,0.099,1560,0.042,0.076,0.909,0.001,0.014,126417,86237,6,0.461,0.178,0.075,3578942,0.180,2.548,0.145,111.61,71906,240,0.634,0.333,0.038,20482788,1.00,0.50,0.607,0.376,0.000,16.0,32.0,32.0,45.2,52372,0.200,0.00,0.0037,0.107,1023,0.631,0.000,0.275,0.269,3.04,3.88,3.90,0.00,0.002,1.00,1.00,1.00,0.640,0.00216,67.03,25.6557,996.33,50435.7,140078.7,2.285,20.1925,242.686,0.000,1.000,0.000,90.6,107.577,121.291,3567,18840.7,22.51,95.551,4.31,18.939,381.5,8.435,0.136,2.00,16.9906,62542.5,1.4127,0.4035,14.23,1.993,0.078,1.5122,0.0000,0.769,0.109,0.970,0.0000,4.02,0.20,9,16,16,43,101.9668,0.0071,0.5118,0.0000,0.0000,47.8959,100.00,42.8354,294.4209,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0022,0.0009,0.000002,475,3.2698,0.2532,0.0502,60,213,886,0.0000,0.0000,0.0106,0.022,1.4479,0.5356,1.0072,0.0630,0.2931,0.0751,0.0000,-0.00013,0.951,0.0421,0.001,0.000,0.26,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9614,0.0000,1.2549,0.00000,0.03454,0.8721,0.8711
40000,3212,1.029,1.188,31.16,26542,25386,0,701,80,65691,519017.0,104662.7,0.074,0.713,0.117,0.096,122,28.13,6.93,0.00,0.00,4.80,2.71,0.31,1.47,9.11,3.29,0.00,0.00,0.169,0.090,1202,0.064,0.103,0.881,0.001,0.014,23610,15625,8,0.425,0.120,0.086,1272040,0.206,2.376,0.125,50.01,17372,386,1.593,0.304,0.042,5211049,1.00,0.54,0.632,0.351,0.000,18.0,32.0,32.0,32.0,45675,0.174,0.00,0.0018,0.114,859,0.420,0.000,0.136,0.077,3.11,3.86,3.87,0.00,0.000,1.00,1.00,1.00,0.422,0.00118,12.11,14.2886,865.73,58893.1,140078.7,0.234,9.1898,101.979,0.000,1.000,0.002,70.0,45.324,47.414,3380,16660.1,28.51,38.620,3.96,3.661,270.6,1.392,0.133,2.01,17.6047,56546.4,1.4716,0.4739,14.22,2.000,0.000,0.4878,0.0000,0.807,0.109,0.985,0.0000,4.00,0.00,9,16,16,16,43.0166,0.0162,0.4514,0.0000,0.0000,13.9000,100.00,78.6027,251.3392,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0015,0.0007,0.000001,844,3.1982,0.1843,0.1376,83,243,3148,0.0000,0.0000,0.0027,0.005,0.0668,0.6151,0.4452,0.0439,0.4843,0.0418,0.0000,-0.00006,0.941,0.0462,0.002,0.000,0.27,0.086,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8495,0.0000,0.8565,0.00000,0.04120,0.8729,0.8723
50000,3726,0.798,0.950,30.98,52191,48041,0,1202,154,132475,1137289.5,302828.1,0.056,0.705,0.135,0.105,102,27.03,7.86,0.00,0.00,4.50,2.32,0.15,1.03,8.94,3.31,0.00,0.00,0.167,0.082,1635,0.084,0.061,0.930,0.002,0.007,55529,34832,6,0.595,0.013,0.044,2253498,0.226,2.082,0.093,112.58,35885,365,2.286,0.300,0.030,14767305,1.00,0.70,0.531,0.460,0.000,14.0,32.0,32.0,32.0,50645,0.193,0.00,0.0034,0.103,1028,0.515,0.000,0.163,0.139,3.13,3.82,3.83,0.00,0.000,1.00,1.00,1.00,0.517,0.00189,66.96,40.4085,1650.96,41399.6,140078.7,16.011,17.6897,233.847,0.000,1.000,0.000,86.9,98.704,134.149,2746,12094.9,24.47,87.935,3.97,5.561,123.8,3.325,0.135,1.99,20.9448,78040.1,1.8548,0.4115,13.59,2.000,0.000,1.5122,0.0000,0.808,0.092,0.994,0.0000,4.00,0.00,7,16,16,16,94.4579,0.0207,0.5140,0.0000,0.0000,46.6523,100.00,25.8503,271.8101,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0012,0.0006,0.000001,2280,8.5714,0.3747,0.1524,82,229,3729,0.0000,0.0000,0.0018,0.003,0.1577,1.6057,1.1550,0.1055,0.4066,0.0663,0.0000,-0.00024,0.923,0.0367,0.000,0.000,0.14,0.044,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8035,0.0000,0.6428,0.00000,0.03615,0.8727,0.8722
60000,3212,1.006,1.090,31.42,22913,21781,0,320,57,47092,517273.2,122222.7,0.051,0.714,0.120,0.115,136,28.20,6.65,0.00,0.00,4.58,2.49,0.24,1.35,9.40,3.17,0.00,0.00,0.162,0.083,1262,0.108,0.108,0.871,0.000,0.020,19754,11890,10,0.609,0.012,0.060,921320,0.230,2.240,0.113,50.69,14687,479,2.595,0.294,0.034,4726032,1.00,0.47,0.596,0.384,0.000,18.0,32.0,32.0,32.0,45679,0.174,0.00,0.0017,0.106,854,0.373,0.000,0.140,0.067,3.09,3.88,3.88,0.00,0.000,1.00,1.00,1.00,0.374,0.00120,12.95,18.5443,863.94,56947.1,140078.7,0.141,10.0005,103.265,0.000,1.000,0.000,67.6,44.546,47.033,3232,15069.4,21.45,37.251,3.96,2.299,213.5,0.962,0.135,1.99,18.7286,60156.3,1.5561,0.4878,14.22,2.000,0.000,0.4878,0.0000,0.841,0.092,0.992,0.0000,4.00,0.00,10,16,16,16,42.2935,0.0135,0.4433,0.0000,0.0000,13.8326,100.00,77.8920,236.0887,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0013,0.0006,0.000001,1269,4.0998,0.2077,0.1873,85,252,3843,0.0000,0.0000,0.0017,0.002,0.0538,0.8101,0.5649,0.0483,0.5286,0.0435,0.0000,0.00003,0.928,0.0449,0.004,0.001,0.21,0.060,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7931,0.0000,0.7188,0.00000,0.04229,0.8762,0.8757
70000,3803,0.796,0.898,31.07,52281,48198,0,851,146,125724,1145286.8,314125.4,0.034,0.718,0.142,0.106,104,27.00,8.00,0.00,0.00,4.27,2.16,0.15,1.03,9.16,3.34,0.00,0.00,0.159,0.080,1615,0.134,0.062,0.928,0.001,0.009,55429,31939,12,0.440,0.143,0.039,1697218,0.243,2.013,0.087,113.49,36265,393,2.499,0.300,0.030,14807821,1.00,0.75,0.526,0.465,0.000,14.0,32.0,32.0,46.0,51625,0.197,0.00,0.0033,0.096,1051,0.501,0.000,0.168,0.136,3.09,3.81,3.81,0.00,0.000,1.00,1.00,1.00,0.502,0.00188,68.58,42.0931,1660.38,41468.5,140078.7,14.470,17.5869,236.029,0.000,1.000,0.000,87.8,99.219,132.624,2618,11273.3,19.36,87.690,3.97,4.861,108.4,2.998,0.135,2.00,20.7042,78738.0,1.8391,0.4105,13.57,2.000,0.000,1.5122,0.0000,0.835,0.091,0.994,0.0000,4.00,0.02,7,16,16,23,94.9322,0.0275,0.5049,0.0000,0.0000,46.3655,100.00,25.8510,272.9763,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0012,0.0006,0.000001,2495,8.8365,0.3834,0.1538,83,229,3760,0.0000,0.0000,0.0019,0.003,0.1655,1.6651,1.1929,0.1031,0.4215,0.0661,0.0000,-0.00008,0.884,0.0363,0.001,0.000,0.14,0.039,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7661,0.0000,0.6043,0.00000,0.03615,0.8735,0.8730
80000,3125,0.995,1.127,30.97,22396,21275,0,302,76,46625,513127.4,124545.3,0.052,0.703,0.123,0.123,132,28.35,6.51,0.00,0.00,4.56,2.51,0.28,1.42,9.47,3.18,0.00,0.00,0.160,0.084,1207,0.127,0.112,0.878,0.001,0.009,19366,11510,20,0.173,0.224,0.082,951782,0.244,2.302,0.120,50.41,14530,414,2.671,0.291,0.027,4570733,1.00,0.43,0.622,0.364,0.000,18.0,32.0,32.0,32.0,44727,0.171,0.00,0.0017,0.094,842,0.368,0.000,0.142,0.070,3.15,3.89,3.90,0.00,0.000,1.00,1.00,1.00,0.369,0.00119,13.07,18.9191,837.56,53475.7,140078.7,0.244,10.1550,102.350,0.000,1.000,0.000,68.7,43.775,46.862,3258,15721.1,21.03,36.663,3.96,2.320,233.9,0.921,0.131,2.01,20.2205,63189.1,1.6370,0.4812,14.31,2.000,0.000,0.4878,0.0000,0.839,0.098,0.991,0.0000,4.00,0.00,10,16,16,16,41.5880,0.0167,0.4458,0.0000,0.0000,13.8659,100.00,77.5273,234.1761,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0012,0.0006,0.000001,1421,4.2204,0.2000,0.1926,84,251,3876,0.0000,0.0000,0.0015,0.002,0.0504,0.8146,0.5679,0.0474,0.5343,0.0433,0.0000,-0.00013,0.895,0.0396,0.002,0.000,0.24,0.082,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7822,0.0000,0.7257,0.00000,0.04126,0.8771,0.8766
90000,3703,0.765,0.866,30.68,49008,44772,0,790,275,114402,1127289.0,320472.0,0.046,0.699,0.140,0.114,105,27.34,7.69,0.00,0.00,4.17,2.02,0.15,1.12,9.43,3.26,0.00,0.00,0.153,0.074,1475,0.216,0.063,0.928,0.002,0.007,51320,30728,29,0.192,0.192,0.043,2284226,0.240,1.969,0.084,111.33,32897,373,2.801,0.305,0.032,13772882,1.00,0.66,0.540,0.454,0.000,14.0,32.0,32.0,32.0,50903,0.194,0.00,0.0032,0.094,1045,0.487,0.000,0.165,0.130,3.14,3.84,3.84,0.00,0.000,1.00,1.00,1.00,0.489,0.00184,65.94,44.1159,1462.35,40953.2,140078.7,19.405,18.3367,232.007,0.000,1.000,0.000,87.8,96.210,135.830,2556,10946.6,17.73,85.685,3.97,4.474,109.5,2.780,0.135,1.99,21.6014,79989.9,1.8652,0.4037,13.75,2.000,0.000,1.5122,0.0000,0.823,0.090,0.994,0.0000,4.00,0.00,7,16,16,16,92.0876,0.0288,0.5061,0.0000,0.0000,46.6213,100.00,23.2791,262.3328,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0012,0.0005,0.000001,2593,9.0556,0.3881,0.1666,82,230,3818,0.0000,0.0000,0.0020,0.003,0.1324,1.7214,1.2053,0.0918,0.4346,0.0650,0.0000,0.00009,0.903,0.0340,0.001,0.000,0.13,0.043,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7600,0.0000,0.6020,0.00000,0.03413,0.8737,0.8732
100000,3184,0.933,1.019,31.06,21795,20441,0,334,131,46996,516051.9,127531.5,0.047,0.698,0.120,0.134,131,28.59,6.51,0.00,0.03,4.58,2.39,0.29,1.49,9.57,3.21,0.00,0.00,0.160,0.082,1119,0.139,0.102,0.882,0.002,0.014,18548,11367,21,0.135,0.247,0.101,1133956,0.227,2.176,0.104,50.48,13818,414,2.714,0.329,0.026,4442334,1.00,0.42,0.646,0.344,0.000,20.0,32.0,32.0,50.0,45981,0.175,0.00,0.0017,0.099,808,0.360,0.000,0.139,0.063,3.21,3.89,3.90,0.00,0.000,1.00,1.00,1.00,0.361,0.00115,13.34,19.6244,858.33,52088.0,140078.7,0.203,10.3248,102.477,0.000,1.000,0.000,69.2,43.367,46.488,2975,13938.2,15.87,36.373,3.96,2.100,184.9,0.855,0.134,2.01,20.8633,66428.6,1.6610,0.4621,14.44,2.000,0.000,0.4878,0.0000,0.827,0.097,0.993,0.0000,4.00,0.03,10,16,16,25,41.2022,0.0151,0.4582,0.0000,0.0000,13.7979,100.00,76.7072,233.8260,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0012,0.0006,0.000001,1408,4.2773,0.2233,0.1997,83,254,3880,0.0000,0.0000,0.0031,0.004,0.0485,0.8391,0.5832,0.0496,0.5436,0.0417,0.0000,0.00004,0.856,0.0370,0.004,0.001,0.24,0.101,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7702,0.0000,0.7147,0.00000,0.04023,0.8768,0.8763
