step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,3309,1.333,3.332,25.10,173780,109589,0,61526,805,2774112,1112873.4,1292800.2,0.079,0.757,0.090,0.074,67,24.47,15.61,0.01,0.37,7.60,5.83,1.59,3.79,3.84,5.75,0.00,0.00,0.301,0.152,2138,0.034,0.016,0.931,0.002,0.050,306630,230761,1,0.203,0.797,0.365,8783348,0.126,3.610,0.398,100.30,142989,211,0.466,0.205,0.471,15170050,1.00,3.22,0.145,0.636,0.000,7.0,24.0,42.0,189.8,43165,0.165,0.00,0.0087,0.101,1014,0.540,0.001,0.524,0.443,2.91,3.86,4.02,0.00,0.001,1.00,1.00,1.00,0.581,0.00388,75.21,61.2125,2157.47,63261.9,140078.7,0.129,49.6198,234.372,0.000,1.000,0.000,60.5,83.484,105.710,7653,49446.4,28.61,103.305,5.49,26.475,1867.2,8.661,0.135,2.00,4.8746,16130.1,0.6238,0.3746,13.04,1.998,0.010,1.5122,0.0000,0.476,0.158,0.458,0.0000,4.74,0.78,4,12,23,100,72.3923,0.0006,0.3932,0.0000,0.0000,45.6453,100.00,56.0959,250.5118,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0034,0.0013,0.000005,0,0.1441,0.0070,0.0080,45,166,461,0.0000,0.0000,0.0228,0.057,6.3160,0.0062,3.0551,0.0940,0.3217,0.1281,0.0000,0.00032,0.543,0.0114,1.000,0.919,1.22,0.365,0.000,0.000,0.0000,0.000,0.000,0.0000,1.4775,0.0000,2.6320,0.00000,0.04684,0.8400,0.8379
20000,3079,1.173,3.067,31.45,63979,44541,0,19508,153,676463,444599.5,375280.5,0.017,0.803,0.108,0.071,68,25.04,8.98,0.08,0.72,6.78,4.55,1.23,2.66,4.96,3.29,0.01,0.11,0.252,0.139,1093,0.181,0.061,0.922,0.002,0.016,79699,52971,2,0.178,0.821,0.318,4746332,0.153,3.544,0.367,40.90,51450,276,0.555,0.261,0.259,6224752,1.03,1.33,0.574,0.407,0.005,10.0,30.0,32.0,70.0,40209,0.153,0.00,0.0029,0.111,825,0.444,0.000,0.360,0.231,2.83,3.62,3.72,0.02,0.012,1.03,1.02,1.04,0.466,0.00220,11.88,10.2370,406.38,54748.8,140078.7,0.037,16.5422,95.348,0.000,1.000,0.000,59.7,36.720,38.383,7253,46805.5,14.53,36.072,3.92,13.216,1832.8,2.687,0.135,2.00,9.7022,29873.0,0.8873,0.4917,13.06,2.000,0.002,0.4878,0.0000,0.216,0.215,0.157,0.0000,4.00,0.05,5,16,16,25,31.9094,0.0046,0.4485,0.0000,0.0000,13.8839,100.00,71.8730,169.5103,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0011,0.000003,7,0.0824,0.0198,0.0099,46,186,633,0.0000,0.0000,0.0220,0.044,1.4205,0.0058,0.7797,0.0114,0.3973,0.0848,0.0000,0.00030,0.722,0.0272,1.000,0.987,1.10,0.318,0.000,0.000,0.0000,0.000,0.000,0.0000,1.8398,0.0000,2.7327,0.00000,0.07546,0.8400,0.8384
30000,3736,0.847,1.403,35.14,100184,78062,0,21192,45,759492,1122342.9,504182.9,0.010,0.891,0.059,0.040,68,27.49,7.61,0.11,0.79,6.52,2.86,0.29,1.02,6.86,2.76,0.03,0.25,0.236,0.089,1481,0.292,0.051,0.942,0.001,0.006,128635,90202,3,0.711,0.067,0.130,8601961,0.138,2.602,0.156,103.26,85329,282,0.664,0.275,0.052,25728424,1.04,0.67,0.563,0.427,0.018,16.0,32.0,32.0,62.0,51468,0.196,0.00,0.0044,0.118,1056,0.682,0.000,0.340,0.255,3.15,3.82,3.85,0.04,0.022,1.05,1.02,1.05,0.690,0.00218,66.30,22.2194,1053.39,36654.2,140078.7,4.190,25.4793,236.258,0.000,1.000,0.000,86.6,102.095,114.225,3791,20041.6,19.66,92.631,3.88,26.123,397.5,9.825,0.135,2.00,20.1087,75125.9,1.6456,0.4929,13.78,2.000,0.000,1.5122,0.0000,0.519,0.313,0.679,0.0000,4.00,0.02,8,16,16,16,96.0664,0.0050,0.5163,0.0000,0.0000,47.8931,100.00,32.7566,277.4940,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0020,0.0008,0.000001,228,2.5528,0.2741,0.0448,64,234,892,0.0000,0.0000,0.0033,0.006,0.9770,0.3682,0.9494,0.0709,0.2492,0.0784,0.0000,0.00005,0.505,0.0103,1.000,0.993,0.28,0.130,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2266,0.0000,2.1184,0.00000,0.03608,0.8400,0.8390
40000,3079,0.951,1.281,35.94,21196,18379,0,2515,1,115885,519214.5,145062.8,0.016,0.835,0.077,0.071,121,28.23,7.49,0.17,1.07,6.02,2.66,0.21,0.76,7.65,2.88,0.04,0.27,0.214,0.086,1084,0.285,0.083,0.909,0.000,0.008,20422,13296,2,0.929,0.049,0.116,1862690,0.182,2.485,0.140,49.64,15647,281,1.252,0.322,0.039,7849515,1.07,0.64,0.608,0.391,0.021,16.0,32.0,32.0,62.0,43267,0.165,0.00,0.0022,0.131,745,0.534,0.000,0.259,0.108,3.18,3.82,3.85,0.06,0.029,1.08,1.03,1.08,0.537,0.00152,12.45,18.4808,988.69,41328.7,140078.7,0.616,11.3600,101.297,0.000,1.000,0.000,65.2,42.110,47.457,3513,18033.8,22.99,38.854,3.94,3.364,286.2,1.383,0.136,1.99,23.7178,73027.0,1.8969,0.4658,14.05,2.000,0.000,0.4878,0.0000,0.758,0.127,0.966,0.0000,4.00,0.00,8,16,16,16,39.1900,0.0105,0.4716,0.0000,0.0000,13.8429,100.00,68.6386,244.7734,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0011,0.0005,0.000001,958,3.9126,0.2316,0.1837,73,270,3956,0.0000,0.0000,0.0010,0.002,0.1268,0.7679,0.5901,0.0490,0.3657,0.0549,0.0000,-0.00018,0.275,0.0050,1.000,0.991,0.21,0.116,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1037,0.0000,1.3515,0.00000,0.05225,0.8400,0.8395
50000,3939,0.826,1.039,36.28,43152,36534,0,3429,1,205070,1048086.2,345864.6,0.016,0.817,0.085,0.082,98,26.33,8.75,0.13,0.88,4.95,2.40,0.16,0.70,7.89,3.31,0.03,0.26,0.191,0.085,1864,0.089,0.059,0.933,0.001,0.007,45625,25999,14,0.805,0.044,0.086,3551884,0.190,2.208,0.105,101.82,33520,290,1.687,0.283,0.041,18282034,1.05,0.94,0.496,0.503,0.017,12.0,30.0,32.0,64.0,51674,0.197,0.00,0.0034,0.113,1158,0.595,0.000,0.284,0.143,3.08,3.76,3.77,0.05,0.025,1.06,1.03,1.06,0.598,0.00188,54.27,44.1664,1854.97,26105.8,140078.7,37.552,20.9701,212.847,0.000,1.000,0.000,84.0,85.140,149.254,2914,13383.2,25.07,81.227,3.95,5.810,158.8,3.274,0.135,2.00,23.2397,91541.4,2.1134,0.4334,13.12,2.000,0.000,1.5122,0.0000,0.780,0.135,0.951,0.0000,4.00,0.00,6,15,16,16,80.3575,0.0422,0.5006,0.0000,0.0000,48.3128,100.00,14.5872,227.5580,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0010,0.0004,0.000001,2328,8.4648,0.3795,0.1745,80,252,4005,0.0000,0.0000,0.0004,0.001,0.2553,1.6155,1.2339,0.1069,0.3275,0.0668,0.0000,0.00031,0.316,0.0063,1.000,0.990,0.16,0.086,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9736,0.0000,1.1078,0.00000,0.03889,0.8400,0.8395
60000,3172,0.982,1.102,36.39,20388,18825,0,934,1,78907,515183.2,158677.1,0.016,0.800,0.086,0.098,135,28.05,7.52,0.14,0.92,5.23,2.49,0.19,0.77,8.41,3.12,0.03,0.24,0.187,0.081,1272,0.090,0.099,0.895,0.000,0.006,19142,10861,16,0.679,0.080,0.091,1516163,0.188,2.252,0.115,50.17,15199,479,2.011,0.245,0.048,6926480,1.05,0.66,0.608,0.392,0.017,16.0,32.0,32.0,61.0,44332,0.169,0.00,0.0019,0.120,830,0.475,0.000,0.242,0.105,3.19,3.83,3.84,0.05,0.028,1.06,1.03,1.06,0.477,0.00130,13.65,22.0752,909.84,45204.8,140078.7,0.379,11.5304,103.765,0.000,1.000,0.000,64.5,42.620,46.003,3237,15228.2,19.11,36.763,3.94,2.071,182.4,0.905,0.133,2.01,22.6520,71852.1,1.8437,0.5159,13.98,2.000,0.000,0.4878,0.0000,0.809,0.118,0.977,0.0000,4.00,0.00,8,16,16,16,40.1311,0.0224,0.4524,0.0000,0.0000,13.6429,100.00,70.6343,232.2180,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0011,0.0005,0.000001,1395,4.4467,0.2185,0.2170,95,295,4086,0.0000,0.0000,0.0002,0.000,0.0979,0.8890,0.6470,0.0501,0.4324,0.0477,0.0000,0.00013,0.342,0.0072,1.000,0.990,0.19,0.091,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9123,0.0000,1.0323,0.00000,0.04622,0.8400,0.8396
70000,3813,0.804,0.929,36.79,40195,35205,0,1697,1,159636,1039943.4,351370.9,0.013,0.796,0.090,0.101,106,26.37,8.52,0.09,0.73,4.75,2.24,0.13,0.66,8.20,3.21,0.01,0.15,0.182,0.079,1859,0.070,0.051,0.942,0.002,0.005,42382,22984,28,0.531,0.058,0.069,2474392,0.193,2.021,0.090,101.58,31218,392,2.201,0.217,0.043,16371319,1.03,0.87,0.485,0.515,0.007,12.0,30.0,32.0,61.0,50190,0.191,0.00,0.0033,0.119,1127,0.553,0.000,0.263,0.144,3.14,3.77,3.79,0.03,0.019,1.03,1.02,1.03,0.555,0.00187,54.03,47.4128,1841.53,23005.7,140078.7,39.698,20.8762,210.800,0.000,1.000,0.000,79.3,82.601,150.364,2744,11578.1,32.72,78.987,3.96,4.121,99.7,2.440,0.134,2.00,25.3586,96692.2,2.2715,0.4320,13.16,2.000,0.000,1.5122,0.0000,0.811,0.119,0.980,0.0000,4.00,0.00,6,15,16,16,78.0726,0.0511,0.4983,0.0000,0.0000,48.3393,100.00,14.1597,223.4756,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0010,0.0004,0.000001,2651,8.7032,0.4141,0.1847,91,261,4060,0.0000,0.0000,0.0002,0.000,0.2178,1.6689,1.2493,0.1172,0.3686,0.0665,0.0000,0.00009,0.453,0.0090,1.000,0.991,0.12,0.069,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9082,0.0000,0.9654,0.00000,0.03846,0.8400,0.8396
80000,3235,0.955,1.108,36.54,19574,17774,0,734,0,70072,512999.9,165842.7,0.017,0.784,0.092,0.107,140,27.84,7.42,0.10,0.64,5.11,2.66,0.23,0.85,8.50,3.25,0.02,0.19,0.184,0.088,1450,0.048,0.108,0.886,0.001,0.006,18346,10353,28,0.478,0.100,0.115,1501973,0.186,2.273,0.115,50.22,14659,440,2.367,0.249,0.053,6564557,1.03,0.59,0.591,0.408,0.009,16.0,32.0,32.0,54.0,45093,0.172,0.00,0.0019,0.115,863,0.458,0.000,0.237,0.107,3.18,3.85,3.86,0.05,0.025,1.03,1.02,1.03,0.460,0.00126,13.89,24.0041,1072.94,44228.3,140078.7,0.390,12.0169,103.926,0.000,1.000,0.000,64.1,42.089,45.790,3227,15181.7,24.57,36.220,3.95,1.763,189.8,0.777,0.133,2.00,22.4871,72745.9,1.8622,0.5053,13.94,2.000,0.000,0.4878,0.0000,0.799,0.131,0.963,0.0000,4.00,0.00,8,16,16,16,39.6725,0.0286,0.4634,0.0000,0.0000,13.6505,100.00,69.9734,228.4104,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0010,0.0005,0.000001,1644,4.7427,0.2223,0.2330,95,303,4128,0.0000,0.0000,0.0003,0.001,0.0828,0.9597,0.6916,0.0609,0.4487,0.0461,0.0000,-0.00010,0.494,0.0102,1.000,0.990,0.22,0.115,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8989,0.0000,0.9739,0.00000,0.04594,0.8400,0.8396
90000,3934,0.785,0.927,36.60,38683,33885,0,1331,0,143645,1030972.0,350845.2,0.018,0.780,0.093,0.108,112,26.24,8.59,0.07,0.59,4.66,2.29,0.16,0.86,8.24,3.29,0.00,0.08,0.180,0.081,1982,0.046,0.060,0.934,0.002,0.004,40825,21831,41,0.456,0.074,0.074,2879092,0.193,2.057,0.089,100.84,30074,446,2.442,0.213,0.054,15548177,1.02,0.89,0.485,0.515,0.003,12.0,30.0,32.0,54.0,51668,0.197,0.00,0.0032,0.102,1118,0.541,0.000,0.258,0.145,3.08,3.78,3.78,0.03,0.017,1.02,1.01,1.02,0.543,0.00177,53.45,48.2310,2011.56,23331.7,140078.7,41.252,21.1089,209.011,0.000,1.000,0.000,82.8,81.341,151.512,2701,11370.3,31.00,78.245,3.96,3.701,95.4,2.204,0.134,2.01,24.4858,96327.1,2.2378,0.4485,13.13,2.000,0.000,1.5122,0.0000,0.804,0.134,0.958,0.0000,4.00,0.00,6,15,16,16,76.9401,0.0599,0.4962,0.0000,0.0000,48.5249,100.00,13.6127,219.9530,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0010,0.0004,0.000001,2768,8.7665,0.4024,0.1931,93,267,4078,0.0000,0.0000,0.0003,0.000,0.1996,1.6613,1.2327,0.1200,0.3806,0.0631,0.0000,0.00001,0.494,0.0099,1.000,0.990,0.16,0.074,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8992,0.0000,0.9470,0.00000,0.03862,0.8400,0.8396
100000,3282,1.008,1.029,37.06,18269,16706,0,549,1,60685,514829.8,163131.9,0.025,0.775,0.093,0.107,147,27.74,7.68,0.15,0.97,5.04,2.46,0.28,1.09,8.40,3.19,0.01,0.16,0.183,0.084,1502,0.047,0.104,0.885,0.001,0.010,16934,9241,35,0.110,0.126,0.133,1503929,0.177,2.170,0.105,50.31,13498,538,2.688,0.195,0.044,6367021,1.05,0.64,0.576,0.423,0.008,16.0,32.0,32.0,61.0,45502,0.174,0.00,0.0019,0.117,831,0.454,0.000,0.227,0.099,3.17,3.83,3.85,0.07,0.033,1.05,1.04,1.06,0.455,0.00123,13.95,24.6094,1139.78,40521.1,140078.7,0.413,12.2640,103.416,0.000,1.000,0.000,64.3,41.392,45.671,3093,13941.6,21.03,36.203,3.95,1.624,136.7,0.723,0.137,2.00,23.6132,77498.6,1.9643,0.4909,13.86,2.000,0.000,0.4878,0.0000,0.766,0.142,0.945,0.0000,4.00,0.00,8,16,16,16,39.0038,0.0222,0.4385,0.0000,0.0000,13.6157,100.00,69.0174,226.6337,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0010,0.0004,0.000001,1665,4.8063,0.2459,0.2473,97,314,4140,0.0000,0.0000,0.0003,0.000,0.0770,0.9619,0.6794,0.0664,0.4522,0.0451,0.0000,0.00001,0.627,0.0123,1.000,0.989,0.26,0.133,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9010,0.0000,0.9506,0.00000,0.04576,0.8400,0.8396
