step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,3275,1.322,2.238,18.53,111902,87666,0,21913,468,2209454,1157574.9,1026124.1,0.078,0.780,0.072,0.071,85,29.03,14.46,1.85,4.31,6.47,5.21,0.10,0.87,9.63,8.33,0.53,1.19,0.234,0.157,2282,0.026,0.038,0.936,0.005,0.022,225726,169366,5,0.343,0.650,0.022,2148439,0.185,3.245,0.260,100.80,101423,259,0.464,0.163,0.289,15266041,1.44,2.06,0.287,0.675,0.184,10.0,30.0,47.0,119.3,59109,0.225,0.00,0.0037,0.092,778,0.637,0.000,0.531,0.516,3.32,4.38,4.42,0.61,0.212,1.57,1.24,1.48,0.667,0.00306,75.25,55.6370,1053.39,77254.5,140122.1,0.136,40.3044,235.965,0.000,1.000,0.000,75.3,93.835,110.548,5411,33222.7,17.42,103.765,6.31,25.612,1206.9,10.165,0.134,2.00,6.0726,19887.6,0.5564,0.3305,18.05,1.660,0.431,1.5345,0.0000,0.481,0.156,0.416,0.0000,4.92,0.99,6,16,36,64,85.1974,0.0026,0.4302,0.0000,0.0000,49.6111,100.00,61.4475,259.5207,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0012,0.000003,1,0.1943,0.0153,0.0158,62,227,578,0.0000,0.0000,0.0061,0.019,6.2194,0.0105,2.1879,0.0235,0.2705,0.0737,0.0000,0.00029,0.150,0.0030,0.961,0.463,0.08,0.022,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9969,0.0000,1.8688,0.00000,0.04207,0.8400,0.8384
20000,2971,1.399,1.601,18.24,43300,38369,0,5185,48,605641,478481.4,289448.5,0.046,0.818,0.060,0.077,134,29.61,15.31,0.87,2.62,7.70,5.63,0.25,1.44,10.12,9.62,0.25,0.86,0.261,0.142,2107,0.021,0.050,0.911,0.008,0.031,56941,39657,5,0.504,0.140,0.066,755327,0.135,2.806,0.176,45.01,27903,360,0.478,0.182,0.412,5457060,1.23,2.74,0.272,0.716,0.084,9.3,30.0,50.0,135.4,56270,0.215,0.00,0.0016,0.097,672,0.483,0.000,0.479,0.295,3.46,4.49,4.49,0.34,0.132,1.27,1.19,1.24,0.503,0.00197,12.76,10.3910,1219.04,88992.5,140122.1,0.000,7.7172,101.528,0.000,1.000,0.011,66.2,43.509,40.853,4080,22881.7,16.64,35.057,5.65,5.040,656.6,1.834,0.135,2.00,6.3682,18920.0,0.5590,0.3810,18.94,1.659,0.429,0.4655,0.0000,0.356,0.192,0.373,0.0000,5.18,1.03,5,16,36,64,39.3641,0.0015,0.4046,0.0000,0.0000,13.4588,100.00,94.6684,195.1850,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0013,0.000003,2,0.1420,0.0138,0.0242,71,226,758,0.0000,0.0000,0.0008,0.002,2.1488,0.0102,0.8143,0.0219,0.3891,0.0552,0.0000,-0.00011,0.139,0.0026,0.997,0.596,0.21,0.066,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6865,0.0000,0.8988,0.00000,0.06244,0.8400,0.8387
30000,2996,1.217,1.233,14.70,117119,99165,0,17754,174,1632094,1125276.9,872637.7,0.038,0.778,0.096,0.088,81,32.78,15.24,1.95,3.40,7.62,5.44,0.25,1.42,12.32,9.13,0.76,1.33,0.233,0.139,2343,0.014,0.048,0.930,0.003,0.018,197237,140567,5,0.527,0.258,0.096,2438127,0.138,2.459,0.132,107.33,94853,328,0.535,0.189,0.281,18326875,1.65,2.06,0.272,0.724,0.276,13.4,32.4,50.0,164.0,66335,0.253,0.00,0.0030,0.085,697,0.630,0.000,0.549,0.424,3.92,4.98,4.98,0.81,0.299,1.78,1.25,1.85,0.651,0.00274,77.62,38.9851,853.37,88162.1,140122.1,0.002,24.1070,245.866,0.000,1.000,0.000,85.9,100.153,116.877,3405,17526.0,25.98,93.415,5.35,17.011,341.5,8.186,0.134,2.00,8.7015,26069.8,0.5726,0.3953,22.14,1.434,0.390,1.5345,0.0000,0.459,0.269,0.660,0.0000,5.49,0.78,8,22,36,75,93.5501,0.0015,0.4826,0.0000,0.0000,49.4420,100.00,67.0335,276.5232,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0012,0.000003,1,0.2760,0.0340,0.0187,67,235,735,0.0000,0.0000,0.0011,0.002,6.0123,0.0233,2.3122,0.0350,0.2894,0.0845,0.0000,0.00051,0.101,0.0032,0.984,0.510,0.21,0.096,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8235,0.0000,1.2623,0.00000,0.03653,0.8400,0.8387
40000,2637,1.367,1.353,8.37,38987,35601,0,3738,0,639378,472125.7,297379.5,0.035,0.777,0.125,0.063,150,33.38,15.36,2.89,4.39,9.19,6.85,0.54,1.99,12.10,9.51,1.06,1.70,0.274,0.186,2043,0.025,0.035,0.947,0.002,0.016,52099,37680,3,0.551,0.081,0.153,1285833,0.136,2.581,0.146,45.88,18634,497,0.465,0.135,0.361,5084692,1.93,2.82,0.267,0.732,0.319,11.7,35.2,50.2,116.1,65207,0.249,0.00,0.0015,0.091,579,0.501,0.001,0.455,0.303,4.21,5.27,5.29,1.14,0.348,2.06,1.37,2.29,0.522,0.00209,13.66,10.5382,1305.61,92978.4,140122.1,0.000,6.8491,101.450,0.000,1.000,0.022,73.2,42.857,41.205,3640,18996.6,37.14,33.556,5.80,3.339,407.1,1.361,0.135,1.99,7.4066,19531.2,0.4579,0.3782,24.73,1.245,0.197,0.4655,0.0000,0.611,0.111,0.950,0.0000,5.98,0.49,7,26,36,64,38.8882,0.0001,0.4422,0.0000,0.0000,13.3922,100.00,97.5387,188.1028,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0013,0.000003,7,0.1834,0.0178,0.0304,72,228,841,0.0000,0.0000,0.0001,0.000,3.0080,0.0181,1.0128,0.0284,0.3712,0.0560,0.0000,0.00019,0.041,0.0005,0.994,0.281,0.46,0.153,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6551,0.0000,0.7593,0.00000,0.07551,0.8400,0.8388
50000,2807,1.333,1.625,9.79,111973,98314,0,13485,1,2039313,1111294.6,938516.6,0.026,0.811,0.108,0.055,97,31.10,14.43,3.30,3.97,8.08,6.60,0.26,1.42,11.25,9.02,1.35,1.67,0.249,0.177,2241,0.014,0.030,0.956,0.002,0.012,194043,146661,5,0.600,0.304,0.080,3147233,0.157,2.826,0.185,106.89,67802,343,0.460,0.155,0.327,18127151,2.11,2.64,0.267,0.730,0.445,10.8,32.2,47.0,118.2,64274,0.245,0.00,0.0035,0.089,648,0.654,0.001,0.603,0.438,3.99,4.97,5.12,1.40,0.456,2.28,1.35,2.63,0.678,0.00298,79.84,40.8260,1074.35,87587.4,140122.1,0.000,25.6111,242.981,0.000,1.000,0.000,77.8,96.373,116.802,4182,23600.4,19.06,92.381,5.61,15.631,615.8,7.405,0.135,2.00,7.2503,20351.7,0.5017,0.3507,22.90,1.254,0.301,1.5345,0.0000,0.593,0.166,0.888,0.0000,5.71,0.66,7,24,36,64,89.4071,0.0006,0.4571,0.0000,0.0000,49.0414,100.00,70.2810,271.8931,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000003,3,0.2086,0.0189,0.0170,73,237,685,0.0000,0.0000,0.0002,0.000,10.4848,0.0247,3.4864,0.0314,0.2664,0.0846,0.0000,0.00008,0.140,0.0034,0.987,0.347,0.23,0.080,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8856,0.0000,1.3654,0.00000,0.04219,0.8400,0.8386
60000,2585,1.318,1.388,7.94,41585,37760,0,4044,1,736739,473399.5,318883.2,0.032,0.825,0.098,0.046,144,30.96,14.58,3.70,4.02,9.27,7.18,0.44,1.88,11.48,8.97,1.63,1.78,0.285,0.197,1974,0.062,0.039,0.942,0.003,0.015,56308,43900,7,0.749,0.003,0.103,1632985,0.160,2.611,0.153,45.32,18400,403,0.433,0.179,0.368,5620295,2.24,3.02,0.239,0.758,0.503,10.6,32.6,46.5,94.8,64353,0.245,0.00,0.0016,0.101,705,0.522,0.001,0.453,0.306,4.22,5.24,5.39,1.70,0.515,2.41,1.36,2.90,0.543,0.00212,13.54,11.1428,1268.65,94402.6,140122.1,0.000,7.4912,102.100,0.000,1.000,0.045,70.0,42.489,41.159,3642,19639.3,16.63,34.359,5.82,3.982,389.7,1.592,0.135,2.00,6.9222,17893.8,0.4290,0.3517,24.89,1.103,0.145,0.4655,0.0000,0.624,0.057,0.951,0.0000,6.07,0.39,7,27,36,61,38.3554,0.0005,0.4313,0.0000,0.0000,13.4389,100.00,96.7438,189.4908,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000002,2,0.1611,0.0209,0.0246,70,222,743,0.0000,0.0000,0.0000,0.000,4.0196,0.0185,1.2244,0.0248,0.3559,0.0580,0.0000,0.00014,0.025,0.0002,0.979,0.279,0.38,0.103,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7205,0.0000,0.9315,0.00000,0.07667,0.8400,0.8387
70000,2798,1.300,1.329,8.08,106005,94014,0,11776,2,2182285,1105403.0,969003.2,0.028,0.839,0.079,0.054,107,32.27,15.72,3.37,3.91,9.32,7.14,0.19,1.12,12.37,9.97,1.44,1.75,0.278,0.187,2230,0.025,0.026,0.958,0.003,0.013,191514,158157,2,0.639,0.130,0.051,1848739,0.185,2.563,0.146,106.11,60137,353,0.444,0.170,0.336,17945125,2.09,3.16,0.255,0.741,0.451,9.4,34.8,50.1,102.8,70649,0.270,0.00,0.0032,0.094,718,0.666,0.001,0.609,0.460,4.29,5.25,5.36,1.55,0.475,2.29,1.35,2.61,0.690,0.00309,84.55,42.5356,1165.29,91870.8,140122.1,0.000,23.9252,242.332,0.000,1.000,0.002,79.8,94.899,114.146,3517,18812.1,16.02,90.072,5.92,12.971,436.2,6.612,0.134,2.00,7.4871,20948.9,0.4568,0.3344,25.25,1.134,0.109,1.5345,0.0000,0.616,0.064,0.954,0.0000,6.09,0.39,7,28,36,64,87.7149,0.0013,0.4525,0.0000,0.0000,47.7788,100.00,73.7393,265.6295,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000003,0,0.2094,0.0218,0.0184,72,235,679,0.0000,0.0000,0.0003,0.001,13.9869,0.0160,4.1341,0.0354,0.2522,0.0856,0.0000,-0.00007,0.012,0.0001,0.912,0.243,0.17,0.051,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8098,0.0000,1.2650,0.00000,0.04827,0.8400,0.8386
80000,2472,1.326,1.296,7.81,38403,35277,0,3447,0,689883,466600.1,304809.8,0.061,0.781,0.096,0.061,152,32.68,14.91,3.14,3.86,9.69,7.28,0.22,1.16,13.32,10.02,1.39,1.72,0.288,0.184,1912,0.025,0.041,0.945,0.002,0.013,52166,40422,3,0.667,0.028,0.064,698569,0.211,2.527,0.140,45.17,17659,476,0.442,0.150,0.297,5143421,2.01,2.67,0.275,0.721,0.439,11.3,34.9,48.2,123.9,65162,0.249,0.00,0.0014,0.102,605,0.523,0.001,0.441,0.309,4.44,5.37,5.50,1.47,0.458,2.16,1.29,2.54,0.545,0.00219,14.45,10.7398,907.85,94189.8,140122.1,0.000,6.9055,100.635,0.000,1.000,0.036,73.4,41.914,39.878,3494,18433.4,17.10,32.715,5.90,3.414,413.6,1.383,0.137,1.99,7.9814,19730.1,0.4536,0.3573,26.36,1.115,0.117,0.4655,0.0000,0.630,0.056,0.977,0.0000,6.10,0.41,8,29,36,100,37.9095,0.0033,0.4454,0.0000,0.0000,13.2355,100.00,97.8415,183.9172,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0031,0.0013,0.000003,5,0.1620,0.0247,0.0275,72,230,774,0.0000,0.0000,0.0001,0.000,4.2012,0.0214,1.2378,0.0336,0.3471,0.0595,0.0000,-0.00050,0.017,0.0002,0.943,0.271,0.19,0.064,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6799,0.0000,0.8171,0.00000,0.08464,0.8400,0.8387
90000,2862,1.265,1.239,8.17,109795,95880,0,13521,4,2230937,1104133.1,995649.5,0.043,0.819,0.074,0.063,108,30.85,15.08,3.20,3.84,9.32,7.34,0.17,1.23,11.04,8.76,1.42,1.79,0.283,0.186,2289,0.018,0.031,0.950,0.003,0.015,195896,153094,6,0.609,0.109,0.039,1551886,0.199,2.462,0.132,106.16,65662,362,0.446,0.144,0.382,17953498,2.08,3.30,0.245,0.753,0.432,9.3,32.3,48.1,89.7,67948,0.259,0.00,0.0035,0.096,749,0.665,0.001,0.600,0.454,4.10,5.14,5.19,1.53,0.459,2.24,1.35,2.63,0.690,0.00307,84.69,43.7655,1250.01,93890.3,140122.1,0.000,24.7430,242.980,0.000,1.000,0.000,77.4,94.251,114.137,3344,17283.5,15.89,90.151,5.78,12.860,342.2,6.475,0.134,2.01,7.1487,20459.7,0.4659,0.3379,23.74,1.160,0.137,1.5345,0.0000,0.623,0.052,0.969,0.0000,5.99,0.41,6,25,36,64,86.9387,0.0030,0.4423,0.0000,0.0000,47.6910,100.00,73.5207,265.5527,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000003,0,0.2059,0.0178,0.0176,72,233,674,0.0000,0.0000,0.0006,0.001,14.8730,0.0173,4.4148,0.0346,0.2517,0.0854,0.0000,-0.00039,0.063,0.0007,0.949,0.279,0.15,0.039,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8334,0.0000,1.2700,0.00000,0.04709,0.8400,0.8386
100000,2408,1.316,1.613,8.58,42686,38340,0,4796,1,768585,462875.8,332081.1,0.052,0.793,0.094,0.061,147,31.73,15.23,3.50,3.99,9.32,7.26,0.16,1.21,11.84,9.31,1.51,1.72,0.285,0.193,1902,0.024,0.031,0.952,0.002,0.015,57053,43412,6,0.710,0.130,0.030,346996,0.211,2.810,0.181,45.38,20408,392,0.432,0.146,0.324,5339855,2.13,2.77,0.255,0.741,0.488,10.5,33.1,50.1,114.5,59735,0.228,0.00,0.0016,0.105,595,0.508,0.001,0.452,0.296,4.23,5.24,5.32,1.60,0.505,2.35,1.34,2.64,0.532,0.00235,13.89,11.2974,942.69,91790.4,140122.1,0.000,7.4389,100.998,0.000,1.000,0.009,67.2,41.433,40.682,4142,23413.9,13.22,33.031,5.66,3.702,607.9,1.462,0.135,2.00,7.1173,17138.5,0.4492,0.3536,24.81,1.138,0.169,0.4655,0.0000,0.621,0.067,0.931,0.0000,5.97,0.47,7,25,36,82,37.1884,0.0019,0.4452,0.0000,0.0000,13.3000,100.00,97.2093,181.2278,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000003,3,0.1329,0.0158,0.0223,70,222,726,0.0000,0.0000,0.0002,0.000,4.8424,0.0170,1.4374,0.0370,0.3584,0.0666,0.0000,0.00032,0.023,0.0002,0.899,0.273,0.13,0.030,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7378,0.0000,0.9107,0.00000,0.08241,0.8400,0.8387
