step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2431,0.3492,18813.7,106,845,837,749,7,18,15,24166,25062,26801,0,0,0,1.000,1.000,1.000,653,222,14,0.4563,0.0800,0.5598,0.0655
2000,1982,0.5520,21862.4,253,698,664,620,51,67,41,27744,27295,31657,0,0,0,1.000,1.000,1.000,498,154,12,0.3768,0.1226,0.5931,0.0540
3000,2729,0.4617,24061.7,262,1087,890,752,64,125,85,25821,24905,29691,0,0,0,1.000,1.000,1.000,788,207,24,0.3932,0.1210,0.5836,0.0546
4000,3398,0.3749,20901.3,184,1222,1244,932,122,139,140,23267,22181,27215,0,0,0,1.000,1.000,1.000,896,287,23,0.5106,0.0880,0.6722,0.0471
5000,3577,0.3671,22598.7,177,1171,1229,1177,173,158,160,22083,19641,25092,0,0,0,1.000,1.000,1.000,886,302,23,0.5500,0.0945,0.6951,0.0431
6000,3978,0.3235,21407.7,156,1317,1414,1247,169,162,173,19840,18313,22115,0,0,0,1.000,1.000,1.000,958,308,22,0.6198,0.0757,0.7416,0.0386
7000,3998,0.3814,20248.4,173,1438,1463,1097,149,194,159,20135,17534,20786,0,0,0,1.000,1.000,1.000,1081,356,25,0.6841,0.0751,0.7730,0.0317
8000,4063,0.3886,15785.4,147,1561,1334,1168,186,173,203,19014,17079,20863,0,0,0,1.000,1.000,1.000,1209,292,23,0.7441,0.0521,0.8193,0.0273
9000,3657,0.3817,15184.1,155,1232,1278,1147,159,185,208,21177,19308,23509,0,0,0,1.000,1.000,1.000,881,254,33,0.6969,0.0564,0.7886,0.0308
10000,3046,0.4304,13637.1,176,1117,1059,870,159,204,219,22144,21794,25295,0,0,0,1.000,1.000,1.000,810,263,28,0.7133,0.0579,0.8256,0.0287
11000,2916,0.4139,14059.8,186,1240,1026,650,181,182,223,20963,22381,27443,0,0,0,1.000,1.000,1.000,900,240,10,0.6716,0.0646,0.7841,0.0295
