step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1272,32.93,0.17,9.84,0.84,6.28,0.03,1.05,0.010,0.249,417181.5,378863.7,3,127,3.25,1.05,1.05,21.3754,1206.64,21111.2,0.0446,35.8141,5462,29.2074,2308,8.5587,33219.5,148.26,2.1037,0.0,0.0000,1.000,0.7810
10000,1,1034,37.95,0.10,11.24,0.88,7.39,0.01,1.03,0.004,0.232,421279.1,391813.7,3,156,3.50,1.03,1.02,21.4452,769.04,21578.2,0.0513,36.2277,5461,29.2021,2261,8.1166,32172.1,93.87,10.3985,0.0,0.0000,1.000,0.3216
10000,2,858,36.27,0.10,11.51,1.11,7.05,0.01,1.03,0.006,0.194,343247.0,280321.4,4,166,3.54,1.04,1.02,15.0848,647.42,25020.5,0.0474,29.2478,5461,29.2021,1989,5.7060,21926.2,57.87,27.7045,0.0,0.0000,1.000,0.0291
20000,0,1056,33.54,0.05,8.30,3.11,6.82,0.00,1.02,0.000,0.223,235305.6,212774.9,2,113,3.24,1.02,1.02,7.3385,552.57,9351.3,0.4731,22.3045,5462,12.6540,2256,5.0956,14208.6,148.26,1.1244,0.0,0.0000,1.000,0.7810
20000,1,841,41.69,0.01,10.12,3.95,8.73,0.00,1.01,0.000,0.217,134904.3,121691.6,2,120,3.68,1.01,1.01,4.0994,480.50,24029.1,0.0000,12.8162,5461,12.6517,2124,2.5199,6462.1,93.87,3.2365,0.0,0.0000,1.000,0.3216
20000,2,640,42.37,0.08,10.58,4.52,8.19,0.00,1.03,0.000,0.172,87296.3,71791.0,4,159,3.85,1.03,1.03,2.3735,404.79,33466.2,0.0000,8.5433,5461,12.6517,2102,1.6270,3594.0,57.87,7.5974,0.0,0.0000,1.000,0.0291
30000,0,1152,43.41,0.40,8.26,1.62,11.84,0.02,1.12,0.013,0.289,380519.7,212390.8,2,108,3.74,1.18,1.10,10.2905,285.17,13006.2,1.5844,34.4699,5462,31.5414,2021,12.7455,42834.4,148.26,2.3434,0.0,0.0000,1.000,0.7810
30000,1,936,43.70,0.29,9.16,1.75,11.26,0.02,1.08,0.010,0.244,381389.4,219784.2,2,106,3.87,1.11,1.07,10.9754,254.44,17308.4,0.1092,34.4853,5461,31.5356,1970,12.4494,44273.0,93.87,11.2901,0.0,0.0000,1.000,0.3216
30000,2,800,50.50,0.17,9.44,1.90,14.53,0.04,1.04,0.014,0.237,307871.9,164706.8,2,130,4.19,1.04,1.03,7.6141,234.62,27594.6,0.0001,28.1928,5461,31.5356,1728,8.8066,27974.6,57.87,29.6034,0.0,0.0000,1.000,0.0291
40000,0,971,45.99,0.37,9.21,1.56,12.27,0.07,1.11,0.039,0.260,227410.5,74835.1,8,104,3.93,1.15,1.11,4.7154,218.43,7860.6,0.9264,21.5795,5462,13.7551,1920,5.2414,14220.2,148.26,1.1306,0.0,0.0000,1.000,0.7810
40000,1,903,43.93,0.45,8.17,2.04,11.87,0.03,1.13,0.019,0.234,133162.3,40000.2,6,106,3.78,1.18,1.10,2.6031,206.54,22519.0,0.0000,12.6502,5461,13.7526,1806,2.7598,6402.0,93.87,3.3119,0.0,0.0000,1.000,0.3216
40000,2,573,47.06,0.60,8.60,2.68,12.39,0.05,1.15,0.021,0.158,84840.8,24597.7,5,122,3.99,1.22,1.09,1.6374,114.97,33148.8,0.0000,8.3955,5461,13.7526,1920,1.7665,3401.0,57.87,7.6350,0.0,0.0000,1.000,0.0291
50000,0,1182,42.80,0.10,8.42,0.46,12.56,0.02,1.03,0.010,0.291,391783.0,142577.7,11,84,3.72,1.04,1.02,9.8751,396.74,12247.8,2.4847,35.9347,5462,33.9150,1647,8.9542,40039.1,148.26,2.2611,0.0,0.0000,1.000,0.7810
