step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1941,0.2478,15370.2,127,808,702,431,19,25,18,22651,23147,25164,0,0,0,1.000,1.000,1.000,605,180,1,0.5577,0.0607,0.6360,0.0501
2000,2350,0.4545,21782.1,246,787,862,701,80,71,75,26787,27544,30487,0,0,0,1.000,1.000,1.000,588,249,35,0.3530,0.1385,0.5795,0.0621
3000,3323,0.4045,21770.6,225,1067,1178,1078,125,122,107,24326,24305,26518,0,0,0,1.000,1.000,1.000,737,264,26,0.4650,0.1103,0.6546,0.0489
4000,4587,0.4125,22258.4,197,1721,1531,1335,165,148,140,23372,21260,23785,0,0,0,1.000,1.000,1.000,1256,354,23,0.5123,0.0912,0.6582,0.0424
5000,4916,0.3399,22388.0,170,1644,1696,1576,159,185,171,20559,18577,20957,0,0,0,1.000,1.000,1.000,1201,384,20,0.5818,0.0806,0.7045,0.0361
6000,5253,0.3497,23992.4,183,1804,1932,1517,223,212,201,19510,18343,19355,0,0,0,1.000,1.000,1.000,1357,440,39,0.5984,0.0776,0.7252,0.0366
7000,4820,0.3415,20005.4,171,1651,1592,1577,188,228,216,19334,17729,20175,0,0,0,1.000,1.000,1.000,1257,386,29,0.6682,0.0715,0.7837,0.0323
8000,4930,0.3223,22718.3,172,1738,1692,1500,226,199,201,16888,15351,16979,0,0,0,1.000,1.000,1.000,1199,401,39,0.6614,0.0651,0.7544,0.0307
9000,3343,0.3814,17508.4,224,1098,1199,1046,143,174,188,22161,20009,21432,0,0,0,1.000,1.000,1.000,808,304,30,0.6768,0.0625,0.7972,0.0333
10000,3309,0.3932,16130.1,206,1246,1049,1014,168,166,154,22338,19751,21173,0,0,0,1.000,1.000,1.000,916,269,13,0.7104,0.0598,0.8174,0.0296
11000,2582,0.4330,14439.2,255,905,915,762,127,161,169,20736,20191,21758,0,0,0,1.000,1.000,1.000,664,252,13,0.7371,0.0556,0.8303,0.0259
12000,2608,0.4421,14318.2,255,1103,880,625,103,129,152,23086,24677,26789,0,0,0,1.000,1.000,1.000,845,211,10,0.6042,0.0849,0.7816,0.0304
13000,1598,0.4750,9496.7,318,824,437,337,83,110,85,24245,28520,32200,0,0,0,1.000,1.000,1.000,644,104,14,0.5713,0.0906,0.7928,0.0324
14000,1114,0.4623,7559.6,378,703,244,167,51,100,62,22555,29626,34709,0,0,0,1.000,1.000,1.000,523,49,0,0.4297,0.1138,0.7146,0.0309
15000,1246,0.4856,8430.3,375,812,290,144,33,142,73,23411,32202,38385,0,0,0,1.000,1.000,1.000,623,69,3,0.3086,0.1299,0.5916,0.0382
16000,962,0.5094,6947.8,425,671,210,81,30,107,43,22934,33620,40774,0,0,0,1.000,1.000,1.000,525,50,2,0.3486,0.1193,0.6071,0.0397
17000,1340,0.4119,9082.7,378,923,339,78,40,151,63,20325,31606,39697,0,0,0,1.000,1.000,1.000,748,80,1,0.5499,0.1012,0.8163,0.0368
18000,1756,0.4442,13069.3,399,985,525,246,72,186,117,17285,27788,36493,0,0,0,1.000,1.000,1.000,709,131,5,0.6578,0.0784,0.8356,0.0335
19000,2464,0.4290,17607.1,338,1109,788,567,134,175,166,13636,23065,32173,0,0,0,1.000,1.000,1.000,843,223,9,0.7110,0.0610,0.8231,0.0283
20000,3079,0.4485,29873.0,409,1276,978,825,154,188,206,9305,17868,27576,0,0,0,1.000,1.000,1.000,955,266,20,0.6851,0.0561,0.7833,0.0277
21000,3780,0.5011,48277.2,602,1381,1330,1069,214,271,251,5549,12988,22728,0,0,0,1.000,1.000,1.000,1019,318,34,0.6122,0.0679,0.7246,0.0312
22000,4376,0.4673,57288.9,729,1461,1572,1343,244,251,285,3322,8041,17563,0,0,0,1.000,1.000,1.000,1039,382,38,0.5934,0.0664,0.6920,0.0314
23000,5904,0.4675,47683.0,486,2143,2002,1759,285,254,279,9675,12402,21460,0,0,0,1.000,1.000,1.000,1550,458,21,0.4819,0.0938,0.6359,0.0514
24000,4955,0.4787,47505.8,480,1816,1593,1546,245,237,253,9194,11063,18451,0,0,0,1.000,1.000,1.000,1335,407,55,0.5537,0.0773,0.6493,0.0320
25000,4886,0.5104,55404.4,667,1656,1707,1523,225,243,266,7836,9224,16646,0,0,0,1.000,1.000,1.000,1201,411,39,0.5292,0.0787,0.6332,0.0336
26000,4910,0.5173,61129.0,806,1694,1677,1539,245,243,284,7154,7766,15395,0,0,0,1.000,1.000,1.000,1278,399,51,0.5131,0.0842,0.6297,0.0356
27000,5017,0.4911,66186.7,819,1771,1670,1576,259,242,240,7821,7806,15104,0,0,0,1.000,1.000,1.000,1295,367,48,0.4617,0.1029,0.6025,0.0410
28000,4709,0.5088,70634.7,957,1622,1610,1477,248,262,259,7534,7688,14982,0,0,0,1.000,1.000,1.000,1177,357,35,0.4134,0.1136,0.5955,0.0454
29000,4253,0.5178,73729.1,1119,1575,1428,1250,259,240,258,7606,8566,16530,0,0,0,1.000,1.000,1.000,1148,361,33,0.3643,0.1471,0.6021,0.0534
30000,3736,0.5163,75125.9,1300,1448,1232,1056,231,210,210,7390,10285,18979,0,0,0,1.000,1.000,1.000,1056,285,21,0.3027,0.1528,0.6130,0.0613
31000,3044,0.5503,70258.4,1590,1221,1009,814,178,218,198,8328,13519,22728,0,0,0,1.000,1.000,1.000,928,231,17,0.2943,0.1304,0.6517,0.0665
