step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1246,25.83,0.02,7.73,1.58,4.42,0.00,1.01,0.000,0.196,413757.7,472534.7,1,168,2.93,1.01,1.01,22.0345,896.54,22337.9,0.0504,35.5927,5462,27.8313,2831,10.1449,31882.7,160.59,3.3967,0.0,0.0000,1.000,0.7105
10000,1,1049,22.94,0.00,7.52,1.64,3.13,0.00,1.00,0.000,0.148,402260.0,466614.8,1,166,2.91,1.00,1.00,21.7093,651.29,19750.8,0.0385,34.4524,5461,27.8262,2555,9.1968,30933.4,80.07,14.9879,0.0,0.0000,1.000,0.1979
10000,2,1014,24.38,0.00,7.54,1.55,3.88,0.00,1.00,0.000,0.150,354595.5,383014.1,1,154,2.90,1.00,1.00,17.4688,609.64,21173.1,0.0399,30.2575,5461,27.8262,2267,7.1330,23791.8,59.33,27.2606,0.0,0.0000,1.000,0.0179
20000,0,1276,25.06,0.06,6.94,1.35,4.79,0.01,1.03,0.004,0.193,225902.5,204287.1,1,154,2.84,1.03,1.02,5.8026,184.31,9304.7,0.0374,20.9008,5462,12.2414,2436,7.3432,15652.8,160.59,1.6974,0.0,0.0000,1.000,0.7105
20000,1,978,25.29,0.07,6.71,1.14,5.22,0.00,1.02,0.004,0.146,126590.8,104609.8,1,188,2.82,1.02,1.02,2.7286,115.59,17868.5,0.0000,11.8190,5461,12.2391,2465,3.4647,6966.9,80.07,4.9300,0.0,0.0000,1.000,0.1979
20000,2,825,24.72,0.12,6.62,1.17,4.92,0.01,1.05,0.007,0.121,84545.5,66857.2,2,206,2.84,1.06,1.02,1.7058,106.48,27575.7,0.0000,8.1777,5461,12.2391,2352,2.4078,4251.9,59.33,7.2565,0.0,0.0000,1.000,0.0179
30000,0,1448,27.43,0.12,6.41,0.38,6.88,0.04,1.05,0.022,0.228,410120.4,181486.4,3,231,3.18,1.06,1.02,7.8644,337.67,7390.2,2.4214,36.5418,5462,34.0358,1407,9.6800,37105.1,160.59,3.5886,0.0,0.0000,1.000,0.7105
30000,1,1232,27.65,0.09,6.63,0.27,6.88,0.02,1.03,0.011,0.196,399990.5,174230.8,3,210,3.15,1.03,1.01,7.6876,377.29,10284.5,1.6963,35.5003,5461,34.0295,1268,8.9869,34268.7,80.07,15.8288,0.0,0.0000,1.000,0.1979
30000,2,1056,27.37,0.13,6.53,0.18,6.81,0.04,1.05,0.019,0.165,349746.2,148277.8,3,210,3.08,1.07,1.02,6.6674,338.44,18979.5,0.0718,31.2185,5461,34.0295,1116,7.4561,26871.8,59.33,28.4757,0.0,0.0000,1.000,0.0179
40000,0,1286,28.11,0.19,5.85,0.21,7.72,0.05,1.08,0.023,0.206,266220.7,76238.6,2,148,3.15,1.09,1.03,9.1664,530.43,4383.3,0.6143,25.5780,5462,14.0384,1182,1.7985,8077.6,160.59,1.7180,0.0,0.0000,1.000,0.7105
40000,1,1048,28.19,0.16,5.95,0.26,7.70,0.03,1.06,0.020,0.169,148315.9,40586.1,2,255,3.19,1.07,1.03,5.4859,279.75,12521.3,0.0015,14.3467,5461,14.0359,1159,0.9284,3587.1,80.07,4.9207,0.0,0.0000,1.000,0.1979
40000,2,745,28.52,0.15,6.41,0.14,7.47,0.03,1.06,0.020,0.120,98734.0,27731.7,2,206,3.21,1.07,1.03,3.8285,178.51,24424.1,0.0000,9.7138,5461,14.0359,1172,0.6375,2162.5,59.33,7.2041,0.0,0.0000,1.000,0.0179
50000,0,1456,26.03,0.15,4.78,0.16,7.86,0.04,1.06,0.019,0.216,364857.3,120069.7,12,196,3.05,1.07,1.03,15.3543,615.84,4632.3,16.9164,34.9409,5462,28.3835,1034,1.9305,11074.7,160.59,3.6449,0.0,0.0000,1.000,0.7105
50000,1,1325,26.31,0.10,4.91,0.16,7.95,0.03,1.04,0.017,0.197,359444.8,117876.3,11,249,3.10,1.05,1.02,15.0235,718.25,7879.1,14.9621,34.2553,5461,28.3783,981,2.0249,11428.4,80.07,16.1899,0.0,0.0000,1.000,0.1979
50000,2,1158,26.75,0.13,5.19,0.16,7.85,0.02,1.05,0.015,0.178,342419.0,107987.5,11,162,3.10,1.05,1.02,13.7886,520.88,13594.4,5.6740,32.6263,5461,28.3783,899,1.8547,10236.1,59.33,28.4780,0.0,0.0000,1.000,0.0179
60000,0,1295,27.54,0.10,5.00,0.15,8.50,0.02,1.04,0.010,0.203,266107.6,81549.5,15,150,3.17,1.04,1.03,10.9958,499.49,5806.3,0.3747,26.0415,5462,14.2083,1065,1.0746,5278.8,160.59,1.6920,0.0,0.0000,1.000,0.7105
60000,1,1047,28.23,0.16,5.20,0.21,8.49,0.04,1.05,0.024,0.169,145938.0,45700.4,12,232,3.21,1.06,1.03,6.6973,262.44,14189.3,0.0045,14.3549,5461,14.2057,1090,0.5824,2338.7,80.07,4.8315,0.0,0.0000,1.000,0.1979
60000,2,830,28.60,0.19,5.64,0.22,8.17,0.03,1.08,0.019,0.135,98081.7,30786.7,10,165,3.19,1.09,1.04,4.3821,147.90,25209.2,0.0000,9.7728,5461,14.2057,1082,0.4140,1435.1,59.33,7.1194,0.0,0.0000,1.000,0.0179
70000,0,1384,26.44,0.07,4.79,0.11,8.24,0.02,1.02,0.008,0.208,364319.8,124678.8,24,229,3.14,1.02,1.01,16.8999,652.39,3808.4,17.1083,35.1204,5462,27.5371,1054,1.3846,8263.4,160.59,3.6648,0.0,0.0000,1.000,0.7105
70000,1,1302,26.40,0.08,4.80,0.12,8.18,0.01,1.03,0.005,0.197,354443.8,119120.2,25,223,3.17,1.03,1.02,16.0725,634.93,6814.4,15.8519,34.0337,5461,27.5321,841,1.4233,8476.0,80.07,16.2208,0.0,0.0000,1.000,0.1979
70000,2,1127,26.25,0.12,4.63,0.17,8.17,0.01,1.05,0.009,0.169,336580.8,107055.5,17,165,3.10,1.05,1.04,14.4404,554.21,12382.9,6.7383,32.4226,5461,27.5321,849,1.3128,7656.1,59.33,28.4537,0.0,0.0000,1.000,0.0179
80000,0,1279,27.53,0.11,4.83,0.22,8.59,0.02,1.04,0.009,0.201,264868.2,85666.8,26,131,3.20,1.04,1.02,12.1566,479.20,5753.5,0.3803,26.0311,5462,14.0314,1089,0.9036,4514.6,160.59,1.6722,0.0,0.0000,1.000,0.7105
80000,1,1093,27.85,0.08,5.17,0.21,8.48,0.02,1.02,0.009,0.174,145217.8,47149.7,26,242,3.18,1.03,1.01,7.2232,458.64,14012.5,0.0101,14.3908,5461,14.0288,1065,0.5003,2005.6,80.07,4.8133,0.0,0.0000,1.000,0.1979
80000,2,863,28.30,0.09,5.45,0.26,8.40,0.02,1.03,0.010,0.141,97637.8,32317.5,20,156,3.15,1.03,1.01,4.6243,135.10,24462.2,0.0000,9.7988,5461,14.0288,1073,0.3591,1252.9,59.33,7.1650,0.0,0.0000,1.000,0.0179
90000,0,1481,26.18,0.06,4.68,0.15,8.22,0.01,1.02,0.004,0.222,360586.5,121466.3,35,192,3.08,1.02,1.01,16.8948,747.96,4338.7,17.7067,34.7801,5462,27.1169,987,1.2639,7614.7,160.59,3.6625,0.0,0.0000,1.000,0.7105
90000,1,1335,26.41,0.07,4.64,0.17,8.33,0.00,1.02,0.004,0.202,350865.9,118959.3,37,209,3.13,1.02,1.02,16.3573,647.76,6634.2,16.2610,33.8348,5461,27.1119,913,1.2711,7534.0,80.07,16.2944,0.0,0.0000,1.000,0.1979
